probe_id,logical_step,elapsed_s,node_id,production_phase,production_quality,production_density_kg_m3,production_u_j_kg,production_temperature_c,production_pressure_mpa,reference_resolved,reference_region,reference_phase,reference_temperature_c,reference_pressure_mpa,reference_quality,reference_minus_production_pressure_mpa
background-reference,30000,300,pressure,SubcooledLiquid,,750.3222372675948,1176622.8592804673,280.15829982868274,6.916459285049803,true,REGION-4-MIXTURE,SaturatedMixture,269.4799217283727,5.4582106824633945,0.0009015025208659237,-1.4582486025864085
background-reference,30000,300,outlet,SaturatedMixture,0.21514191202611882,137.52501607805118,1467078.0877334338,282.5453255359756,6.6664592842604415,true,REGION-4-MIXTURE,SaturatedMixture,275.18437056839457,5.963117167820244,0.18990745678322932,-0.7033421164401972
background-reference,30000,300,drum,SaturatedMixture,0.042322749738686515,391.8009537739962,1231735.758092344,279.999999989397,6.416459280654079,true,REGION-4-MIXTURE,SaturatedMixture,270.41057386994373,5.5382678699752335,0.0366304698911451,-0.8781914106788458
background-reference,30000,300,feedwater-inventory,SubcooledLiquid,,989.1562750389587,198947.6523841551,47.37848866289414,0.01748489902218667,true,REGION-1,SubcooledLiquid,47.521140576642495,0.12181746457953008,,0.10433256555734341
background-reference,36000,360,suction,SubcooledLiquid,,750.4377202844439,1175958.000006334,280.00000000150806,6.416459289663786,true,REGION-4-MIXTURE,SaturatedMixture,269.34476251006106,5.446657821393141,0.0009044047982072967,-0.9698014682706448
background-reference,36000,360,pressure,SubcooledLiquid,,750.3222372667026,1176622.8592833348,280.15829982936555,6.916459286053421,true,REGION-4-MIXTURE,SaturatedMixture,269.4799217283727,5.4582106824633945,0.0009015025209116863,-1.4582486035900262
background-reference,36000,360,outlet,SaturatedMixture,0.21514191175126693,137.5250162213506,1467078.0873767186,282.5453255359756,6.6664592842604415,true,REGION-4-MIXTURE,SaturatedMixture,275.18437056839457,5.963117167820244,0.18990745654153707,-0.7033421164401972
background-reference,36000,360,drum,SaturatedMixture,0.042322749743897846,391.8009537509404,1231735.75809811,279.999999989397,6.416459280654079,true,REGION-4-MIXTURE,SaturatedMixture,270.41057386994373,5.5382678699752335,0.036630469895552936,-0.8781914106788458
background-reference,36000,360,feedwater-inventory,SubcooledLiquid,,989.1562750394272,198947.65237879797,47.37848866161863,0.017484898830485443,true,REGION-1,SubcooledLiquid,47.521140575730726,0.12181746457902826,,0.10433256574854281
background-reference,42000,420,suction,SubcooledLiquid,,750.4377202844439,1175958.000008458,280.00000000201385,6.416459292340392,true,REGION-4-MIXTURE,SaturatedMixture,269.34476251006106,5.446657821393141,0.0009044047982072967,-0.9698014709472504
background-reference,42000,420,pressure,SubcooledLiquid,,750.3222372660342,1176622.859286598,280.1582998301425,6.916459288212195,true,REGION-4-MIXTURE,SaturatedMixture,269.4799217283727,5.4582106824633945,0.0009015025209459658,-1.4582486057488007
background-reference,42000,420,outlet,SaturatedMixture,0.21514191145568048,137.5250163754604,1467078.0870238196,282.5453255359756,6.6664592842604415,true,REGION-4-MIXTURE,SaturatedMixture,275.18437056839457,5.963117167820244,0.18990745628161176,-0.7033421164401972
background-reference,42000,420,drum,SaturatedMixture,0.042322749776183395,391.80095372714527,1231735.7581087076,280.0000000321028,6.4164592847876225,true,REGION-4-MIXTURE,SaturatedMixture,270.41057386994373,5.5382678699752335,0.03663046990010211,-0.878191414812389
background-reference,42000,420,feedwater-inventory,SubcooledLiquid,,989.1562750398986,198947.6523724118,47.37848866009807,0.017484898407590363,true,REGION-1,SubcooledLiquid,47.52114057481543,0.12181746457852446,,0.1043325661709341
background-reference,48000,480,suction,SubcooledLiquid,,750.4377202844439,1175958.0000112478,280.0000000026781,6.4164592958573765,true,REGION-4-MIXTURE,SaturatedMixture,269.34476251006106,5.446657821393141,0.0009044047982072967,-0.9698014744642354
background-reference,48000,480,pressure,SubcooledLiquid,,750.3222372647476,1176622.85929053,280.1582998310786,6.916459289402581,true,REGION-4-MIXTURE,SaturatedMixture,269.4799217283727,5.4582106824633945,0.0009015025210119517,-1.4582486069391862
background-reference,48000,480,outlet,SaturatedMixture,0.21514191117723236,137.52501656120805,1467078.0865620906,282.5453255573285,6.666459286388433,true,REGION-4-MIXTURE,SaturatedMixture,275.18437056839457,5.963117167820244,0.18990745596832528,-0.7033421185681883
background-reference,48000,480,drum,SaturatedMixture,0.04232274978377275,391.80095369356866,1231735.7581183608,280.0000000321028,6.4164592847876225,true,REGION-4-MIXTURE,SaturatedMixture,270.41057386994373,5.5382678699752335,0.03663046990652133,-0.878191414812389
background-reference,48000,480,feedwater-inventory,SubcooledLiquid,,989.1562750405255,198947.65236496713,47.37848865832552,0.01748489808811899,true,REGION-1,SubcooledLiquid,47.5211405735958,0.1218174645778532,,0.10433256648973421
background-reference,54000,540,suction,SubcooledLiquid,,750.4377202844439,1175958.0000136367,280.0000000032469,6.416459298866863,true,REGION-4-MIXTURE,SaturatedMixture,269.34476251006106,5.446657821393141,0.0009044047982072967,-0.9698014774737223
background-reference,54000,540,pressure,SubcooledLiquid,,750.3222372631434,1176622.8592951607,280.1582998321811,6.9164592905441244,true,REGION-4-MIXTURE,SaturatedMixture,269.4799217283727,5.4582106824633945,0.000901502521094229,-1.45824860808073
background-reference,54000,540,outlet,SaturatedMixture,0.21514191072156535,137.52501679877895,1467078.0860801018,282.5453255573285,6.666459286388433,true,REGION-4-MIXTURE,SaturatedMixture,275.1843705892562,5.963117169729576,0.1899074556347955,-0.7033421166588569
background-reference,54000,540,drum,SaturatedMixture,0.042322749765699504,391.80095365448614,1231735.758126714,279.999999989397,6.416459280654079,true,REGION-4-MIXTURE,SaturatedMixture,270.41057386994373,5.5382678699752335,0.036630469913993186,-0.8781914106788458
background-reference,54000,540,feedwater-inventory,SubcooledLiquid,,989.1562750412459,198947.65235642844,47.37848865629252,0.01748489772356308,true,REGION-1,SubcooledLiquid,47.52114057219461,0.12181746457708201,,0.10433256685351892
background-reference,60000,600,suction,SubcooledLiquid,,750.4377202844439,1175958.0000168593,280.00000000401417,6.416459302929708,true,REGION-4-MIXTURE,SaturatedMixture,269.34476251006106,5.446657821393141,0.0009044047982072967,-0.9698014815365665
background-reference,60000,600,pressure,SubcooledLiquid,,750.3222372619197,1176622.859299193,280.1582998331412,6.916459292045066,true,REGION-4-MIXTURE,SaturatedMixture,269.4799217283727,5.4582106824633945,0.0009015025211569903,-1.4582486095816716
background-reference,60000,600,outlet,SaturatedMixture,0.21514191032516958,137.52501704602088,1467078.085644818,282.5453255786814,6.666459288516391,true,REGION-4-MIXTURE,SaturatedMixture,275.1843705892562,5.963117169729576,0.18990745521779132,-0.7033421187868152
background-reference,60000,600,drum,SaturatedMixture,0.04232274977822259,391.8009535990819,1231735.7581452471,279.999999989397,6.416459280654079,true,REGION-4-MIXTURE,SaturatedMixture,270.41057386994373,5.5382678699752335,0.036630469924585435,-0.8781914106788458
background-reference,60000,600,feedwater-inventory,SubcooledLiquid,,989.1562750420038,198947.6523467156,47.37848865397996,0.017484897172736352,true,REGION-1,SubcooledLiquid,47.521140570721,0.12181746457627096,,0.10433256740353461
exact-v9-5-to-6mwe,2784,0,suction,SubcooledLiquid,,750.4377202844439,1176108.9339515655,280.0359366551347,6.606720344301578,true,REGION-4-MIXTURE,SaturatedMixture,269.3758408248424,5.449312614917401,0.000902381271361201,-1.1574077293841762
exact-v9-5-to-6mwe,2784,0,pressure,SubcooledLiquid,,750.3504211189918,1176643.2187331282,280.1631473174115,7.024817803136839,true,REGION-4-MIXTURE,SaturatedMixture,269.4845352351666,5.458605356238655,0.0008997551380735252,-1.5662124468981844
exact-v9-5-to-6mwe,2784,0,outlet,SaturatedMixture,0.22196450476582338,135.32033135566343,1477947.7206096025,283.2202516404262,6.733980762867575,true,REGION-4-MIXTURE,SaturatedMixture,275.8487251222133,6.024158228030869,0.1958812351730021,-0.7098225348367064
exact-v9-5-to-6mwe,2784,0,drum,SaturatedMixture,0.042498732327632564,392.0373375848495,1233408.20185973,280.3637522496052,6.451740830313978,true,REGION-4-MIXTURE,SaturatedMixture,270.7234599530699,5.565383514941363,0.036759643123033474,-0.8863573153726145
exact-v9-5-to-6mwe,2784,0,feedwater-inventory,SubcooledLiquid,,989.1763979831719,198947.63668065626,47.3784849239658,0.06223721455000462,true,REGION-1,SubcooledLiquid,47.522770723017004,0.16968907902364633,,0.10745186447364172
exact-v9-5-to-6mwe,8784,60,suction,SaturatedMixture,7.644855657431446E-06,750.4377202844439,1175673.5997796948,279.9298860587363,6.409675670370342,true,REGION-4-MIXTURE,SaturatedMixture,269.286198878288,5.441657841867017,0.0009082089892899667,-0.9680178285033252
exact-v9-5-to-6mwe,8784,60,pressure,SubcooledLiquid,,750.2534052924536,1176762.2820330847,280.19149572216304,6.8906175260492875,true,REGION-4-MIXTURE,SaturatedMixture,269.5075922548773,5.4605781522424275,0.0009032234349990809,-1.43003937380686
exact-v9-5-to-6mwe,8784,60,outlet,SaturatedMixture,0.2573436046135478,117.95550669718666,1521117.4325349736,282.19039618659315,6.631159366699092,true,REGION-4-MIXTURE,SaturatedMixture,275.26000683307655,5.970042719140328,0.22868431485697216,-0.6611166475587638
exact-v9-5-to-6mwe,8784,60,drum,SaturatedMixture,0.041866197821345034,392.31354324220206,1228975.0773336815,279.4553924811538,6.363911669521464,true,REGION-4-MIXTURE,SaturatedMixture,269.93746799826624,5.497458813549572,0.03627074384046728,-0.8664528559718923
exact-v9-5-to-6mwe,8784,60,feedwater-inventory,SaturatedMixture,2.1702521852782368E-07,986.2734001736559,198936.5576213266,47.37572998953698,0.010829923702911224,true,REGION-4-MIXTURE,SaturatedMixture,47.514584347605705,0.010906180173376944,2.1513591917951847E-07,7.625647046572044E-05
exact-v9-5-to-6mwe,14784,120,suction,SaturatedMixture,0.00011554327368165275,750.4377202844439,1171554.5330948678,278.91513148348315,6.3121088107714165,true,REGION-4-MIXTURE,SaturatedMixture,268.43746053576467,5.369587904517404,0.0009620480858722721,-0.9425209062540123
exact-v9-5-to-6mwe,14784,120,pressure,SubcooledLiquid,,750.8163702158884,1175346.7031780253,279.8544531376251,6.7563578019832855,true,REGION-4-MIXTURE,SaturatedMixture,269.2245281159875,5.436396374605828,0.0008928844818294307,-1.3199614273774571
exact-v9-5-to-6mwe,14784,120,outlet,SaturatedMixture,0.25215684380876147,117.37005392186582,1510078.1548238776,280.64811110277185,6.4794247846235695,true,REGION-4-MIXTURE,SaturatedMixture,273.84035230278926,5.841073342563729,0.2245357760629698,-0.6383514420598404
exact-v9-5-to-6mwe,14784,120,drum,SaturatedMixture,0.03963084300491945,397.8491552274789,1219237.0142181108,277.74979727068,6.201467606851032,true,REGION-4-MIXTURE,SaturatedMixture,268.4353395342828,5.369408719353976,0.03444423683968542,-0.8320588874970554
exact-v9-5-to-6mwe,14784,120,feedwater-inventory,SaturatedMixture,1.5957235742262986E-06,968.3459774969293,198866.75028061855,47.358365502998424,0.01082041972081049,true,REGION-4-MIXTURE,SaturatedMixture,47.497136956453346,0.01089657309619546,1.6027856383916987E-06,7.615337538496858E-05
exact-v9-5-to-6mwe,20784,180,suction,SaturatedMixture,0.00019484461844720513,750.4377202844439,1168393.8662971437,278.1373908959887,6.238101455326782,true,REGION-4-MIXTURE,SaturatedMixture,267.78551645874984,5.314725369421499,0.001001791617465924,-0.9233760859052831
exact-v9-5-to-6mwe,20784,180,pressure,SubcooledLiquid,,752.0175681523324,1172510.033506568,279.17905559680196,6.713792082033039,true,REGION-4-MIXTURE,SaturatedMixture,268.6578054487708,5.3882278416122125,0.0008686230330322349,-1.3255642404208263
exact-v9-5-to-6mwe,20784,180,outlet,SaturatedMixture,0.25538192065746995,115.65833927090584,1513558.4191983617,280.37297973379486,6.45263775766061,true,REGION-4-MIXTURE,SaturatedMixture,273.6215528190136,5.821387152991723,0.22761378261997248,-0.631250604668887
exact-v9-5-to-6mwe,20784,180,drum,SaturatedMixture,0.039050121107940365,400.2925708018411,1217991.5196789636,277.63107041562455,6.190278942601253,true,REGION-4-MIXTURE,SaturatedMixture,268.32134410142896,5.359784941479276,0.03395045495361322,-0.830494001121977
exact-v9-5-to-6mwe,20784,180,feedwater-inventory,SaturatedMixture,2.507599400111691E-06,956.8054044437907,198737.0290227047,47.3269875523589,0.010803264019325423,true,REGION-4-MIXTURE,SaturatedMixture,47.46560525596135,0.01087922919921552,2.5205747065400563E-06,7.596517989009663E-05
exact-v9-5-to-6mwe,26784,240,suction,SaturatedMixture,0.00022667932153571188,750.4377202844439,1167090.8854191045,277.8169922793751,6.20780681641028,true,REGION-4-MIXTURE,SaturatedMixture,267.5165805220603,5.292218956694819,0.0010177871326755921,-0.9155878597154619
exact-v9-5-to-6mwe,26784,240,pressure,SubcooledLiquid,,753.0163120359574,1170160.2923021785,278.6195934052806,6.701585713925193,true,REGION-4-MIXTURE,SaturatedMixture,268.18782694339745,5.348529845081322,0.000848616322960396,-1.353055868843871
exact-v9-5-to-6mwe,26784,240,outlet,SaturatedMixture,0.2576835094016536,114.72395425532193,1516488.295975861,280.3370606142238,6.44914689351528,true,REGION-4-MIXTURE,SaturatedMixture,273.6084401816131,5.820208972163369,0.22974826723444455,-0.6289379213519108
exact-v9-5-to-6mwe,26784,240,drum,SaturatedMixture,0.03908878505153308,400.284220187779,1218296.5493331729,277.69474219609526,6.196277369836619,true,REGION-4-MIXTURE,SaturatedMixture,268.3765215992928,5.364441516840209,0.03398037809656801,-0.8318358529964103
exact-v9-5-to-6mwe,26784,240,feedwater-inventory,SaturatedMixture,3.159264805874484E-06,948.6784172342234,198568.41440392888,47.28648958132828,0.010781156549652313,true,REGION-4-MIXTURE,SaturatedMixture,47.42490748912098,0.010856878601495297,3.1764548628204034E-06,7.572205184298332E-05
exact-v9-5-to-6mwe,32784,300,suction,SaturatedMixture,0.00023406387352894214,750.4377202844439,1166785.7260995673,277.7419733124972,6.200729812283656,true,REGION-4-MIXTURE,SaturatedMixture,267.45358095765107,5.286957257032961,0.001021500856893961,-0.913772555250695
exact-v9-5-to-6mwe,32784,300,pressure,SubcooledLiquid,,753.6229874676202,1168737.0851233306,278.28073455317406,6.704570077886365,true,REGION-4-MIXTURE,SaturatedMixture,267.90293265581147,5.324574454639616,0.0008365347013581999,-1.3799956232467494
exact-v9-5-to-6mwe,32784,300,outlet,SaturatedMixture,0.2587484425936893,114.45453726683763,1518106.4895017848,280.4162111533992,6.456841194472194,true,REGION-4-MIXTURE,SaturatedMixture,273.68795581161976,5.827356310544289,0.23069780958403946,-0.6294848839279048
exact-v9-5-to-6mwe,32784,300,drum,SaturatedMixture,0.03927407756151969,399.77217635616427,1219080.59327937,277.82974051485314,6.2090100493334655,true,REGION-4-MIXTURE,SaturatedMixture,268.495750629902,5.37451412029269,0.034132733862728346,-0.8344959290407754
exact-v9-5-to-6mwe,32784,300,feedwater-inventory,SaturatedMixture,3.6931858079972377E-06,942.0811543418462,198386.81041663824,47.2429623813764,0.010757438799553102,true,REGION-4-MIXTURE,SaturatedMixture,47.38116506189107,0.010832899915982661,3.713817922534957E-06,7.546111642955933E-05
exact-v9-5-to-6mwe,38784,360,suction,SaturatedMixture,0.00022832276961748645,750.4377202844439,1167023.0676120264,277.8003196374185,6.206233449961339,true,REGION-4-MIXTURE,SaturatedMixture,267.50258015990255,5.291049306341158,0.0010186135204932804,-0.9151841436201815
exact-v9-5-to-6mwe,38784,360,pressure,SubcooledLiquid,,753.8934668683831,1168109.2885837676,278.1312591866114,6.715504332442043,true,REGION-4-MIXTURE,SaturatedMixture,267.7772412359715,5.314031753785513,0.000831091383927257,-1.4014725786565299
exact-v9-5-to-6mwe,38784,360,outlet,SaturatedMixture,0.2592545217770513,114.49277253693417,1519149.0292460008,280.5539931854536,6.47025184386126,true,REGION-4-MIXTURE,SaturatedMixture,273.8153027057647,5.838816965987687,0.23110873263167547,-0.6314348778735734
exact-v9-5-to-6mwe,38784,360,drum,SaturatedMixture,0.03954197229242518,398.97037646270394,1220114.9717842068,278.00012810236274,6.225109061351915,true,REGION-4-MIXTURE,SaturatedMixture,268.64694446921374,5.3873079079899195,0.03435419882027748,-0.8378011533619958
exact-v9-5-to-6mwe,38784,360,feedwater-inventory,SaturatedMixture,4.140813303551106E-06,936.5903400907267,198214.53806249882,47.20170352116702,0.010734998455433072,true,REGION-4-MIXTURE,SaturatedMixture,47.339702007174424,0.010810212751176797,4.164322187595139E-06,7.521429574372518E-05
exact-v9-5-to-6mwe,44784,420,suction,SaturatedMixture,0.000215457608790746,750.4377202844439,1167552.4966286966,277.9304860942251,6.218525113536924,true,REGION-4-MIXTURE,SaturatedMixture,267.61186883449557,5.300184997454784,0.0010121460685883431,-0.9183401160821401
exact-v9-5-to-6mwe,44784,420,pressure,SubcooledLiquid,,753.9243380385176,1168048.782594607,278.116852998716,6.730616245497043,true,REGION-4-MIXTURE,SaturatedMixture,267.76519510746004,5.313022190553194,0.0008303266200798215,-1.4175940549438488
exact-v9-5-to-6mwe,44784,420,outlet,SaturatedMixture,0.2595137306668217,114.6733411740664,1519948.2226162634,280.7217914351005,6.4866127621990115,true,REGION-4-MIXTURE,SaturatedMixture,273.96743665337556,5.852530896965095,0.23127986056507,-0.6340818652339166
exact-v9-5-to-6mwe,44784,420,drum,SaturatedMixture,0.03985557431935832,398.0087687685338,1221276.1512859405,278.1872692166081,6.242827735040087,true,REGION-4-MIXTURE,SaturatedMixture,268.8133836925032,5.401418612951234,0.03461393489815718,-0.8414091220888524
exact-v9-5-to-6mwe,44784,420,feedwater-inventory,SaturatedMixture,4.52869053143181E-06,931.8681652159048,198067.8409653116,47.16656624864447,0.010715919313650724,true,REGION-4-MIXTURE,SaturatedMixture,47.30439080595971,0.010790923865630127,4.5546867515225665E-06,7.50045519794032E-05
exact-v9-5-to-6mwe,50784,480,suction,SaturatedMixture,0.000198687265747574,750.4377202844439,1168237.6567976691,278.0989726759027,6.234462954327874,true,REGION-4-MIXTURE,SaturatedMixture,267.7532800316808,5.312023754688277,0.0010037211418976318,-0.9224391996395971
exact-v9-5-to-6mwe,50784,480,pressure,SubcooledLiquid,,753.798834488219,1168358.3915772205,278.19056942314785,6.748122789874254,true,REGION-4-MIXTURE,SaturatedMixture,267.82730354666717,5.318228950815844,0.000832610772089108,-1.4298938390584102
exact-v9-5-to-6mwe,50784,480,outlet,SaturatedMixture,0.25967522034050056,114.92127677358451,1520668.5613999434,280.9079698325719,6.504802770698273,true,REGION-4-MIXTURE,SaturatedMixture,274.1351564466953,5.867678282042666,0.2313532627344529,-0.6371244886556067
exact-v9-5-to-6mwe,50784,480,drum,SaturatedMixture,0.040198283465392226,396.95593845972326,1222521.8606941018,278.38613273038993,6.261698475302319,true,REGION-4-MIXTURE,SaturatedMixture,268.9904044747353,5.416457373256479,0.03489787790235481,-0.8452411020458399
exact-v9-5-to-6mwe,50784,480,feedwater-inventory,SaturatedMixture,4.8752846365774566E-06,927.6869365616325,197956.9368833026,47.13997340244714,0.010701499074637228,true,REGION-4-MIXTURE,SaturatedMixture,47.27766643762595,0.010776345236494038,4.903501824272255E-06,7.484616185680915E-05
exact-v9-5-to-6mwe,56784,540,suction,SaturatedMixture,0.00017908196628402807,750.4377202844439,1169031.6227385025,278.29426039062434,6.252975034842899,true,REGION-4-MIXTURE,SaturatedMixture,267.9171129286291,5.325764864415422,0.000993880223736067,-0.9272101704274771
exact-v9-5-to-6mwe,56784,540,pressure,SubcooledLiquid,,753.5733282768175,1168904.5378300983,278.3206042452615,6.7674431921715845,true,REGION-4-MIXTURE,SaturatedMixture,267.93677989244463,5.327416208943265,0.0008368562369661239,-1.4400269832283197
exact-v9-5-to-6mwe,56784,540,outlet,SaturatedMixture,0.2598654342312499,115.18310818353564,1521465.7302036232,281.10873644477,6.524461711924595,true,REGION-4-MIXTURE,SaturatedMixture,274.3160987555981,5.884053386862921,0.23144688595782345,-0.6404083250616743
exact-v9-5-to-6mwe,56784,540,drum,SaturatedMixture,0.0405761368234575,395.78592932079175,1223857.9178869089,278.5962120675482,6.281680800713326,true,REGION-4-MIXTURE,SaturatedMixture,269.1776982307432,5.43240365851685,0.0352112038679234,-0.8492771421964758
exact-v9-5-to-6mwe,56784,540,feedwater-inventory,SaturatedMixture,5.1864827195393126E-06,923.9734377270745,197886.8662952403,47.12312194598218,0.01069236983547239,true,REGION-4-MIXTURE,SaturatedMixture,47.260731856524956,0.010767115875810392,5.216695574315027E-06,7.474604033800257E-05
exact-v9-5-to-6mwe,62784,600,suction,SaturatedMixture,0.0001584451696140077,750.4377202844439,1169859.3480185382,278.49790340905076,6.272323825612586,true,REGION-4-MIXTURE,SaturatedMixture,268.08787213563915,5.340115774031272,0.0009835311402743585,-0.9322080515813145
exact-v9-5-to-6mwe,62784,600,pressure,SubcooledLiquid,,753.2856090826094,1169596.2733087316,278.48530316874565,6.786634101023659,true,REGION-4-MIXTURE,SaturatedMixture,268.0753684282305,5.33906393925502,0.0008423568271336936,-1.4475701617686392
exact-v9-5-to-6mwe,62784,600,outlet,SaturatedMixture,0.25994205602255493,115.47745380326171,1522095.847621741,281.3031036573976,6.543537232833911,true,REGION-4-MIXTURE,SaturatedMixture,274.4903302550314,5.899854121915706,0.2314382016979415,-0.6436831109182046
