probe_id,logical_step,elapsed_s,path_id,from_node,to_node,resistance_pa_s2_kg2,active_boost_pa,production_driving_pa,if97_driving_pa,canonical_flow_kg_s,production_formula_flow_kg_s,if97_pressure_only_counterfactual_flow_kg_s,reference_resolved,driving_pressure_sign_changed,abs_counterfactual_flow_shift_kg_s
exact-v9-5-to-6mwe,32784,300,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6452358.017493671,254105.40695975907,1088676.7971169632,15.940684017938445,15.940684017938473,32.99510262322218,true,false,17.054418605283736
exact-v9-5-to-6mwe,38784,360,MCP,suction,pressure,50,1000000,490729.1175192958,977017.5525556448,99.06867970955915,99.0685739797738,139.78680571181565,true,false,40.7181260022565
exact-v9-5-to-6mwe,38784,360,CHANNEL,pressure,outlet,25,0,245252.4885807829,-524785.2122021737,99.04604583727536,99.04594662696357,-144.88412089696698,true,true,243.93016673424233
exact-v9-5-to-6mwe,38784,360,RETURN,outlet,drum,25,0,245142.78250934556,451509.0579977672,99.02374177853561,99.02379158754638,134.38884745361383,true,false,35.365105675078226
exact-v9-5-to-6mwe,38784,360,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6465226.381042215,250852.31814573333,1088728.685803472,15.83831803398749,15.83831803398749,32.995888922765396,true,false,17.157570888777904
exact-v9-5-to-6mwe,44784,420,MCP,suction,pressure,50,1000000,487908.8680398818,987162.8069015905,98.78350507314344,98.78348728809708,140.51069759285878,true,false,41.72719251971533
exact-v9-5-to-6mwe,44784,420,CHANNEL,pressure,outlet,25,0,244003.48329803068,-539508.706411901,98.7934329082542,98.7934174523851,-146.90251276433648,true,true,245.69594567259068
exact-v9-5-to-6mwe,44784,420,RETURN,outlet,drum,25,0,243785.0271589253,451112.2840138606,98.74923970121107,98.74918271234964,134.32978582784395,true,false,35.58054612663288
exact-v9-5-to-6mwe,44784,420,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6480917.949615054,248806.1338886181,1090290.2605294501,15.773589759107407,15.773589759107407,33.019543614796525,true,false,17.245953855689116
exact-v9-5-to-6mwe,50784,480,MCP,suction,pressure,50,1000000,486340.16445361916,993794.8038724329,98.62455534822769,98.62455723131224,140.98189982210008,true,false,42.35734447387239
exact-v9-5-to-6mwe,50784,480,CHANNEL,pressure,outlet,25,0,243320.0191759821,-549449.331226822,98.65495291261486,98.65495814726842,-148.24969898476314,true,true,246.90465189737802
exact-v9-5-to-6mwe,50784,480,RETURN,outlet,drum,25,0,243104.29539595358,451220.90878618695,98.61135315104987,98.61121546679233,134.34595770415825,true,false,35.73460455310838
exact-v9-5-to-6mwe,50784,480,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6498226.912657429,247229.93642974738,1092545.8846374443,15.723547196156069,15.723547196156069,33.05368186204745,true,false,17.33013466589138
exact-v9-5-to-6mwe,56784,540,MCP,suction,pressure,50,1000000,485531.84267131425,998348.6554721574,98.54258587463916,98.54256366376048,141.30454030017276,true,false,42.7619544255336
exact-v9-5-to-6mwe,56784,540,CHANNEL,pressure,outlet,25,0,242981.48024698906,-556637.1779196562,98.58632152358805,98.58630335842582,-149.21624280481748,true,true,247.80256432840554
exact-v9-5-to-6mwe,56784,540,RETURN,outlet,drum,25,0,242780.9112112699,451649.7283460712,98.54556376875348,98.54560593172481,134.40978064799768,true,false,35.864216879244196
exact-v9-5-to-6mwe,56784,540,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6517657.782031501,246669.35115364753,1096021.2393904617,15.70571078154846,15.70571078154846,33.106211492565286,true,false,17.400500711016825
exact-v9-5-to-6mwe,62784,600,MCP,suction,pressure,50,1000000,485689.7245889269,1001051.834776252,98.55861504974044,98.55858405932248,141.49571264008333,true,false,42.93709759034289
exact-v9-5-to-6mwe,62784,600,CHANNEL,pressure,outlet,25,0,243096.86818974838,-560790.1826606864,98.60974108585756,98.6097090939322,-149.77185084797296,true,true,248.38159193383052
exact-v9-5-to-6mwe,62784,600,RETURN,outlet,drum,25,0,242838.93794749398,452265.6556231102,98.55726779984087,98.55738185392183,134.50139859839527,true,false,35.9441307985544
exact-v9-5-to-6mwe,62784,600,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6536604.609504323,246594.94748574868,1099779.4813712696,15.70334192093351,15.703341920933541,33.16292329351062,true,false,17.459581372577112
exact-v9-5-to-6mwe,68784,660,MCP,suction,pressure,50,1000000,486068.0691831149,1002556.4566154398,98.59693104423935,98.59696437346486,141.60200963372236,true,false,43.005078589483006
exact-v9-5-to-6mwe,68784,660,CHANNEL,pressure,outlet,25,0,243304.44197335374,-563497.891817767,98.65176799644979,98.65180018090977,-150.13299328498942,true,true,248.78476128143922
exact-v9-5-to-6mwe,68784,660,RETURN,outlet,drum,25,0,243036.4905061759,452978.4615974446,98.59751138598376,98.59746254466712,134.60734921949017,true,false,36.00983783350641
exact-v9-5-to-6mwe,68784,660,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6555271.0012268955,246605.1417655386,1103549.2579380432,15.703666507078486,15.703666507078486,33.219711888245556,true,false,17.516045381167068
exact-v9-5-to-6mwe,74784,720,MCP,suction,pressure,50,1000000,486545.9350385759,1003375.7130561289,98.64537771566397,98.64541905619093,141.65985409113824,true,false,43.014476375474274
exact-v9-5-to-6mwe,74784,720,CHANNEL,pressure,outlet,25,0,243549.87067096867,-565399.2471716043,98.70150009586416,98.7015441968298,-150.38606945746062,true,true,249.08756955332478
exact-v9-5-to-6mwe,74784,720,RETURN,outlet,drum,25,0,243341.1375141563,453762.0894744023,98.65933081941434,98.65923930664705,134.72373057103226,true,false,36.06439975161793
exact-v9-5-to-6mwe,74784,720,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6573661.198896789,246768.53511070833,1107384.4132015258,15.708868040400247,15.708868040400247,33.27738591298189,true,false,17.568517872581644
exact-v9-5-to-6mwe,80784,780,MCP,suction,pressure,50,1000000,487129.056669076,1003799.9298165925,98.70453446573217,98.70451425026882,141.68979707915403,true,false,42.98526261342187
exact-v9-5-to-6mwe,80784,780,CHANNEL,pressure,outlet,25,0,243840.533625965,-566754.0464617069,98.76044244956803,98.76042398166688,-150.56613782145132,true,true,249.32658027101934
exact-v9-5-to-6mwe,80784,780,RETURN,outlet,drum,25,0,243644.78369423933,454520.5152692446,98.72069274565064,98.72077465138517,134.8362733494581,true,false,36.11558060380747
exact-v9-5-to-6mwe,80784,780,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6591671.018582959,247043.5435718596,1111231.3022195604,15.717618890018285,15.717618890018285,33.335136151207784,true,false,17.617517261189498
exact-v9-5-to-6mwe,86784,840,MCP,suction,pressure,50,1000000,487780.72032168414,1003992.4722592026,98.77053345414275,98.77051385121818,141.70338544009473,true,false,42.932851985951984
exact-v9-5-to-6mwe,86784,840,CHANNEL,pressure,outlet,25,0,244162.87458174117,-567759.5939558265,98.82570231362976,98.82567977641058,-150.6996475053378,true,true,249.52534981896756
exact-v9-5-to-6mwe,86784,840,RETURN,outlet,drum,25,0,243925.0243965527,455237.2631489012,98.77742532872517,98.77753274840443,134.9425452774478,true,false,36.165119948722634
exact-v9-5-to-6mwe,86784,840,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6609210.203293138,247362.4644049732,1115018.8604988987,15.727760946968045,15.727760946968045,33.391898126624945,true,false,17.664137179656898
exact-v9-5-to-6mwe,92784,900,MCP,suction,pressure,50,1000000,488236.8089018706,1004125.6482723764,98.81669314030025,98.81667965499251,141.7127833522704,true,false,42.89609021197016
exact-v9-5-to-6mwe,92784,900,CHANNEL,pressure,outlet,25,0,244386.43450892437,-568937.4293493436,98.87092449545497,98.87091271125686,-150.85588213249673,true,true,249.7268066279517
exact-v9-5-to-6mwe,92784,900,RETURN,outlet,drum,25,0,244208.1425756272,455968.8139259794,98.83477976193345,98.8348405321984,135.05092579112213,true,false,36.21614602918868
exact-v9-5-to-6mwe,92784,900,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6626506.501826346,247514.1295609465,1118628.974327229,15.732581783068744,15.732581783068744,33.44591117501852,true,false,17.713329391949777
exact-v9-5-to-6mwe,98784,960,MCP,suction,pressure,50,1000000,488937.6097468911,1004198.4574013165,98.88752565577155,98.88757351122446,141.71792105455938,true,false,42.83039539878783
exact-v9-5-to-6mwe,98784,960,CHANNEL,pressure,outlet,25,0,244732.65180976968,-569706.603876301,98.94087432528579,98.94092213230472,-150.95782243743463,true,true,249.89869676272042
exact-v9-5-to-6mwe,98784,960,RETURN,outlet,drum,25,0,244513.94055012334,456669.95867403236,98.8967865236066,98.89670177516,135.15472003212207,true,false,36.25793350851548
exact-v9-5-to-6mwe,98784,960,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6643337.612482265,247972.45929386374,1122384.1361678038,15.747141305451722,15.747141305451722,33.502001972535965,true,false,17.754860667084245
exact-v9-5-to-6mwe,104784,1020,MCP,suction,pressure,50,1000000,489636.1481139902,1004121.6824477557,98.95815158606004,98.95818794965783,141.7125035025319,true,false,42.75435191647185
exact-v9-5-to-6mwe,104784,1020,CHANNEL,pressure,outlet,25,0,245074.28415616602,-570270.1834077564,99.00991784680633,99.00995589457982,-151.03247113223784,true,true,250.04238897904418
exact-v9-5-to-6mwe,104784,1020,RETURN,outlet,drum,25,0,244894.6123986002,457399.9038226653,98.97372381585679,98.97365556522608,135.26269313046598,true,false,36.28896931460919
exact-v9-5-to-6mwe,104784,1020,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6659407.778626737,248366.4050181294,1125936.6628166446,15.759644825253183,15.759644825253183,33.554979702223704,true,false,17.79533487697052
exact-v9-5-to-6mwe,110784,1080,MCP,suction,pressure,50,1000000,534160.8963851472,1003817.0510626116,103.35291123901287,103.35965328745517,141.69100543525067,true,false,38.338094196237805
exact-v9-5-to-6mwe,110784,1080,CHANNEL,pressure,outlet,25,0,267292.23217009753,-571196.7398662701,103.39386446922852,103.4006251760786,-151.15511765947855,true,true,254.54898212870705
exact-v9-5-to-6mwe,110784,1080,RETURN,outlet,drum,25,0,250776.04662719462,460218.3671272968,100.1518209113018,100.15508906235262,135.67879231881403,true,false,35.526971407512235
exact-v9-5-to-6mwe,110784,1080,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6690693.977476874,267088.2705107564,1146761.5111318668,16.342835448928604,16.34283544892857,33.8638673386822,true,false,17.521031889753594
exact-v9-5-to-6mwe,116784,1140,MCP,suction,pressure,50,1000000,579230.58467515,995255.7347613737,107.63222171227824,107.63183401532746,141.08548718853925,true,false,33.45326547626101
exact-v9-5-to-6mwe,116784,1140,CHANNEL,pressure,outlet,25,0,289782.59557345137,-566463.6017443625,107.66330833044553,107.66291758510938,-150.5275525270191,true,true,258.19086085746466
exact-v9-5-to-6mwe,116784,1140,RETURN,outlet,drum,25,0,284672.02097150683,473644.0785661511,106.70858891241942,106.70932873399717,137.64360916020055,true,false,30.93502024778114
exact-v9-5-to-6mwe,116784,1140,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6695321.890974056,282617.7067473978,1159742.789822693,16.811237513859524,16.811237513859524,34.0549965470956,true,false,17.243759033236074
exact-v9-5-to-6mwe,122784,1200,MCP,suction,pressure,50,1000000,617554.917319702,990821.7914152707,111.13471839841384,111.1354954386493,140.77086285274171,true,false,29.636144454327876
exact-v9-5-to-6mwe,122784,1200,CHANNEL,pressure,outlet,25,0,308864.3405407304,-575048.4308142267,111.15035496051603,111.15112964621284,-151.66389561319158,true,true,262.8142505737076
exact-v9-5-to-6mwe,122784,1200,RETURN,outlet,drum,25,0,304984.1231287969,482909.42251891614,110.45025114711893,110.45073528570046,138.98336915169614,true,false,28.533118004577204
exact-v9-5-to-6mwe,122784,1200,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6686548.377684678,267240.66160829365,1146058.7733065654,16.347497105315348,16.347497105315348,33.85348982463352,true,false,17.505992719318172
exact-v9-5-to-6mwe,128784,1260,MCP,suction,pressure,50,1000000,670511.6330525763,988416.2533881469,115.80175047925907,115.80255895726798,140.599875774351,true,false,24.798125295091936
exact-v9-5-to-6mwe,128784,1260,CHANNEL,pressure,outlet,25,0,335321.8004079815,-586990.7983861049,115.81314695687205,115.81395432468084,-153.23064946492983,true,true,269.04379642180186
exact-v9-5-to-6mwe,128784,1260,RETURN,outlet,drum,25,0,330061.42919365875,494522.06074045965,114.90123858831122,114.9019458832023,140.64452506094358,true,false,25.743286472632363
exact-v9-5-to-6mwe,128784,1260,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6694197.047605967,269632.4046288021,1149460.3163654236,16.420487344436587,16.420487344436587,33.90369178076959,true,false,17.483204436333004
exact-v9-5-to-6mwe,134784,1320,MCP,suction,pressure,50,1000000,722016.0084029399,986683.06841987,120.16715072912918,120.16788326361915,140.47655095565736,true,false,20.309400226528183
exact-v9-5-to-6mwe,134784,1320,CHANNEL,pressure,outlet,25,0,361065.79481732845,-600139.8452342111,120.17677097685305,120.17750119175028,-154.9373867385417,true,true,275.11415771539475
exact-v9-5-to-6mwe,134784,1320,RETURN,outlet,drum,25,0,355851.1648115162,506946.98564284126,119.30584756378143,119.30652367938916,142.40041933124232,true,false,23.09457176746089
exact-v9-5-to-6mwe,134784,1320,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6699385.770803567,269880.5186901549,1150704.511025061,16.428040622367472,16.428040622367444,33.92203577359503,true,false,17.493995151227555
exact-v9-5-to-6mwe,140784,1380,MCP,suction,pressure,50,1000000,774751.1622951943,985254.080280785,124.47831904568578,124.47900724983263,140.37478977941765,true,false,15.896470733731874
exact-v9-5-to-6mwe,140784,1380,CHANNEL,pressure,outlet,25,0,387429.8196499273,-614396.0719483426,124.48703333297755,124.48772142664149,-156.76684240595554,true,true,281.25387573893306
exact-v9-5-to-6mwe,140784,1380,RETURN,outlet,drum,25,0,382071.372231707,519998.2024673853,123.62305936996192,123.62384433946502,144.22180174542063,true,false,20.598742375458713
exact-v9-5-to-6mwe,140784,1380,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6704466.054585076,269742.8088948224,1151627.8224077895,16.423848784460432,16.423848784460432,33.9356423603236,true,false,17.511793575863166
exact-v9-5-to-6mwe,146784,1440,MCP,suction,pressure,50,1000000,828372.902918662,983933.4969877527,128.71391884782844,128.714638088965,140.28068270348223,true,false,11.56676385565379
exact-v9-5-to-6mwe,146784,1440,CHANNEL,pressure,outlet,25,0,414242.4862251505,-629369.3767623543,128.72262416092812,128.72334461552038,-158.6656077116089,true,true,287.38823187253706
exact-v9-5-to-6mwe,146784,1440,RETURN,outlet,drum,25,0,408753.79137840774,533635.0635879805,127.86707211614517,127.86771154257946,146.1006589427961,true,false,18.23358682665092
exact-v9-5-to-6mwe,146784,1440,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6709681.308491974,269680.85467381775,1152637.159708471,16.421962570710534,16.421962570710534,33.950510448422875,true,false,17.52854787771234
exact-v9-5-to-6mwe,152784,1500,MCP,suction,pressure,50,1000000,882642.3708794257,982645.0821254449,132.86333866833917,132.8640185211501,140.18880712278317,true,false,7.325468454444007
exact-v9-5-to-6mwe,152784,1500,CHANNEL,pressure,outlet,25,0,441378.1791924434,-644851.5638756609,132.87192057516725,132.87259750489466,-160.60530051971023,true,true,293.47722109487745
exact-v9-5-to-6mwe,152784,1500,RETURN,outlet,drum,25,0,435725.7392507745,547719.7939006872,132.01834626403868,132.01905002699792,148.01618747970605,true,false,15.997841215667364
exact-v9-5-to-6mwe,152784,1500,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6714935.621353154,269598.0613863142,1153638.3207278242,16.419441567432013,16.419441567432013,33.96525166589855,true,false,17.545810098466536
exact-v9-5-to-6mwe,158784,1560,MCP,suction,pressure,50,1000000,937372.8624385875,981362.3208503408,136.92069811946743,136.9213542467783,140.0972748379026,true,false,3.1765767184351716
