probe_id,logical_step,elapsed_s,path_id,from_node,to_node,resistance_pa_s2_kg2,active_boost_pa,production_driving_pa,if97_driving_pa,canonical_flow_kg_s,production_formula_flow_kg_s,if97_pressure_only_counterfactual_flow_kg_s,reference_resolved,driving_pressure_sign_changed,abs_counterfactual_flow_shift_kg_s
exact-v9-5-to-6mwe,158784,1560,CHANNEL,pressure,outlet,25,0,468745.04524165485,-660834.5917081939,136.92925813576554,136.92991568560245,-162.58346677423185,true,true,299.51272490999736
exact-v9-5-to-6mwe,158784,1560,RETURN,outlet,drum,25,0,463024.4945318829,562268.217111229,136.09110412795604,136.09180644430919,149.96909243057104,true,false,13.877988302614995
exact-v9-5-to-6mwe,158784,1560,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6720246.085288821,269513.0184217533,1154649.1941579496,16.416851659857087,16.416851659857116,33.98012940172462,true,false,17.56327774186753
exact-v9-5-to-6mwe,164784,1620,MCP,suction,pressure,50,1000000,992547.810711706,980076.8214536966,140.8927455803511,140.8934214725234,140.00548713916154,true,false,0.8872584411895446
exact-v9-5-to-6mwe,164784,1620,CHANNEL,pressure,outlet,25,0,496335.6013278384,-677133.1908426301,140.90150434519612,140.90217902187865,-164.5762061590472,true,true,305.4777105042433
exact-v9-5-to-6mwe,164784,1620,RETURN,outlet,drum,25,0,490468.83028680924,577111.9728873648,140.06636104370293,140.06695974237596,151.9357723365192,true,false,11.869411292816267
exact-v9-5-to-6mwe,164784,1620,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6725607.659248171,269435.5650042193,1155676.3788890606,16.414492529597748,16.41449252959772,33.99524053289019,true,false,17.580748003292445
exact-v9-5-to-6mwe,170784,1680,MCP,suction,pressure,50,1000000,1048027.0918730823,978786.8310553405,144.77693985505076,144.77755985463233,139.91331824064073,true,false,4.863621614410022
exact-v9-5-to-6mwe,170784,1680,CHANNEL,pressure,outlet,25,0,524075.80787149165,-693757.5768168225,144.7855420476597,144.78616064686454,-166.58422216006204,true,true,311.36976420772174
exact-v9-5-to-6mwe,170784,1680,RETURN,outlet,drum,25,0,518103.6148259081,592269.1573710584,143.95812946795363,143.95882950703762,153.91805058160767,true,false,9.959921113654048
exact-v9-5-to-6mwe,170784,1680,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6731027.732996539,269384.50666113105,1156735.9607054507,16.41293717349613,16.41293717349613,34.01082122950651,true,false,17.597884056010383
exact-v9-5-to-6mwe,176784,1740,MCP,suction,pressure,50,1000000,1103736.1152264709,977492.9342507824,148.5750087198545,148.57564505843283,139.8208091988301,true,false,8.754199521024418
exact-v9-5-to-6mwe,176784,1740,CHANNEL,pressure,outlet,25,0,551933.195873824,-710661.9704218833,148.58377412806254,148.58441316286496,-168.60153859581274,true,true,317.1853127238753
exact-v9-5-to-6mwe,176784,1740,RETURN,outlet,drum,25,0,545885.7192390161,607689.981583162,147.76756501488813,147.768158848788,155.90894542432926,true,false,8.141380409441126
exact-v9-5-to-6mwe,176784,1740,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6736481.039086581,269332.08260778803,1157801.335558149,16.411340061304806,16.411340061304806,34.02647991723724,true,false,17.615139855932433
exact-v9-5-to-6mwe,182784,1800,MCP,suction,pressure,50,1000000,1159673.219756986,976196.2550644751,152.29338743305206,152.29400643209738,139.72803978189026,true,false,12.565347651161801
exact-v9-5-to-6mwe,182784,1800,CHANNEL,pressure,outlet,25,0,579903.417468708,-727730.119982815,152.30216273752558,152.3027796816208,-170.61419870372043,true,true,322.916361441246
exact-v9-5-to-6mwe,182784,1800,RETURN,outlet,drum,25,0,573706.2293690313,623267.9394076372,151.48619472621914,151.4867953808557,157.89464074599076,true,false,6.408446019771617
exact-v9-5-to-6mwe,182784,1800,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6741976.022551664,269303.43337315414,1158893.6782127982,16.410467189362862,16.410467189362834,34.042527494485455,true,false,17.632060305122593
exact-v9-5-to-6mwe,188784,1860,MCP,suction,pressure,50,1000000,1215692.4085521512,974897.8700869264,155.92840142112064,155.9289843840555,139.6350865711714,true,false,16.29331484994924
exact-v9-5-to-6mwe,188784,1860,CHANNEL,pressure,outlet,25,0,607913.7574392548,-745029.5902020168,155.93706518758083,155.9376487496531,-172.63019321103906,true,true,328.56725839861986
exact-v9-5-to-6mwe,188784,1860,RETURN,outlet,drum,25,0,601659.1629048092,639067.5440280944,155.13273815760718,155.13338298442528,159.88340051776413,true,false,4.7506623601569515
exact-v9-5-to-6mwe,188784,1860,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6747500.872499704,269286.06343577243,1160000.9445835259,16.409937947346798,16.409937947346798,34.05878659881361,true,false,17.648848651466814
exact-v9-5-to-6mwe,194784,1920,MCP,suction,pressure,50,1000000,1271813.5137569262,973598.9978675565,159.48691835719436,159.4875238855332,139.54203652430735,true,false,19.944881832887006
exact-v9-5-to-6mwe,194784,1920,CHANNEL,pressure,outlet,25,0,635977.3249885701,-762438.4820427306,159.4957672940925,159.49637299808043,-174.63544680765477,true,true,334.1312141017473
exact-v9-5-to-6mwe,194784,1920,RETURN,outlet,drum,25,0,629610.5609237822,654968.3130032831,158.69547252121015,158.6960063673667,161.86022525664336,true,false,3.1647527354332112
exact-v9-5-to-6mwe,194784,1920,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6753041.8724109195,269271.1480311882,1161113.5196400937,16.40948347850072,16.40948347850072,34.07511584191745,true,false,17.66563236341673
exact-v9-5-to-6mwe,200784,1980,MCP,suction,pressure,50,1000000,1327965.8908386892,972300.5765323141,162.96973652337766,162.970297345172,139.4489567212544,true,false,23.520779802123258
exact-v9-5-to-6mwe,200784,1980,CHANNEL,pressure,outlet,25,0,664053.6713266373,-779951.792310996,162.9784178140301,162.9789767211265,-176.62975879630204,true,true,339.6081766103322
exact-v9-5-to-6mwe,200784,1980,RETURN,outlet,drum,25,0,657576.5523265228,670971.4307192245,162.1815713898335,162.1821879648345,163.82569160168066,true,false,1.6441202118471665
exact-v9-5-to-6mwe,200784,1980,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6758608.1357698925,269279.1983330585,1162249.1204251358,16.40972877085598,16.40972877085598,34.09177496736032,true,false,17.68204619650434
exact-v9-5-to-6mwe,206784,2040,MCP,suction,pressure,50,1000000,1384065.145840858,971003.574830184,166.37642816906947,166.37699034667372,139.35591661857663,true,false,27.02051155049284
exact-v9-5-to-6mwe,206784,2040,CHANNEL,pressure,outlet,25,0,692105.2532193745,-797585.4295307725,166.38516181282728,166.3857269382653,-178.61527700964132,true,true,345.0004388224686
exact-v9-5-to-6mwe,206784,2040,RETURN,outlet,drum,25,0,685579.1990205105,687087.5421325912,165.59886353731875,165.59942017054414,165.78148776417603,true,false,0.18262422685728552
exact-v9-5-to-6mwe,206784,2040,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6764178.383099433,269284.39911902975,1163383.466950737,16.409887236633583,16.409887236633583,34.10840756984613,true,false,17.698520333212546
exact-v9-5-to-6mwe,212784,2100,MCP,suction,pressure,50,1000000,1440148.8763174908,969708.9348405221,169.71383809689866,169.71439987917884,139.2629839433668,true,false,30.45085415353185
exact-v9-5-to-6mwe,212784,2100,CHANNEL,pressure,outlet,25,0,720149.004081713,-815219.0351555353,169.72262645054232,169.72318687577288,-180.57896169327537,true,true,350.3015881438177
exact-v9-5-to-6mwe,212784,2100,RETURN,outlet,drum,25,0,713489.1379887499,703203.0028765339,168.93605143390815,168.93657247484927,167.71440044033594,true,false,1.2216509935722115
exact-v9-5-to-6mwe,212784,2100,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6769755.908222914,269301.5911962241,1164528.6897145333,16.41041106115947,16.41041106115944,34.125191423851874,true,false,17.714780362692405
exact-v9-5-to-6mwe,218784,2160,MCP,suction,pressure,50,1000000,1496095.9605660941,968417.3817831186,172.97901217650644,172.97953408227772,139.1702110211175,true,false,33.80880115538895
exact-v9-5-to-6mwe,218784,2160,CHANNEL,pressure,outlet,25,0,748122.4049979532,-832925.4982952774,172.98761671656112,172.9881388995157,-182.5295042775581,true,true,355.5171209941192
exact-v9-5-to-6mwe,218784,2160,RETURN,outlet,drum,25,0,741404.9216498723,719390.2617759705,172.20916123198225,172.20974672182436,169.63375392603567,true,false,2.575407305946584
exact-v9-5-to-6mwe,218784,2160,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6775338.109346211,269329.9645646941,1165683.6404080316,16.411275531313677,16.41127553131365,34.14210948972004,true,false,17.730833958406365
exact-v9-5-to-6mwe,224784,2220,MCP,suction,pressure,50,1000000,1551914.5652789157,967129.77138663,176.1763330458534,176.17687505906758,139.07765970037244,true,false,37.09867334548096
exact-v9-5-to-6mwe,224784,2220,CHANNEL,pressure,outlet,25,0,776034.395242678,-850629.723383717,176.18508532755888,176.18562883988898,-184.4591795909021,true,true,360.644264918461
exact-v9-5-to-6mwe,224784,2220,RETURN,outlet,drum,25,0,769237.5971094705,735572.7084428603,175.41189798439535,175.4123823576284,171.53107105627953,true,false,3.880826928115823
exact-v9-5-to-6mwe,224784,2220,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6780909.242530292,269353.70534422714,1166832.8777756626,16.411998822332006,16.411998822332006,34.158935548047495,true,false,17.74693672571549
exact-v9-5-to-6mwe,230784,2280,MCP,suction,pressure,50,1000000,1607585.343409869,965846.7743361774,179.3084599433659,179.30897040638368,138.98537867964222,true,false,40.32308126372368
exact-v9-5-to-6mwe,230784,2280,CHANNEL,pressure,outlet,25,0,803869.8370981719,-868297.5973468415,179.31706892067535,179.31757717504127,-186.3649749654523,true,true,365.68204388612764
exact-v9-5-to-6mwe,230784,2280,RETURN,outlet,drum,25,0,796961.2665693117,751722.6727650383,178.5448361716075,178.54537424075838,173.40388378176982,true,false,5.140952389837679
exact-v9-5-to-6mwe,230784,2280,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6786479.979857396,269394.2363687614,1167995.1302702958,16.41323357442894,16.41323357442894,34.175943736351975,true,false,17.762710161923035
exact-v9-5-to-6mwe,236784,2340,MCP,suction,pressure,50,1000000,1663013.8981598075,964568.9942657363,182.3735065866,182.37400572229626,138.89341195792812,true,false,43.48009462867188
exact-v9-5-to-6mwe,236784,2340,CHANNEL,pressure,outlet,25,0,831585.0183186028,-885985.3960500512,182.38206583436227,182.38256696500386,-188.25359449955278,true,true,370.63566033391504
exact-v9-5-to-6mwe,236784,2340,RETURN,outlet,drum,25,0,824645.1592310676,767891.8444527527,181.61942845004094,181.6199503613045,175.25887646025268,true,false,6.360551989788263
exact-v9-5-to-6mwe,236784,2340,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6792035.79425152,269432.54051498976,1169152.7455241485,16.41440040071494,16.414400400714907,34.192875654500725,true,false,17.778475253785786
exact-v9-5-to-6mwe,242784,2400,MCP,suction,pressure,50,1000000,1718256.872876362,963297.1110880648,185.37785372417375,185.37836297024322,138.80180914441027,true,false,46.576044579763476
exact-v9-5-to-6mwe,242784,2400,CHANNEL,pressure,outlet,25,0,859208.5882867016,-903579.6504676287,185.38650144188568,185.38701014760463,-190.1136134491824,true,true,375.50011489106805
exact-v9-5-to-6mwe,242784,2400,RETURN,outlet,drum,25,0,852157.5841241451,783970.6053825628,184.6243056277255,184.62476368289765,177.0842291546667,true,false,7.540076473058804
exact-v9-5-to-6mwe,242784,2400,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6797575.582483568,269474.26580892876,1170309.841785578,16.41567134810297,16.41567134810297,34.20979160687153,true,false,17.794120258768565
exact-v9-5-to-6mwe,248784,2460,MCP,suction,pressure,50,1000000,1773227.702818064,962031.5400069917,188.31987894319357,188.32034955458553,138.71060089315392,true,false,49.60927805003965
exact-v9-5-to-6mwe,248784,2460,CHANNEL,pressure,outlet,25,0,886693.2283092514,-921139.7172038733,188.32830960963838,188.3287793524135,-191.95204788736933,true,true,380.2803574970077
exact-v9-5-to-6mwe,248784,2460,RETURN,outlet,drum,25,0,879580.6877681324,800019.8594235339,187.5713974220553,187.57192623291283,178.88765853725448,true,false,8.683738884800817
exact-v9-5-to-6mwe,248784,2460,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6803103.642676504,269527.33363791555,1171473.4160154993,16.41728764558612,16.417287645586146,34.22679383196006,true,false,17.809506186373937
exact-v9-5-to-6mwe,254784,2520,MCP,suction,pressure,50,1000000,1827916.4850862632,960772.815191799,191.20184153307503,191.20232661169493,138.6198265178397,true,false,52.58201501523533
exact-v9-5-to-6mwe,254784,2520,CHANNEL,pressure,outlet,25,0,914039.7890108181,-938637.3447751052,191.2103694478374,191.2108562828814,-193.76659616921646,true,true,384.97696561705385
exact-v9-5-to-6mwe,254784,2520,RETURN,outlet,drum,25,0,906877.5206078738,816008.0444969067,190.45978790825336,190.4602342335926,180.6663271887605,true,false,9.793460719492856
exact-v9-5-to-6mwe,254784,2520,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6808604.597992135,269573.0150170978,1172625.8651186656,16.418678845056256,16.418678845056256,34.24362517489446,true,false,17.824946329838205
exact-v9-5-to-6mwe,260784,2580,MCP,suction,pressure,50,1000000,1882347.0300095528,959521.2597344371,194.02772446979117,194.02819537425754,138.529510194358,true,false,55.498214275433156
exact-v9-5-to-6mwe,260784,2580,CHANNEL,pressure,outlet,25,0,941255.6263999045,-956007.3715247812,194.03619064566877,194.03665905183016,-195.55125890924674,true,true,389.5874495549155
exact-v9-5-to-6mwe,260784,2580,RETURN,outlet,drum,25,0,933980.4156811871,831877.1472638877,193.28486942237242,193.28532439698438,182.4145988964576,true,false,10.870270525914833
exact-v9-5-to-6mwe,260784,2580,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6814090.453812749,269634.19401095714,1173787.2883029804,16.420541830614425,16.420541830614393,34.26057921727215,true,false,17.840037386657727
exact-v9-5-to-6mwe,266784,2640,MCP,suction,pressure,50,1000000,1936404.6800490618,958277.6132764667,196.79409050281456,196.79454667490467,138.43970624618262,true,false,58.35438425663193
exact-v9-5-to-6mwe,266784,2640,CHANNEL,pressure,outlet,25,0,968284.6609152919,-973303.8882342501,196.80245938528338,196.80291267308945,-197.31232989696818,true,true,394.11478928225154
exact-v9-5-to-6mwe,266784,2640,RETURN,outlet,drum,25,0,960951.0266511766,847676.7569466848,196.05575640558573,196.0562191465679,184.13872563333166,true,false,11.917030772254066
exact-v9-5-to-6mwe,266784,2640,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6819531.430572157,269677.1129705291,1174925.5813134415,16.421848646560143,16.421848646560143,34.27718747670878,true,false,17.85533883014864
exact-v9-5-to-6mwe,272784,2700,MCP,suction,pressure,50,1000000,1990164.2820117231,957042.2403615888,199.5071667007628,199.50760797582248,138.35044202037005,true,false,61.156724680392756
exact-v9-5-to-6mwe,272784,2700,CHANNEL,pressure,outlet,25,0,995164.7073147651,-990505.0813340752,199.51544541097397,199.51588481269005,-199.0482435324738,true,true,398.5636889434478
exact-v9-5-to-6mwe,272784,2700,RETURN,outlet,drum,25,0,987770.3027410395,863385.8999891357,198.77279864194966,198.7732680961944,185.83712223225325,true,false,12.935676409696413
exact-v9-5-to-6mwe,272784,2700,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6824962.696564468,269737.954073946,1176075.7991949683,16.423700985890665,16.423700985890665,34.2939615558624,true,false,17.870260569971737
exact-v9-5-to-6mwe,278784,2760,MCP,suction,pressure,50,1000000,2043584.3469687905,955814.8773673567,202.16704390239858,202.16747250578123,138.26169949536688,true,false,63.90534440703169
exact-v9-5-to-6mwe,278784,2760,CHANNEL,pressure,outlet,25,0,1021875.0103801405,-1007598.2852657149,202.17524003685767,202.175667218401,-200.75839063568077,true,true,402.93363067253847
exact-v9-5-to-6mwe,278784,2760,RETURN,outlet,drum,25,0,1014425.6223035222,878993.2011581731,201.4369258659373,201.4373969553342,187.5092745608252,true,false,13.927651305112107
exact-v9-5-to-6mwe,278784,2760,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6830364.529712647,269799.0387854986,1177220.2917263517,16.425560531850916,16.425560531850916,34.31064400046073,true,false,17.88508346860981
exact-v9-5-to-6mwe,284784,2820,MCP,suction,pressure,50,1000000,2096657.1095102988,954595.8802342947,204.77541611689645,204.7758339995371,138.17350543677284,true,false,66.60191068012361
exact-v9-5-to-6mwe,284784,2820,CHANNEL,pressure,outlet,25,0,1048411.7085532602,-1024576.2694984517,204.78353857736138,204.78395528490606,-202.44270987105975,true,true,407.22624844842113
exact-v9-5-to-6mwe,284784,2820,RETURN,outlet,drum,25,0,1040910.7998875836,894491.7174730946,204.04960365234342,204.05007227517305,189.1551445214319,true,false,14.894459130911514
exact-v9-5-to-6mwe,284784,2820,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6835737.228217897,269861.84601768013,1178360.2512813453,16.427472295447043,16.427472295447043,34.32725231184904,true,false,17.899780016401994
exact-v9-5-to-6mwe,290784,2880,MCP,suction,pressure,50,1000000,2149373.2439106554,953385.461138458,207.33377758786918,207.33418646767615,138.08587626100348,true,false,69.2479013268657
exact-v9-5-to-6mwe,290784,2880,CHANNEL,pressure,outlet,25,0,1074770.1440033847,-1041432.5796017972,207.3418342501813,207.34224306719406,-204.1012081886628,true,true,411.44304243884415
exact-v9-5-to-6mwe,290784,2880,RETURN,outlet,drum,25,0,1067220.229855869,909875.3320500617,206.61224207490923,206.61270337090787,190.7747710836065,true,false,15.837470991302723
exact-v9-5-to-6mwe,290784,2880,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6841079.17031303,269925.7560097575,1179494.8717843546,16.429417397149464,16.429417397149464,34.34377486218361,true,false,17.914357465034144
exact-v9-5-to-6mwe,296784,2940,MCP,suction,pressure,50,1000000,2201725.346672574,952183.7781369938,209.8436045137642,209.84400618900574,137.99882449767415,true,false,71.84478001609006
exact-v9-5-to-6mwe,296784,2940,CHANNEL,pressure,outlet,25,0,1100946.6161430804,-1058161.6270364104,209.85160473395024,209.85200653251619,-205.73396676644433,true,true,415.58557150039456
exact-v9-5-to-6mwe,296784,2940,RETURN,outlet,drum,25,0,1093349.1897309953,925138.7856356646,209.12622814022464,209.12667832976217,192.3682703187472,true,false,16.757957821477447
exact-v9-5-to-6mwe,296784,2940,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6846389.326804547,269990.63371621165,1180623.834993736,16.431391715743757,16.43139171574373,34.36020714422042,true,false,17.92881542847666
exact-v9-5-to-6mwe,302784,3000,MCP,suction,pressure,50,1000000,2253707.291891098,950990.9531845509,212.3063297738344,212.30672584216913,137.9123600831014,true,false,74.393969690733
exact-v9-5-to-6mwe,302784,3000,CHANNEL,pressure,outlet,25,0,1126938.0743929166,-1074758.5684442802,212.3142823291833,212.31467913386646,-207.34112649875135,true,true,419.65540882793465
exact-v9-5-to-6mwe,302784,3000,RETURN,outlet,drum,25,0,1119293.6577345934,940277.5379601236,211.5929155973646,211.59335128822866,193.93581803886806,true,false,17.65709755849653
exact-v9-5-to-6mwe,302784,3000,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6851666.806175317,270056.3690208467,1181746.8696741126,16.433391890320323,16.43339189032035,34.376545342342254,true,false,17.94315345202193
exact-v9-5-to-6mwe,308784,3060,MCP,suction,pressure,50,1000000,2305314.1260908656,949807.1008012712,214.72334342118245,214.7237353480451,137.82649243169988,true,false,76.89685098948257
exact-v9-5-to-6mwe,308784,3060,CHANNEL,pressure,outlet,25,0,1152742.0423473911,-1091219.2401843255,214.7312569384328,214.73165042418793,-208.92287956892855,true,true,423.6541365073614
exact-v9-5-to-6mwe,308784,3060,RETURN,outlet,drum,25,0,1145050.2186881518,955287.6912066956,214.01362114662973,214.01403866925662,195.47763976544178,true,false,18.535981381187952
exact-v9-5-to-6mwe,308784,3060,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6856910.878040713,270122.88257395104,1182863.7707796777,16.435415497454027,16.435415497454,34.392786609690084,true,false,17.957371112236057
exact-v9-5-to-6mwe,314784,3120,MCP,suction,pressure,50,1000000,2356541.937857894,948632.2885396375,217.09599205078763,217.09638126223544,137.74122756383707,true,false,79.35476448695056
exact-v9-5-to-6mwe,314784,3120,CHANNEL,pressure,outlet,25,0,1178356.5735956058,-1107540.0838079092,217.1038756993173,217.10426744728954,-210.4794606424018,true,true,427.58333634171913
exact-v9-5-to-6mwe,314784,3120,RETURN,outlet,drum,25,0,1170616.0301629575,970165.9374848602,216.3896248928349,216.3900210419101,196.9940037143121,true,false,19.395621178522788
exact-v9-5-to-6mwe,314784,3120,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6862120.950366451,270190.1571456343,1183974.4017711468,16.437462004386028,16.437462004386028,34.40892909945247,true,false,17.971467095066444
exact-v9-5-to-6mwe,320784,3180,MCP,suction,pressure,50,1000000,2407387.7323263194,947466.580085905,219.425578629579,219.42596620848315,137.65657122607007,true,false,81.76900740350894
exact-v9-5-to-6mwe,320784,3180,CHANNEL,pressure,outlet,25,0,1203780.1407216368,-1123718.1226969578,219.4334397897596,219.43382972747267,-212.0111433577922,true,true,431.44458314755184
exact-v9-5-to-6mwe,320784,3180,RETURN,outlet,drum,25,0,1195988.7982193455,984909.5098313043,218.72217172213612,218.72254554291797,198.48521454569902,true,false,20.2369571764371
exact-v9-5-to-6mwe,320784,3180,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6867296.5588136725,270258.1967398366,1185078.672295791,16.43953152434204,16.439531524342065,34.424971638271415,true,false,17.985440113929375
exact-v9-5-to-6mwe,326784,3240,MCP,suction,pressure,50,1000000,2457848.920434572,946310.00278304,221.71334574242326,221.7137307626468,137.57252652932127,true,false,84.14081921310199
exact-v9-5-to-6mwe,326784,3240,CHANNEL,pressure,outlet,25,0,1229011.2954426575,-1139751.4347730374,221.72117740411193,221.7215637183409,-213.51828350499986,true,true,435.2394609091118
exact-v9-5-to-6mwe,326784,3240,RETURN,outlet,drum,25,0,1221167.4235010585,999516.6876720036,221.01253280736856,221.01288862879093,199.95166292601857,true,false,21.060869881349987
exact-v9-5-to-6mwe,326784,3240,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6872437.338035292,270327.0267934259,1186176.5273425756,16.44162482218305,16.44162482218305,34.440913567188886,true,false,17.999288745005835
exact-v9-5-to-6mwe,332784,3300,MCP,suction,pressure,50,1000000,2507923.2352871783,945162.5837467815,223.9604741032654,223.9608552978479,137.4890965674574,true,false,86.47137753580799
exact-v9-5-to-6mwe,332784,3300,CHANNEL,pressure,outlet,25,0,1254048.889202143,-1155638.9332466007,223.9682665717751,223.96864862762763,-215.0012961120561,true,true,438.9695626838312
exact-v9-5-to-6mwe,332784,3300,RETURN,outlet,drum,25,0,1246151.676175259,1013986.5228352613,223.261986263734,223.26232787241642,201.39379561796449,true,false,21.868190645769516
exact-v9-5-to-6mwe,332784,3300,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6877542.988582737,270396.6308235638,1187267.8950880263,16.443741387639363,16.443741387639363,34.45675398362455,true,false,18.013012595985188
exact-v9-5-to-6mwe,338784,3360,MCP,suction,pressure,50,1000000,2557609.0662386008,944024.3244980442,226.16810379717262,226.1684799541528,137.406282570925,true,false,88.76182122624763
exact-v9-5-to-6mwe,338784,3360,CHANNEL,pressure,outlet,25,0,1278892.1053247396,-1171379.8978242904,226.1758475394781,226.17622380124217,-216.46061053450723,true,true,442.6364580739853
exact-v9-5-to-6mwe,338784,3360,RETURN,outlet,drum,25,0,1270941.6764932815,1028318.421756846,225.47176585884353,225.4720981845232,202.81207279221283,true,false,22.659693066630695
exact-v9-5-to-6mwe,338784,3360,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6882613.256325676,270466.9630493913,1188352.691611155,16.445879819863432,16.445879819863432,34.47249181029934,true,false,18.026611990435907
exact-v9-5-to-6mwe,344784,3420,MCP,suction,pressure,50,1000000,2606905.4247613493,942895.2190699516,228.33733714772254,228.33770712527308,137.3240852195966,true,false,91.01325192812592
exact-v9-5-to-6mwe,344784,3420,CHANNEL,pressure,outlet,25,0,1303540.4580884129,-1186973.9244284849,228.34502287175533,228.34539260413493,-217.89666582382438,true,true,446.2416886955797
exact-v9-5-to-6mwe,344784,3420,RETURN,outlet,drum,25,0,1295537.7893072972,1042512.0549853944,227.64306057827056,227.6433868406721,204.2069592335574,true,false,23.436101344713165
exact-v9-5-to-6mwe,344784,3420,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6887647.9330194015,270537.93993229326,1189430.8061506245,16.448037570856112,16.448037570856084,34.48812558186693,true,false,18.04008801101082
exact-v9-5-to-6mwe,350784,3480,MCP,suction,pressure,50,1000000,2655811.87411472,941775.2430835327,230.46923942892704,230.4696020786568,137.24250384509403,true,false,93.226735583833
exact-v9-5-to-6mwe,350784,3480,CHANNEL,pressure,outlet,25,0,1327993.7183894487,-1202420.9055378013,230.4768574094089,230.47721955884913,-219.30990908190185,true,true,449.78676649131074
exact-v9-5-to-6mwe,350784,3480,RETURN,outlet,drum,25,0,1319940.657767292,1056567.3925140384,229.77701658030506,229.77734072508474,205.57892815306127,true,false,24.19808842724379
exact-v9-5-to-6mwe,350784,3480,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6892646.8551129205,270609.4638702562,1190502.1401068345,16.45021166642716,16.45021166642716,34.50365401094259,true,false,18.05344234451543
exact-v9-5-to-6mwe,356784,3540,MCP,suction,pressure,50,1000000,2701213.205829501,940626.8601742651,232.43091089359083,232.43120297539662,137.15880286545703,true,false,95.2721080281338
exact-v9-5-to-6mwe,356784,3540,CHANNEL,pressure,outlet,25,0,1350689.407066035,-1217372.8194594968,232.43803736559047,232.4383279122473,-220.66923840531075,true,true,453.1072757709012
exact-v9-5-to-6mwe,356784,3540,RETURN,outlet,drum,25,0,1343880.38266043,1070459.4738427894,231.8514229713291,231.8517097336511,206.92602290120877,true,false,24.925400070120332
exact-v9-5-to-6mwe,356784,3540,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6896120.140913793,269608.3698379975,1190437.12223637,16.41975547436674,16.41975547436677,34.502711809890684,true,false,18.082956335523942
exact-v9-5-to-6mwe,362784,3600,MCP,suction,pressure,50,1000000,2736579.978413105,939585.5113045375,233.94763612278393,233.9478565156392,137.0828589798548,true,false,96.86477714292914
exact-v9-5-to-6mwe,362784,3600,CHANNEL,pressure,outlet,25,0,1368357.8735902812,-1229365.0636452788,233.95344100357076,233.95365982093816,-221.75347245491142,true,true,455.7069134584822
exact-v9-5-to-6mwe,362784,3600,RETURN,outlet,drum,25,0,1363150.1507818578,1081847.1832223465,233.50781392423573,233.50804275500727,208.02376625975663,true,false,25.484047664479107
exact-v9-5-to-6mwe,362784,3600,FEEDWATER-PUMP,feedwater-inventory,drum,1000,6897237.829059402,267276.0417415621,1188868.843506557,16.348579196418328,16.348579196418328,34.47997742903201,true,false,18.131398232613684
