boundary_index,boundary_temperature_c,probe_side,reference_region,reference_phase,reference_pressure_mpa,specific_volume_m3_kg,specific_u_j_kg,reference_quality,production_resolved,production_phase,production_temperature_c,production_pressure_mpa,phase_matches,production_minus_reference_temperature_c,production_minus_reference_pressure_mpa
64,200,R2-SIDE,REGION-2,SuperheatedVapor,1.5546563215511426,0.1272237548207312,2594273.4899490657,,True,SuperheatedVapor,234.22351984148384,1.6901702590888175,True,34.223519841483835,0.13551393753767482
65,225,R1-SIDE,REGION-1,SubcooledLiquid,2.5494504436050214,0.0011993967422250101,963780.6116181568,,True,SubcooledLiquid,229.4815741947993,18.42380216179338,True,4.481574194799293,15.874351718188358
65,225,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,2.5494249493555277,0.001199473987892146,963782.274849037,1E-06,True,SubcooledLiquid,229.48197020215173,18.282551557519437,False,4.481970202151729,15.733126608163909
65,225,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,2.5494249493555277,0.07841098155827876,2602352.9066886874,0.999999,True,SuperheatedVapor,269.4947403018085,2.8344008423033453,False,44.49474030180852,0.28497589294781767
65,225,R2-SIDE,REGION-2,SuperheatedVapor,2.5493994551060344,0.07841199306826979,2602355.8871995774,,True,SuperheatedVapor,269.49588506920736,2.834375541884232,True,44.49588506920736,0.2849760867781974
66,250,R1-SIDE,REGION-1,SubcooledLiquid,3.975978830226036,0.0012517368383086185,1080709.9322931976,,True,SubcooledLiquid,257.3218886412376,35.159527439662796,True,7.321888641237592,31.18354860943676
66,250,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,3.9759390708353273,0.001251785746064254,1080711.5041492505,1E-06,True,SubcooledLiquid,257.32226289267874,35.074037647476715,False,7.3222628926787365,31.098098576641387
66,250,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,3.9759390708353273,0.0500865161567221,2601869.4185668137,0.999999,True,SuperheatedVapor,306.37301824243264,4.525428686241633,False,56.373018242432636,0.5494896154063058
66,250,R2-SIDE,REGION-2,SuperheatedVapor,3.975899311444619,0.05008720984305514,2601872.9304859536,,True,SuperheatedVapor,306.37422447635345,4.525386739731997,True,56.37422447635345,0.5494874282873776
67,267.45358095765107,R1-SIDE,REGION-1,SubcooledLiquid,5.287010126605532,0.0012959013559109204,1165325.0634926348,,True,SubcooledLiquid,277.46834845062733,55.065603796016866,True,10.014767492976262,49.778593669411336
67,267.45358095765107,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.286957257032961,0.0012959373647451933,1165326.5770499045,1E-06,True,SubcooledLiquid,277.4687088214058,55.00502153647805,False,10.015127863754742,49.71806427944509
67,267.45358095765107,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.286957257032961,0.03717849405785627,2595159.9285174236,0.999999,True,SuperheatedVapor,333.79291948278444,6.113951323045306,False,66.33933852513337,0.8269940660123449
67,267.45358095765107,R2-SIDE,REGION-2,SuperheatedVapor,5.286904387460392,0.03717904419524205,2595163.9758782387,,True,SuperheatedVapor,333.794154773606,6.1138916598876225,True,66.34057381595494,0.8269872724272309
68,267.50258015990255,R1-SIDE,REGION-1,SubcooledLiquid,5.291102216834221,0.0012960362969671236,1165566.8074954594,,True,SubcooledLiquid,277.52590654653807,55.13583620264697,True,10.023326386635517,49.84473398581275
68,267.50258015990255,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.291049306341158,0.0012960722752365784,1165568.3209023601,1E-06,True,SubcooledLiquid,277.5262668815143,55.07531252255519,False,10.023686721611739,49.78426321621403
68,267.50258015990255,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.291049306341158,0.0371478656099171,2595132.473910407,0.999999,True,SuperheatedVapor,333.8722515282594,6.118924660708095,False,66.36967136835688,0.8278753543669373
68,267.50258015990255,R2-SIDE,REGION-2,SuperheatedVapor,5.290996395848095,0.037148415409663786,2595136.523032553,,True,SuperheatedVapor,333.8734868190812,6.1188649364745595,True,66.37090665917867,0.827868540626465
69,267.5165805220603,R1-SIDE,REGION-1,SubcooledLiquid,5.292271878884386,0.0012960748656104248,1165635.8848244555,,True,SubcooledLiquid,277.54235352963235,55.15592123806402,True,10.02577300757207,49.86364935917963
69,267.5165805220603,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.292218956694819,0.0012961108351517909,1165637.39818841,1E-06,True,SubcooledLiquid,277.54271385438335,55.09541428552872,False,10.02613333232307,49.8031953288339
69,267.5165805220603,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.292218956694819,0.03713911928993803,2595124.6198950335,0.999999,True,SuperheatedVapor,333.8949211264684,6.1203461947122975,False,66.3783406044081,0.8281272380174789
69,267.5165805220603,R2-SIDE,REGION-2,SuperheatedVapor,5.292166034505252,0.03713966899327182,2595128.669520745,,True,SuperheatedVapor,333.89615641728994,6.120286453013996,True,66.37957589522966,0.8281204185087443
70,267.61186883449557,R1-SIDE,REGION-1,SubcooledLiquid,5.300237999304759,0.0012963375157955567,1166106.08981089,,True,SubcooledLiquid,277.65430709783095,55.29283304678186,True,10.042438263335384,49.992595047477096
70,267.61186883449557,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.300184997454784,0.0012963734259923577,1166107.6028827624,1E-06,True,SubcooledLiquid,277.6546673530387,55.23243982470431,False,10.042798518543123,49.93225482724952
70,267.61186883449557,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.300184997454784,0.037079650048268964,2595071.052054084,0.999999,True,SuperheatedVapor,334.04923934808005,6.130027465586894,False,66.43737051358448,0.8298424681321093
70,267.61186883449557,R2-SIDE,REGION-2,SuperheatedVapor,5.30013199560481,0.03708019909610543,2595075.105110772,,True,SuperheatedVapor,334.0504746389016,6.129967604858237,True,66.43860580440605,0.8298356092534274
71,267.7532800316808,R1-SIDE,REGION-1,SubcooledLiquid,5.3120768749258245,0.0012967277707812142,1166804.0693400786,,True,SubcooledLiquid,277.8204927000187,55.496693235155384,True,10.067212668337902,50.18461636022956
71,267.7532800316808,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.312023754688277,0.0012967635931009722,1166805.5819791844,1E-06,True,SubcooledLiquid,277.8208528521868,55.43646840971623,False,10.06757282050603,50.12444465502795
71,267.7532800316808,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.312023754688277,0.03699158606568595,2594991.193918056,0.999999,True,SuperheatedVapor,334.2783366222774,6.144414476173202,False,66.52505659059659,0.8323907214849244
71,267.7532800316808,R2-SIDE,REGION-2,SuperheatedVapor,5.311970634450731,0.03699213414299321,2594995.2520781374,,True,SuperheatedVapor,334.27957191309895,6.144354438273235,True,66.52629188141816,0.8323838038225047
72,267.76519510746004,R1-SIDE,REGION-1,SubcooledLiquid,5.313075320775099,0.0012967606788763552,1166862.88972526,,True,SubcooledLiquid,277.83449755363335,55.513907287741674,True,10.06930244617331,50.200831966966575
72,267.76519510746004,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.313022190553194,0.0012967964938022205,1166864.4023279396,1E-06,True,SubcooledLiquid,277.83485769712854,55.45369663024119,False,10.069662589668496,50.140674439688
72,267.76519510746004,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.313022190553194,0.03698417631476262,2594984.4454462295,0.999999,True,SuperheatedVapor,334.2976445605419,6.145627774629922,False,66.53244945308188,0.8326055840767284
72,267.76519510746004,R2-SIDE,REGION-2,SuperheatedVapor,5.312969060331288,0.03698472431041735,2594988.5040369565,,True,SuperheatedVapor,334.2988798513637,6.145567721772938,True,66.53368474390368,0.8325986614416498
73,267.7772412359715,R1-SIDE,REGION-1,SubcooledLiquid,5.314084894103051,0.0012967939530125086,1166922.3586155125,,True,SubcooledLiquid,277.8486568132173,55.53131655321312,True,10.07141557724583,50.21723165911006
73,267.7772412359715,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.314031753785513,0.001296829760464808,1166923.871181371,1E-06,True,SubcooledLiquid,277.84901694794553,55.471120216190435,False,10.071775711974055,50.15708846240492
73,267.7772412359715,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.314031753785513,0.03697668670206206,2594977.619625054,0.999999,True,SuperheatedVapor,334.3171655827481,6.146854587326683,False,66.53992434677662,0.8328228335411696
73,267.7772412359715,R2-SIDE,REGION-2,SuperheatedVapor,5.313978613467976,0.03697723461518559,2594981.678651262,,True,SuperheatedVapor,334.31840087356966,6.146794519343598,True,66.54115963759818,0.8328159058756226
74,267.78551645874984,R1-SIDE,REGION-1,SubcooledLiquid,5.314778516675194,0.0012968168134349296,1166963.2123357116,,True,SubcooledLiquid,277.85838388945524,55.543279468353646,True,10.0728674307054,50.228500951678456
74,267.78551645874984,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.314725369421499,0.0012968526157541428,1166964.7248762788,1E-06,True,SubcooledLiquid,277.8587440181617,55.48309296702467,False,10.073227559411862,50.168367597603165
74,267.78551645874984,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.314725369421499,0.036971542582503514,2594972.9287307374,0.999999,True,SuperheatedVapor,334.3305764601847,6.147697461716864,False,66.54506000143488,0.832972092295365
74,267.78551645874984,R2-SIDE,REGION-2,SuperheatedVapor,5.314672222167805,0.036972090438942534,2594976.9880561642,,True,SuperheatedVapor,334.33181175100606,6.147637383339997,True,66.54629529225622,0.8329651611721918
75,267.82730354666717,R1-SIDE,REGION-1,SubcooledLiquid,5.3182821331053525,0.0012969322805150075,1167169.5210698897,,True,SubcooledLiquid,277.90750501664036,55.60373080384562,True,10.08020146997319,50.285448670740266
75,267.82730354666717,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.318228950815844,0.001296968056925845,1167171.0334827898,1E-06,True,SubcooledLiquid,277.9078651149499,55.54359394558941,False,10.080561568282747,50.225364994773564
75,267.82730354666717,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.318228950815844,0.03694557836979883,2594949.2186465585,0.999999,True,SuperheatedVapor,334.39830064618957,6.151954904087058,False,66.5709970995224,0.8337259532712133
75,267.82730354666717,R2-SIDE,REGION-2,SuperheatedVapor,5.318175768526336,0.03694612594014069,2594953.279483672,,True,SuperheatedVapor,334.39953593701136,6.151894773192311,True,66.5722323903442,0.8337190046659746
76,267.90293265581147,R1-SIDE,REGION-1,SubcooledLiquid,5.324627700384163,0.00129714138661693,1167542.9602281866,,True,SubcooledLiquid,277.9964191019493,55.71332101658053,True,10.093486446137831,50.38869331619637
76,267.90293265581147,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.324574454639616,0.001297177116187834,1167544.4724102116,1E-06,True,SubcooledLiquid,277.99677914528854,55.653273904523225,False,10.093846489477073,50.32869944988361
76,267.90293265581147,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.324574454639616,0.0368986368654912,2594906.2103374256,0.999999,True,SuperheatedVapor,334.5208943196528,6.1596655137264085,False,66.61796166384136,0.8350910590867926
76,267.90293265581147,R2-SIDE,REGION-2,SuperheatedVapor,5.32452120889507,0.036899183918629765,2594910.273913619,,True,SuperheatedVapor,334.5221296104744,6.1596052876400265,True,66.61919695466293,0.8350840787449565
77,267.9171129286291,R1-SIDE,REGION-1,SubcooledLiquid,5.325818122064067,0.0012971806115749226,1167612.9859876302,,True,SubcooledLiquid,278.0130919018168,55.73389495135405,True,10.095978973187698,50.40807682928998
77,267.9171129286291,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.325764864415422,0.0012972163323707326,1167614.4981263934,1E-06,True,SubcooledLiquid,278.01345193485565,55.67386465199018,False,10.096339006226572,50.34809978757475
77,267.9171129286291,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.325764864415422,0.0368898426536862,2594898.1325821886,0.999999,True,SuperheatedVapor,334.54388354377375,6.161111980599763,False,66.62677061514466,0.8353471161843409
77,267.9171129286291,R2-SIDE,REGION-2,SuperheatedVapor,5.325711606766778,0.036890389609935674,2594902.1966724014,,True,SuperheatedVapor,334.5451188345953,6.16105173664486,True,66.62800590596623,0.835340129878082
78,267.93677989244463,R1-SIDE,REGION-1,SubcooledLiquid,5.327469483105355,0.0012972350230736828,1167710.1099822754,,True,SubcooledLiquid,278.0362166624466,55.76244306745228,True,10.099436770001944,50.43497358434693
78,267.93677989244463,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.327416208943265,0.001297270731702904,1167711.6220610514,1E-06,True,SubcooledLiquid,278.03657668120275,55.70243607844778,False,10.099796788758113,50.37501986950452
78,267.93677989244463,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.327416208943265,0.03687764951152347,2594886.922129784,0.999999,True,SuperheatedVapor,334.5757693949763,6.163118508997811,False,66.63898950253167,0.835702300054546
78,267.93677989244463,R2-SIDE,REGION-2,SuperheatedVapor,5.327362934781176,0.036878196333439674,2594890.986933137,,True,SuperheatedVapor,334.5770046857979,6.163058240250028,True,66.64022479335324,0.8356953054688523
79,268.0753684282305,R1-SIDE,REGION-1,SubcooledLiquid,5.339117329894413,0.00129761876012313,1168394.6380850635,,True,SubcooledLiquid,278.1991995440628,55.964064934165336,True,10.123831115832331,50.62494760427092
79,268.0753684282305,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.33906393925502,0.0012976543831423294,1168396.1497415872,1E-06,True,SubcooledLiquid,278.19955946228276,55.904221958687906,False,10.124191034052274,50.565158019432886
79,268.0753684282305,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.33906393925502,0.036791851094621894,2594807.686675636,0.999999,True,SuperheatedVapor,334.80051595701855,6.177270880408114,False,66.72514752878806,0.8382069411530937
79,268.0753684282305,R2-SIDE,REGION-2,SuperheatedVapor,5.339010548615628,0.03679239697138789,2594811.756512073,,True,SuperheatedVapor,334.8017512478401,6.177210436599006,True,66.72638281960963,0.8381998879833787
80,268.08787213563915,R1-SIDE,REGION-1,SubcooledLiquid,5.340169175189013,0.0012976534084591645,1168456.4076019323,,True,SubcooledLiquid,278.21390657188874,55.9822944542078,True,10.126034436249597,50.64212527901879
80,268.08787213563915,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.340115774031272,0.0012976890237652368,1168457.9192203989,1E-06,True,SubcooledLiquid,278.2142664810474,55.922466254889834,False,10.126394345408244,50.582350480858565
80,268.08787213563915,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.340115774031272,0.036784120859813065,2594800.517394753,0.999999,True,SuperheatedVapor,334.8207976739949,6.178548837284977,False,66.73292553835574,0.8384330632537047
80,268.08787213563915,R2-SIDE,REGION-2,SuperheatedVapor,5.340062372873532,0.03678466665143207,2594804.5876859515,,True,SuperheatedVapor,334.82203296481646,6.178488377651118,True,66.73416082917731,0.8384260047775864
81,268.18782694339745,R1-SIDE,REGION-1,SubcooledLiquid,5.348583330379774,0.0012979305479563713,1168950.2544822346,,True,SubcooledLiquid,278.3314891624369,56.1282532168324,True,10.14366221903947,50.77966988645262
81,268.18782694339745,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.348529845081322,0.001297966101667524,1168951.7657967163,1E-06,True,SubcooledLiquid,278.3318489992182,56.06854301106455,False,10.144022055820756,50.720013165983225
81,268.18782694339745,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.348529845081322,0.03672238852407342,2594743.0838669743,0.999999,True,SuperheatedVapor,334.9829567886144,6.1887713951785805,False,66.79512984521693,0.8402415500972582
81,268.18782694339745,R2-SIDE,REGION-2,SuperheatedVapor,5.348476359782872,0.03672293363577469,2594747.157797535,,True,SuperheatedVapor,334.9841920794362,6.188710808860178,True,66.79636513603873,0.8402344490773066
82,268.22862460613226,R1-SIDE,REGION-1,SubcooledLiquid,5.352020568828329,0.0012980437474417266,1169151.8545013964,,True,SubcooledLiquid,278.3794891669992,56.18794649693965,True,10.150864560866921,50.83592592811132
82,268.22862460613226,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.351967049157837,0.0012980792760448501,1169153.3656919254,1E-06,True,SubcooledLiquid,278.37984897426793,56.12828438659971,False,10.151224368135672,50.776317337441874
82,268.22862460613226,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.351967049157837,0.036697224070277965,2594719.579269316,0.999999,True,SuperheatedVapor,335.04915809498164,6.192947197581512,False,66.82053348884938,0.8409801484236752
82,268.22862460613226,R2-SIDE,REGION-2,SuperheatedVapor,5.351913529487346,0.03669776890484553,2594723.6546873595,,True,SuperheatedVapor,335.05039338580343,6.192886559462321,True,66.82176877967117,0.8409730299749745
83,268.258955323696,R1-SIDE,REGION-1,SubcooledLiquid,5.354577051008335,0.0012981279355649986,1169301.7441641728,,True,SubcooledLiquid,278.415177181946,56.23236966446955,True,10.156221858249978,50.87779261346122
83,268.258955323696,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.354523505773277,0.001298163445513987,1169303.2552625951,1E-06,True,SubcooledLiquid,278.41553696728454,56.172743285943305,False,10.156581643588538,50.818219780170026
83,268.258955323696,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.354523505773277,0.036678527858371536,2594702.081466092,0.999999,True,SuperheatedVapor,335.0983801129414,6.196052922826031,False,66.83942478924541,0.8415294170527536
83,268.258955323696,R2-SIDE,REGION-2,SuperheatedVapor,5.3544699605382196,0.03667907248704959,2594706.157990761,,True,SuperheatedVapor,335.0996150312386,6.195992241997791,True,66.84065970754261,0.8415222814595715
84,268.32134410142896,R1-SIDE,REGION-1,SubcooledLiquid,5.359838539328691,0.0012983011890311976,1169610.090964938,,True,SubcooledLiquid,278.4885930868901,56.32386580583852,True,10.167248985461129,50.96402726650983
84,268.32134410142896,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.359784941479276,0.0012983366606423438,1169611.601874027,1E-06,True,SubcooledLiquid,278.4889528271493,56.26431286061202,False,10.167608725720356,50.90452791913275
84,268.32134410142896,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.359784941479276,0.03664010312786366,2594666.0263455315,0.999999,True,SuperheatedVapor,335.1996408056467,6.202444607424375,False,66.87829670421775,0.8426596659450984
84,268.32134410142896,R2-SIDE,REGION-2,SuperheatedVapor,5.3597313436298615,0.03664064733342153,2594670.1051485385,,True,SuperheatedVapor,335.2008760964685,6.202383851377922,True,66.87953199503954,0.8426525077480607
85,268.3765215992928,R1-SIDE,REGION-1,SubcooledLiquid,5.364495161255378,0.0012984545095982205,1169882.8321755617,,True,SubcooledLiquid,278.5535314703719,56.404920944887444,True,10.177009871079122,51.04042578363207
85,268.3765215992928,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.364441516840209,0.00129848994733958,1169884.3429173403,1E-06,True,SubcooledLiquid,278.5538911707953,56.34543287197116,False,10.177369571502481,50.98099135513095
85,268.3765215992928,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.364441516840209,0.036606156112271596,2594634.0679931836,0.999999,True,SuperheatedVapor,335.2892131736179,6.208101280136146,False,66.9126915743251,0.8436597632959373
85,268.3765215992928,R2-SIDE,REGION-2,SuperheatedVapor,5.364387872425041,0.03660669994404675,2594638.1488134935,,True,SuperheatedVapor,335.29044846443935,6.2080404537777065,True,66.91392686514655,0.8436525813526652
86,268.3879977881908,R1-SIDE,REGION-1,SubcooledLiquid,5.365464064907552,0.0012984864091978093,1169939.562869821,,True,SubcooledLiquid,278.56703877852885,56.42179524643308,True,10.17904099033808,51.05633118152553
86,268.3879977881908,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.3654104108034435,0.0012985218398990296,1169941.0735768182,1E-06,True,SubcooledLiquid,278.56739847067104,56.36232065748439,False,10.179400682480264,50.99691024668095
86,268.3879977881908,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.3654104108034435,0.036599099864447704,2594627.4127370873,0.999999,True,SuperheatedVapor,335.307844980145,6.2092782390373635,False,66.9198471919542,0.84386782823392
86,268.3879977881908,R2-SIDE,REGION-2,SuperheatedVapor,5.365356756699335,0.03659964361853171,2594631.4939772454,,True,SuperheatedVapor,335.3090798984422,6.209217393876907,True,66.9210821102514,0.8438606371775714
87,268.4279694974422,R1-SIDE,REGION-1,SubcooledLiquid,5.368839811720812,0.0012985975453640298,1170137.1677067464,,True,SubcooledLiquid,278.61408754922536,56.48061146514567,True,10.186118051783183,51.11177165342486
87,268.4279694974422,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.368786123859572,0.0012986329515559786,1170138.678292642,1E-06,True,SubcooledLiquid,278.61444721253395,56.421183817895276,False,10.186477715091769,51.052397694035704
87,268.4279694974422,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.368786123859572,0.03657453436762927,2594604.2099597864,0.999999,True,SuperheatedVapor,335.3727439413034,6.213378787800678,False,66.9447744438612,0.8445926639411052
87,268.4279694974422,R2-SIDE,REGION-2,SuperheatedVapor,5.368732435998334,0.036575077851250394,2594608.292663007,,True,SuperheatedVapor,335.3739792321252,6.213317895792988,True,66.946009734683,0.8445854597946543
88,268.4353395342828,R1-SIDE,REGION-1,SubcooledLiquid,5.369462413441171,0.0012986180417985113,1170173.604236347,,True,SubcooledLiquid,278.62276291341595,56.4914633470535,True,10.187423379133179,51.12200093361233
88,268.4353395342828,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.369408719353976,0.0012986534434733803,1170175.1147999205,1E-06,True,SubcooledLiquid,278.6231225714097,56.43204435104947,False,10.187783037126906,51.06263563169549
88,268.4353395342828,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.369408719353976,0.03657000689942147,2594599.9279931015,0.999999,True,SuperheatedVapor,335.38471128679373,6.214135059063078,False,66.94937175251096,0.8447263397091014
88,268.4353395342828,R2-SIDE,REGION-2,SuperheatedVapor,5.369355025266783,0.03657055033319743,2594604.010966208,,True,SuperheatedVapor,335.38594620509105,6.214074153477354,True,66.95060667080827,0.8447191282105706
89,268.43746053576467,R1-SIDE,REGION-1,SubcooledLiquid,5.3696416003964496,0.0012986239406964153,1170184.0903082178,,True,SubcooledLiquid,278.6252595971947,56.49458679825968,True,10.187799061430042,51.124945197863234
89,268.43746053576467,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.369587904517404,0.0012986593410714402,1170185.6008653685,1E-06,True,SubcooledLiquid,278.62561925365924,56.43517029174763,False,10.188158717894567,51.06558238723023
89,268.43746053576467,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.369587904517404,0.03656870406501119,2594598.6954786154,0.999999,True,SuperheatedVapor,335.3881552746242,6.214352714655624,False,66.95069473885951,0.8447648101382201
89,268.43746053576467,R2-SIDE,REGION-2,SuperheatedVapor,5.369534208638359,0.03656924748444369,2594602.778529397,,True,SuperheatedVapor,335.38939056544575,6.214291810527463,True,66.95193002968108,0.8447576018891043
90,268.495750629902,R1-SIDE,REGION-1,SubcooledLiquid,5.374567865433893,0.0012987861067465776,1170472.291210756,,True,SubcooledLiquid,278.6938788597039,56.58050002885371,True,10.19812822980191,51.20593216341982
90,268.495750629902,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.37451412029269,0.001298821471418728,1170473.8015914538,1E-06,True,SubcooledLiquid,278.69423847415567,56.52115189983937,False,10.198487844253691,51.14663777954668
90,268.495750629902,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.37451412029269,0.036532918790984525,2594564.784640967,0.999999,True,SuperheatedVapor,335.4828129728138,6.220336449756994,False,66.98706234291183,0.8458223294643039
90,268.495750629902,R2-SIDE,REGION-2,SuperheatedVapor,5.374460375151488,0.03653346181645798,2594568.869827756,,True,SuperheatedVapor,335.4840482636356,6.220275471125269,True,66.98829763373362,0.8458150959737809
91,268.5486411511898,R1-SIDE,REGION-1,SubcooledLiquid,5.379040782541731,0.0012989333353016688,1170733.8271119006,,True,SubcooledLiquid,278.75614931235725,56.658577727548256,True,10.207508161167425,51.27953694500653
91,268.5486411511898,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.378986992671804,0.0012989686676113733,1170735.3373326177,1E-06,True,SubcooledLiquid,278.7565088887185,56.59929157602242,False,10.207867737528659,51.22030458335061
91,268.5486411511898,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.378986992671804,0.03650048122660043,2594533.9508190257,0.999999,True,SuperheatedVapor,335.5687163482329,6.225769307382038,False,67.02007519704307,0.846782314710234
91,268.5486411511898,R2-SIDE,REGION-2,SuperheatedVapor,5.3789332028018775,0.03650102389499737,2594538.0379460617,,True,SuperheatedVapor,335.56995163905447,6.225708261051113,True,67.02131048786464,0.8467750582492357
92,268.59354792833335,R1-SIDE,REGION-1,SubcooledLiquid,5.382840750357621,0.0012990584030193072,1170955.9083683086,,True,SubcooledLiquid,278.80902580197824,56.724961633891915,True,10.215477873644886,51.34212088353429
92,268.59354792833335,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.382786922488396,0.0012990937078763728,1170957.4184532892,1E-06,True,SubcooledLiquid,278.80938534602126,56.66572805520998,False,10.215837417687908,51.28294113272159
92,268.59354792833335,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.382786922488396,0.03647296454711894,2594507.723306584,0.999999,True,SuperheatedVapor,335.6416633259506,6.230384630965817,False,67.04811539761727,0.8475977084774211
92,268.59354792833335,R2-SIDE,REGION-2,SuperheatedVapor,5.382733094619171,0.0364735069126297,2594511.8120825686,,True,SuperheatedVapor,335.6428986167722,6.2303235270820405,True,67.04935068843884,0.8475904324628694
93,268.64694446921374,R1-SIDE,REGION-1,SubcooledLiquid,5.387361781069,0.001299207190646893,1171220.003239122,,True,SubcooledLiquid,278.8719055331243,56.80400567813639,True,10.224961063910541,51.41664389706739
93,268.64694446921374,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.3873079079899195,0.0012992424628908593,1171221.5131628187,1E-06,True,SubcooledLiquid,278.8722650387664,56.744834552569124,False,10.22532056955265,51.3575266445792
93,268.64694446921374,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.3873079079899195,0.03644027498535003,2594476.4799840543,0.999999,True,SuperheatedVapor,335.72841344926974,6.235875534413377,False,67.081468980056,0.8485676264234572
93,268.64694446921374,R2-SIDE,REGION-2,SuperheatedVapor,5.38725403491084,0.03644081699105969,2594480.57072261,,True,SuperheatedVapor,335.72964836756694,6.235814357838817,True,67.0827038983532,0.8485603229279768
94,268.6578054487708,R1-SIDE,REGION-1,SubcooledLiquid,5.388281723890629,0.0012992374644350652,1171273.7245327155,,True,SubcooledLiquid,278.88469631731334,56.82009807076385,True,10.226890868542569,51.43181634687322
94,268.6578054487708,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.3882278416122125,0.001299272730049377,1171275.2344236216,1E-06,True,SubcooledLiquid,278.8850558151481,56.760939640494804,False,10.227250366377348,51.37271179888259
94,268.6578054487708,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.3882278416122125,0.03643362973632523,2594470.117382381,0.999999,True,SuperheatedVapor,335.7460603013541,6.236992801136724,False,67.0882548525833,0.8487649595245115
94,268.6578054487708,R2-SIDE,REGION-2,SuperheatedVapor,5.3881739593337965,0.03643417166889656,2594474.208520378,,True,SuperheatedVapor,335.7472952196515,6.236931610613098,True,67.08948977088073,0.8487576512793016
95,268.70778965353986,R1-SIDE,REGION-1,SubcooledLiquid,5.392517014602325,0.001299376833707984,1171520.976220209,,True,SubcooledLiquid,278.94356576671646,56.89422212601715,True,10.235776113176598,51.50170511141482
95,268.70778965353986,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.392463089971425,0.0012994120688285093,1171522.4859602745,1E-06,True,SubcooledLiquid,278.9439252286369,56.83512208782448,False,10.236135575097023,51.44265899785306
95,268.70778965353986,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.392463089971425,0.03640306399875005,2594440.802230885,0.999999,True,SuperheatedVapor,335.8272810454015,6.242136420276037,False,67.11949139186163,0.8496733303046122
