contrast_id,left_mode,right_mode,changed_factor,left_processes,right_processes,left_calls,right_calls,left_calls_over_100us,right_calls_over_100us,delta_calls_over_100us,left_calls_over_max,right_calls_over_max,delta_calls_over_max,left_processes_with_over_max,right_processes_with_over_max,left_max_us,right_max_us,delta_max_us,left_median_of_process_medians_us,right_median_of_process_medians_us,delta_median_of_process_medians_us,left_median_of_process_p95_us,right_median_of_process_p95_us,delta_median_of_process_p95_us,automatic_causal_promotion
PGO-OFF-ON,PGO-OFF-QJFL-ON,PGO-ON-QJFL-ON,DOTNET_TieredPGO,5,5,115200,115200,13,8,-5,1,0,-1,1,0,410.6,251.7,-158.90000000000003,4.7,2.1,-2.6,5.4,2.5,-2.9000000000000004,False
