step,electrical_mwe,primary_pump_kg_s,drum_level,governor_percent,trip_active,breaker_closed,rollbacks,finite,in_envelope
52,4.998032260646722,100.24924490908664,0.4999085970948137,29.35841800977807,false,true,0,true,false
53,4.997957860339465,100.25348352377705,0.49990760721663996,29.36026411658539,false,true,0,true,false
54,4.997882192573534,100.25768740889836,0.4999066040557,29.362114898433767,false,true,0,true,false
55,4.9978052666544395,100.26185726996106,0.4999055876870332,29.36396987499471,false,true,0,true,false
56,4.997727092028195,100.26599365433405,0.4999045582152621,29.365828619649616,false,true,0,true,false
57,4.9976476784781845,100.27009648769918,0.4999035157957854,29.36769057114606,false,true,0,true,false
58,4.997567035648437,100.27416641827097,0.49990246050223475,29.369555483495464,false,true,0,true,false
59,4.997485173358843,100.27820338009573,0.4999013924884174,29.371422920195016,false,true,0,true,false
60,4.99740210202317,100.28219711784847,0.49990031199866997,29.373292157979993,false,true,0,true,false
61,4.997317831794657,100.28614908243215,0.49989921916771074,29.37516303450427,false,true,0,true,false
62,4.997232373101596,100.29006312290085,0.49989811412913276,29.377035048639367,false,true,0,true,false
63,4.997145736690624,100.29394133793339,0.49989699700761286,29.378907662018303,false,true,0,true,false
64,4.997057933154044,100.2977857525817,0.4998958678733172,29.380780651834762,false,true,0,true,false
65,4.996968973383513,100.30159696467055,0.4998947268481412,29.3826535036932,false,true,0,true,false
66,4.9968788683955525,100.30537682514077,0.49989357399868084,29.38452581716645,false,true,0,true,false
67,4.996787629380972,100.30912519142113,0.49989240944176483,29.386397158182408,false,true,0,true,false
68,4.996695267501484,100.31284350907478,0.4998912332942208,29.388267234826095,false,true,0,true,false
69,4.996601794337637,100.31653135580275,0.4998900456172629,29.390135460540016,false,true,0,true,false
