input_sha256,reference_calculation_valid,temperature_k,drum_pressure_pa,if97_saturation_pressure_pa,saturation_pressure_delta_pa,if97_region1_specific_volume_m3_kg,if97_region1_density_kg_m3,if97_region1_internal_energy_j_kg,if97_region1_specific_flow_work_j_kg,if97_region1_transport_j_kg,production_drum_transport_j_kg,if97_minus_production_transport_j_kg,mode2_raw_suction_transport_j_kg,if97_minus_mode2_suction_transport_j_kg,recirculation_flow_kg_s,pump_flow_kg_s,counterfactual_source_rate_w,counterfactual_sink_rate_w,counterfactual_net_energy_rate_w,actual_candidate_observed_energy_rate_w
E176F354530BB16ECFD239B9152C723A7E68ED7373F35B6D6BCD63E8364E18E2,true,553.15,6416459.281680372,6416459.281680372,0,0.0013328453390677659,750.2745972758037,1228118.8528565494,8552.147846905787,1236671.0007034552,1184508.2888624098,52162.71184104541,1236671.000850998,-0.00014754291623830795,100.00001123018062,100.00001123018062,123667113.95838422,123667113.97313851,-0.014754295349121094,-5216271.784591675
