drum_temperature_k,drum_pressure_pa,mode2_raw_suction_transport_j_kg,production_drum_liquid_transport_j_kg,production_drum_liquid_internal_energy_j_kg,production_drum_liquid_density_kg_m3,recirculation_flow_kg_s,pump_flow_kg_s,actual_candidate_observed_energy_rate_w
553.15,6416459.281680372,1236671.000850998,1184508.2888624098,1175957.9999999998,750.4377202844437,100.00001123018062,100.00001123018062,-5216271.784591675
