frozen_raw_drum_temperature_k,runtime_drum_temperature_k,drum_temperature_delta_k,frozen_raw_drum_pressure_pa,runtime_drum_pressure_pa,drum_pressure_delta_pa,drum_phase,energy_transport_mode,mode1_saturation_pressure_pa,mode2_saturation_pressure_pa,mode1_liquid_density_kg_m3,mode2_liquid_density_kg_m3,mode1_vapor_density_kg_m3,mode2_vapor_density_kg_m3,mode1_liquid_internal_energy_j_kg,mode2_liquid_internal_energy_j_kg,mode1_vapor_internal_energy_j_kg,mode2_vapor_internal_energy_j_kg,pressure_bits_equal,liquid_density_bits_equal,vapor_density_bits_equal,liquid_internal_energy_bits_equal,vapor_internal_energy_bits_equal,forward_properties_all_bits_equal,production_forward_liquid_density_kg_m3,drum_liquid_internal_energy_j_kg,drum_liquid_specific_flow_work_j_kg,calculated_p_over_rho_j_kg,flow_work_identity_residual_j_kg,drum_liquid_specific_enthalpy_j_kg,calculated_u_plus_p_over_rho_j_kg,enthalpy_identity_residual_j_kg,drum_liquid_advected_specific_energy_j_kg,selected_transport_identity_residual_j_kg,recirculation_flow_kg_s,drum_liquid_energy_rate_w,calculated_liquid_energy_rate_w,liquid_energy_rate_identity_residual_w
553.15,553.15,0,6416459.281680372,6416459.281680372,0,SaturatedMixture,SpecificEnthalpy,6416459.281680372,6416459.281680372,750.4377202844437,750.4377202844437,33.16418742565087,33.16418742565087,1175957.9999999998,1175957.9999999998,2493872.322638738,2493872.322638738,true,true,true,true,true,true,750.4377202844437,1175957.9999999998,8550.288862409923,8550.288862409923,0,1184508.2888624098,1184508.2888624098,0,1184508.2888624098,0,100.00001123018062,118450842.188483,118450842.188483,0
