logical_step,simulated_seconds,presentation_fingerprint,trip,breaker,request_mwe,gross_mwe,rotor_shaft_mwe,canonical_shaft_mwe,total_steam_flow_kg_s,stop_flow_kg_s,control_flow_kg_s,admission_flow_kg_s,rotor_rpm,condenser_kpa,drum_level_fraction,total_fluid_mass_kg,total_fluid_internal_energy_j,exhaust_mass_kg,hotwell_mass_kg,feedwater_mass_kg,drum_inventory_mass_kg,header_mass_kg
13700,137,5c3cfd8c891dc689e9db1935350c1dbd6be1fc8a1a1f26d0cebdaeb6bc63d016,False,True,5,5.022115726229381,5.6246011268950005,5.6246011268950005,13.080467747474501,13.24054239701778,13.461066542632638,13.224778238741507,3000.0273039528784,8.3774648219268997,0.71810268106338193,60009.396410760717,68196293101.134789,66.692140596618984,9931.0309789415296,9931.7475768900003,5526.5772782529612,3078.6164424311332
13800,138,567b312f390c115a36fa2176f5c5c6cca0ac1a10c82b0040c55d3f8c824ba54d,False,True,5,5.0234882258227733,5.6260024257841872,5.6260024257841872,13.083726581476808,13.245912412701891,13.464697160927116,13.229132623979412,3000.0268366188025,8.379566628881383,0.71984597023714025,60009.396410760724,68193662608.868149,66.712605956504802,9931.1055854111346,9931.8289680240778,5539.2616778817028,3078.3988424708159
13900,139,9ad3b419cd72766bc9e94ffa1064b35b43fcb822abfbfae77a11c6f52dec09cd,False,True,5,5.0248382777711429,5.6273808959194236,5.6273808959194236,13.086932325308716,13.251168301374198,13.468332170985022,13.233434108845563,3000.026398589514,8.3816031520935912,0.72157863865211846,60009.39641076071,68191046555.000404,66.732562538875854,9931.1794739283596,9931.9096275981719,5551.8698546565565,3078.1813080045417
14000,140,bbb30f8bb4d2227fcb0d24e05e00a5f1c7d35b1b39f5cd970d99487771e5b3ed,False,True,5,5.0261674689987128,5.6287380626275434,5.6287380626275434,13.090088526304543,13.256303143166006,13.471969252802099,13.237686207113004,3000.0259912202673,8.3835794010958029,0.72329943818128017,60009.39641076071,68188444631.623207,66.752048878150788,9931.2525855841141,9931.9894964368286,5564.3928270023744,3077.9636393516271
14100,141,102d25d2dee469f735bcbdafe8fb58d29b8fffafe8a17c87607d63cfc678e285,False,True,5,5.027477275189816,5.6300753722682035,5.6300753722682035,13.093198548130433,13.261310670141116,13.475607748590056,13.241892257719954,3000.0256126250456,8.3854999404185921,0.72500729868302582,60009.396410760703,68185856511.398071,66.77110017676722,9931.3248708623578,9932.068524820017,5576.8228940005874,3077.7456371776202
14200,142,3e5f70e7c583d19ae6db228e8820c6dc12a58b05389b052c57c336d4e0359f9a,False,True,5,5.0287689529321282,5.6313940420873925,5.6313940420873925,13.096265221633335,13.266185270996642,13.479247493097622,13.246055046332268,3000.0252590235973,8.3873689193523617,0.72670131566126184,60009.396410760703,68183281849.74102,66.789748557145614,9931.3962889251507,9932.1466717663861,5589.1535450165029,3077.5271061321391
14300,143,c7f02c3775bea519cab01f9e9513a7367cf0a662546f1add6d3469424f6e65f4,False,True,5,5.030043600485766,5.6326952787672946,5.6326952787672946,13.099291352993212,13.270922341556272,13.482887727291439,13.250177349380808,3000.0249273807176,8.3891901182258994,0.72838073803451586,60009.39641076071,68180720287.007782,66.808023337602094,9931.4668069016025,9932.2239043017616,5601.3793736423104,3077.3078575990498
14400,144,6a1577b13d55812c60e1fcd8c6829b4209c6a0abe590ff52ffe697837fafb35a,False,True,5,5.0313022163037573,5.6339801046509184,5.6339801046509184,13.102279319749192,13.275518153392172,13.486527685107635,13.254261500162672,3000.0246155998561,8.3909669736660959,0.73004495658231539,60009.396410760703,68178171450.720215,66.825951246827316,9931.5363992306975,9932.3001968017052,5613.4959930624445,3077.0877116649531
14500,145,0d5f6027c7931f7cf72b116e66c4ff7831250fbdee97c5900067dcd54ec93ecf,False,True,5,5.0325457118081971,5.6352494406143991,5.6352494406143991,13.105231263479373,13.279969988901085,13.490166250476955,13.258309603770176,3000.0243218304449,8.3927026109671097,0.73169349236469494,60009.396410760681,68175634957.770233,66.843556620573267,9931.6050470075497,9932.3755303238377,5625.4999548374381,3076.8664985513583
14600,146,8ade1a6a497b69e8072cda1a9ef6fa356aa9690bd4e4752703248a2a58eca3dd,False,True,5,5.0337748980739452,5.6365041356468542,5.6365041356468542,13.108149158562473,13.284276218513741,13.493802564602477,13.262323596475634,3000.0240441789456,8.3943998624445033,0.73332598604892174,60009.396410760695,68173110416.588661,66.860861571376944,9931.6727373868107,9932.449892010085,5637.3886707291467,3076.6440596002162
14700,147,c90620d207aa01052dc0afc97f147e64566f02487b336e0bd2eb9f0a28f4a06c,False,True,5,5.0349904852017708,5.6377448669999053,5.6377448669999053,13.1110345800333,13.288436154786,13.497435870657945,13.266305000645422,3000.0237806501423,8.396061295228554,0.73494218756327989,60009.396410760695,68170597429.265106,66.877886144130571,9931.7394629854862,9932.523274484809,5649.1603379198914,3076.4202479031869
14800,148,4f5c1d0dd67c1cf5d27747d53e426c808f815ce45f08bf014f80d94d8aa0f6f3,False,True,5,5.0361930960300523,5.6389723052081022,5.6389723052081022,13.113889087250946,13.292449834257189,13.501065076793333,13.270255333018953,3000.0235295587645,8.3976892250216881,0.73654194597854084,60009.396410760688,68168095593.527908,66.894648479990167,9931.8052213539486,9932.5956753191913,5660.813867521385,3076.1949285376268
14900,149,b9ae0b53315c2641804fd509e1ae8212ed1f36faabd9643f12d4bb14d11beeaa,False,True,5,5.037383280500805,5.6401870464991903,5.6401870464991903,13.116714066767971,13.296318379555919,13.504689207129871,13.27417594063936,3000.0232894301762,8.3992857439826363,0.73812520004267923,60009.396410760695,68165604504.657303,66.911164960594064,9931.8700144522882,9932.6670965015091,5672.3488167115529,3075.9679787794644
15000,150,86120aa6c9e2c537ba894dc8becfa9c563737e04b04b268fd276ec45a65999d3,False,True,5,5.0385615105253017,5.6413895482918983,5.6413895482918983,13.119510582364555,13.300043636186457,13.508307444202865,13.278067838883747,3000.0230587328297,8.4008527322126056,0.73969196944715998,60009.396410760695,68163123757.286713,66.927450322354957,9931.9338481654868,9932.7375439514435,5683.765324262743,3075.7392878962755
15100,151,6613e2f0e7516b8ee4e99c06a33120e7c5966b95a07da89439f1eebd0db6f015,False,True,5,5.039728201292677,5.6425802116740122,5.6425802116740122,13.122279566817777,13.303628031372954,13.511918755265228,13.281931905432796,3000.0228362989778,8.402391873966323,0.74124234609994344,60009.396410760703,68160652947.057495,66.943517810480984,9931.9967318540857,9932.807027072995,5695.0640496799469,3075.5087570139913
15200,152,465aeb16af484ef8c5f36bcd28921cae47417d8d70ce2b0faaf6e1b21505b1ad,False,True,5,5.0408836992887904,5.6437594285299255,5.6437594285299255,13.125021931460934,13.30707486048049,13.515522328973834,13.285769011335393,3000.0226208241165,8.4039046774158379,0.74277648656405382,60009.396410760681,68158191672.170296,66.959379262820732,9932.0586779241003,9932.8755583137445,5706.2461161786478,3075.2762987263222
15300,153,e226d11f3db8ae4807d8975e44b34b283c05bf79b6079efbf184309d54a7dd23,False,True,5,5.0420282980972999,5.6449275022756131,5.6449275022756131,13.127738381909802,13.310387779706421,13.519117029297881,13.289579809166881,3000.0224112795086,8.4053924850442208,0.74429460401724179,60009.396410760688,68155739534.81881,66.975045237208803,9932.1197014433765,9932.9431527766828,5717.3130564026151,3075.0418367206998
15400,154,e4b7e1d9c8782f227ad8343e60231174ab72275c34d33994e9d778f11fab5b9e,False,True,5,5.0431622427704959,5.6460846656419452,5.6460846656419452,13.130429459410269,13.313570741791956,13.522702192557752,13.293364784913308,3000.0222066267961,8.4068564899326983,0.7457969615797887,60009.396410760695,68153296142.452393,66.990525104409159,9932.1798197674525,9933.0098278578862,5728.2667624068081,3074.8053052835521
15500,155,dd47babee004d1994fcdad39cf58d821b6d8ff8b5303755440725602ea9ff75b,False,True,5,5.0442857347536245,5.6472311423925134,5.6472311423925134,13.133095684330502,13.316628492030878,13.526276801191234,13.297124418384479,3000.0220060469119,8.4082977426686316,0.74728386582510453,60009.396410760688,68150861108.962219,67.005827155120059,9932.2390522078895,9933.0756028978885,5739.1094385251954,3074.5666488008474
15600,156,482884df237da62cdb92700c004cdf2f4510d4fc85a16b73da9e0ad8a088cc54,False,True,5,5.0453989310814187,5.648367071100723,5.648367071100723,13.135737378948466,13.319565852568395,13.529840120557852,13.300858973375155,3000.02180864705,8.4097171688460737,0.74875566061920995,60009.396410760703,68148434055.711945,67.020958669724877,9932.2974197141593,9933.1404988771465,5749.8435576968805,3074.3258212198261
15700,157,e50f64c1ae0a544cc4579c877558544d35e3320d28d3a9d6996d475db5d2139a,False,True,5,5.0465019594102012,5.6494926313166127,5.6494926313166127,13.138354960789467,13.322387936895451,13.533391269238219,13.304568819965269,3000.0216138324004,8.4111155818840899,0.7502127214649309,60009.396410760695,68146014612.44738,67.035926031027742,9932.3549445976187,9933.2045381251537,5760.4718208815057,3074.0827854941122
15800,158,238cbdeaf18901ddf211e33d6c40e0069631602ead0777f8e6415127f03298a0,False,True,5,5.0475949125929676,5.6506078882411011,5.6506078882411011,13.140948581503064,13.325100079164047,13.536929557945871,13.308254053622337,3000.0214209085398,8.4124936829271846,0.75165545032676406,60009.396410760695,68143602418.129272,67.050734780400433,9932.4116502582383,9933.2677440552725,5770.9971195101416,3073.8375129629198
15900,159,79717f73acaaa347c0b57094a2fe4749d38e649185f29dc4618786fb183d1faa,False,True,5,5.0486778558833425,5.6517128807622692,5.6517128807622692,13.143518331544986,13.327707689453817,13.540454198033881,13.311914712552751,3000.0212293284771,8.4138520819181863,0.75308427055966554,60009.396410760703,68141197121.574615,67.065389703741985,9932.4675609564911,9933.3301409329088,5781.4225012918823,3073.5899828533215
16000,160,94ad201811f99c9a73fd4095e1cf30767eb1d309362b2126ab386248553ad770,False,True,5,5.0497508305694359,5.6528077181166667,5.6528077181166667,13.146064464908941,13.330216397349769,13.543964481671168,13.315551000218589,3000.0210386230096,8.4151912998733742,0.75449962322775721,60009.396410760681,68138798382.08992,67.079894900746581,9932.5227015871587,9933.3917536481076,5791.7511382977882,3073.3401816496712
16100,161,a8adf3fff54dee7d6700d93643df34c4734cf8d649836b4a5178fe2dccbe948c,False,True,5,5.0508138551722075,5.653892389530335,5.653892389530335,13.148586956558859,13.332631767463724,13.547459869127227,13.319162842184774,3000.020848313799,8.4165117829263814,0.7559019622501626,60009.396410760695,68136405869.918716,67.094253843618688,9932.5770974904044,9933.4526075285121,5801.9862979531581,3073.0881025696913
16200,162,7aa2d16bda852235fa4638308292c9d8b3ff03b2966991d4268059112810b57e,False,True,5,5.051866939116171,5.6549668873000165,5.6549668873000165,13.151085788591702,13.334959438008944,13.550939572288621,13.322750165758801,3000.0206581831326,8.4178139022677545,0.7572917513056151,60009.396410760703,68134019266.655769,67.108469463066982,9932.6307742704375,9933.512728159365,5812.1313169670557,3072.8337449947267
16300,163,2d1ff6b8d2a41b5716d90877a9b7a13f93774a89d6887a865f10b21d48211224,False,True,5,5.0529100660410675,5.6560312272633286,5.6560312272633286,13.153560997817356,13.337204981391935,13.554403161846531,13.326312953264461,3000.0204677796019,8.4190979682072999,0.7586694602297277,60009.396410760681,68131638265.526207,67.122544170113741,9932.6837576387807,9933.5721412167641,5822.1895772972302,3072.5771139977073
16400,164,1ec49adbdc1b8574872bb5af6544d06387aa680ca3a3e863f3b0b5c83f4c8787,False,True,5,5.053943212008039,5.6570853727139765,5.6570853727139765,13.156012498880486,13.339373758188234,13.557850120366814,13.329851073004328,3000.0202769090806,8.4203642360118902,0.76003556212017276,60009.396410760673,68129262571.625687,67.13647993796458,9932.7360732689704,9933.6308723366237,5832.1644845926776,3072.3182197534848
16500,165,f5877f4a2045e73ec879b6d0d90df329443ae954a53962673574ede1bac0ca3c,False,True,5,5.0549663461984249,5.6581293163593154,5.6581293163593154,13.158440274805317,13.341471350220123,13.561279775009739,13.333364451996056,3000.0200853947777,8.4216129117485199,0.76139053067643925,60009.396410760659,68126891902.041336,67.150278347764953,9932.7877466765385,9933.6889469810485,5842.0594489578689,3072.057077088687
16600,166,e1830aa301e92c8bb97ea542fec0e3678ca18d8cbbf7343acdfca46a76bcb6d5,False,True,5,5.0559794228240476,5.6591629546024382,5.6591629546024382,13.160844084706667,13.343502911156177,13.564691852797269,13.336852795021491,3000.0198929852272,8.4228441569579999,0.76273483768673267,60009.396410760659,68124525985.951263,67.163940618322172,9932.8388031093782,9933.7463903402077,5851.8778672155613,3071.7937050283149
16700,167,c0256a3ead8cb18f2f743233838b50e038fbf0bda82c49e08289b9d2ca5c3516,False,True,5,5.0569823989467473,5.6601863096770835,5.6601863096770835,13.163223980246887,13.345473528908141,13.568085861631978,13.340316107962632,3000.0196997073108,8.4240580956867053,0.76406895106250405,60009.396410760681,68122164564.620819,67.177467680376708,9932.8892674411891,9933.8032272219043,5861.6231081464312,3071.5281263361917
16800,168,9b8070142b9c96167b7f8d0aab3c9ec1653007115cfd27c47e1dd7235b325011,False,True,5,5.057975225386012,5.6611993104502565,5.6611993104502565,13.165579796014333,13.347388293213145,13.571461462835664,13.343754176319214,3000.0195054038495,8.4252548227026569,0.76539333286300393,60009.396410760673,68119807391.345154,67.190860194099514,9932.9391640964259,9933.8594819746322,5871.298498712641,3071.260367057308
16900,169,55a4eb0ec4b695f18b6d4d2ee6f15221e7b99d8cc1955f7edc1c4b07b9c855df,False,True,5,5.0589578458309052,5.6622018685027262,5.6622018685027262,13.167911326403507,13.349251868738994,13.574818236831314,13.347166734250358,3000.0193099686608,8.4264343975875349,0.76670843749766671,60009.396410760666,68117454231.376083,67.204118587796614,9932.9885169774934,9933.9151784092119,5880.9073120885769,3070.9904561796748
17000,170,2610f3b0036385d97391e98caf6739afb6ed9d9aab6efcadb5344c57c5397776,False,True,5,5.0599302052582953,5.6631939772700965,5.6631939772700965,13.170218556115312,13.351068996690914,13.578155951062786,13.350553728707405,3000.0191134050342,8.427596861202165,0.76801471069321736,60009.396410760652,68115104861.763954,67.217243100584042,9933.0373494006599,9933.9703397525518,5890.4527575110615,3070.7184252084207
17100,171,c4d39c66e3dd57653dc7bde36d87ccd2c049fa759edf2a9a03b695715b2a5afc,False,True,5,5.0607385869649395,5.6637405225704267,5.6637405225704267,13.171489776614148,13.352889081313808,13.583494594952384,13.353933460298377,3000.0154207516139,8.4286952239176891,0.76931258737511621,60009.396410760659,68112759251.843544,67.229895908395193,9933.0856771839972,9934.0249857808922,5899.937966836439,3070.4442985041405
17200,172,13e4a1c3c4ac202f565f55305fb351887d3b22cf2bf55f1349825a3f7e49cb9f,False,True,5,5.0610424070903566,5.6641469453614697,5.6641469453614697,13.172434879775077,13.354891064394046,13.589710149238119,13.357411366993961,3000.0073332876359,8.4296145848728372,0.77060247717647801,60009.396410760666,68110417951.402992,67.241242971676101,9933.1334871676372,9934.0791202771925,5909.3658642048695,3070.1679744303651
17300,173,f560d6dfac305efcb7f34ce7a24f385bced35ba984d481046388b83c29e5f616,False,True,5,5.0612623404629566,5.66457426212411,5.66457426212411,13.173428503799482,13.356939412388957,13.593311278999346,13.360863376561472,3000.005168532618,8.430394215860046,0.77188475442840621,60009.396410760659,68108081137.115829,67.251554443941046,9933.1808036927941,9934.1327636487113,5918.7391206432121,3069.8893455986249
17400,174,92f6b2687af4dfd09c0ca4ffe62d925553161511440cf4f3d672b05f03dc7e8f,False,True,5,5.0616068357175292,5.6649579810218178,5.6649579810218178,13.174320852170014,13.35888227335875,13.595843442464751,13.364139523537538,3000.0066502623476,8.4310535933762054,0.77315978038922539,60009.396410760644,68105748944.451134,67.260963381782915,9933.2276549794187,9934.185938982675,5928.0603286901742,3069.6084970916672
17500,175,5c276d525563a4ef5c761ca5c5407861100c362c20d441e7f592c464d5dc86fc,False,True,5,5.0619957843737238,5.6653011914327598,5.6653011914327598,13.175119051908203,13.360726898266536,13.59884936325385,13.367246375348454,3000.0073908118584,8.4316004645140623,0.7744279047385132,60009.396410760659,68103421516.206207,67.269520937410974,9933.2740634073361,9934.2386660340235,5937.33200104364,3069.3255819657475
17600,176,e1775c22bb90b301a869242ecd0c6de049c19c92913e96a1e423ae0e8bcd3c6c,False,True,5,5.0623409315919448,5.6656285454183584,5.6656285454183584,13.175880356693824,13.362531367060971,13.602298571595052,13.370245775324594,3000.006793264457,8.4320468415685284,0.77568946389746896,60009.396410760666,68101098960.371483,67.277310409706089,9933.3200508626087,9934.2909638868841,5946.5565516848346,3069.0407073705919
17700,177,9410a0cc769d351bacc83c8b92f1ba8531d32cbc74336b9a141526d6e43a7528,False,True,5,5.0626440687345529,5.6659491825140531,5.6659491825140531,13.176626016648536,13.364317252984961,13.605687225229261,13.373164534223797,3000.0060829806625,8.4324078248230183,0.77694478033199088,60009.396410760666,68098781337.695763,67.284438934401379,9933.3656395604066,9934.3428514778061,5955.7362989001913,3068.7539405041143
17800,178,ef3578f22f1dce71dda052ae978bd6be67f05e3ec61ea4938923a2ae98363f5c,False,True,5,5.0629364393171539,5.6662602625126102,5.6662602625126102,13.177349449939435,13.36607790933633,13.608874550363021,13.376000393492683,3000.0058154472104,8.4326963523573912,0.77819416345640768,60009.396410760666,68096468676.616173,67.290999590649477,9933.4108505534496,9934.3943468871003,5964.8734686538237,3068.4653470989374
17900,179,e4691c2b0d49a7791b0addf921524f1a00c0b4d0aa5a1630a191ffe079895ed4,False,True,5,5.0632289566296853,5.6665601635334664,5.6665601635334664,13.178046893217507,13.367809534189501,13.611981474073575,13.378752370122466,3000.0057590496217,8.4329222346893626,0.77943790945881797,60009.396410760666,68094160986.049057,67.297063890482221,9933.4557030616397,9934.4454669582865,5973.9701938354401,3068.1750010733808
18000,180,8f5aaac048812188d22a60efbb671c64e9210ed6611aaa8368b317153f1a4d26,False,True,5,5.0635166791613049,5.6668511486990099,5.6668511486990099,13.178723604625056,13.369517486029864,13.615091131010541,13.381428598490345,3000.0056602023496,8.4330937114414297,0.78067630102216712,60009.396410760652,68091858258.26918,67.302692688714302,9933.5002148480198,9934.4962274708578,5983.0285112168349,3067.8829751932849
18100,181,600c38d4d2df0995e81412716e15674f7119f96668c0fc70c895af00cf88b2d9,False,True,5,5.0637961890533143,5.6671360756735547,5.6671360756735547,13.179386225655112,13.371208513194317,13.618190914416973,13.384038700824258,3000.0055123792258,8.4332184181237366,0.78190960737471538,60009.396410760666,68089560468.943237,67.307942810242466,9933.5444026044843,9934.5466433300189,5992.0503613774072,3067.5893352659118
18200,182,e371463caae85106b289df5aca5cd88c01c731d711be4a9afdd2f9be4378732c,False,True,5,5.0640694333058791,5.6674164175520048,5.6674164175520048,13.180038182469355,13.372886108556115,13.621251587748201,13.386589058347205,3000.0053911987989,8.4333032914113879,0.78313808458060818,60009.396410760659,68087267579.040878,67.312866367155934,9933.588282020266,9934.5967286284649,6001.0375907661391,3067.2941415132673
18300,183,735a92eeaf236bc59707378e8c35afe710a1e9b5cdfeea225459a6640f27cb56,False,True,5,5.0643392979871473,5.6676931089059392,5.6676931089059392,13.180681649837153,13.374552494756649,13.624269496422176,13.389084243128977,3000.0053179521242,8.4333543672815523,0.78436197567942278,60009.396410760673,68084979537.904732,67.317509125835088,9933.631867745713,9934.6464966210642,6009.9919538766799,3066.9974510394181
18400,184,4f14eb19f4ffd7fe5ec29c16463fed88940a7bfc62a34bb7554db4959fce149b,False,True,5,5.0646070627946544,5.6679668129707759,5.6679668129707759,13.181318170590854,13.37620924565374,13.627254134935185,13.391528503269203,3000.0052713307696,8.4333768420215236,0.7855815112896396,60009.396410760681,68082696285.676109,67.321910875408491,9933.6751734244262,9934.6959597644109,6018.9151154558567,3066.6993183067607
18500,185,e0e65fadf03c79046a5ef7ea95c16458d5194bd5d74bab8b8ffd3dffd6c181ed,False,True,5,5.0648730720039934,5.6682385233574797,5.6682385233574797,13.181950055021158,13.377858710104926,13.630210414597812,13.39392603585865,3000.005235193446,8.4333752570510665,0.78679690978687988,60009.396410760666,68080417754.953125,67.32610666154882,9933.7182117691209,9934.7451297419339,6027.8086534820668,3066.3997946430095
18600,186,3897f50705f21edd81d44cb77e93b0a03bad11f5279a8c4799feedcb5cc4f5e6,False,True,5,5.0651377699109261,5.6685089832129965,5.6685089832129965,13.182579031183083,13.37950266208764,13.633137990973351,13.396281062134927,3000.0052087887389,8.4333536036691914,0.78800837795725409,60009.396410760695,68078143872.094864,67.330127532548261,9933.7609946466855,9934.79401754012,6036.6740616941306,3066.0989281154734
18700,187,90a6cafc8d4b74439a5670ba04111846f7ef5cd7cf02ecc16d73d82f1d256a96,False,True,5,5.0654018018948994,5.6687788223224684,5.6687788223224684,13.183206563713,13.381142587780161,13.636035909589143,13.398596935457073,3000.0051945697487,8.4333153771710396,0.78921611130967206,60009.396410760688,68075874558.537262,67.33400082914234,9933.8035331210067,9934.8426334659089,6045.5127535507272,3065.7967638908194
18800,188,1b149bab5399c279341ba36d5ca6c0a6b3ef15ece24d042b01bbc716e004a970,False,True,5,5.0656657499187157,5.6690484582870999,5.6690484582870999,13.183833623893982,13.382779476444068,13.638905069136872,13.400876626466577,3000.0051915506369,8.4332636097818376,0.79042029451450346,60009.39641076071,68073609731.954391,67.337750479458961,9933.8458375074497,9934.8909871944379,6054.3260648617561,3065.4933444561798
18900,189,cef4e5c0ac121483aa18a4fef39ebcc39d6f23611e36a440d3bf3e26a3dba2c2,False,True,5,5.0659300043603084,5.669318332682078,5.669318332682078,13.184461238615519,13.384414381976955,13.64174667383689,13.403122940958031,3000.0051966449391,8.4332009295383159,0.79162110198257007,60009.396410760717,68071349307.290367,67.341397331611759,9933.8879174106351,9934.9390877926162,6063.1152580394701,3065.1887098139609
19000,190,5df1f71e445105c2ed6745bc0a6abe2d0d4228b482bace0eee0912c60bf19fac,False,True,5,5.0661948390071583,5.6695887411790853,5.6695887411790853,13.185090095474786,13.386048000825532,13.644561747334599,13.405338280734723,3000.0052075356975,8.433129602688398,0.79281869841700403,60009.39641076071,68069093197.602982,67.344959521304048,9933.929781789162,9934.9869437745911,6071.8815249533673,3064.8828976082618
19100,191,3ed1030027251b084023277fffab2d5e9344314197b0d63c83cdbb04afbc9b19,False,True,5,5.0664604779023854,5.6698599749979017,5.6698599749979017,13.185720871684998,13.387681025620713,13.647350906784583,13.407524938112266,3000.0052230424449,8.4330515867062736,0.79401323928147538,60009.396410760724,68066841314.7687,67.348452775827056,9933.9714389854107,9935.0345631148957,6080.6259909539831,3064.5759432599912
19200,192,666a09f16a6ff4a264c963472b1e8546094e830520d9d9a3dd9f82f79935f1ae,False,True,5,5.0667271087758801,5.6701321483790226,5.6701321483790226,13.1863538329732,13.389313721644024,13.650114494444782,13.409684772690722,3000.0052423338061,8.4329685538554742,0.79520487110857108,60009.39641076071,68064593570.129959,67.351890672031672,9934.0128967806722,9935.0819532996502,6089.3497176125129,3064.2678800860131
19300,193,8cbb52b97aebca674efdb400c12c928841083807633cfd765f78625f11546473,False,True,5,5.0669948507417484,5.670405432042366,5.670405432042366,13.186989376329334,13.390946492938641,13.652853465647242,13.411819535013679,3000.005264155534,8.4328819300759559,0.7963937321756257,60009.39641076071,68062349875.050369,67.355284827963914,9934.0541624225571,9935.1291213443583,6098.0537071160716,3063.9587395127683
19400,194,672247e54bfc87d5af165a091e1eef6aa2345a7513aba0b1ebbe6943aaceefcb,False,True,5,5.0672637813889922,5.6706799032270592,5.6706799032270592,13.187627681380373,13.39257952741038,13.655568132638075,13.413930921496902,3000.005287640307,8.4327929209114405,0.79757995291127204,60009.396410760717,68060110141.361061,67.358645159612522,9934.0952426752392,9935.1760738323756,6106.7389046813933,3063.6485511311412
19500,195,c7f44fdc1f15567b3008aad1a0bb466caa126b2009d7a1d9ae9c676c8397f08b,False,True,5,5.0675339335307896,5.6709555858391996,5.6709555858391996,13.1882688037281,13.394212870658148,13.658259280466224,13.416020088695776,3000.0053119071631,8.4327025362607451,0.7987636564179007,60009.396410760717,68057874281.768562,67.361980045611801,9934.1361438429558,9935.2228169434129,6115.4062023132228,3063.3373428743025
19600,196,799127a0a131966510c6a245d2c4fd82b35621f94a98b1867570ec40fb17fbc6,False,True,5,5.067805309126765,5.6712324683005439,5.6712324683005439,13.188912716455297,13.395846492990788,13.660927199590951,13.418088301947071,3000.0053362980311,8.4326116163072751,0.79994495861889969,60009.396410760724,68055642210.176514,67.365296516879056,9934.1768718136482,9935.2693564738747,6124.0564415610179,3063.0251410846349
19700,197,02bb04e6f111b29add6cbba59317d7a171a972b32008328e1c6cdf8cfce99a02,False,True,5,5.0680778753165292,5.6715105969081927,5.6715105969081927,13.189559527176163,13.397480506957686,13.663572400283538,13.420136744506754,3000.0053601851296,8.4325208503796389,0.80112396908877348,60009.396410760732,68053413841.969986,67.368600395096607,9934.2174320856084,9935.3156978702427,6132.6904167848097,3062.711970700635
19800,198,cf9971a0cdd62ba7c5d3a527e8c13324bc3dd4458bac7ee6d3c44dad5a23f345,False,True,5,5.0683515810601891,5.6717898432342269,5.6717898432342269,13.190208937272025,13.399114596967447,13.66619544775785,13.422166251104425,3000.0053831043906,8.4324307946324613,0.80230079109996277,60009.396410760717,68051189094.232483,67.371896449522978,9934.2578297906093,9935.3618462477152,6141.3088776989907,3062.3978552484364
19900,199,2b49ac13fda2c8043305d0141b98f9fb666920fa3e37861ebdc50631d784f1bb,False,True,5,5.0686263484883449,5.6720701941548057,5.6720701941548057,13.190860916177893,13.400748726880705,13.668796666817084,13.424177655894388,3000.0054045769202,8.4323418897273701,0.80347552234457242,60009.396410760724,68048967885.959785,67.375188508375956,9934.2980697290513,9935.407806417199,6149.9125323973658,3062.0828170366663
20000,200,869dc27ad082d80a74f4a6a1fb2323895d4ffadf6eca3379273327aba460bcd6,False,True,5,5.0689020879668645,5.6723514873871883,5.6723514873871883,13.191515086539317,13.40238250963113,13.671376391123671,13.426171684780682,3000.0054243381965,8.432254474978091,0.80464825480417124,60009.39641076071,68046750138.177361,67.378479587707616,9934.3381563932107,9935.4535828964399,6158.5020497562828,3061.766877182944
20100,201,f99a5bee0c3491543b7f503d6a00366f2bac37e0e2a8e42833e09318c83b9e81,False,True,5,5.0691786915513202,5.6726336483716784,5.6726336483716784,13.192171274937792,13.404015763991023,13.67393512740553,13.42814898380024,3000.0054420359043,8.4321687989600171,0.80581907559594212,60009.396410760724,68044535774.091934,67.38177197807083,9934.3780939907174,9935.4991799543841,6167.0780616627844,3061.4500557320862
20200,202,876274626a9a42125a6da3403a744038947f2b20cb567605e0d3cea5d6283f2d,False,True,5,5.0694560388179362,5.6729166367271775,5.6729166367271775,13.192829387408588,13.405648382453684,13.6764730958292,13.430110121026818,3000.0054574031983,8.4320850371884717,0.8069880670424231,60009.396410760732,68042324719.163666,67.385067344972597,9934.417886462521,9935.5446015946527,6175.6411657725512,3061.1323717422665
20300,203,390c24f8d44854327cb7df437e74357ae76ecff607918c63e353ac64bc084d2b,False,True,5,5.0697340025822655,5.6732001679738655,5.6732001679738655,13.193488762474093,13.407279686241619,13.67899062894651,13.432055472504464,3000.0054702978005,8.4320032968349921,0.80815530687923176,60009.396410760724,68040116901.180573,67.3883668067824,9934.4575375019958,9935.5898515957961,6184.1919275483669,3060.8138433174636
20400,204,ee6b14dfd26f18e1dc846c7faecd884be95a7bf9eec3048ab615e1e7b6de81f1,False,True,5,5.0700124534543614,5.6734842301447079,5.6734842301447079,13.194149372223739,13.408909635188735,13.681488053137155,13.433985472414172,3000.005480679562,8.4319236296916049,0.80932086886727639,60009.396410760732,68037912250.296509,67.391671021495526,9934.4970505844431,9935.6349335281902,6192.7308819504588,3060.4944877148414
20500,205,82345eebdb0a8e88f460c299cc3912f9edaf610e96aa3397bc9c4bd8ef87ad05,False,True,5,5.0702912493464254,5.6737685964594258,5.6737685964594258,13.194810689316141,13.410537691522961,13.683965608803559,13.435900552761897,3000.0054882824293,8.4318460368859967,0.8104848227170226,60009.396410760724,68035710699.076706,67.394980226333146,9934.5364289727695,9935.6798507623971,6201.2585356267527,3060.1743214005419
