checkpoint,mode1_speed_setpoint,candidate_speed_setpoint,mode1_speed_measurement,candidate_speed_measurement,mode1_speed_error,candidate_speed_error,mode1_speed_integral,candidate_speed_integral,mode1_governor,candidate_governor,mode1_stage_command_kg_s,candidate_stage_command_kg_s,mode1_stage_transfer_kg_s,candidate_stage_transfer_kg_s,mode1_moisture_drain_kg_s,candidate_moisture_drain_kg_s,mode1_shaft_power_w,candidate_shaft_power_w,mode1_electrical_mwe,candidate_electrical_mwe
seed-step1,3000.75,3000.75,3000,3000,0.75,0.75,28.531329697436618,28.531329697436618,29.281329697436618,29.281329697436618,13.33923708511525,13.339237038677473,13.33923708511525,13.339237038677473,0.3112352356723438,0.3112352351266061,5602040.79525447,5602040.775515295,4.999999999994664,4.999999999989665
seed-step2,3000.75,3000.75,2999.9999999935967,2999.999999987598,0.7500000064032974,0.7500000124018698,28.531329697437897,28.531329697439098,29.281329831907144,29.281329957878363,13.339237085192888,13.338857307228974,13.339237085192888,13.338857307228974,0.3112352356774153,0.31118154864832803,5602040.7952737855,5601900.536367099,4.999999999783903,4.999999964068564
