boundary_index,boundary_temperature_c,probe_side,reference_region,reference_phase,reference_temperature_c,reference_pressure_mpa,reference_quality,production_resolved,production_phase,production_temperature_c,production_pressure_mpa,production_quality,phase_matches,production_minus_reference_temperature_c,production_minus_reference_pressure_mpa,is_finite,boundary_max_liquid_pressure_jump_mpa,boundary_max_liquid_temperature_jump_c,boundary_max_vapor_pressure_jump_mpa,boundary_max_vapor_temperature_jump_c
2,47.260731856524956,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,47.260731856524956,0.010767115875810392,0.999999,true,SaturatedMixture,47.26242355161253,0.010768775653256995,0.9999980193260378,true,0.0016916950875724979,1.6597774466029641E-06,true,0.0005137228525280736,3.5596193356468575E-05,0.00026625516826150886,0.001903154074568647
2,47.260731856524956,R2-SIDE,REGION-2,SuperheatedVapor,47.260731856524956,0.010767008204651634,,true,SuperheatedVapor,47.26052124219615,0.010767001253852925,,true,-0.0002106143288074236,-6.950798709173811E-09,true,0.0005137228525280736,3.5596193356468575E-05,0.00026625516826150886,0.001903154074568647
3,47.26746165007364,R1-SIDE,REGION-1,SubcooledLiquid,47.26746165007364,0.010770890513210134,,true,SubcooledLiquid,47.26746057280809,0.011282828921871789,,true,-1.0772655514301732E-06,0.0005119384086616548,true,0.0005137228525280736,3.5596193356468575E-05,0.00026625516826150886,0.001903154074568647
3,47.26746165007364,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,47.26746165007364,0.01077078280538208,1E-06,true,SaturatedMixture,47.26746062934399,0.010771518618746088,9.999020166007948E-07,true,-1.0207296554654022E-06,7.358133640080616E-07,true,0.0005137228525280736,3.5596193356468575E-05,0.00026625516826150886,0.001903154074568647
3,47.26746165007364,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,47.26746165007364,0.01077078280538208,0.999999,true,SaturatedMixture,47.26914797246559,0.010772437469754039,0.9999980223967243,true,0.0016863223919472148,1.6546643719587278E-06,true,0.0005137228525280736,3.5596193356468575E-05,0.00026625516826150886,0.001903154074568647
3,47.26746165007364,R2-SIDE,REGION-2,SuperheatedVapor,47.26746165007364,0.010770675097554026,,true,SuperheatedVapor,47.267253284243736,0.010770670350080882,,true,-0.00020836582990568786,-4.747473143773551E-09,true,0.0005137228525280736,3.5596193356468575E-05,0.00026625516826150886,0.001903154074568647
4,47.27766643762595,R1-SIDE,REGION-1,SubcooledLiquid,47.27766643762595,0.010776452999946404,,true,SubcooledLiquid,47.27766536775158,0.011284582437220378,,true,-1.069874372205959E-06,0.0005081294372739735,true,0.0005137228525280736,3.5596193356468575E-05,0.00026625516826150886,0.001903154074568647
4,47.27766643762595,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,47.27766643762595,0.010776345236494038,1E-06,true,SaturatedMixture,47.27766542136669,0.01077707568850621,9.999027121910227E-07,true,-1.0162592616325128E-06,7.304520121716174E-07,true,0.0005137228525280736,3.5596193356468575E-05,0.00026625516826150886,0.001903154074568647
4,47.27766643762595,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,47.27766643762595,0.010776345236494038,0.999999,true,SaturatedMixture,47.279339933370636,0.010777987552265871,0.9999980298710527,true,0.0016734957446828957,1.642315771833644E-06,true,0.0005137228525280736,3.5596193356468575E-05,0.00026625516826150886,0.001903154074568647
4,47.27766643762595,R2-SIDE,REGION-2,SuperheatedVapor,47.27766643762595,0.010776237473041673,,true,SuperheatedVapor,47.27745673716305,0.010776231433976949,,true,-0.00020970046290358368,-6.039064723989407E-09,true,0.0005137228525280736,3.5596193356468575E-05,0.00026625516826150886,0.001903154074568647
