probe_id,logical_step,elapsed_s,node_id,reference_region,reference_phase,reference_temperature_c,reference_pressure_mpa,reference_quality,production_resolved,production_phase,production_temperature_c,production_pressure_mpa,production_quality,phase_matches,pressure_relative_error,temperature_relative_kelvin_error,is_finite
background-reference,42000,420,feedwater-inventory,REGION-1,SubcooledLiquid,47.52114057481543,0.12181746457852446,,true,SubcooledLiquid,47.517354266414145,0.11811413260111259,,true,0.03040066537441913,1.1807449820714292E-05,true
background-reference,48000,480,suction,REGION-4-MIXTURE,SaturatedMixture,269.34476251006106,5.446657821393141,0.0009044047982072967,true,SaturatedMixture,269.3447110056877,5.446680777700812,0.000904378069141673,true,4.214751215071632E-06,9.493985362637218E-08,true
background-reference,48000,480,pressure,REGION-4-MIXTURE,SaturatedMixture,269.4799217283727,5.4582106824633945,0.0009015025210119517,true,SaturatedMixture,269.4799124598503,5.458214817836955,0.0009014976997784492,true,7.576427150764118E-07,1.70807432563582E-08,true
background-reference,48000,480,outlet,REGION-4-MIXTURE,SaturatedMixture,275.18437056839457,5.963117167820244,0.18990745596832528,true,SaturatedMixture,275.1846368908882,5.96317277968873,0.18990659154685863,true,9.325972795815196E-06,4.856935985392371E-07,true
background-reference,48000,480,drum,REGION-4-MIXTURE,SaturatedMixture,270.41057386994373,5.5382678699752335,0.03663046990652133,true,SaturatedMixture,270.4105988740921,5.538288949758085,0.036630256842995555,true,3.806204998856723E-06,4.6000665926834137E-08,true
background-reference,48000,480,feedwater-inventory,REGION-1,SubcooledLiquid,47.5211405735958,0.1218174645778532,,true,SubcooledLiquid,47.51735426463284,0.11811413225292505,,true,0.030400668227348916,1.1807451572303855E-05,true
background-reference,54000,540,suction,REGION-4-MIXTURE,SaturatedMixture,269.34476251006106,5.446657821393141,0.0009044047982072967,true,SaturatedMixture,269.3447110056877,5.446680777700812,0.000904378069141673,true,4.214751215071632E-06,9.493985362637218E-08,true
background-reference,54000,540,pressure,REGION-4-MIXTURE,SaturatedMixture,269.4799217283727,5.4582106824633945,0.000901502521094229,true,SaturatedMixture,269.4799124598503,5.458214817836955,0.0009014976998607262,true,7.576427150764118E-07,1.70807432563582E-08,true
background-reference,54000,540,outlet,REGION-4-MIXTURE,SaturatedMixture,275.1843705892562,5.963117169729576,0.1899074556347955,true,SaturatedMixture,275.1846368908882,5.96317277968873,0.18990659114616754,true,9.325652602682693E-06,4.856555530333194E-07,true
background-reference,54000,540,drum,REGION-4-MIXTURE,SaturatedMixture,270.41057386994373,5.5382678699752335,0.036630469913993186,true,SaturatedMixture,270.4105988740921,5.538288949758085,0.03663025685046736,true,3.806204998856723E-06,4.6000665926834137E-08,true
background-reference,54000,540,feedwater-inventory,REGION-1,SubcooledLiquid,47.52114057219461,0.12181746457708201,,true,SubcooledLiquid,47.51735426258972,0.11811413185614597,,true,0.030400671478371576,1.1807453574196736E-05,true
background-reference,60000,600,suction,REGION-4-MIXTURE,SaturatedMixture,269.34476251006106,5.446657821393141,0.0009044047982072967,true,SaturatedMixture,269.3447110056877,5.446680777700812,0.000904378069141673,true,4.214751215071632E-06,9.493985362637218E-08,true
background-reference,60000,600,pressure,REGION-4-MIXTURE,SaturatedMixture,269.4799217283727,5.4582106824633945,0.0009015025211569903,true,SaturatedMixture,269.4799124598503,5.458214817836955,0.0009014976999234876,true,7.576427150764118E-07,1.70807432563582E-08,true
background-reference,60000,600,outlet,REGION-4-MIXTURE,SaturatedMixture,275.1843705892562,5.963117169729576,0.18990745521779132,true,SaturatedMixture,275.18463692069054,5.963172782418439,0.18990659082499595,true,9.326110368114038E-06,4.857099036704237E-07,true
background-reference,60000,600,drum,REGION-4-MIXTURE,SaturatedMixture,270.41057386994373,5.5382678699752335,0.036630469924585435,true,SaturatedMixture,270.4105988740921,5.538288949758085,0.03663025686105956,true,3.806204998856723E-06,4.6000665926834137E-08,true
background-reference,60000,600,feedwater-inventory,REGION-1,SubcooledLiquid,47.521140570721,0.12181746457627096,,true,SubcooledLiquid,47.51735426026562,0.11811413126441053,,true,0.03040067632947442,1.1807456226473555E-05,true
exact-v9-5-to-6mwe,2784,0,suction,REGION-4-MIXTURE,SaturatedMixture,269.3758408248424,5.449312614917401,0.000902381271361201,true,SaturatedMixture,269.3757959008217,5.449332631043098,0.0009023579690404059,true,3.673146892265094E-06,8.280531049119887E-08,true
exact-v9-5-to-6mwe,2784,0,pressure,REGION-4-MIXTURE,SaturatedMixture,269.4845352351666,5.458605356238655,0.0008997551380735252,true,SaturatedMixture,269.48452800512314,5.458608570143517,0.0008997513923496228,true,5.887776551879538E-07,1.3323964860315487E-08,true
exact-v9-5-to-6mwe,2784,0,outlet,REGION-4-MIXTURE,SaturatedMixture,275.8487251222133,6.024158228030869,0.1958812351730021,true,SaturatedMixture,275.84897097945213,6.024209307224837,0.19588044548331046,true,8.479059153887395E-06,4.4782843308609284E-07,true
exact-v9-5-to-6mwe,2784,0,drum,REGION-4-MIXTURE,SaturatedMixture,270.7234599530699,5.565383514941363,0.036759643123033474,true,SaturatedMixture,270.7235015928745,5.56541909133316,0.0367592841321975,true,6.392442084441004E-06,7.656156753639832E-08,true
exact-v9-5-to-6mwe,2784,0,feedwater-inventory,REGION-1,SubcooledLiquid,47.522770723017004,0.16968907902364633,,true,SubcooledLiquid,47.51735051173938,0.1643500084853755,,true,0.031463842982651896,1.6902624021998925E-05,true
exact-v9-5-to-6mwe,8784,60,suction,REGION-4-MIXTURE,SaturatedMixture,269.286198878288,5.441657841867017,0.0009082089892899667,true,SaturatedMixture,269.28614005446434,5.441684088083778,0.0009081784220419047,true,4.8232023261194325E-06,1.0844376500013207E-07,true
exact-v9-5-to-6mwe,8784,60,pressure,REGION-4-MIXTURE,SaturatedMixture,269.5075922548773,5.4605781522424275,0.0009032234349990809,true,SaturatedMixture,269.5075886249542,5.460579757276082,0.0009032215608383065,true,2.9393108379358924E-07,6.689159284355285E-09,true
exact-v9-5-to-6mwe,8784,60,outlet,REGION-4-MIXTURE,SaturatedMixture,275.26000683307655,5.970042719140328,0.22868431485697216,true,SaturatedMixture,275.2603311240673,5.970105904370903,0.22868336145780505,true,1.0583714982847082E-05,5.913294555545235E-07,true
exact-v9-5-to-6mwe,8784,60,drum,REGION-4-MIXTURE,SaturatedMixture,269.93746799826624,5.497458813549572,0.03627074384046728,true,SaturatedMixture,269.9374865889549,5.49747444967658,0.03627058631992313,true,2.8442463215440565E-06,3.423148162712957E-08,true
exact-v9-5-to-6mwe,8784,60,feedwater-inventory,REGION-4-MIXTURE,SaturatedMixture,47.514584347605705,0.010906180173376944,2.1513591917951847E-07,true,SaturatedMixture,47.514584213495255,0.010906265166517739,2.1513204701664135E-07,true,7.793117245754619E-06,4.1822657471662344E-10,true
exact-v9-5-to-6mwe,14784,120,suction,REGION-4-MIXTURE,SaturatedMixture,268.43746053576467,5.369587904517404,0.0009620480858722721,true,SaturatedMixture,268.437434643507,5.3695995917979475,0.0009620344191991945,true,2.1765693664343095E-06,4.7808081897018886E-08,true
exact-v9-5-to-6mwe,14784,120,pressure,REGION-4-MIXTURE,SaturatedMixture,269.2245281159875,5.436396374605828,0.0008928844818294307,true,SaturatedMixture,269.22446858882904,5.436422893488659,0.0008928537925999026,true,4.8780259943662915E-06,1.0975286514352473E-07,true
exact-v9-5-to-6mwe,14784,120,outlet,REGION-4-MIXTURE,SaturatedMixture,273.84035230278926,5.841073342563729,0.2245357760629698,true,SaturatedMixture,273.84063413739204,5.8411275143995915,0.22453494780265568,true,9.274294754643468E-06,5.152460214361442E-07,true
exact-v9-5-to-6mwe,14784,120,drum,REGION-4-MIXTURE,SaturatedMixture,268.4353395342828,5.369408719353976,0.03444423683968542,true,SaturatedMixture,268.43535754084587,5.36942450775127,0.034444081237296205,true,2.9404349936407085E-06,3.324787763121533E-08,true
exact-v9-5-to-6mwe,14784,120,feedwater-inventory,REGION-4-MIXTURE,SaturatedMixture,47.497136956453346,0.01089657309619546,1.6027856383916987E-06,true,SaturatedMixture,47.4971369355917,0.010896589982594166,1.6027822510179033E-06,true,1.5496981075929838E-06,6.506107806472464E-11,true
exact-v9-5-to-6mwe,20784,180,suction,REGION-4-MIXTURE,SaturatedMixture,267.78551645874984,5.314725369421499,0.001001791617465924,true,SaturatedMixture,267.78545901179314,5.314751461161778,0.001001761014212717,true,4.90932992127395E-06,1.061992695151758E-07,true
exact-v9-5-to-6mwe,20784,180,pressure,REGION-4-MIXTURE,SaturatedMixture,268.6578054487708,5.3882278416122125,0.0008686230330322349,true,SaturatedMixture,268.65775376558304,5.388250926935312,0.0008685968095296115,true,4.284399950773329E-06,9.539026055935812E-08,true
exact-v9-5-to-6mwe,20784,180,outlet,REGION-4-MIXTURE,SaturatedMixture,273.6215528190136,5.821387152991723,0.22761378261997248,true,SaturatedMixture,273.62179362773895,5.8214331990935815,0.2276130811104817,true,7.909816105407013E-06,4.404192649347706E-07,true
exact-v9-5-to-6mwe,20784,180,drum,REGION-4-MIXTURE,SaturatedMixture,268.32134410142896,5.359784941479276,0.03395045495361322,true,SaturatedMixture,268.3213795721531,5.359817026925074,0.033950141511536566,true,5.986330822663418E-06,6.550803567903663E-08,true
exact-v9-5-to-6mwe,20784,180,feedwater-inventory,REGION-4-MIXTURE,SaturatedMixture,47.46560525596135,0.01087922919921552,2.5205747065400563E-06,true,SaturatedMixture,47.46560500562191,0.010879419114817192,2.5205172975019104E-06,true,1.745671482734247E-05,7.808086560374414E-10,true
exact-v9-5-to-6mwe,26784,240,suction,REGION-4-MIXTURE,SaturatedMixture,267.5165805220603,5.292218956694819,0.0010177871326755921,true,SaturatedMixture,267.5165730416775,5.292222372018778,0.0010177831237759528,true,6.453481965864267E-07,1.3835482116171728E-08,true
exact-v9-5-to-6mwe,26784,240,pressure,REGION-4-MIXTURE,SaturatedMixture,268.18782694339745,5.348529845081322,0.000848616322960396,true,SaturatedMixture,268.1877711415291,5.3485548466093515,0.0008485883608303203,true,4.674467330904512E-06,1.0308141347813714E-07,true
exact-v9-5-to-6mwe,26784,240,outlet,REGION-4-MIXTURE,SaturatedMixture,273.6084401816131,5.820208972163369,0.22974826723444455,true,SaturatedMixture,273.60866379737854,5.820251594191263,0.22974761927962525,true,7.323109547713103E-06,4.089845697871497E-07,true
exact-v9-5-to-6mwe,26784,240,drum,REGION-4-MIXTURE,SaturatedMixture,268.3765215992928,5.364441516840209,0.03398037809656801,true,SaturatedMixture,268.37655037641525,5.3644675085066815,0.033980123934603555,true,4.8451765930977145E-06,5.314074436667709E-08,true
exact-v9-5-to-6mwe,26784,240,feedwater-inventory,REGION-4-MIXTURE,SaturatedMixture,47.42490748912098,0.010856878601495297,3.1764548628204034E-06,true,SaturatedMixture,47.42490700632334,0.010857256818839346,3.1763131222191934E-06,true,3.48366559056346E-05,1.506036917235688E-09,true
exact-v9-5-to-6mwe,32784,300,suction,REGION-4-MIXTURE,SaturatedMixture,267.45358095765107,5.286957257032961,0.001021500856893961,true,SaturatedMixture,267.4535613656044,5.286966212084349,0.0010214903357516766,true,1.6938006025347783E-06,3.6241059733182874E-08,true
exact-v9-5-to-6mwe,32784,300,pressure,REGION-4-MIXTURE,SaturatedMixture,267.90293265581147,5.324574454639616,0.0008365347013581999,true,SaturatedMixture,267.902895629406,5.324591096995935,0.0008365162639756751,true,3.12557490943102E-06,6.843397985458924E-08,true
exact-v9-5-to-6mwe,32784,300,outlet,REGION-4-MIXTURE,SaturatedMixture,273.68795581161976,5.827356310544289,0.23069780958403946,true,SaturatedMixture,273.6882654726505,5.827415260983021,0.23069691414872726,true,1.0116154837761874E-05,5.662756717568143E-07,true
exact-v9-5-to-6mwe,32784,300,drum,REGION-4-MIXTURE,SaturatedMixture,268.495750629902,5.37451412029269,0.034132733862728346,true,SaturatedMixture,268.49575197696686,5.374515301995947,0.03413272230671234,true,2.1987164431537136E-07,2.4869850440214868E-09,true
exact-v9-5-to-6mwe,32784,300,feedwater-inventory,REGION-4-MIXTURE,SaturatedMixture,47.38116506189107,0.010832899915982661,3.713817922534957E-06,true,SaturatedMixture,47.38116440176964,0.010833436568073479,3.713585023308517E-06,true,4.953909802360254E-05,2.0594609868631813E-09,true
exact-v9-5-to-6mwe,38784,360,suction,REGION-4-MIXTURE,SaturatedMixture,267.50258015990255,5.291049306341158,0.0010186135204932804,true,SaturatedMixture,267.50257897377014,5.291049854154711,0.0010186128778886356,true,1.0353590016370562E-07,2.1938902204852096E-09,true
exact-v9-5-to-6mwe,38784,360,pressure,REGION-4-MIXTURE,SaturatedMixture,267.7772412359715,5.314031753785513,0.000831091383927257,true,SaturatedMixture,267.77718275785446,5.314058020508574,0.0008310624056529181,true,4.942899154092745E-06,1.0810717699899107E-07,true
exact-v9-5-to-6mwe,38784,360,outlet,REGION-4-MIXTURE,SaturatedMixture,273.8153027057647,5.838816965987687,0.23110873263167547,true,SaturatedMixture,273.8156104683876,5.838875536334527,0.23110784314223046,true,1.003120104316963E-05,5.626730277071336E-07,true
exact-v9-5-to-6mwe,38784,360,drum,REGION-4-MIXTURE,SaturatedMixture,268.64694446921374,5.3873079079899195,0.03435419882027748,true,SaturatedMixture,268.64697673916817,5.387337033086785,0.03435391338881608,true,5.4062432226337825E-06,5.9560975307639635E-08,true
exact-v9-5-to-6mwe,38784,360,feedwater-inventory,REGION-4-MIXTURE,SaturatedMixture,47.339702007174424,0.010810212751176797,4.164322187595139E-06,true,SaturatedMixture,47.33970123529434,0.01081085759654068,4.164010380082086E-06,true,5.9651496110672016E-05,2.4084395747977166E-09,true
exact-v9-5-to-6mwe,44784,420,suction,REGION-4-MIXTURE,SaturatedMixture,267.61186883449557,5.300184997454784,0.0010121460685883431,true,SaturatedMixture,267.61182817816734,5.300203493013621,0.0010121243618634978,true,3.489606277019793E-06,7.518342280985515E-08,true
exact-v9-5-to-6mwe,44784,420,pressure,REGION-4-MIXTURE,SaturatedMixture,267.76519510746004,5.313022190553194,0.0008303266200798215,true,SaturatedMixture,267.76513612270355,5.3130486717609555,0.0008302974189204779,true,4.98420801042469E-06,1.0904621838317155E-07,true
exact-v9-5-to-6mwe,44784,420,outlet,REGION-4-MIXTURE,SaturatedMixture,273.96743665337556,5.852530896965095,0.23127986056507,true,SaturatedMixture,273.96751713752747,5.852546212955912,0.2312796280647459,true,2.61698589662919E-06,1.471058067546338E-07,true
exact-v9-5-to-6mwe,44784,420,drum,REGION-4-MIXTURE,SaturatedMixture,268.8133836925032,5.401418612951234,0.03461393489815718,true,SaturatedMixture,268.8134207725525,5.401451518138427,0.034613610706507605,true,6.091952790678078E-06,6.841799727778753E-08,true
exact-v9-5-to-6mwe,44784,420,feedwater-inventory,REGION-4-MIXTURE,SaturatedMixture,47.30439080595971,0.010790923865630127,4.5546867515225665E-06,true,SaturatedMixture,47.30438996851444,0.010791628672288467,4.554315714049788E-06,true,6.531476517822725E-05,2.6133056512557154E-09,true
exact-v9-5-to-6mwe,50784,480,suction,REGION-4-MIXTURE,SaturatedMixture,267.7532800316808,5.312023754688277,0.0010037211418976318,true,SaturatedMixture,267.7532214522362,5.312050379909012,0.0010036899101544465,true,5.012255585514431E-06,1.0829929633441027E-07,true
exact-v9-5-to-6mwe,50784,480,pressure,REGION-4-MIXTURE,SaturatedMixture,267.82730354666717,5.318228950815844,0.000832610772089108,true,SaturatedMixture,267.8272500038147,5.318252993741641,0.0008325842085903662,true,4.5208519639329735E-06,9.897430468693712E-08,true
exact-v9-5-to-6mwe,50784,480,outlet,REGION-4-MIXTURE,SaturatedMixture,274.1351564466953,5.867678282042666,0.2313532627344529,true,SaturatedMixture,274.1354164481163,5.86772805466391,0.23135250967460042,true,8.482506853926003E-06,4.750748635054431E-07,true
exact-v9-5-to-6mwe,50784,480,drum,REGION-4-MIXTURE,SaturatedMixture,268.9904044747353,5.416457373256479,0.03489787790235481,true,SaturatedMixture,268.99040749669075,5.416460025330872,0.03489785159158555,true,4.896326528993196E-07,5.57411953980462E-09,true
exact-v9-5-to-6mwe,50784,480,feedwater-inventory,REGION-4-MIXTURE,SaturatedMixture,47.27766643762595,0.010776345236494038,4.903501824272255E-06,true,SaturatedMixture,47.277665585279465,0.010777075777765717,4.90308923599089E-06,true,6.779119039406925E-05,2.6600277621973237E-09,true
exact-v9-5-to-6mwe,56784,540,suction,REGION-4-MIXTURE,SaturatedMixture,267.9171129286291,5.325764864415422,0.000993880223736067,true,SaturatedMixture,267.91708049178123,5.325779600913773,0.000993862948922555,true,2.7670200854999106E-06,5.994976791392573E-08,true
exact-v9-5-to-6mwe,56784,540,pressure,REGION-4-MIXTURE,SaturatedMixture,267.93677989244463,5.327416208943265,0.0008368562369661239,true,SaturatedMixture,267.9367537498474,5.3274279598241145,0.000836843209425426,true,2.205737338482594E-06,4.8314980503534445E-08,true
exact-v9-5-to-6mwe,56784,540,outlet,REGION-4-MIXTURE,SaturatedMixture,274.3160987555981,5.884053386862921,0.23144688595782345,true,SaturatedMixture,274.3164052069187,5.884112072235415,0.23144599755756678,true,9.973630189183402E-06,5.597631000751029E-07,true
exact-v9-5-to-6mwe,56784,540,drum,REGION-4-MIXTURE,SaturatedMixture,269.1776982307432,5.43240365851685,0.0352112038679234,true,SaturatedMixture,269.17773523926735,5.43243607002674,0.03521088249143523,true,5.966329442286797E-06,6.8240151234043E-08,true
exact-v9-5-to-6mwe,56784,540,feedwater-inventory,REGION-4-MIXTURE,SaturatedMixture,47.260731856524956,0.010767115875810392,5.216695574315027E-06,true,SaturatedMixture,47.260731011629105,0.010767853972272416,5.216253287293953E-06,true,6.855099086306681E-05,2.6369149565133087E-09,true
exact-v9-5-to-6mwe,62784,600,suction,REGION-4-MIXTURE,SaturatedMixture,268.08787213563915,5.340115774031272,0.0009835311402743585,true,SaturatedMixture,268.087837934494,5.340131232980323,0.000983513036435451,true,2.894871516962968E-06,6.31905986025924E-08,true
exact-v9-5-to-6mwe,62784,600,pressure,REGION-4-MIXTURE,SaturatedMixture,268.0753684282305,5.33906393925502,0.0008423568271336936,true,SaturatedMixture,268.0753380060196,5.339077583538032,0.0008423416326778935,true,2.555557147677628E-06,5.620987609347406E-08,true
