logical_path,canonical_sha256,uncompressed_bytes,storage
I3_HF4_ClassifierFix1/02-v2-v3-ten-millisecond-trace.csv,8FEA343B6DA0A02179E77A02A18925EE901B9F7F6D2EBBB4D564D3F56213C57F,7137942,external-frozen-payload
I3_HF5_PreH30/02-v2-v3-ten-millisecond-trace.csv,8FEA343B6DA0A02179E77A02A18925EE901B9F7F6D2EBBB4D564D3F56213C57F,7137942,external-frozen-payload
H30_RQ1_I3/02-v2-v3-ten-millisecond-trace.csv,8FEA343B6DA0A02179E77A02A18925EE901B9F7F6D2EBBB4D564D3F56213C57F,7137942,external-frozen-payload
