step,electrical_mwe,primary_pump_kg_s,drum_level,governor_percent,trip_active,breaker_closed,rollbacks,finite,in_envelope
70,4.9965072216224735,99.53718149456274,0.49971164647860994,29.39200151941928,false,true,0,true,false
71,4.99641156060373,99.5291692358092,0.4997059883251618,29.393865114697263,false,true,0,true,false
72,4.996314823102248,99.52112563350539,0.49970030998117343,29.39572588259189,false,true,0,true,false
73,4.996217021349318,99.51305172197334,0.4996946122831495,29.397583139526006,false,true,0,true,false
74,4.996118167121199,99.50494781718677,0.49968889617871015,29.399436876777347,false,true,0,true,false
75,4.996018272450368,99.49681432312585,0.4996831625622827,29.40128663697275,false,true,0,true,false
76,4.995917349759339,99.48865267418665,0.49967741220444106,29.403131862426246,false,true,0,true,false
77,4.9958154111634,99.48046232298563,0.4996716459604073,29.404972459759485,false,true,0,true,false
78,4.9957124691491135,99.47224508784352,0.4996658646113028,29.40680789592805,false,true,0,true,false
79,4.995608536171929,99.46400033195049,0.49966006889171766,29.408637900287456,false,true,0,true,false
80,4.995503624812792,99.4557298125325,0.49965425952085774,29.41046210896451,false,true,0,true,false
81,4.995397747985483,99.44743342889436,0.49964843730186226,29.41228001037866,false,true,0,true,false
82,4.995290918147131,99.43911146552422,0.49964260280869055,29.414091621380525,false,true,0,true,false
83,4.995183148140776,99.43076475918895,0.49963675676113883,29.41589642132303,false,true,0,true,false
84,4.995074451167845,99.42239406850219,0.4996308998065116,29.41769388652128,false,true,0,true,false
85,4.994964839801991,99.4139995197148,0.4996250325250853,29.419484160130775,false,true,0,true,false
86,4.994854327410761,99.40558167632396,0.49961915558633246,29.421266447553446,false,true,0,true,false
87,4.99474292672816,99.39714098645962,0.49961326953774216,29.42304090055862,false,true,0,true,false
88,4.994630651279884,99.38867765435567,0.4996073749157072,29.42480673319089,false,true,0,true,false
89,4.994517514076542,99.38019239965621,0.49960147234659225,29.426564017430046,false,true,0,true,false
90,4.994403528502562,99.37168590065171,0.499595562259388,29.428312250542042,false,true,0,true,false
91,4.9942887078558496,99.36315829077614,0.4995896452300542,29.430051229810037,false,true,0,true,false
92,4.994173065502098,99.35461001406355,0.49958372176467386,29.431780659500657,false,true,0,true,false
93,4.994056614992626,99.34604114722454,0.4995777922825296,29.433500159857505,false,true,0,true,false
94,4.993939369524693,99.33745238503224,0.49957185729678893,29.435209718516386,false,true,0,true,false
95,4.993821342763586,99.3288444512834,0.4995659172541277,29.436908782008274,false,true,0,true,false
96,4.993702548015129,99.32021738580987,0.4995599725898514,29.43859734656797,false,true,0,true,false
97,4.993582999047882,99.31157092699213,0.4995540236790016,29.44027486738435,false,true,0,true,false
98,4.993462709261659,99.30290663549987,0.4995480709928561,29.441941349362185,false,true,0,true,false
99,4.99334169237076,99.29422369443618,0.49954211488333805,29.443596357379114,false,true,0,true,false
100,4.993219962143683,99.2855236793509,0.4995361557739046,29.445239618143546,false,true,0,true,false
