control_steps,fingerprint_a,fingerprint_b,repeat
256,35C297DA4667C0A1BF83888287F0555E064A6E826CF03219ABE5A7E189DF3F9C,35C297DA4667C0A1BF83888287F0555E064A6E826CF03219ABE5A7E189DF3F9C,True
