step,presentation_fingerprint,trigger,committed,rollback,unsafe_commit,fallback_commit_violation,shadow_iterations,engine_us,engine_alloc_bytes,orchestrator_us,orchestrator_alloc_bytes,explicit_preparation_us,explicit_preparation_alloc_bytes,sidecar_us,sidecar_alloc_bytes,predictor_us,predictor_alloc_bytes,corrector_us,corrector_alloc_bytes,disagreement_scan_us,disagreement_scan_alloc_bytes,authority_us,authority_alloc_bytes,commit_accounting_us,commit_accounting_alloc_bytes,h9_total_us,h9_total_alloc_bytes,h9_layout_us,h9_layout_alloc_bytes,h9_initial_residual_us,h9_initial_residual_alloc_bytes,h9_jacobian_build_us,h9_jacobian_build_alloc_bytes,h9_newton_line_search_us,h9_newton_line_search_alloc_bytes,h9_residual_fallback_us,h9_residual_fallback_alloc_bytes,h9_other_us,h9_other_alloc_bytes,hydraulic_evaluations,probe_evaluations,max_jacobian_dimension,jacobian_build_attempts,jacobian_direction_acceptances,jacobian_rejected,residual_fallback_attempts,residual_fallback_acceptances,backtracking_trials
1,cc084e93edb48bb878d8e0e288a1c8792ac70b15d3033aa9912802d1e755518f,False,False,False,False,False,0,47851.699999999997,317512,47185.400000000001,48736,22,7680,23744.700000000001,26480,23741.900000000001,26304,0,0,0,0,0.90000000000000002,40,23414,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7520bc674aa3ea716e3ba2f7b083ae04a4fb70b3d71e10d593eb9fd76d510809,False,False,False,False,False,0,46787.400000000001,342152,46113.099999999999,48736,22.800000000000001,7680,23184.900000000001,26480,23182.599999999999,26304,0,0,0,0,0.40000000000000002,40,22902,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3491746157c36baadf2b073db0f94b8e42c6a547b4a3a97e2fa38ef46e585086,False,False,False,False,False,0,46948.699999999997,317512,46276.199999999997,48736,21.600000000000001,7680,23502.099999999999,26480,23500.099999999999,26304,0,0,0,0,0.40000000000000002,40,22749.400000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,a58c4ff493cbde2c9fe8cf4202616280dd300279fd64d2bdbe2c7277e4220a4a,False,False,False,False,False,0,47216.699999999997,317504,46576.599999999999,48736,22,7680,23003,26480,23001,26304,0,0,0,0,0.29999999999999999,40,23548.299999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,7ac6a1f9942ae0fa7d0c3e4c899f63e8e97c5b3a996be7495a500e2443e2adb1,False,False,False,False,False,0,45571.699999999997,317512,44885.800000000003,48736,22.600000000000001,7680,22408,26480,22405.200000000001,26304,0,0,0,0,0.5,40,22452.299999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,8408f0cc948a3ddc46def62354c745cc95ec1136a40592936b4db6975573c521,False,False,False,False,False,0,45788.599999999999,317504,45141.400000000001,48736,29.5,7680,22605.5,26480,22603.099999999999,26304,0,0,0,0,0.69999999999999996,40,22502.299999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,de1c644591beb613bd41794ee820f85e868b8692d20ec75aef3660cd60b16d8e,False,False,False,False,False,0,32090.299999999999,318896,31504.099999999999,48736,21.399999999999999,7680,15640.4,26480,15638.4,26304,0,0,0,0,0.29999999999999999,40,15839.6,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,f694653abfaa1d97dc5cf46d03fed56dcee2289dfa5cf5283bbf8208143c8245,False,False,False,False,False,0,32399.400000000001,317504,31802.799999999999,48736,20.5,7680,15995.799999999999,26480,15993.700000000001,26304,0,0,0,0,0.5,40,15783.700000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,d0c35d0f4aa51d39b11201878f3ac86ed3b680581ab41d7fbb01237b48feddda,False,False,False,False,False,0,32209.099999999999,318896,31634.400000000001,50120,21.399999999999999,7680,15666.9,26480,15664.6,26304,0,0,0,0,0.29999999999999999,40,15941.700000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2209038b754b098fb522f7e5302c7f536cb1063fc005d8cd128a668f273847c2,False,False,False,False,False,0,32661.299999999999,317504,32076.5,48736,21.100000000000001,7680,16309.6,26480,16307,26304,0,0,0,0,0.80000000000000004,40,15742.700000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2954e2271777c24e5f3e9d2734ddd12255e4e89a71fc09ac2cb3fd97aca3f894,False,False,False,False,False,0,32425.900000000001,317512,31818.799999999999,48736,21.199999999999999,7680,15784.1,26480,15781.9,26304,0,0,0,0,0.5,40,16010.6,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,4b1076a8407f2ba13a70eda8abed2cc792b0691accb9c08cbaa1aee6b58a39c1,False,False,False,False,False,0,32923.300000000003,317504,32311.900000000001,48736,21.800000000000001,7680,16034.200000000001,26480,16031.4,26304,0,0,0,0,0.90000000000000002,40,16252.200000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,33c61b21d06d1571b56403c75bae71dc94b946dcaa39c07c4e5f8829d5962f53,False,False,False,False,False,0,32283.200000000001,317512,31672.5,48736,20.800000000000001,7680,15947.799999999999,26480,15944.700000000001,26304,0,0,0,0,0.5,40,15700.799999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,cbf699fec215584475c61f1a50f13bcad21816a35301ca04734b4b775eb89ca4,False,False,False,False,False,0,32176.400000000001,317504,31584.799999999999,48736,21.300000000000001,7680,15833.5,26480,15831.200000000001,26304,0,0,0,0,0.40000000000000002,40,15726.6,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,a4610d79b4969549334be1b598b0b98cfbd68563b2816ff2e12b5c25803e940e,False,False,False,False,False,0,32063.200000000001,317512,31473.099999999999,48736,21.399999999999999,7680,15765.6,26480,15763.6,26304,0,0,0,0,0.29999999999999999,40,15683.4,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,9da8f40ee761b61f4edb2ffc025f60f4e4437dc664b44fb7703ab75e51f9298b,False,False,False,False,False,0,37397.5,319776,31350.400000000001,48984,22.300000000000001,7680,15727.6,26728,15725.4,26552,0,0,0,0,0.29999999999999999,40,15597.5,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,72781524603ffc44ab1af1024fe1e44904a88c77b4b5b5426d76b5856aa0dde6,False,False,False,False,False,0,32673,318416,32088.5,48736,21.800000000000001,7680,15567.6,26480,15565.9,26304,0,0,0,0,0.20000000000000001,40,16497.099999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,b3178c0f2be0d698033cee732546d77d7877135f13238c2c6eca9b9369c81882,False,False,False,False,False,0,31997.400000000001,317504,31425.099999999999,48736,22.5,7680,15628.6,26480,15626.299999999999,26304,0,0,0,0,0.40000000000000002,40,15771.6,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,efd7c5486457f6b126e99dacd6d9c8f6cf22b944463996440379798cfd759b94,False,False,False,False,False,0,32081.799999999999,317512,31521.200000000001,48736,20.5,7680,15705.1,26480,15703.4,26304,0,0,0,0,0.40000000000000002,40,15793.5,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,6f50492f8419b412a6b521d32f8c15ec6ad6f36db093ccee58a2949731cf306f,False,False,False,False,False,0,33421.800000000003,317504,32729.799999999999,48736,21.300000000000001,7680,16121.799999999999,26480,16119.6,26304,0,0,0,0,0.40000000000000002,40,16584.099999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,864c0b06b45ba437cd48e60e10cde177e78b1105e77b899adb4a14f729f1f81b,False,False,False,False,False,0,32956.900000000001,317512,32312.900000000001,48736,23.399999999999999,7680,16152.299999999999,26480,16149.6,26304,0,0,0,0,0.5,40,16134.1,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,4cfc1aeffd267a1ddab4d6d7528cefd86b397abc5ec9426b8b855f54b5886d93,False,False,False,False,False,0,32177,317504,31562.200000000001,48736,22.100000000000001,7680,15896.200000000001,26480,15893.6,26304,0,0,0,0,0.59999999999999998,40,15639.700000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,b5aeb386a4fca0dbb4a78d6bc6f8960612062af8e0dece0bdcc6990fe3102827,False,False,False,False,False,0,32310.200000000001,317512,31705.5,48736,22.5,7680,15881.799999999999,26480,15879.700000000001,26304,0,0,0,0,0.40000000000000002,40,15798.299999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,f73b94700c401d8ad670ad9565947f91d6343bbaebec35912eb23af1b08ef322,False,False,False,False,False,0,32427.5,317504,31818.700000000001,48736,21.300000000000001,7680,15962.799999999999,26480,15960.6,26304,0,0,0,0,0.40000000000000002,40,15831.9,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,c7a83d9a1599b35f4f635c2df5bc3f60aaddc2b40d31e2a5de130fb23fdd383b,False,False,False,False,False,0,31866.700000000001,317512,31258.700000000001,48736,20.899999999999999,7680,15541.299999999999,26480,15538.799999999999,26304,0,0,0,0,0.5,40,15694.200000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,c5d0e26d0ef782ed2b5474745d82b4d48b980ec250a0b2648ad8385448e5b0fd,False,False,False,False,False,0,32852.699999999997,317504,32159.799999999999,48736,21.600000000000001,7680,16064.200000000001,26480,16061.799999999999,26304,0,0,0,0,0.40000000000000002,40,16069.9,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,bbbf13a79e94ff268cbc4a352615c5b1b87c5d6397aeee5ab5f6131b1703f929,False,False,False,False,False,0,31921.299999999999,317512,31302.799999999999,48736,21.600000000000001,7680,15682.5,26480,15679.9,26304,0,0,0,0,0.80000000000000004,40,15595.799999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,043102df8063304e21770cad7717bc1120478bbc5d94c560b3a14209cef1d58e,False,False,False,False,False,0,32485.700000000001,317504,31893.599999999999,48736,21.699999999999999,7680,16142.700000000001,26480,16140.4,26304,0,0,0,0,0.5,40,15726.299999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,a4fe831464db8aa80a6e357be93806499f3dcf0b7ff08af1c75f0d0481d80fee,False,False,False,False,False,0,33279.199999999997,317504,32591.099999999999,48736,22.300000000000001,7680,16021.4,26480,16019.299999999999,26304,0,0,0,0,0.40000000000000002,40,16544,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,7e4dc3f5e8905c0d03407f85c8d0b6c012cb58a909147b6710f28f21372da542,False,False,False,False,False,0,32238.599999999999,317496,31630.599999999999,48736,22.300000000000001,7680,15937.6,26480,15935.299999999999,26304,0,0,0,0,0.40000000000000002,40,15667.200000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,513fe8290b8e42cddfc325c2ff6420dda168a1833087c6222069a869e7101645,False,False,False,False,False,0,32304.299999999999,317504,31675.400000000001,48736,20.699999999999999,7680,15836.5,26480,15834.4,26304,0,0,0,0,0.40000000000000002,40,15815.299999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,e097563e98633479ad524ea48392b6a5af65a5380c5c948ff0a3082dae09478d,False,False,False,False,False,0,31901.799999999999,317504,31265.400000000001,48736,20.300000000000001,7680,15615.5,26480,15613.299999999999,26304,0,0,0,0,0.59999999999999998,40,15626.799999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3bdba30c3dfc19b64f1bd8f3f1c79c072fd5a6ec2206048ec7ce36b53ef6120b,False,False,False,False,False,0,33454.300000000003,317512,32758.700000000001,48736,21.5,7680,16136.4,26480,16134.200000000001,26304,0,0,0,0,0.40000000000000002,40,16597.400000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,9472f6fd40ab2e74265811db5fc1d248488f999fc838d4ac9c0b8fbee6763f85,False,False,False,False,False,0,32622.099999999999,317504,31887.200000000001,48736,22.600000000000001,7680,15957,26480,15954.4,26304,0,0,0,0,0.5,40,15904.200000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,ab19a70746ff1b5791a910cee904e08b572a35fd0ed6badbb0e6f38b5137c591,False,False,False,False,False,0,32084.799999999999,317512,31226.599999999999,48736,21.399999999999999,7680,15586.9,26480,15584.9,26304,0,0,0,0,0.40000000000000002,40,15616.1,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,d929a8e5f039ea7c48b87b9da1a754b73d6f42287400b81cafde2b80348beec6,False,False,False,False,False,0,31955.799999999999,317504,31302.799999999999,48736,21.800000000000001,7680,15808.9,26480,15806.4,26304,0,0,0,0,0.59999999999999998,40,15467.9,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,641b2187e0f2353c8583f50e82737b89c8d774850e136ee8e8ed80e9c1828590,False,False,False,False,False,0,32341.799999999999,317512,31766.400000000001,48736,20.699999999999999,7680,15872.799999999999,26480,15857,26304,0,0,0,0,0.5,40,15870.1,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0aa46c257c961797e370e0b1e137b4265902a101e3c4ddcf3bf3f6cf1e6344fa,False,False,False,False,False,0,32795.199999999997,317504,32137.299999999999,48736,20.600000000000001,7680,16026.9,26480,16025.1,26304,0,0,0,0,0.29999999999999999,40,16087.200000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,25b496b0a1cf7f2c59ef7ad843e7f5aca1c33daa98c88943b0071e1beaea2ff8,False,False,False,False,False,0,33178.699999999997,317512,32515.299999999999,48736,22.100000000000001,7680,16356,26480,16353.799999999999,26304,0,0,0,0,0.29999999999999999,40,16133.799999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,5235fad5146515a106731715b1ba363405b37e4aebe44c026ab58c8223531159,False,False,False,False,False,0,32142.799999999999,317504,31523.700000000001,48736,27.600000000000001,7680,15703.6,26480,15701.299999999999,26304,0,0,0,0,0.40000000000000002,40,15789.9,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,9032fb60ea0d8099888f6d2cf13f04c1c39d47d933f3d981ad96a45299a8168a,False,False,False,False,False,0,32130.700000000001,317512,31540.900000000001,48736,21.100000000000001,7680,15720.4,26480,15718.299999999999,26304,0,0,0,0,0.40000000000000002,40,15796.5,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,17e81307cced1d1c99b8bf995cf6c1408cb7aecde14e33aebacddd35c09ec57e,False,False,False,False,False,0,32048.200000000001,317504,31477.700000000001,48736,23.600000000000001,7680,15900.700000000001,26480,15898.799999999999,26304,0,0,0,0,0.29999999999999999,40,15550.5,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,b58d2b6e160704d7660a3e35d4db4667f6861c80a1b2279efc7cf4b2521a79a6,False,False,False,False,False,0,32337.5,317512,31726.599999999999,48736,20.899999999999999,7680,15697.5,26480,15695.4,26304,0,0,0,0,0.40000000000000002,40,16005.299999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,c8b9c6aba11da58f629e21764602c3956c599da7f58a5466017e6d41b5482a46,False,False,False,False,False,0,32481.200000000001,317504,31825.099999999999,48736,21.899999999999999,7680,16053.9,26480,16051.799999999999,26304,0,0,0,0,0.40000000000000002,40,15746.799999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,87d8c44ef36fa0b5f68e57243cdf3cca0cf2c0d8e98159ad7a1f29dbee309148,False,False,False,False,False,0,32098.700000000001,318896,31475,48736,21.5,7680,15720.5,26480,15718.5,26304,0,0,0,0,0.40000000000000002,40,15730.5,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,aad3fea8c440ad11433448d078dc6de1cb0c56985f8b1dafa10f8eb25beca42e,False,False,False,False,False,0,32044.400000000001,317504,31469.200000000001,48736,21.100000000000001,7680,15784.299999999999,26480,15782.4,26304,0,0,0,0,0.40000000000000002,40,15660.700000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,aa84c9cf5fb5ae70ff291151dcb2b860910f74070f441ddda09a48fdd363c1f6,False,False,False,False,False,0,31903.200000000001,317512,31346.900000000001,48736,21.300000000000001,7680,15640.9,26480,15639.200000000001,26304,0,0,0,0,0.29999999999999999,40,15682.799999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,cca7e5add17b01272372887f475134a1f03e00f374dfb8b07e0ec09e47733116,False,False,False,False,False,0,31985.400000000001,317504,31446.099999999999,48736,20.899999999999999,7680,15845.4,26480,15843.6,26304,0,0,0,0,0.29999999999999999,40,15577.5,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,2e3aabbed4eae129bae5c49279bd1e7bd59f5997c6f138bb5e3b3f4cc3477a95,False,False,False,False,False,0,31890.599999999999,318896,31365.799999999999,50120,20.800000000000001,7680,15653.4,26480,15651.700000000001,26304,0,0,0,0,0.20000000000000001,40,15687.200000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0c2084e913a9ec5bdb61c131189ff76bdc7505e76b998bfaa8c9f3fa918e58cb,False,False,False,False,False,0,32517.200000000001,317504,31996.400000000001,48736,20.699999999999999,7680,15850.799999999999,26480,15849.200000000001,26304,0,0,0,0,0.29999999999999999,40,16122.799999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,ea49cf3901822ea7e0b0f9747c4001c593e3f7fe7b75ac3c65c29f6ed9ac999b,False,False,False,False,False,0,32835.900000000001,317512,32251.5,48736,20.300000000000001,7680,16191.5,26480,16189.6,26304,0,0,0,0,0.29999999999999999,40,16037.200000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2f84a39f0b69611075a3eea9ead6c544a8f6c1a02d55b8f5d86c76e5dc16695c,False,False,False,False,False,0,32628.299999999999,317504,31967.200000000001,48736,21.199999999999999,7680,15964.799999999999,26480,15962.799999999999,26304,0,0,0,0,0.5,40,15977.5,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,24fe633ea9d584e4973692c36284056676a6ec5b98f8cb8b2aa852344092cfed,False,False,False,False,False,0,33921.900000000001,319248,32036,48984,22.399999999999999,7680,15940.9,26728,15938.5,26552,0,0,0,0,0.80000000000000004,40,16070,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,09cffdad22a575c3b85ca05d9849237f20a41f5800834b8c29893319aa8ff396,False,False,False,False,False,0,32224.700000000001,318408,31505.5,48736,22.600000000000001,7680,15739.6,26480,15737.1,26304,0,0,0,0,0.59999999999999998,40,15739.6,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,86701c50758c56b8de1c47f3620aab3a3e938d7ef179158f7dbd39e21f2d7a84,False,False,False,False,False,0,31939,317512,31322.799999999999,48736,21.300000000000001,7680,15783.5,26480,15778.1,26304,0,0,0,0,0.5,40,15515.6,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,c0e0f155047510ad4874c4aa29356846d7a201412f1d83fc8a2f9faab5c076c3,False,False,False,False,False,0,31605.900000000001,317504,31017.799999999999,48736,22.199999999999999,7680,15479,26480,15477.299999999999,26304,0,0,0,0,0.40000000000000002,40,15514.1,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,e26b91db09830de0b0165e7b4ae7995a65bc3eb316a26ebe3265e89fe7f702f6,False,False,False,False,False,0,32721.700000000001,317512,31751,48736,38,7680,15631.299999999999,26480,15629.299999999999,26304,0,0,0,0,0.29999999999999999,40,16079.200000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,6059d0fda609206df2d3f4492f0dd70f83d8bd473553a7dac5dcd1ffbfb76ad9,False,False,False,False,False,0,32834.400000000001,317504,32252.799999999999,48736,20.5,7680,15972.299999999999,26480,15969.9,26304,0,0,0,0,0.80000000000000004,40,16256.5,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,cc456406203dc7deabac107c67f9d2efc244ce31f52d75c4e93133b1e978bb58,False,False,False,False,False,0,32433.700000000001,317512,31710.400000000001,48736,147.80000000000001,7680,15676.200000000001,26480,15673,26304,0,0,0,0,0.5,40,15883.1,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,d37122dbd8c49e06f41ff557eb5b1c0c5d2245706596fc37a4ac65d6b2e4d49c,False,False,False,False,False,0,32335.099999999999,317504,31736.700000000001,48736,21.399999999999999,7680,15875,26480,15872.9,26304,0,0,0,0,0.29999999999999999,40,15837.4,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,a0651d6c4255998ba35e014b9b3a230fe749e61552400b1d4770fc3a467377ff,False,False,False,False,False,0,32000.5,317512,31424.799999999999,48736,21.199999999999999,7680,15572.5,26480,15570.6,26304,0,0,0,0,0.29999999999999999,40,15828.200000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,6f37ddf710e4c758f56866cdfb2fa82b970a3065eaf77fd5e47196502f08795d,False,False,False,False,False,0,32022.400000000001,317504,31449.099999999999,48736,21.199999999999999,7680,15570.299999999999,26480,15568.5,26304,0,0,0,0,0.29999999999999999,40,15854.799999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,d6e68adfa66d8c742ba341cb02066f34b96eb116fa04f806ef5d43ac87a09b8b,False,False,False,False,False,0,32557.799999999999,317512,31974.099999999999,48736,20.800000000000001,7680,15998.4,26480,15996.4,26304,0,0,0,0,0.40000000000000002,40,15952.299999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,e2e42eae2cc40aae26bbcbab84ad1f17c43db4bd90a76b1e0f4388fa6d5748bf,False,False,False,False,False,0,32290.799999999999,317504,31675.099999999999,48736,22,7680,15847.799999999999,26480,15844.9,26304,0,0,0,0,0.90000000000000002,40,15802.5,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2619e9e4b4784236eec330597f71e5c904e2f2ae5955f341402b0b9514c992b5,False,False,False,False,False,0,32024.900000000001,317720,31356.900000000001,48736,21.600000000000001,7680,15528.200000000001,26480,15526,26304,0,0,0,0,0.40000000000000002,40,15803.799999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,bfd913aa132fc985fe688afed3f40632794300cc2bca65235021a1276a58aacf,False,False,False,False,False,0,32192.900000000001,317712,31593,48736,21.800000000000001,7680,15738.1,26480,15736.200000000001,26304,0,0,0,0,0.40000000000000002,40,15830.700000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,6f958597f181d0a0e60209ea938e3cdd33c42e8d9fea903c58e188309712dada,False,False,False,False,False,0,32190,317512,31585.200000000001,48736,21.399999999999999,7680,15711.799999999999,26480,15709.799999999999,26304,0,0,0,0,0.29999999999999999,40,15848.799999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0c39e53db6898a1361f0bded0f4b19bf597ec321a7a7780a8590f5230d46c356,False,False,False,False,False,0,32430.5,317504,31841.599999999999,48736,22.399999999999999,7680,15710.4,26480,15708.1,26304,0,0,0,0,0.80000000000000004,40,16106,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,46c79a7dad579811d4aae564c8dc873017369913a1a90f36416bbfb5fda3aaa2,False,False,False,False,False,0,32884,317512,32287.5,48736,20.600000000000001,7680,16043.6,26480,16041.4,26304,0,0,0,0,0.5,40,16220.5,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,71dacd97fafc282433ed1104d87659f2386a1d947c9c887122ee7dc1a9fab8e2,False,False,False,False,False,0,32231.099999999999,317512,31657.799999999999,48736,21.600000000000001,7680,15991,26480,15989.1,26304,0,0,0,0,0.40000000000000002,40,15642.200000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,62ab4a0dca180316c1138722f4e9a0e5a357ea180ffcb6600f137010b1f5cca4,False,False,False,False,False,0,33102.300000000003,317520,32480.900000000001,48736,20.600000000000001,7680,16279.4,26480,16277.1,26304,0,0,0,0,0.29999999999999999,40,16177,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,223d9b355859d81aa0cc70ecf63df62acd75f3789c0aee29607b19f312b3f66a,False,False,False,False,False,0,32512.200000000001,317512,31889.900000000001,48736,21.899999999999999,7680,16088.299999999999,26480,16085.799999999999,26304,0,0,0,0,0.80000000000000004,40,15776.799999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,40c512b695f3218dcac6738099f415c6b16b6a5527e9b8dbd49e18bf3b9c8778,False,False,False,False,False,0,32389.099999999999,317520,31808,48736,20.699999999999999,7680,15941.799999999999,26480,15940,26304,0,0,0,0,0.29999999999999999,40,15842.700000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,80affe23f3d1d746e6891bf576463be849919c6a432ee9cdc7a735a7646883e7,False,False,False,False,False,0,32195.099999999999,317512,31598,48736,21.800000000000001,7680,15912,26480,15909.299999999999,26304,0,0,0,0,0.5,40,15661.5,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,bb684073217f4dd4a6a4e984782990a520f79142693ecac849d468b5f9abe0ef,False,False,False,False,False,0,32080.900000000001,317520,31467.799999999999,48736,20.699999999999999,7680,15755.5,26480,15753.200000000001,26304,0,0,0,0,0.5,40,15688.1,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
