step,presentation_fingerprint,trigger,committed,rollback,unsafe_commit,fallback_commit_violation,shadow_iterations,engine_us,engine_alloc_bytes,orchestrator_us,orchestrator_alloc_bytes,explicit_preparation_us,explicit_preparation_alloc_bytes,sidecar_us,sidecar_alloc_bytes,predictor_us,predictor_alloc_bytes,corrector_us,corrector_alloc_bytes,disagreement_scan_us,disagreement_scan_alloc_bytes,authority_us,authority_alloc_bytes,commit_accounting_us,commit_accounting_alloc_bytes,h9_total_us,h9_total_alloc_bytes,h9_layout_us,h9_layout_alloc_bytes,h9_initial_residual_us,h9_initial_residual_alloc_bytes,h9_jacobian_build_us,h9_jacobian_build_alloc_bytes,h9_newton_line_search_us,h9_newton_line_search_alloc_bytes,h9_residual_fallback_us,h9_residual_fallback_alloc_bytes,h9_other_us,h9_other_alloc_bytes,hydraulic_evaluations,probe_evaluations,max_jacobian_dimension,jacobian_build_attempts,jacobian_direction_acceptances,jacobian_rejected,residual_fallback_attempts,residual_fallback_acceptances,backtracking_trials
200,3825bff01aaea14085bcba5082eacf70301672e396d0bd20dbc553f98873ce36,False,False,False,False,False,0,5531.6000000000004,317520,4958.6999999999998,48736,22.199999999999999,7680,2655.1999999999998,26480,2653.8000000000002,26304,0,0,0,0,0.20000000000000001,40,2279.5999999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,2c60db08ca6ccfa962bfa17c7c59ff24eb86f62ab0b81bf73e152afe49f2f774,False,False,False,False,False,0,5035.8000000000002,317528,4606,48736,19.399999999999999,7680,2306.0999999999999,26480,2305,26304,0,0,0,0,0.29999999999999999,40,2278.8000000000002,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,a61201eae9b16fb6a03f7f9682f2eaf08a7e28d47be65633d37335ea015a1deb,False,False,False,False,False,0,4984.5,317520,4592.1000000000004,48736,17.600000000000001,7680,2296.9000000000001,26480,2295.8000000000002,26304,0,0,0,0,0.20000000000000001,40,2276.4000000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,32cab4970d3c4449e475ca1ddf96812fd88fa72e958845bda75225d24632c923,False,False,False,False,False,0,5511,317528,5071.5,48736,17.600000000000001,7680,2571,26480,2569.5999999999999,26304,0,0,0,0,0.29999999999999999,40,2481.3000000000002,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,16a0fa7b7c91c9e9a433d145cf3ff4c0ee5e11c6c88de125f0fc08a25fe718ef,False,False,False,False,False,0,5260.1000000000004,317520,4802.8999999999996,48736,19.5,7680,2468.9000000000001,26480,2467.5,26304,0,0,0,0,0.29999999999999999,40,2305.0999999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,7b39d6353aac370b67d6b3e540a56c2f92f1ee75044c30c50bbe9007309d17b8,False,False,False,False,False,0,5004.8999999999996,317528,4593.3999999999996,48736,18.800000000000001,7680,2296.4000000000001,26480,2295.3000000000002,26304,0,0,0,0,0.20000000000000001,40,2276.6999999999998,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,c166a20e13e86f6ff4d67de1261e4ce8372226740948991f2af882321411e2be,False,False,False,False,False,0,5384.6000000000004,317520,4925.3000000000002,48736,22.699999999999999,7680,2562.0999999999999,26480,2560.6999999999998,26304,0,0,0,0,0.29999999999999999,40,2338.9000000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,f2109027a02a3009729716dc0709964107b1759a0e9a1cb29136e42310964ab7,False,False,False,False,False,0,5055.6000000000004,317528,4613.3999999999996,48736,19.699999999999999,7680,2315.5,26480,2314.0999999999999,26304,0,0,0,0,0.20000000000000001,40,2276.8000000000002,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,502410c27e6dfea9e34f23312a13d52c5ea77b6699be243e46c4aaf9133f54e7,False,False,False,False,False,0,4988.6000000000004,317520,4594.1000000000004,48736,18.300000000000001,7680,2300.8000000000002,26480,2299.6999999999998,26304,0,0,0,0,0.29999999999999999,40,2273.6999999999998,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,20f3fe70f167222428d041db09ed275e185db418f2f81332a1a11ea26c36d4f4,False,False,False,False,False,0,5338.6999999999998,317528,4910.8999999999996,48736,17.600000000000001,7680,2307.0999999999999,26480,2306,26304,0,0,0,0,0.20000000000000001,40,2584.9000000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,ed98ff556a71343e79be5e3214f22b81cd6583504a730224438a5aaa31a92829,False,False,False,False,False,0,5544.6000000000004,318904,5018.8000000000002,48736,19.5,7680,2315.0999999999999,26480,2313.8000000000002,26304,0,0,0,0,0.20000000000000001,40,2682.5,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,e770f4ff2fa7d379df2eb75938908bc9966cc9c754262bd6a64bd38a0902ac65,False,False,False,False,False,0,5082.8999999999996,317528,4599.1999999999998,48736,21.199999999999999,7680,2291.9000000000001,26480,2290.8000000000002,26304,0,0,0,0,0.20000000000000001,40,2284.5,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,a43939f20199022af7f04f04aa9b0c05e57f756bb02e056f64b703fd327d44ae,False,False,False,False,False,0,5233.3000000000002,317520,4765.3000000000002,48736,18,7680,2295.5999999999999,26480,2294.4000000000001,26304,0,0,0,0,0.20000000000000001,40,2450,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,71997380af809be3dbd178758d3ae573ed54bbb146e65fe8f2d4b6899478ae52,False,False,False,False,False,0,5244.6000000000004,318912,4640.8999999999996,50120,21.199999999999999,7680,2341.8000000000002,26480,2340,26304,0,0,0,0,0.29999999999999999,40,2274.4000000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,6a46c834dcac1a048422b4da0f621216c2d3d3af2a4790ebb81ecb5bf7ac4593,False,False,False,False,False,0,5668.3000000000002,318936,4618.6999999999998,48736,19,7680,2317.3000000000002,26480,2316.0999999999999,26304,0,0,0,0,0.20000000000000001,40,2280.9000000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,f89835bd5b3fe5fc43131253a7573f498e51e5d6a85c2e2e7c09d1193010638e,False,False,False,False,False,0,5775.1000000000004,318672,5291.8999999999996,48736,18.800000000000001,7680,2359.3000000000002,26480,2358,26304,0,0,0,0,0.29999999999999999,40,2912.0999999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,4b347ba1a78527c51ad3214c012e62bb1e24d84defbc79f7aa137dc5fd3f671d,False,False,False,False,False,0,5117.1000000000004,317520,4657.1000000000004,48736,19.899999999999999,7680,2295,26480,2292.9000000000001,26304,0,0,0,0,0.80000000000000004,40,2340.5,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,80776c6ab0fd7377e42fe0119ac260ff26f76da0abc332dbc819f98d732dd265,False,False,False,False,False,0,5104.1000000000004,317528,4679.5,48736,18.800000000000001,7680,2292.1999999999998,26480,2291,26304,0,0,0,0,0.20000000000000001,40,2367,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,d87e673468c7222f5d2b29f2cb594f04a509aa10b4373cbd3026ba5d1526972d,False,False,False,False,False,0,5766,317520,5273.6999999999998,48736,18.5,7680,2288,26480,2286.9000000000001,26304,0,0,0,0,0.20000000000000001,40,2965.8000000000002,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,318369d0709a803eb2d35c5e7646f9cc42e4dcc4d31be6f81f02dfa48539f2b0,False,False,False,False,False,0,5481.1999999999998,317528,4817.1999999999998,48736,32.200000000000003,7680,2506.1999999999998,26480,2503.8000000000002,26304,0,0,0,0,0.40000000000000002,40,2276.4000000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,d5cbafb3943ecefc446747b2f68db0a8bd424fbb75922548c23708fb1192918f,False,False,False,False,False,0,5277.8999999999996,317520,4705.5,48736,25.800000000000001,7680,2323.6999999999998,26480,2322.5999999999999,26304,0,0,0,0,0.29999999999999999,40,2353.6999999999998,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,0303e8bc5887d69a32d8354ef3fe24d1027a10a08bcd854d374452696152da90,False,False,False,False,False,0,5309.1000000000004,317528,4865.3000000000002,48736,19.100000000000001,7680,2336.9000000000001,26480,2335.6999999999998,26304,0,0,0,0,0.20000000000000001,40,2507.6999999999998,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,4e7e5b4b89823a0ebba5a1eeee8ad851bd55cc9801a99d543cc7981841830386,False,False,False,False,False,0,5266.3999999999996,317520,4808.8000000000002,48736,19,7680,2462.5999999999999,26480,2461.1999999999998,26304,0,0,0,0,0.20000000000000001,40,2325.6999999999998,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,5ea6d3454eb64bd00e4883bb5d522cc3f223399b917dfb9e701fa9f7ae99c6d1,False,False,False,False,False,0,5115.8000000000002,317528,4693.6999999999998,48736,19.199999999999999,7680,2345.3000000000002,26480,2344.1999999999998,26304,0,0,0,0,0.29999999999999999,40,2327.9000000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,5a34d5efb1869900e4ea97cc509044172ad0b28c708d44ca21659a76a8c616be,False,False,False,False,False,0,5108.8000000000002,317520,4640.6000000000004,48736,18.699999999999999,7680,2313.6999999999998,26480,2312.5,26304,0,0,0,0,0.20000000000000001,40,2306.5,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,c4cb44f1444a357bf12911c4c4d1783279ab624cf6d8122a9053404c6b8e505f,False,False,False,False,False,0,5394.1999999999998,317528,4860.3999999999996,48736,24.100000000000001,7680,2385.1999999999998,26480,2383.6999999999998,26304,0,0,0,0,0.29999999999999999,40,2448.8000000000002,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,3afda58cc9fd5d60787b242a3688013d374d19d8d682ea82e49677c76ce4996c,False,False,False,False,False,0,5104.1999999999998,317520,4675.1999999999998,48736,19.199999999999999,7680,2334.4000000000001,26480,2333.1999999999998,26304,0,0,0,0,0.29999999999999999,40,2320.0999999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,bfec6d9ac371759af42fb6c1f2f6293da08496f8309281e087f09e79f2040ffd,False,False,False,False,False,0,5070.5,317528,4673.6000000000004,48736,18.5,7680,2364.0999999999999,26480,2363,26304,0,0,0,0,0.29999999999999999,40,2289.5,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,571d7702dfbe15b9040887a438f516a6bfc7a726a0131d114f3e27f539f09f68,False,False,False,False,False,0,5933,317520,5489,48736,17.5,7680,3145.0999999999999,26480,3143.5999999999999,26304,0,0,0,0,0.29999999999999999,40,2324.0999999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,09c90cb62e9e959bfbf57eacc574f251068b6e1b3f3081806b1a9c78ab07d935,False,False,False,False,False,0,5031.6000000000004,317528,4576.3000000000002,48736,20,7680,2284.5,26480,2283.1999999999998,26304,0,0,0,0,0.29999999999999999,40,2270.3000000000002,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,d870013b7376dbcd2c90ef441a1209c086297a4f9e1bc82d7df427468f369d3a,False,False,False,False,False,0,5031.3999999999996,317520,4624.3999999999996,48736,18,7680,2289.4000000000001,26480,2288,26304,0,0,0,0,0.29999999999999999,40,2315.4000000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,5ce6791776b2855996964559878369d03c03700f49834c54662fc87ab970d307,False,False,False,False,False,0,5451.1999999999998,317528,5011.6000000000004,48736,18.600000000000001,7680,2705.1999999999998,26480,2703.8000000000002,26304,0,0,0,0,0.20000000000000001,40,2286,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,69da6f8ed6bfa6aeb2b1c5081cadbc4f3fc2ff1017fe97e5a93e45aca5b871bf,False,False,False,False,False,0,5184.1000000000004,317520,4674.8000000000002,48736,23.5,7680,2371.4000000000001,26480,2370.0999999999999,26304,0,0,0,0,0.29999999999999999,40,2278.3000000000002,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,fb6715759c8718b5a621d4059bab268672f020f135c91491ad24db6a79bfb157,False,False,False,False,False,0,4988.8000000000002,317528,4593.5,48736,18.5,7680,2295.6999999999998,26480,2294.5999999999999,26304,0,0,0,0,0.20000000000000001,40,2277.9000000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,c6a7978c60375a2605a07a57a54dfa7e3dc3a5db5df05d5dc30f0962f0435e3b,False,False,False,False,False,0,5376.6999999999998,317520,4862.1999999999998,48736,28.699999999999999,7680,2531.0999999999999,26480,2529.5999999999999,26304,0,0,0,0,0.29999999999999999,40,2300.5999999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,b4f6c66173cfdafe326fbae110a51999db11eaf0e054d8ed0af92aaa0a99e13c,False,False,False,False,False,0,5053.1999999999998,317528,4618.8000000000002,48736,19.699999999999999,7680,2317.5,26480,2316.3000000000002,26304,0,0,0,0,0.29999999999999999,40,2280.0999999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,9b6fce8a963da2e5fdb93cad4c769d99a539adfc6cea9b5e6e81885e29c8d7ea,False,False,False,False,False,0,5051.6999999999998,317520,4609.1000000000004,48736,18.100000000000001,7680,2309.0999999999999,26480,2308,26304,0,0,0,0,0.29999999999999999,40,2279.6999999999998,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,40edf460e6f99907ef03683ff3b9f41af18e1ff002d920f8222160afe2e3ed38,False,False,False,False,False,0,5880.6999999999998,317528,5391.6000000000004,48736,20,7680,2869.8000000000002,26480,2864.0999999999999,26304,0,0,0,0,0.20000000000000001,40,2500,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,dc729102d94f96a4938c33832dc3faa92f784cc6d446bc340108cc597e1090b7,False,False,False,False,False,0,5091.3999999999996,318904,4620,48736,21.600000000000001,7680,2318.3000000000002,26480,2316.6999999999998,26304,0,0,0,0,0.20000000000000001,40,2278.5999999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,c2fcced2a8367b121d0413a2c210903d2a1a5a3c883ba6e8ab329093f7d7b770,False,False,False,False,False,0,5012,317528,4615,48736,18,7680,2319,26480,2318,26304,0,0,0,0,0.29999999999999999,40,2276.5999999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,8945709bc74745525f4d3c912c02b0d2ac54de442ad3e1a9a46dedc9fe8a5142,False,False,False,False,False,0,5949.6999999999998,317520,5501.8000000000002,48736,17.899999999999999,7680,2304.9000000000001,26480,2303.8000000000002,26304,0,0,0,0,0.29999999999999999,40,3177.4000000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0aa276fab209175f7c15091faa2bc91a998bcd5fe19a664d182abbc00435f803,False,False,False,False,False,0,5125.6999999999998,318912,4660,50120,20.399999999999999,7680,2292.4000000000001,26480,2291.0999999999999,26304,0,0,0,0,0.20000000000000001,40,2343.0999999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,444c9cc2410a75f476d8267d77c0bd423ddbcdec38febd9e970e05f8753f4c74,False,False,False,False,False,0,5000.8999999999996,317520,4592.8999999999996,48736,19.399999999999999,7680,2288.1999999999998,26480,2287,26304,0,0,0,0,0.20000000000000001,40,2283.9000000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,0702fd40104c4157ade90507be733d64901725c35b73e076cc5bbeb619137862,False,False,False,False,False,0,5183.6999999999998,317528,4746.6000000000004,48736,17.699999999999999,7680,2366.9000000000001,26480,2365.6999999999998,26304,0,0,0,0,0.20000000000000001,40,2360.1999999999998,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,ccf50e171b4a8aa46ea0a1536bfbdcc09017fccdd435967250d8cdb1c89b742a,False,False,False,False,False,0,5166.8999999999996,317520,4636.3000000000002,48736,19.899999999999999,7680,2334,26480,2332.8000000000002,26304,0,0,0,0,0.29999999999999999,40,2280.4000000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,c755dad0dceb1c480b49609087db6cfa8045c1adef78dee8616e53c021c15172,False,False,False,False,False,0,5021.6999999999998,317528,4617.1999999999998,48736,18.699999999999999,7680,2288.5999999999999,26480,2287.5,26304,0,0,0,0,0.29999999999999999,40,2308.5,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,b1489d6c7edd8cb02f126633cea08e53c705273a07256cfd314e41a12a8599fa,False,False,False,False,False,0,5254,317520,4793.3000000000002,48736,18,7680,2287.6999999999998,26480,2286.5,26304,0,0,0,0,0.20000000000000001,40,2486.3000000000002,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,6c20127fda16aa04e8272eea7ce9e505eb89b2b9612b8fc738dea95253055751,False,False,False,False,False,0,5074.3000000000002,317536,4623.3000000000002,48736,33.399999999999999,7680,2310.9000000000001,26480,2309.6999999999998,26304,0,0,0,0,0.29999999999999999,40,2277.3000000000002,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,900a3c250c6e82a107bd093d6b3200a95791591129b225d07f8b441d70691114,False,False,False,False,False,0,4995.6999999999998,317528,4600.3999999999996,48736,18.300000000000001,7680,2302.5,26480,2301.3000000000002,26304,0,0,0,0,0.20000000000000001,40,2278.0999999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,7862acfd90765fb93a4114cdeab397cc00b3ac7c418a6d388941a95f10ec09f0,False,False,False,False,False,0,5136.1999999999998,317536,4607.5,48736,17.600000000000001,7680,2305.5999999999999,26480,2304.5,26304,0,0,0,0,0.20000000000000001,40,2282.9000000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,85e05f62b26dda480295a9f23886249a464a2c6037b95bbd20f9adf4e969bb74,False,False,False,False,False,0,5328.8999999999996,317528,4834.3999999999996,48736,19,7680,2529.5,26480,2528,26304,0,0,0,0,0.5,40,2283.5999999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,3dcf1380ee4523d94c5832b6cec8d7fadd91ca5f5e875a3a5c3042888eae4750,False,False,False,False,False,0,5634.1999999999998,318952,4590.6000000000004,48736,19.300000000000001,7680,2292.5,26480,2291.4000000000001,26304,0,0,0,0,0.20000000000000001,40,2277.4000000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,b2b42ba1878c76a17655aad3258ab82e8309a12b9432a4b0bbda60e53c540eee,False,False,False,False,False,0,5034.3999999999996,318672,4610.3000000000002,48736,19.199999999999999,7680,2308.3000000000002,26480,2307.1999999999998,26304,0,0,0,0,0.29999999999999999,40,2281,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,9cedca445ca3f8df0a9261331875be113642618b432f2a9a583406dc52d25fd9,False,False,False,False,False,0,5325.3000000000002,317536,4905.3999999999996,48736,18.300000000000001,7680,2604.5,26480,2602.9000000000001,26304,0,0,0,0,0.20000000000000001,40,2280.4000000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,2bf091f3d8ed1dd1ea226fce2a7a49acf9b38498b63b1ac7d6e5cdb64c5c23be,False,False,False,False,False,0,5082,317528,4639.1000000000004,48736,19.199999999999999,7680,2308.3000000000002,26480,2307.0999999999999,26304,0,0,0,0,0.20000000000000001,40,2310.0999999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,60fc11cb7719a134b3f2cca84aef043d8efde3f6e83f9ccc9a48838db1524f9a,False,False,False,False,False,0,5011.1999999999998,317536,4615.3999999999996,48736,18.300000000000001,7680,2317.9000000000001,26480,2316.6999999999998,26304,0,0,0,0,0.20000000000000001,40,2277.5999999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,040e506c3fd50ab3aec50ace607afac25e001087dffc3f7cdcc078d86bf5f93f,False,False,False,False,False,0,5443.3999999999996,317528,5020.6000000000004,48736,17.600000000000001,7680,2660.9000000000001,26480,2659.5,26304,0,0,0,0,0.20000000000000001,40,2340.3000000000002,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
