step,presentation_fingerprint,trigger,committed,rollback,unsafe_commit,fallback_commit_violation,historical_predictor_fluid_nodes_reused,historical_predictor_fluid_nodes_total,shadow_iterations,engine_us,engine_alloc_bytes,orchestrator_us,orchestrator_alloc_bytes,explicit_preparation_us,explicit_preparation_alloc_bytes,sidecar_us,sidecar_alloc_bytes,predictor_us,predictor_alloc_bytes,corrector_us,corrector_alloc_bytes,disagreement_scan_us,disagreement_scan_alloc_bytes,authority_us,authority_alloc_bytes,commit_accounting_us,commit_accounting_alloc_bytes,h9_total_us,h9_total_alloc_bytes,h9_layout_us,h9_layout_alloc_bytes,h9_initial_residual_us,h9_initial_residual_alloc_bytes,h9_jacobian_build_us,h9_jacobian_build_alloc_bytes,h9_newton_line_search_us,h9_newton_line_search_alloc_bytes,h9_residual_fallback_us,h9_residual_fallback_alloc_bytes,h9_other_us,h9_other_alloc_bytes,probe_applied_fluid_nodes_reused,probe_applied_fluid_nodes_total,probe_mapped_fluid_nodes_reused,probe_mapped_fluid_nodes_total,hydraulic_evaluations,probe_evaluations,max_jacobian_dimension,jacobian_build_attempts,jacobian_direction_acceptances,jacobian_rejected,residual_fallback_attempts,residual_fallback_acceptances,backtracking_trials
59,cc456406203dc7deabac107c67f9d2efc244ce31f52d75c4e93133b1e978bb58,False,False,False,False,False,11,12,0,7680.1999999999998,322760,7167.6000000000004,53944,7055.6999999999998,21872,96.5,19264,95.099999999999994,19088,0,0,0,0,0.29999999999999999,40,14.1,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,d37122dbd8c49e06f41ff557eb5b1c0c5d2245706596fc37a4ac65d6b2e4d49c,False,False,False,False,False,11,12,0,7645.1999999999998,322752,7158.5,53944,7047.6000000000004,21872,95.099999999999994,19264,93.900000000000006,19088,0,0,0,0,0.20000000000000001,40,14.4,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,a0651d6c4255998ba35e014b9b3a230fe749e61552400b1d4770fc3a467377ff,False,False,False,False,False,10,12,0,7703.6999999999998,322888,7222.6999999999998,54072,7063.3000000000002,21872,144.19999999999999,19392,143.09999999999999,19216,0,0,0,0,0.29999999999999999,40,13.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,6f37ddf710e4c758f56866cdfb2fa82b970a3065eaf77fd5e47196502f08795d,False,False,False,False,False,11,12,0,7649.3000000000002,322752,7170.6000000000004,53944,7060.6999999999998,21872,94.599999999999994,19264,93.400000000000006,19088,0,0,0,0,0.29999999999999999,40,13.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,d6e68adfa66d8c742ba341cb02066f34b96eb116fa04f806ef5d43ac87a09b8b,False,False,False,False,False,11,12,0,7660.8999999999996,322736,7180.8999999999996,53944,7068.6999999999998,21872,96.299999999999997,19264,95,19088,0,0,0,0,0.29999999999999999,40,14.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,e2e42eae2cc40aae26bbcbab84ad1f17c43db4bd90a76b1e0f4388fa6d5748bf,False,False,False,False,False,10,12,0,7683.1000000000004,322856,7179.8000000000002,54072,7019.3999999999996,21872,144.5,19392,143.19999999999999,19216,0,0,0,0,0.20000000000000001,40,14.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,2619e9e4b4784236eec330597f71e5c904e2f2ae5955f341402b0b9514c992b5,False,False,False,False,False,11,12,0,7668.3000000000002,322944,7159,53944,7044.3999999999996,21872,98,19264,96.5,19088,0,0,0,0,0.29999999999999999,40,15,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,bfd913aa132fc985fe688afed3f40632794300cc2bca65235021a1276a58aacf,False,False,False,False,False,11,12,0,7629.3000000000002,322936,7145.3000000000002,53944,7034.6999999999998,21872,94.799999999999997,19264,93.700000000000003,19088,0,0,0,0,0.29999999999999999,40,14.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,6f958597f181d0a0e60209ea938e3cdd33c42e8d9fea903c58e188309712dada,False,False,False,False,False,11,12,0,7626.8999999999996,322736,7144.5,53944,7034.6000000000004,21872,94.900000000000006,19264,93.599999999999994,19088,0,0,0,0,0.29999999999999999,40,13.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0c39e53db6898a1361f0bded0f4b19bf597ec321a7a7780a8590f5230d46c356,False,False,False,False,False,11,12,0,8555.2999999999993,323488,7150.1999999999998,53944,7038.8000000000002,21872,96.700000000000003,19264,95.400000000000006,19088,0,0,0,0,0.29999999999999999,40,13.4,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,46c79a7dad579811d4aae564c8dc873017369913a1a90f36416bbfb5fda3aaa2,False,False,False,False,False,11,12,0,7670.3999999999996,324616,7169.8000000000002,53944,7057.8999999999996,21872,96.400000000000006,19264,95.099999999999994,19088,0,0,0,0,0.20000000000000001,40,14.1,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,71dacd97fafc282433ed1104d87659f2386a1d947c9c887122ee7dc1a9fab8e2,False,False,False,False,False,11,12,0,7603.1000000000004,322736,7135.5,53944,7025,21872,94.799999999999997,19264,93.599999999999994,19088,0,0,0,0,0.20000000000000001,40,13.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,62ab4a0dca180316c1138722f4e9a0e5a357ea180ffcb6600f137010b1f5cca4,False,False,False,False,False,11,12,0,7623.1999999999998,322744,7158.8999999999996,53944,7049.1000000000004,21872,95.299999999999997,19264,94,19088,0,0,0,0,0.29999999999999999,40,13.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,223d9b355859d81aa0cc70ecf63df62acd75f3789c0aee29607b19f312b3f66a,False,False,False,False,False,11,12,0,7649.6999999999998,322736,7170.1000000000004,53944,7059.3000000000002,21872,95.200000000000003,19264,94,19088,0,0,0,0,0.29999999999999999,40,14.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,40c512b695f3218dcac6738099f415c6b16b6a5527e9b8dbd49e18bf3b9c8778,False,False,False,False,False,11,12,0,7610.5,322744,7118.1999999999998,53944,7008.3999999999996,21872,93.799999999999997,19264,92.599999999999994,19088,0,0,0,0,0.29999999999999999,40,14.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,80affe23f3d1d746e6891bf576463be849919c6a432ee9cdc7a735a7646883e7,False,False,False,False,False,11,12,0,7629.1000000000004,322736,7155.8999999999996,53944,7043.3999999999996,21872,94,19264,92.799999999999997,19088,0,0,0,0,0.29999999999999999,40,17.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,bb684073217f4dd4a6a4e984782990a520f79142693ecac849d468b5f9abe0ef,False,False,False,False,False,10,12,0,7654.3000000000002,322872,7187.8999999999996,54072,7029.6999999999998,21872,143.40000000000001,19392,142.09999999999999,19216,0,0,0,0,0.29999999999999999,40,13.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,eb0c131981802c9c250cd3ef94ce74a80a39b8310b9508f25aa4416475662773,False,False,False,False,False,11,12,0,7599.8000000000002,322736,7133.3000000000002,53944,7026,21872,92.400000000000006,19264,91.099999999999994,19088,0,0,0,0,0.20000000000000001,40,13.4,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,52244edad9f8bfc51eecd9c111d57f97406289d84f456c7d847ed12dd5da6bb6,False,False,False,False,False,11,12,0,7631.6999999999998,322744,7169.3000000000002,53944,7059.8000000000002,21872,94.299999999999997,19264,93.099999999999994,19088,0,0,0,0,0.29999999999999999,40,13.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1144f0bb3046974a1bd7270d73e8550f84dcd15657046489560d0e10df18d147,False,False,False,False,False,11,12,0,7626.5,322736,7159.5,53944,7048.3999999999996,21872,94.799999999999997,19264,93.700000000000003,19088,0,0,0,0,0.29999999999999999,40,14.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,8b7bdb2db37b0fb3cc9b05df473987141e34ab28cacd6a801a2d45481d5d4f9f,False,False,False,False,False,11,12,0,7631,322744,7160,53944,7046.3999999999996,21872,97.900000000000006,19264,96.700000000000003,19088,0,0,0,0,0.29999999999999999,40,13.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,c61070b4afee71c97deb924072b532cdfb76653c46bcf5feeb4b0fcf7739b1df,False,False,False,False,False,10,12,0,7693.3000000000002,322864,7219,54072,7060.3000000000002,21872,144.09999999999999,19392,142.80000000000001,19216,0,0,0,0,0.20000000000000001,40,13.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,e28796f7d956ce2f670ced9569319b6ac2576896e9908207f3580e0554c12dc7,False,False,False,False,False,11,12,0,7615.1000000000004,324128,7151.1000000000004,53944,7041.8999999999996,21872,94.400000000000006,19264,93.200000000000003,19088,0,0,0,0,0.29999999999999999,40,13.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,95bfe3d38ecc865d10884c47ed2aa9739658a08bcff8b66fc932f63ff9608e77,False,False,False,False,False,10,12,0,7666.6999999999998,322864,7205.3999999999996,54072,7045.8000000000002,21872,144.19999999999999,19392,142.90000000000001,19216,0,0,0,0,0.29999999999999999,40,14,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,cbf0979610b159d92764823eefc2488ecde70f54845d0b5506f28c447d9e1379,False,False,False,False,False,11,12,0,7624,322744,7158.1000000000004,53944,7050.3999999999996,21872,92.799999999999997,19264,91.599999999999994,19088,0,0,0,0,0.29999999999999999,40,13.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,20c4ba086c6baf696b9a74a0820473834d485e495c5b49b4e5e04ef824c977d5,False,False,False,False,False,11,12,0,7621.5,324120,7149.8000000000002,55328,7038.8000000000002,21872,94.900000000000006,19264,93.700000000000003,19088,0,0,0,0,0.20000000000000001,40,13.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,4a223cf479fd6052adc4ca1d58a1f1891f180f43ac52bff9c073740ba451cc43,False,False,False,False,False,11,12,0,7607.3000000000002,322744,7142.1000000000004,53944,7029.8000000000002,21872,93.799999999999997,19264,92.599999999999994,19088,0,0,0,0,0.29999999999999999,40,17.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,8a01f9605398a12e4fc515a26d6d6909b04a19943af5d74930c77b6bbeef944c,False,False,False,False,False,10,12,0,7682.3999999999996,322864,7214.5,54072,7057.3999999999996,21872,142,19392,140.80000000000001,19216,0,0,0,0,0.20000000000000001,40,13.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,63fcf650fc72a33f6ac3ad2180f9f318eaaa3f2f5f50bd7b47652de700e6cda6,False,False,False,False,False,10,12,0,7673.1999999999998,322872,7212.6000000000004,54072,7053,21872,144.69999999999999,19392,143.59999999999999,19216,0,0,0,0,0.20000000000000001,40,13.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,00771184bbbac072740b73de50acaba2627e60720e9c58e1cd9ad9a934c39991,False,False,False,False,False,10,12,0,7769.8000000000002,322864,7189.5,54072,7027.8000000000002,21872,146.80000000000001,19392,145.69999999999999,19216,0,0,0,0,0.29999999999999999,40,13.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0924381dc8b3e1ab3b5482843a7cf188e8d7900db97c9215f87dcd55b6066f66,False,False,False,False,False,11,12,0,7914,322744,7190.1000000000004,53944,7079.1999999999998,21872,95.599999999999994,19264,94.400000000000006,19088,0,0,0,0,0.29999999999999999,40,14,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,294155b2f9228ebb8afca4850d850c58913d4d8a6c6cc3f34944e1250b506ad0,False,False,False,False,False,11,12,0,7617.5,322736,7148,53944,7038.8000000000002,21872,93.799999999999997,19264,92.5,19088,0,0,0,0,0.20000000000000001,40,14.1,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,634feccfece24aa6b2ea50f7dc4afe2d32411fa7f3557c2792c3d6da522daffd,False,False,False,False,False,11,12,0,7589.3000000000002,322744,7114.5,53944,7007.5,21872,92.5,19264,90.799999999999997,19088,0,0,0,0,0.20000000000000001,40,13.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1840fb42b258cd1fc14a2edc08d2be0480e80a8b820b253e8f6ee8c6d975f79a,False,False,False,False,False,11,12,0,7613.1999999999998,322736,7153.1000000000004,53944,7043.1000000000004,21872,95.099999999999994,19264,93.900000000000006,19088,0,0,0,0,0.29999999999999999,40,13.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,8ac9de833981d275262e57d7be7a70b6f077971fc232c844e330245d1df28839,False,False,False,False,False,10,12,0,7668.8999999999996,322872,7204.5,54072,7047,21872,142.40000000000001,19392,141.19999999999999,19216,0,0,0,0,0.29999999999999999,40,13.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0474a884d56000bb5960e86b41f2e6f742ea397530aa017092532aa2bacb7aa0,False,False,False,False,False,10,12,0,7682.8000000000002,322864,7215.6999999999998,54072,7058.1000000000004,21872,142,19392,140.80000000000001,19216,0,0,0,0,0.20000000000000001,40,14.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,c6df352e4e7d6edec749c37bdb82d88e5c1980e3ad991e9f88b4f3b2b6aee66b,False,False,False,False,False,10,12,0,7674.3000000000002,322872,7208.5,54072,7050,21872,143.09999999999999,19392,142.09999999999999,19216,0,0,0,0,0.29999999999999999,40,14.1,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,e80e27ff8e7eb3329070bab58bbea5430d5c454383a916811385c1199c48b7b6,False,False,False,False,False,11,12,0,7629.1000000000004,322736,7165.3999999999996,53944,7054.8000000000002,21872,96,19264,94.799999999999997,19088,0,0,0,0,0.20000000000000001,40,13.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,9c89389c83ef9684b9a7f7ca5bd54cedb09fbd4cafff6cdf5276e303677e97e4,False,False,False,False,False,11,12,0,7631.6000000000004,322744,7140.1000000000004,53944,7031.6000000000004,21872,93.799999999999997,19264,92.599999999999994,19088,0,0,0,0,0.20000000000000001,40,13.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,c955bdf8e35d100e8bf2cfe265aab5acb8fd70e8099d449e245cd8dc1f32a1e4,False,False,False,False,False,11,12,0,7601,322736,7128.6000000000004,53944,7018.6000000000004,21872,94.700000000000003,19264,93.5,19088,0,0,0,0,0.29999999999999999,40,13.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,269840ac8d2282bd9cb80799116a562c2742a95ee322ea8a3641695b0640896e,False,False,False,False,False,10,12,0,7658.8999999999996,322872,7187.8999999999996,54072,7024.6999999999998,21872,145.30000000000001,19392,144,19216,0,0,0,0,0.29999999999999999,40,14.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,78bc1e25a6b3c2d2f2bb65edd0d75fe646a39f2adafb4fad6529f10fd15b3b40,False,False,False,False,False,11,12,0,7578,322736,7120.8999999999996,53944,7012.8999999999996,21872,92.700000000000003,19264,91.5,19088,0,0,0,0,0.20000000000000001,40,13.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,3be294dbcc2ac51f2f0eb4e2fc7be1cad1e7e6f34811335046192773d453a6c0,False,False,False,False,False,11,12,0,7595.1999999999998,322744,7140,53944,7031.6999999999998,21872,93.900000000000006,19264,92.700000000000003,19088,0,0,0,0,0.29999999999999999,40,13.1,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,2d2e6bc0505e6177efd45a08a35a428e85ee107585ee8d0cca7879d78a644daa,False,False,False,False,False,11,12,0,7596.5,322960,7133,53944,7025.1000000000004,21872,93.299999999999997,19264,92.200000000000003,19088,0,0,0,0,0.20000000000000001,40,13.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1387a4f2b46c632cdfc9f927865cdd6b1643b076f250d61a20eeacc9fd4dd72d,False,False,False,False,False,11,12,0,7577.6999999999998,322968,7120.3000000000002,53944,7008.3000000000002,21872,97,19264,95.900000000000006,19088,0,0,0,0,0.20000000000000001,40,13.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,30745c0c33e2e482cedc6328d939b81132e521fe6d99249c121d1ed7519d15ff,False,False,False,False,False,11,12,0,7597.8000000000002,322960,7135.5,53944,7025.6999999999998,21872,95,19264,93.799999999999997,19088,0,0,0,0,0.20000000000000001,40,13.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,774e354e10001de1a4ebfb543da8d81b6cda7fc068160cad9e5152cbf1925f9d,False,False,False,False,False,11,12,0,7595.8999999999996,322968,7140,53944,7027.6999999999998,21872,97.200000000000003,19264,96.099999999999994,19088,0,0,0,0,0.20000000000000001,40,13.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,2114f92ba9f562d58e679258b3d1e92721e9826d30c25b5d253928c27fde63af,False,False,False,False,False,11,12,0,7601.8000000000002,322960,7132.3000000000002,53944,7021,21872,95.799999999999997,19264,94.599999999999994,19088,0,0,0,0,0.29999999999999999,40,14.1,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,bcc43b949f9753815e40017eda1269f2dc969bf321d6ac7600b614d938d35a9d,False,False,False,False,False,10,12,0,7716.8999999999996,323096,7210.1999999999998,54072,7045.8000000000002,21872,148.30000000000001,19392,146.5,19216,0,0,0,0,0.40000000000000002,40,14,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0f881e0ce2e2e85e09dc08c8e498ed526e4b07be52f0c100a110c7b1c564ff02,False,False,False,False,False,11,12,0,7734.5,322736,7158.1000000000004,53944,7041.3999999999996,21872,99.799999999999997,19264,98,19088,0,0,0,0,0.40000000000000002,40,14.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,4330c081c098aa50227d5140022b150c7402dc96d3312839dd71d5df491d00c7,False,False,False,False,False,10,12,0,7861.6999999999998,322872,7217.6000000000004,54072,7043.5,21872,153.19999999999999,19392,150.69999999999999,19216,0,0,0,0,0.5,40,17.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9f2d6cc89ee719fc5e7724125de674846007447bb08689fb5d0be1cd1b883e94,False,False,False,False,False,11,12,0,7716.8999999999996,322736,7137.1000000000004,53944,7024,21872,96.200000000000003,19264,94.799999999999997,19088,0,0,0,0,0.29999999999999999,40,15,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,443690a33c7af500fe9b4db132b49861ecfbdea958af6aa4adc918c03753d0d2,False,False,False,False,False,10,12,0,7670.1000000000004,322872,7190.6000000000004,54072,7031.8000000000002,21872,144,19392,142.80000000000001,19216,0,0,0,0,0.29999999999999999,40,13.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,05eca530f31ff84b5c65c4ee40a674b340bac4d1da82c9447443e2945b734068,False,False,False,False,False,11,12,0,7602.6999999999998,322736,7138.3000000000002,53944,7026.5,21872,96.5,19264,95.299999999999997,19088,0,0,0,0,0.20000000000000001,40,13.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,cf63eaa5c29d617ce0099e4e4a58b63251aa7619b79718288ba55b8e2dbda0ff,False,False,False,False,False,11,12,0,7630.8000000000002,322744,7162.8999999999996,53944,7053,21872,94.599999999999994,19264,93.400000000000006,19088,0,0,0,0,0.29999999999999999,40,13.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,ded14cbfa2f76fd09ea1a10cc819804387e1670b9fd56a3ae8f8beb146907d2b,False,False,False,False,False,11,12,0,4407.6999999999998,322736,3948.8000000000002,53944,3839.1999999999998,21872,94,19264,92.799999999999997,19088,0,0,0,0,0.20000000000000001,40,14.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,d226aa57e1413db9a41195d7dcd8f153e4df9d7dfe5db6f3ee23eb2d1046d5b5,False,False,False,False,False,11,12,0,4392.6000000000004,322744,3925.5999999999999,53944,3807.4000000000001,21872,101.59999999999999,19264,100.40000000000001,19088,0,0,0,0,0.29999999999999999,40,14.4,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,2033967633880dabf62c1793a09556b9f5ac13bcbbd92afcae6fc489a51cad91,False,False,False,False,False,11,12,0,4374.1999999999998,322736,3915.3000000000002,53944,3807.9000000000001,21872,92.400000000000006,19264,91.099999999999994,19088,0,0,0,0,0.29999999999999999,40,13.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,3378beac7fe4ef6b23ffa3e2466ae6f61349e7d9c419598dc7878c95d0b3d537,False,False,False,False,False,11,12,0,5097.6000000000004,324480,3934,54192,3823,22120,96.099999999999994,19264,94.400000000000006,19088,0,0,0,0,0.20000000000000001,40,13.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,c1b57bcb88c60b93ae08faa99a6272154af810c3a2fd97bbc62045ee94c55c6e,False,False,False,False,False,11,12,0,4406.5,323640,3931.4000000000001,53944,3822.5,21872,93.700000000000003,19264,92.400000000000006,19088,0,0,0,0,0.29999999999999999,40,14,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,f7397759f51a86adf269aa9710d94182f248b2f6995c6515b95f6a50bbe2a5dd,False,False,False,False,False,10,12,0,4452,322872,3972.5,54072,3812.5999999999999,21872,144.80000000000001,19392,143.59999999999999,19216,0,0,0,0,0.20000000000000001,40,13.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,dd047c9fb313068f881c5e7b3027c6e89d359995684f09985492d6c6594b8ca9,False,False,False,False,False,11,12,0,4392.1000000000004,322736,3929,53944,3820.4000000000001,21872,93.799999999999997,19264,92.200000000000003,19088,0,0,0,0,0.20000000000000001,40,13.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,02e32b6d2c8fcf12c7749d40fb8d2a60181bd14a7bc44726f5aaecff3dcb0fb9,False,False,False,False,False,11,12,0,4405.6999999999998,322744,3937.1999999999998,53944,3828,21872,94.299999999999997,19264,92.900000000000006,19088,0,0,0,0,0.29999999999999999,40,13.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,30541d3bd8ca9791c8f4d2c107ee843f14870fc098802a6d13327e70af5611fd,False,False,False,False,False,11,12,0,4412.1000000000004,322736,3944.4000000000001,53944,3835.9000000000001,21872,93.200000000000003,19264,92,19088,0,0,0,0,0.20000000000000001,40,13.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,63d9adc6413b4d85845e2c56078afe3cdb9e270aafa454e6422ad9b08617d527,False,False,False,False,False,11,12,0,4418.3999999999996,322744,3948.0999999999999,53944,3835.4000000000001,21872,97.099999999999994,19264,95.900000000000006,19088,0,0,0,0,0.20000000000000001,40,14.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,aeb434bcf2c4895ae6fc0d380c86bc181e883861f583514f0930d6c23c68eb9e,False,False,False,False,False,11,12,0,1183.5999999999999,322736,719.89999999999998,53944,612.39999999999998,21872,92.400000000000006,19264,91.200000000000003,19088,0,0,0,0,0.29999999999999999,40,13.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,63f89092c6c5d334ec6c1671195101f039329b47bd576b93dda19746ed7602b2,False,False,False,False,False,10,12,0,1242.0999999999999,322872,770.10000000000002,54072,613.60000000000002,21872,141.69999999999999,19392,140.40000000000001,19216,0,0,0,0,0.20000000000000001,40,13.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,abbc16a59e1b06d8aa1ee188d7adb560a0d912d1c25effe79bf92df149b04add,False,False,False,False,False,11,12,0,1174.0999999999999,322736,717.10000000000002,53944,610.10000000000002,21872,92.599999999999994,19264,91.400000000000006,19088,0,0,0,0,0.29999999999999999,40,13,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
