step,presentation_fingerprint,trigger,committed,rollback,unsafe_commit,fallback_commit_violation,historical_predictor_fluid_nodes_reused,historical_predictor_fluid_nodes_total,shadow_iterations,engine_us,engine_alloc_bytes,orchestrator_us,orchestrator_alloc_bytes,explicit_preparation_us,explicit_preparation_alloc_bytes,sidecar_us,sidecar_alloc_bytes,predictor_us,predictor_alloc_bytes,corrector_us,corrector_alloc_bytes,disagreement_scan_us,disagreement_scan_alloc_bytes,authority_us,authority_alloc_bytes,commit_accounting_us,commit_accounting_alloc_bytes,h9_total_us,h9_total_alloc_bytes,h9_layout_us,h9_layout_alloc_bytes,h9_initial_residual_us,h9_initial_residual_alloc_bytes,h9_jacobian_build_us,h9_jacobian_build_alloc_bytes,h9_newton_line_search_us,h9_newton_line_search_alloc_bytes,h9_residual_fallback_us,h9_residual_fallback_alloc_bytes,h9_other_us,h9_other_alloc_bytes,probe_applied_fluid_nodes_reused,probe_applied_fluid_nodes_total,probe_mapped_fluid_nodes_reused,probe_mapped_fluid_nodes_total,hydraulic_evaluations,probe_evaluations,max_jacobian_dimension,jacobian_build_attempts,jacobian_direction_acceptances,jacobian_rejected,residual_fallback_attempts,residual_fallback_acceptances,backtracking_trials
192,4f9f119ea125b72e467d4d21c27f53b6f3187158f4c3178228b0591f109dc9b7,False,False,False,False,False,10,12,0,1214.3,322872,763.89999999999998,54072,607.39999999999998,21872,142,19392,140.80000000000001,19216,0,0,0,0,0.20000000000000001,40,13.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,ed54190efc2cfb68b4e86c065974abe12d1faa0a5919a46d1d1059685d0e6444,False,False,False,False,False,11,12,0,1191.9000000000001,322752,720.10000000000002,53944,610.89999999999998,21872,93.900000000000006,19264,92.700000000000003,19088,0,0,0,0,0.29999999999999999,40,13.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,5a2f2794d0061be95fd091dea8d870be06d841cec7e07ca721507e3c6b8cfd2d,False,False,False,False,False,11,12,0,1184.5,322744,723.39999999999998,53944,615.20000000000005,21872,93.299999999999997,19264,92.099999999999994,19088,0,0,0,0,0.20000000000000001,40,13.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,d3bfdb70dd79e167679b95a8cbd9ece3ebdc1b390b6f9d2d9f3d895661ebd6c8,False,False,False,False,False,10,12,0,1228.2,322880,771.70000000000005,54072,617.10000000000002,21872,140.40000000000001,19392,139.09999999999999,19216,0,0,0,0,0.20000000000000001,40,12.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,77634c802d932cab36eda6fa91d842311c5859c20b589e63d16e87d5340b58f8,False,False,False,False,False,11,12,0,1169.3,322744,708.60000000000002,53944,601.79999999999995,21872,92.599999999999994,19264,91.5,19088,0,0,0,0,0.29999999999999999,40,12.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,4c832d6fca4c5ecb08bd8d2bfa92a7e58601e48f19d12950f38138b21cf8c849,False,False,False,False,False,11,12,0,1161.8,322752,711.60000000000002,53944,603.39999999999998,21872,93.799999999999997,19264,92.599999999999994,19088,0,0,0,0,0.20000000000000001,40,13.1,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,c6b32bdfeb574abd0419cc25140ad281a892160112b679238001d10ef195856f,False,False,False,False,False,11,12,0,1164.5,322744,716.5,53944,608.79999999999995,21872,92.599999999999994,19264,91.400000000000006,19088,0,0,0,0,0.20000000000000001,40,13.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,c4d5574afd91e2cd3a986b87052fa7ca409a372dd497df536c4d91cfbec3542b,False,False,False,False,False,10,12,0,1217.7,322880,760.20000000000005,54072,603.70000000000005,21872,140.80000000000001,19392,139.5,19216,0,0,0,0,0.29999999999999999,40,14.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,3825bff01aaea14085bcba5082eacf70301672e396d0bd20dbc553f98873ce36,False,False,False,False,False,10,12,0,1217.3,322872,768.10000000000002,54072,603.70000000000005,21872,149,19392,147.90000000000001,19216,0,0,0,0,0.29999999999999999,40,14,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,2c60db08ca6ccfa962bfa17c7c59ff24eb86f62ab0b81bf73e152afe49f2f774,False,False,False,False,False,10,12,0,1230,322880,775.39999999999998,54072,616.29999999999995,21872,143.5,19392,142.19999999999999,19216,0,0,0,0,0.20000000000000001,40,14.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,a61201eae9b16fb6a03f7f9682f2eaf08a7e28d47be65633d37335ea015a1deb,False,False,False,False,False,11,12,0,1168.5,322744,716.29999999999995,53944,608.20000000000005,21872,93.200000000000003,19264,92,19088,0,0,0,0,0.20000000000000001,40,13.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,32cab4970d3c4449e475ca1ddf96812fd88fa72e958845bda75225d24632c923,False,False,False,False,False,11,12,0,1176.5,322752,713.5,53944,606.79999999999995,21872,91.799999999999997,19264,90.700000000000003,19088,0,0,0,0,0.20000000000000001,40,13.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,16a0fa7b7c91c9e9a433d145cf3ff4c0ee5e11c6c88de125f0fc08a25fe718ef,False,False,False,False,False,10,12,0,1218.9000000000001,322872,767.29999999999995,54072,610.29999999999995,21872,142.59999999999999,19392,141.40000000000001,19216,0,0,0,0,0.20000000000000001,40,13.1,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,7b39d6353aac370b67d6b3e540a56c2f92f1ee75044c30c50bbe9007309d17b8,False,False,False,False,False,11,12,0,1172.5999999999999,322752,721.29999999999995,53944,613.39999999999998,21872,93.700000000000003,19264,92.5,19088,0,0,0,0,0.20000000000000001,40,12.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,c166a20e13e86f6ff4d67de1261e4ce8372226740948991f2af882321411e2be,False,False,False,False,False,10,12,0,1216.5,322872,764.60000000000002,54072,607.89999999999998,21872,141.5,19392,140.40000000000001,19216,0,0,0,0,0.29999999999999999,40,13.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,f2109027a02a3009729716dc0709964107b1759a0e9a1cb29136e42310964ab7,False,False,False,False,False,10,12,0,1223.8,322880,764.79999999999995,54072,606,21872,143.90000000000001,19392,142.69999999999999,19216,0,0,0,0,0.20000000000000001,40,13.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,502410c27e6dfea9e34f23312a13d52c5ea77b6699be243e46c4aaf9133f54e7,False,False,False,False,False,10,12,0,1213,322872,762.5,54072,606.29999999999995,21872,141.19999999999999,19392,140,19216,0,0,0,0,0.29999999999999999,40,13.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,20f3fe70f167222428d041db09ed275e185db418f2f81332a1a11ea26c36d4f4,False,False,False,False,False,11,12,0,1185.7,322752,729.89999999999998,53944,619.79999999999995,21872,95,19264,93.799999999999997,19088,0,0,0,0,0.29999999999999999,40,13.1,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,ed98ff556a71343e79be5e3214f22b81cd6583504a730224438a5aaa31a92829,False,False,False,False,False,10,12,0,1227.5,322872,763.10000000000002,54072,606.5,21872,142.19999999999999,19392,141,19216,0,0,0,0,0.20000000000000001,40,13.1,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,e770f4ff2fa7d379df2eb75938908bc9966cc9c754262bd6a64bd38a0902ac65,False,False,False,False,False,11,12,0,1172.0999999999999,322752,720,53944,609.39999999999998,21872,96.200000000000003,19264,94.900000000000006,19088,0,0,0,0,0.20000000000000001,40,13.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,a43939f20199022af7f04f04aa9b0c05e57f756bb02e056f64b703fd327d44ae,False,False,False,False,False,10,12,0,1216.5,322872,764.5,54072,607.89999999999998,21872,141.90000000000001,19392,140.69999999999999,19216,0,0,0,0,0.20000000000000001,40,13.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,71997380af809be3dbd178758d3ae573ed54bbb146e65fe8f2d4b6899478ae52,False,False,False,False,False,10,12,0,1213.7,322880,754.60000000000002,54072,599.79999999999995,21872,139.90000000000001,19392,138.69999999999999,19216,0,0,0,0,0.29999999999999999,40,13.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,6a46c834dcac1a048422b4da0f621216c2d3d3af2a4790ebb81ecb5bf7ac4593,False,False,False,False,False,10,12,0,1220.9000000000001,322872,769.10000000000002,54072,607,21872,146.90000000000001,19392,145.80000000000001,19216,0,0,0,0,0.29999999999999999,40,13.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,f89835bd5b3fe5fc43131253a7573f498e51e5d6a85c2e2e7c09d1193010638e,False,False,False,False,False,11,12,0,1168.8,322752,718.10000000000002,53944,610.79999999999995,21872,92.200000000000003,19264,90.900000000000006,19088,0,0,0,0,0.29999999999999999,40,13.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,4b347ba1a78527c51ad3214c012e62bb1e24d84defbc79f7aa137dc5fd3f671d,False,False,False,False,False,11,12,0,1172.4000000000001,322744,721,53944,614,21872,91.900000000000006,19264,90.700000000000003,19088,0,0,0,0,0.20000000000000001,40,13.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,80776c6ab0fd7377e42fe0119ac260ff26f76da0abc332dbc819f98d732dd265,False,False,False,False,False,11,12,0,1179,322752,718.29999999999995,53944,610.10000000000002,21872,93.799999999999997,19264,92.5,19088,0,0,0,0,0.20000000000000001,40,13.1,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,d87e673468c7222f5d2b29f2cb594f04a509aa10b4373cbd3026ba5d1526972d,False,False,False,False,False,11,12,0,1170.5,322744,718.60000000000002,53944,611.89999999999998,21872,92.400000000000006,19264,91.299999999999997,19088,0,0,0,0,0.29999999999999999,40,13,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,318369d0709a803eb2d35c5e7646f9cc42e4dcc4d31be6f81f02dfa48539f2b0,False,False,False,False,False,11,12,0,1166.5999999999999,322752,709.70000000000005,53944,601.5,21872,94,19264,92.799999999999997,19088,0,0,0,0,0.20000000000000001,40,13.1,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,d5cbafb3943ecefc446747b2f68db0a8bd424fbb75922548c23708fb1192918f,False,False,False,False,False,10,12,0,1216.0999999999999,322872,766,54072,609.39999999999998,21872,141.59999999999999,19392,140.5,19216,0,0,0,0,0.20000000000000001,40,13.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,0303e8bc5887d69a32d8354ef3fe24d1027a10a08bcd854d374452696152da90,False,False,False,False,False,11,12,0,1160.3,322752,713.70000000000005,53944,607.79999999999995,21872,90.799999999999997,19264,89.599999999999994,19088,0,0,0,0,0.29999999999999999,40,13.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,4e7e5b4b89823a0ebba5a1eeee8ad851bd55cc9801a99d543cc7981841830386,False,False,False,False,False,10,12,0,1222,322872,770.5,54072,614.10000000000002,21872,141.40000000000001,19392,140.30000000000001,19216,0,0,0,0,0.29999999999999999,40,13.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,5ea6d3454eb64bd00e4883bb5d522cc3f223399b917dfb9e701fa9f7ae99c6d1,False,False,False,False,False,10,12,0,1238.7,322880,779.10000000000002,54072,615.5,21872,148.19999999999999,19392,147.09999999999999,19216,0,0,0,0,0.20000000000000001,40,14,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,5a34d5efb1869900e4ea97cc509044172ad0b28c708d44ca21659a76a8c616be,False,False,False,False,False,10,12,0,1219.4000000000001,322872,767.20000000000005,54072,609.29999999999995,21872,143.30000000000001,19392,142,19216,0,0,0,0,0.29999999999999999,40,13.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,c4cb44f1444a357bf12911c4c4d1783279ab624cf6d8122a9053404c6b8e505f,False,False,False,False,False,11,12,0,1822.5999999999999,324896,724.20000000000005,54192,614.5,22120,94.799999999999997,19264,93.599999999999994,19088,0,0,0,0,0.29999999999999999,40,13.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,3afda58cc9fd5d60787b242a3688013d374d19d8d682ea82e49677c76ce4996c,False,False,False,False,False,10,12,0,1235.5,323368,770.60000000000002,54072,613.20000000000005,21872,141.90000000000001,19392,140.69999999999999,19216,0,0,0,0,0.20000000000000001,40,14.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,bfec6d9ac371759af42fb6c1f2f6293da08496f8309281e087f09e79f2040ffd,False,False,False,False,False,10,12,0,1223.8,322880,758.70000000000005,54072,603.60000000000002,21872,139.90000000000001,19392,138.69999999999999,19216,0,0,0,0,0.29999999999999999,40,13.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,571d7702dfbe15b9040887a438f516a6bfc7a726a0131d114f3e27f539f09f68,False,False,False,False,False,10,12,0,1212.3,322872,762.39999999999998,54072,607.29999999999995,21872,141.19999999999999,19392,139.90000000000001,19216,0,0,0,0,0.29999999999999999,40,12.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,09c90cb62e9e959bfbf57eacc574f251068b6e1b3f3081806b1a9c78ab07d935,False,False,False,False,False,10,12,0,1209.3,322880,759,54072,602.20000000000005,21872,142.30000000000001,19392,141.09999999999999,19216,0,0,0,0,0.29999999999999999,40,13.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,d870013b7376dbcd2c90ef441a1209c086297a4f9e1bc82d7df427468f369d3a,False,False,False,False,False,11,12,0,1181.2,322744,716.39999999999998,53944,608.70000000000005,21872,93.200000000000003,19264,91.900000000000006,19088,0,0,0,0,0.29999999999999999,40,13.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,5ce6791776b2855996964559878369d03c03700f49834c54662fc87ab970d307,False,False,False,False,False,11,12,0,1168.7,322752,718.5,53944,605.89999999999998,21872,97.700000000000003,19264,96.5,19088,0,0,0,0,0.29999999999999999,40,13.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,69da6f8ed6bfa6aeb2b1c5081cadbc4f3fc2ff1017fe97e5a93e45aca5b871bf,False,False,False,False,False,10,12,0,1220.9000000000001,322872,767.10000000000002,54072,611.70000000000005,21872,140.80000000000001,19392,139.5,19216,0,0,0,0,0.29999999999999999,40,13.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,fb6715759c8718b5a621d4059bab268672f020f135c91491ad24db6a79bfb157,False,False,False,False,False,10,12,0,1221.3,322880,772,54072,615.5,21872,141.69999999999999,19392,140.40000000000001,19216,0,0,0,0,0.29999999999999999,40,13.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,c6a7978c60375a2605a07a57a54dfa7e3dc3a5db5df05d5dc30f0962f0435e3b,False,False,False,False,False,11,12,0,1171.0999999999999,322744,713.89999999999998,53944,606.89999999999998,21872,92,19264,90.900000000000006,19088,0,0,0,0,0.29999999999999999,40,13.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,b4f6c66173cfdafe326fbae110a51999db11eaf0e054d8ed0af92aaa0a99e13c,False,False,False,False,False,10,12,0,1226.9000000000001,324264,774.10000000000002,54072,616.89999999999998,21872,142.80000000000001,19392,141.59999999999999,19216,0,0,0,0,0.29999999999999999,40,13.1,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,9b6fce8a963da2e5fdb93cad4c769d99a539adfc6cea9b5e6e81885e29c8d7ea,False,False,False,False,False,10,12,0,1220.7,322872,769,54072,613.10000000000002,21872,141.40000000000001,19392,140.19999999999999,19216,0,0,0,0,0.29999999999999999,40,13.1,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,40edf460e6f99907ef03683ff3b9f41af18e1ff002d920f8222160afe2e3ed38,False,False,False,False,False,11,12,0,1170,322752,715.5,53944,607.70000000000005,21872,93.099999999999994,19264,91.900000000000006,19088,0,0,0,0,0.29999999999999999,40,13.4,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,dc729102d94f96a4938c33832dc3faa92f784cc6d446bc340108cc597e1090b7,False,False,False,False,False,11,12,0,1167.3,322744,718.39999999999998,53944,605.10000000000002,21872,98.400000000000006,19264,96.799999999999997,19088,0,0,0,0,0.29999999999999999,40,13.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,c2fcced2a8367b121d0413a2c210903d2a1a5a3c883ba6e8ab329093f7d7b770,False,False,False,False,False,10,12,0,1218.9000000000001,322880,764.39999999999998,54072,607.70000000000005,21872,142.30000000000001,19392,141.19999999999999,19216,0,0,0,0,0.29999999999999999,40,13,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,8945709bc74745525f4d3c912c02b0d2ac54de442ad3e1a9a46dedc9fe8a5142,False,False,False,False,False,11,12,0,1171.0999999999999,324128,715.20000000000005,55328,606.79999999999995,21872,92.5,19264,91.400000000000006,19088,0,0,0,0,0.29999999999999999,40,13.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0aa276fab209175f7c15091faa2bc91a998bcd5fe19a664d182abbc00435f803,False,False,False,False,False,11,12,0,1176.5,322752,711.89999999999998,53944,606,21872,91.299999999999997,19264,90.099999999999994,19088,0,0,0,0,0.29999999999999999,40,13.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,444c9cc2410a75f476d8267d77c0bd423ddbcdec38febd9e970e05f8753f4c74,False,False,False,False,False,11,12,0,1177.2,322744,725.20000000000005,53944,610.79999999999995,21872,98.400000000000006,19264,97.200000000000003,19088,0,0,0,0,0.29999999999999999,40,14.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,0702fd40104c4157ade90507be733d64901725c35b73e076cc5bbeb619137862,False,False,False,False,False,10,12,0,1216,322880,770.10000000000002,54072,612.79999999999995,21872,142,19392,140.80000000000001,19216,0,0,0,0,0.20000000000000001,40,14,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,ccf50e171b4a8aa46ea0a1536bfbdcc09017fccdd435967250d8cdb1c89b742a,False,False,False,False,False,11,12,0,1175.2,322744,720,53944,609.89999999999998,21872,96,19264,94.700000000000003,19088,0,0,0,0,0.20000000000000001,40,12.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,c755dad0dceb1c480b49609087db6cfa8045c1adef78dee8616e53c021c15172,False,False,False,False,False,11,12,0,1170.5999999999999,322752,714.39999999999998,53944,608.39999999999998,21872,91.900000000000006,19264,90.700000000000003,19088,0,0,0,0,0.20000000000000001,40,12.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,b1489d6c7edd8cb02f126633cea08e53c705273a07256cfd314e41a12a8599fa,False,False,False,False,False,11,12,0,1168,322744,719.39999999999998,53944,611.79999999999995,21872,93.299999999999997,19264,92.099999999999994,19088,0,0,0,0,0.29999999999999999,40,12.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,6c20127fda16aa04e8272eea7ce9e505eb89b2b9612b8fc738dea95253055751,False,False,False,False,False,11,12,0,1165.5,322760,719,53944,612.10000000000002,21872,92.700000000000003,19264,91.400000000000006,19088,0,0,0,0,0.29999999999999999,40,13,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,900a3c250c6e82a107bd093d6b3200a95791591129b225d07f8b441d70691114,False,False,False,False,False,10,12,0,1215.9000000000001,322880,769.39999999999998,54072,613.70000000000005,21872,141,19392,139.80000000000001,19216,0,0,0,0,0.29999999999999999,40,13.4,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,7862acfd90765fb93a4114cdeab397cc00b3ac7c418a6d388941a95f10ec09f0,False,False,False,False,False,10,12,0,1231.4000000000001,322888,772.10000000000002,54072,610.60000000000002,21872,146.30000000000001,19392,145.09999999999999,19216,0,0,0,0,0.20000000000000001,40,14,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,85e05f62b26dda480295a9f23886249a464a2c6037b95bbd20f9adf4e969bb74,False,False,False,False,False,10,12,0,1219.0999999999999,322880,762.39999999999998,54072,607.29999999999995,21872,140.30000000000001,19392,139.19999999999999,19216,0,0,0,0,0.20000000000000001,40,13.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,3dcf1380ee4523d94c5832b6cec8d7fadd91ca5f5e875a3a5c3042888eae4750,False,False,False,False,False,10,12,0,1215.5,322888,767.70000000000005,54072,610.79999999999995,21872,142.09999999999999,19392,140.90000000000001,19216,0,0,0,0,0.29999999999999999,40,13.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,b2b42ba1878c76a17655aad3258ab82e8309a12b9432a4b0bbda60e53c540eee,False,False,False,False,False,11,12,0,1187.0999999999999,322752,715.60000000000002,53944,607.79999999999995,21872,92.900000000000006,19264,91.700000000000003,19088,0,0,0,0,0.29999999999999999,40,13.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,9cedca445ca3f8df0a9261331875be113642618b432f2a9a583406dc52d25fd9,False,False,False,False,False,10,12,0,1220.3,322888,767.39999999999998,54072,611.70000000000005,21872,141.19999999999999,19392,140,19216,0,0,0,0,0.20000000000000001,40,13.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,2bf091f3d8ed1dd1ea226fce2a7a49acf9b38498b63b1ac7d6e5cdb64c5c23be,False,False,False,False,False,11,12,0,1168.5999999999999,322752,721.29999999999995,53944,614.5,21872,92.299999999999997,19264,91.200000000000003,19088,0,0,0,0,0.29999999999999999,40,13.1,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,60fc11cb7719a134b3f2cca84aef043d8efde3f6e83f9ccc9a48838db1524f9a,False,False,False,False,False,11,12,0,1178.5999999999999,322760,716.39999999999998,53944,606.60000000000002,21872,93.099999999999994,19264,91.900000000000006,19088,0,0,0,0,0.20000000000000001,40,15.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,040e506c3fd50ab3aec50ace607afac25e001087dffc3f7cdcc078d86bf5f93f,False,False,False,False,False,11,12,0,1180.5,322752,715.10000000000002,53944,608,21872,92.200000000000003,19264,91,19088,0,0,0,0,0.29999999999999999,40,13.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
