interval,presentation_fingerprint,trigger_observed,predictor_pressure_change,predictor_flow_change_kg_s,shadow_correction_evaluated,h20_proposed_authority,h20_reason,h20_rollback_required,h20_candidate_eligible,h22_commit_arm_enabled,h22_commit_authorized,h22_commit_reason,corrected_candidate_committed,untargeted_branch_disagreement,branch_overrides,previous_phase_holds,hysteresis_releases,shadow_iterations,shadow_converged,shadow_line_search_exhausted,shadow_pressure_residual,shadow_flow_residual_kg_s,shadow_mass_closure_kg_s,shadow_energy_ownership_w,network_mass_closure_kg,network_energy_closure_j,network_balance_mass_rate_kg_s,network_balance_power_w
1171,d07f7992df9d8551ba8d83190c4c598b86f6208393fd4478f546b9a45c82aff4,False,0.00030598315352045759,0.084228362180283511,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,1.3668115570908412E-05,5.3290705182007514E-15,8.149072527885437E-09
1172,0b456027bea118672da7fefaedb7120c3cebc01a436c1da79b25289ff6589ab3,False,0.00030684554560161546,0.084453120473426679,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,4.2852389015024528E-06,1.4210854715202004E-14,1.862645149230957E-08
1173,3a13692760f9ee95feccaa359703ec9d254ee04f5237cc6ac6ca6f060210d33c,False,0.0003077067021588682,0.084676982302880788,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,5.1051802074653096E-06,1.5987211554602254E-14,3.119930624961853E-08
1174,272a37db0892f900e4c2a92baef5e87e5bfcc1a8580ad0e945cf89f597655f9c,False,0.00030856636261768948,0.084900008383215209,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,1.4059891327633522E-05,7.1054273576010019E-15,2.4447217583656311E-09
1175,6129d639fb23456cb1b933bd510260a1907e5d5426703b5b88721fd4c6646c1e,False,0.00030942411112284089,0.085123029555575158,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,1.4551915228366852E-11,2.5467930754530244E-05,1.5987211554602254E-14,1.885928213596344E-08
1176,37c91bf2d7207cea5bb61001aa825112c4ade385dcb71b8006e1d6a0c37fb3cc,False,0.00031028113687277367,0.085344991192471298,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,2.1180321709834971E-05,5.3290705182007514E-15,1.6530975699424744E-08
1177,c54a1388b8b6821d249aa57f7af27db88f16d060ce4d0302d377319390117509,False,0.00031113657117475864,0.085566566437421443,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,1.3691083040612284E-05,0,3.8417056202888489E-09
1178,172695b7c055e179cffe8586c31321763be2aa746c1b1f9918d4995a111747d3,False,0.00031199080075818974,0.085787545983748714,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,1.6922680515563115E-05,3.0198066269804258E-14,2.7008354663848877E-08
1179,082a39b2a14875561f106d090cfe8b5e7413d0d9cbf34a5cba056313fe04480e,False,0.0003128436054839749,0.086007948499172926,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,4.4562402763403952E-06,1.5987211554602254E-14,4.5401975512504578E-09
1180,7547eb6d044346c0374fdb0bb3485796921f4e09782ad1e992368b7265019a49,False,0.00031369534044197708,0.086227792262263847,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,7.0721807787776925E-06,2.8421709430404007E-14,5.8207660913467407E-10
1181,3b1895ef44ee03c7037eb30ef124262eb1039ae03538d137de72e65f32322118,False,0.00031454559827721483,0.086447090834440132,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,8.7029984570108354E-06,5.3290705182007514E-15,1.3387762010097504E-08
1182,e300873ff2b8e9d98ef52bde2c0a87f268f4290b8a94d6260f647630b8f9250d,False,0.00031539474469116765,0.086665859365268716,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,6.5179910961887799E-06,1.7763568394002505E-15,1.7695128917694092E-08
1183,5fca52b6b4cd1aea34f9bf093ade2a56ed0a740f7ec1e6474334987524caeaa0,False,0.00031624238228495993,0.086884108670403748,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,4.925740540784318E-06,2.1316282072803006E-14,5.2736140787601471E-08
1184,d75b81b9aaa5a70616f7728724b0734538415e7fbdf2eafb708689d5ed1a5e0c,False,0.00031708888351975696,0.087102242496769122,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,2.4857823518686928E-05,3.3750779948604759E-14,1.0710209608078003E-08
1185,ec4d870c305fb63d82a4262b376513348bfebf5ba2622a1603dc5446b8c219bb,False,0.00031793463628129195,0.087319231462629432,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,9.2257687356323004E-07,1.4210854715202004E-14,1.5832483768463135E-08
1186,e459ee805afd5890ed89411b066bb67673d0a7667dd60446759f96e25ecc1533,False,0.00031877860086648334,0.087535971104387045,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,1.2293811778363306E-05,2.1316282072803006E-14,1.0244548320770264E-08
1187,ca9868ba6ad83041b7d0e1c40cb0d4fa94616b727761f766faf557a9b909a26b,False,0.00031962138950022599,0.087752628751616157,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,7.3456194513710216E-06,2.1316282072803006E-14,2.9918737709522247E-08
1188,696a62a9d76d63f30bf00dc42d629ecd597be4416e73f8b4888c2397b01ae2e4,False,0.0003204633984831248,0.087968366293296185,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,2.2871602595841978E-05,1.9539925233402755E-14,1.5250407159328461E-08
1189,0bbfe3e5f0c4636ea4a43240941e4aa2f634088e087b307dd7d51fd37ff67d14,False,0.00032130398684037217,0.08818365540372497,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,1.1703406926244497E-05,2.6645352591003757E-14,1.3271346688270569E-08
1190,d4be7eea0ab60c945eaca75f75188c6485d1998300bd1fad7bda69cec861d55f,False,0.00032214316744421609,0.088398696515298525,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,1.9474864529911429E-06,8.8817841970012523E-15,1.6996636986732483E-08
1191,2dd73c3214cd62c22590409bfca2f7f50f88addabaee714e14dada34062a88b0,False,0.00032298133992804775,0.088613267011965036,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,6.9228062784532085E-06,1.2434497875801753E-14,6.1700120568275452E-09
1192,b26d62c9a9394ea01cb846a147f05310e28c63279ce1f99d321e44e4e381cc9d,False,0.0003238184821492575,0.08882737584269762,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,8.5546998889185488E-06,8.8817841970012523E-15,3.8999132812023163E-08
1193,4d24bfaf412ae08b94c9ff079dd350cebac613c19e1e1fadc8f26137ba1f5e33,False,0.00032465457596499197,0.089041032749378246,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,2.5633198674768209E-06,1.4210854715202004E-14,2.2700987756252289E-08
1194,e58fae0f6b73c60f02231e8aea1d75d333dbf2a76025bc47f0a08d85359b7d8b,False,0.00032548960759567417,0.089254050981594446,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,1.2876512300863396E-05,2.1316282072803006E-14,1.6763806343078613E-08
1195,277e30268d51b192054e2090bcf1dd037679bb7d669d56ca7cf1cfe3ef473916,False,0.00032632299727089069,0.08946686090826006,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,1.1865678061440121E-05,0,1.257285475730896E-08
1196,0f169d78e99c14a8f7fd1e2b5e3d5504ca87cb84bcde1551e8bab533280fef4c,False,0.00032715553524516886,0.089679433139963294,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,9.6588064479874447E-06,2.4868995751603507E-14,8.8475644588470459E-09
1197,7306d154bd8db70f9a6448033a18749a0d4402e494f125ea2a330158eb7b20a2,False,0.00032798721560078084,0.089891153152677816,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,4.8012325351010077E-06,1.7763568394002505E-14,1.4551915228366852E-08
1198,d487bc5c6bbea4e064c56c52a56cd4a1224693365c4a6aa76b0db536f31f026d,False,0.00032881760353788587,0.0901028802841779,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,9.0174607976223342E-06,1.7763568394002505E-15,1.257285475730896E-08
1199,cb6c51f207d50e455fcf932f75770e0aa45bd9879dc8ce20c961553dbc693a7d,False,0.00032964712237831134,0.090313768134933525,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,6.8177596403984353E-06,2.1316282072803006E-14,1.3387762010097504E-08
1200,e5103d182907f29a86c63ba96c8294d3fde04b9af4bce92059a5eaaad729c49d,False,0.00033047515957632855,0.090524674708547082,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,6.0701167967636138E-06,1.0658141036401503E-14,1.7462298274040222E-09
1201,2aece3a1fe904136d4cb8334d71fa3931240a179af5f19e9d4bdf9d98d8382a7,False,0.00033130233650156024,0.09073475232094097,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,7.2345355874858797E-06,1.0658141036401503E-14,2.200249582529068E-08
1202,2e68fff1dc192211320dc2d0cd9a7074b8d840cc9944eb1d773e3f5aeb0a5674,False,0.00033212822316363682,0.090944855624570664,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,1.5336415344791021E-05,1.0658141036401503E-14,1.3038516044616699E-08
1203,08bb2b35ebdc9cfa311b73e557d35d5564346ed08d8ed79fb5bdaccff8688fac,False,0.0003329532453507931,0.091154331100597119,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,2.4927255253714975E-05,2.8421709430404007E-14,2.7357600629329681E-08
1204,db0d68c9931f83206614f44e7fb6ca8787176c6860d4565959a38b353a09e8a7,False,0.00033377717824448054,0.091363415982470997,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,7.4678255259641446E-06,1.5987211554602254E-14,1.4551915228366852E-08
1205,8b5917c0040826ed1a92bf356c3a459d4f6877e7937a76b376595c3bf2667be3,False,0.00033460002389283227,0.091572309575497002,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,4.5367887651082128E-06,2.3092638912203256E-14,7.4505805969238281E-09
1206,ddf4c683a42b5dce7966486c1b98ca59f6091d656bda111bf6a0f96f5637a992,False,0.00033542198732896937,0.091780395222485822,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,1.4551915228366852E-11,6.7585442593554035E-06,2.6645352591003757E-14,3.8067810237407684E-08
1207,29fba7461410864d17428881ee1a37c512004e5ed38170db8718d143efc4672b,False,0.0003362424660072289,0.09198852835748994,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,1.0304293937224429E-05,1.7763568394002505E-14,5.4133124649524689E-08
1208,1ea6079215e078b3bf7a63fcae9a908d4b7c0020cb97949b808a81210071b857,False,0.00033706226610137841,0.092196053274676615,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,1.4481811376754194E-06,1.4210854715202004E-14,4.1676685214042664E-08
1209,a8c3f0ccd2fb1410d9bee63069f9933b8e99c582ef0a363f9cfa756e1bf1f262,False,0.00033788097172625863,0.092403401035710431,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,9.3146154540590942E-06,1.4210854715202004E-14,1.1874362826347351E-08
1210,71b65836c3386a10815f96deafbc47e3610c4d1d2ed3253224842b5d201d31db,False,0.00033869879177477309,0.092609953311409754,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,1.5431039173563477E-05,8.8817841970012523E-15,9.5460563898086548E-09
1211,dad294c1d859202ad43611d8fb71aee7932afc52333249a1529919e1a2effccb,False,0.00033951494764093601,0.092816763560279014,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,4.5564675019704737E-06,1.0658141036401503E-14,9.3132257461547852E-10
1212,6498b1057335a73f8d3c90a1c36ae0fe907636a237df2b4cb9df2307439dc139,False,0.00034033082304613658,0.093022553458865787,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,9.8457430794951506E-06,1.9539925233402755E-14,2.3632310330867767E-08
1213,71c2e93367ef9eb3cfccf325bcdfbb8d5357dbd3a29f23b1b99db0da775747d2,False,0.00034114520622888288,0.093228409561561421,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,5.8403202274348587E-08,0,7.4505805969238281E-09
1214,78025c6b8df6b4a57c7bda7ab28205ce14c6e5b7a8c1fc6e3e19fc9a78a0fb82,False,0.0003419589060156398,0.093433674900950336,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,1.563350269861985E-05,1.0658141036401503E-14,3.4924596548080444E-10
1215,76239705e0e2168361d3d18362bb84b1eb761531c8a8f2e449c76bf82208dd4d,False,0.00034277115267933051,0.093638780571495772,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,1.4551915228366852E-11,9.9554936241474934E-06,1.4210854715202004E-14,3.8184225559234619E-08
1216,909fa556abd4dab6d252495ba8471e046e99534326a23e9318da4d72802b2fab,False,0.00034358290562881737,0.09384330405947594,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,4.3890377128263935E-06,5.3290705182007514E-15,8.7311491370201111E-09
1217,a167dce1766d4bea9e54f8a58d5819c7631a8b230c7890dbbfd7b8045abfeeb7,False,0.00034439320221399454,0.094047475724551077,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,9.482427230977919E-06,2.4868995751603507E-14,3.9231963455677032E-08
1218,db607a4eb15850043a83399547a16ed70bac2a4a42a525b32f1342e1a6110819,False,0.00034520262178501087,0.094251494431034644,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,1.4023839867149945E-05,1.6875389974302379E-14,3.4924596548080444E-10
1219,43a6413636c141c5c57042f41c369c6dce31de8cd0bcf26c316692cdc7c5f699,False,0.00034601099898329908,0.094454932292421745,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,6.9495299612754025E-06,9.7699626167013776E-15,2.6193447411060333E-08
1220,62e69f5e6cd6c67df0b6fa616f6292562b6e2b45baddee79337cc78bbd70a1e7,False,0.00034681831517178384,0.094658221261511244,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,2.1162304619792849E-05,1.0658141036401503E-14,2.6775524020195007E-09
1221,c4ff39c9c40b74ac69c225a4017aa2113ca06694318682f2dc97a898a44fbaeb,False,0.00034762477986655582,0.09486113170447652,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,1.1023392289644107E-05,7.9936057773011271E-15,1.6530975699424744E-08
1222,ed8668863353cba662fb8fa6e43fd458b2dc5efc2523e06b94e8cd9d82f0940a,False,0.00034843056101978699,0.095063472492768142,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,1.8197387362306472E-05,1.6875389974302379E-14,1.8277205526828766E-08
1223,d86b9d69648bb46863afbab94f2ac321b88740ad03dba8d91d9662d71141572b,False,0.00034923507661413587,0.095265476702536489,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,1.4551915228366852E-11,2.1453590306919068E-05,2.5757174171303632E-14,2.3981556296348572E-08
1224,cf5961e9d36f154563658cfbb53c2c09824ea4feb696c6b8f77a626d200f1993,False,0.00035003835492195099,0.095467341548669538,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,2.1827872842550278E-11,5.2349296311149374E-06,9.7699626167013776E-15,1.1408701539039612E-08
1225,77450532427d226958cd98e72990a105faf1e0c4cf318f418f3275074681fc67,False,0.0003508409789461076,0.09566863902773548,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,1.4551915228366852E-11,7.6779642768087797E-06,6.2172489379008766E-15,1.4086253941059113E-08
1226,333175fbc72e3671042951b0f1dcac416fec62765f8c050fd656ca152ecc79ca,False,0.00035164236497421908,0.095869797518901123,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,1.2539412637124769E-06,3.5527136788005009E-15,3.457535058259964E-08
1227,0bb65bd88b4dbcdf58d0992875ae3da6652f73e9ca522eaf3ff45f59430d9e14,False,0.00035244291782379452,0.096070588839893389,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,5.8634450397221372E-06,2.9309887850104133E-14,2.4447217583656311E-09
1228,d018d90a768a61edc70b47f51c36f92d1f2cdf78b342d20994f1577eea89c8ef,False,0.00035324262652849041,0.096270819808125907,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,2.4913142624427564E-06,1.6875389974302379E-14,7.5669959187507629E-09
1229,09adebc2a5e9cf925848c7700157091a513590a69c6f2678c3807d549def71b9,False,0.00035404110416840853,0.096470920901253976,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,1.5191768397926353E-05,1.0658141036401503E-14,3.3294782042503357E-08
1230,f02c9b9ed505fffb54a5e8e3f7339968db01178da359434ff8bab1a4a29e943d,False,0.00035483875558615382,0.096670463650752936,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,1.6362097085220739E-05,8.8817841970012523E-15,4.1676685214042664E-08
1231,645c2fe34e4464982b4fe1a248fc1ffaef7b4ceeb9f7174027bfedef75c951f0,False,0.00035563519246310587,0.096869877014114536,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,1.8109852135239635E-05,2.7533531010703882E-14,2.4447217583656311E-09
1232,8b76a462437f3da0bf243c4afc66eb6013053b2e90034adcba774de87c49c6f5,False,0.00035643099635949884,0.097068731732065316,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,1.3847862646798603E-05,9.7699626167013776E-15,4.6682544052600861E-08
1233,5f467c3e3d521671bad55b7257ecbca948ab841689874717ebd6345c1e7f8856,False,0.00035722540771348301,0.09726765480411359,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,1.3653951100423001E-05,2.5757174171303632E-14,2.6891939342021942E-08
1234,53c65313e1581256917d0ed4f6d7e9b38f154c3fd5552ad5b55e4a5c0971d1f6,False,0.00035801957822804666,0.097465793570108872,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,1.1884444575116504E-05,1.2434497875801753E-14,1.909211277961731E-08
1235,aee14a7bba22a03bfe29e34371e41d0caeb9c5ae7f27737504e1c5d4c10a0415,False,0.00035881233723635686,0.097663613758300016,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,5.3821040637558326E-06,9.7699626167013776E-15,2.514570951461792E-08
1236,6deb7db1145791542498ddf5f1d6fce405756ca1931f85571051daccf582267d,False,0.00035960390668212267,0.097861312811403423,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,1.4751525668543763E-05,1.0658141036401503E-14,1.9557774066925049E-08
1237,099dcb0cd57c120f2bccefd891f61e9ee4cfbf535942ff9b40c32b54a62823d9,False,0.00036039468778994977,0.098058656989394422,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,2.728555045905523E-05,9.7699626167013776E-15,3.5739503800868988E-08
1238,1b8b3259a634095b7b11b779820f228f03efb741e262be91049c7a6c1e87ba33,False,0.0003611846684865334,0.098255648390590977,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,3.1567351470584981E-06,7.1054273576010019E-15,2.3399479687213898E-08
1239,f38a5cc3dc34e8456cb6ca7b02df1a0b4498df2f255e684f92f2b36767b587bd,False,0.00036197383891983369,0.098452093234641325,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,1.4551915228366852E-11,6.5623562477412634E-06,4.4408920985006262E-15,1.5250407159328461E-08
1240,891c0653b0de29258e0f8fd11c071138908df89436df440905f7234aec50cfd5,False,0.00036276163708926521,0.098648422202359143,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,3.3005453587975353E-06,1.3322676295501878E-14,1.3387762010097504E-08
1241,e09972377ae8a64928187598ebfb505dcd770b59b3e1931d93dd83dd7bb1b480,False,0.00036354865740760708,0.098844403818304727,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,2.0002580640721135E-06,8.8817841970012523E-16,4.7730281949043274E-09
1242,fa7b680504bf8aa331c7653c17c562b96c3eacf24782eb5d439dde46a1d8dd51,False,0.00036433488846885964,0.099039840749867381,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,2.334375494683627E-05,2.6645352591003757E-14,1.3620592653751373E-08
1243,374b03bdf991b153af565fd29b1c3304452a16d95538599b90c02afbbc48512a,False,0.0003651199444339056,0.09923516298016466,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,2.8944870791747235E-05,4.4408920985006262E-15,5.4715201258659363E-09
1244,2c600133f28e6f66806f47603db6af435c3b025c44a6fcf64a4f3e1f74c3de39,False,0.00036590404999739247,0.099430138045249805,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,1.7505687537777703E-05,2.5757174171303632E-14,5.4715201258659363E-09
1245,bf4d01b243d766cbf2f140fbda11c65a5ce4efbd31c738c07547b08bbb5a3391,False,0.00036668738438027509,0.099624769634999666,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,2.1827872842550278E-11,2.2090816855779849E-05,2.2204460492503131E-14,1.2456439435482025E-08
1246,17be0ae792741d5965afedf2a231655a8e7a5ce9f053e8f13a715f8507342a10,False,0.00036746976019048845,0.099818860956588651,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,1.5740252820251044E-05,1.6875389974302379E-14,1.234002411365509E-08
1247,e3e444cd48c13b8b96b876b0854c0d21c35a17bfafd397d1d28046ab1e2683cc,False,0.00036825098360268832,0.10001304181361093,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,9.6220337582053617E-06,1.7763568394002505E-15,2.8870999813079834E-08
1248,8bff40c7e7bc74f0e115a9f3aacf1b4b60cd7a3b68a75cea70ae11adc661e01e,False,0.00036903165285289146,0.10020645202718015,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,0,8.4081289060122799E-06,2.6645352591003757E-15,5.1222741603851318E-08
1249,ffe562f2a9c91e1f8289caf6cd2bc9062d91de692883d2d028269b066cf0b7dc,False,0.00036981098605287974,0.10039975776021492,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,4.6984996515675448E-07,1.6875389974302379E-14,1.8393620848655701E-08
1250,b95506b2b4b562cacafae3439d91226bbf7995cd9d21c1a3f43f6489aed8685c,False,0.00037058957469390065,0.10059252644344951,False,ExplicitCommittedState,NotTriggered,False,False,True,False,NotTriggered,False,False,0,0,0,0,True,False,0,0,0,0,7.2759576141834259E-12,1.61654479597928E-05,1.2434497875801753E-14,1.4202669262886047E-08
