valid,validation_message,tail_rows,reference_output_noise_slope_mw_s,reference_shaft_noise_slope_mw_s,reference_flow_noise_slope_kg_s2,reference_pressure_noise_slope_mpa_s,derived_output_limit_mw_s,derived_shaft_limit_mw_s,derived_flow_limit_kg_s2,derived_pressure_limit_mpa_s,reference_mean_output_mwe,reference_mean_shaft_mw,reference_mean_flow_kg_s,reference_mean_frequency_hz,all_finite,exception_type,exception_message
True,"reference-derived stationarity calibration valid",6000,2.4893267491499288E-10,2.4643388247696883E-10,5.7285976838091517E-10,2.1349611727595348E-11,2.0000000000000002E-05,2.0000000000000002E-05,5.0000000000000002E-05,2.0000000000000002E-05,4.9999999911968542,5.6020408073446291,13.028001877554868,49.999999999993683,True,"",""
