step,presentation_fingerprint,trigger_observed,corrected_committed,rollback_required,unsafe_commit,fallback_commit_violation,shadow_iterations,engine_us,engine_alloc_bytes,predictor_us,predictor_alloc_bytes,corrector_us,corrector_alloc_bytes,h9_total_us,h9_total_alloc_bytes,h9_jacobian_us,h9_jacobian_alloc_bytes,h9_line_search_us,h9_line_search_alloc_bytes,probe_applied_reused,probe_applied_total,probe_mapped_reused,probe_mapped_total,probe_hydraulic_components_reused,probe_hydraulic_components_total,hydraulic_evaluations,probe_evaluations,max_jacobian_dimension
118,c1b57bcb88c60b93ae08faa99a6272154af810c3a2fd97bbc62045ee94c55c6e,False,False,False,False,False,0,4569.6000000000004,322992,103.8,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,f7397759f51a86adf269aa9710d94182f248b2f6995c6515b95f6a50bbe2a5dd,False,False,False,False,False,0,4403,323128,135.5,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,dd047c9fb313068f881c5e7b3027c6e89d359995684f09985492d6c6594b8ca9,False,False,False,False,False,0,4323.1999999999998,322992,89.099999999999994,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,02e32b6d2c8fcf12c7749d40fb8d2a60181bd14a7bc44726f5aaecff3dcb0fb9,False,False,False,False,False,0,4289.8000000000002,323000,92.099999999999994,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,30541d3bd8ca9791c8f4d2c107ee843f14870fc098802a6d13327e70af5611fd,False,False,False,False,False,0,5054.3999999999996,324728,92.799999999999997,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,63d9adc6413b4d85845e2c56078afe3cdb9e270aafa454e6422ad9b08617d527,False,False,False,False,False,0,4290.6000000000004,323904,89.099999999999994,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,aeb434bcf2c4895ae6fc0d380c86bc181e883861f583514f0930d6c23c68eb9e,False,False,False,False,False,0,1148.8,322992,89.099999999999994,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,63f89092c6c5d334ec6c1671195101f039329b47bd576b93dda19746ed7602b2,False,False,False,False,False,0,1209.4000000000001,323128,135.30000000000001,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,abbc16a59e1b06d8aa1ee188d7adb560a0d912d1c25effe79bf92df149b04add,False,False,False,False,False,0,1169.3,322992,88.099999999999994,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,32064beed37e7b62cd224efd99af502f8479822cd68ef910977c4642814f24dc,False,False,False,False,False,0,1197.5999999999999,323128,135.5,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,6875cca83e7bdbde6deb9e3682bf7c24f55e9826a9fd182146dc216303c19dd7,False,False,False,False,False,0,1205.5999999999999,323128,135.80000000000001,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,38f2da5d6a79e9b71a0c550416767c9b144050e25796137b5fd1a1d8f3f90552,False,False,False,False,False,0,1184.0999999999999,323008,91,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,e8182220a0dd10134f34ec155d867ae4d1df1675cb38b769f05a544595dfc582,False,False,False,False,False,0,1166.2,323000,90.099999999999994,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,e6e1756d77526024428eb10039d5c50baf3834184fbafe7755404107a6b849af,False,False,False,False,False,0,1203.5999999999999,323136,134.30000000000001,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,90209efb17564a7bc8b4fc1f35096ba9ef95891326f00c71a40afb2072598639,True,True,False,False,False,2,95963.899999999994,658720,93.799999999999997,19312,74548.199999999997,310936,74537,309152,58798.300000000003,243984,7800.6999999999998,20752,339,384,0,0,233,288,35,32,32
133,81ca8207f20f7721a4e0aec82aa6d8bdf46b9afeda69a41b46741115884fdc90,True,True,False,False,False,2,95781.699999999997,656960,142,19440,74320.199999999997,310424,74312.100000000006,308640,58593.5,243984,7826.8999999999996,20752,339,384,0,0,233,288,35,32,32
134,a75cef374d56ade513256c8d319fb854dcce2be5f8ecdb66fc27da45a35eb82b,True,True,False,False,False,2,96070.100000000006,656824,93.799999999999997,19312,74655.899999999994,310424,74648.300000000003,308640,58893,243984,7764.5,20752,339,384,0,0,233,288,35,32,32
135,475a7ed373b7a821ed316ab4657d31210aa009d45cfbdb8f1e00ad56554e93d7,True,True,False,False,False,2,96017.5,656960,172.69999999999999,19440,74387.399999999994,310424,74379,308640,58718,243984,7759.6999999999998,20752,339,384,0,0,233,288,35,32,32
136,12c38114f179c05d6ecfa6db6099c08ec0d56365c8ea853f318f997e0fe50e9d,True,True,False,False,False,2,96113,656824,93.5,19312,74569.100000000006,310424,74562.300000000003,308640,58856.800000000003,243984,7841,20752,339,384,0,0,233,288,35,32,32
137,b83010ea9c39147375061c103d3885809a5d6326192dce4c8aa1c7595c0843d1,True,True,False,False,False,2,96199,657072,95.599999999999994,19312,74589.600000000006,310688,74576.100000000006,308640,58849.300000000003,243984,7806.8000000000002,20752,339,384,0,0,233,288,35,32,32
138,3b4b6fdec397882b425f7be6e736219ea88c608dc2aba09e3fb0e490b47cceab,True,True,False,False,False,2,96291,658184,95.799999999999997,19312,74860,310424,74852.5,308640,59098.400000000001,243984,7809.5,20752,339,384,0,0,233,288,35,32,32
139,e53959e77830f7bc13e72a5435039dc6fe6c9f370769b08ee10b6115a57d7577,True,True,False,False,False,2,95785.800000000003,656936,138.80000000000001,19440,74414.100000000006,310424,74406,308640,58782.5,243984,7745.3000000000002,20752,339,384,0,0,233,288,35,32,32
140,92ebc5bbdc7c7be6661bb360878309ab5fda5b5d904ad234a03f67266bb38ab0,True,True,False,False,False,2,95708.5,657352,139.80000000000001,19440,74325.699999999997,310848,74316.5,308640,58582.099999999999,243984,7823.1000000000004,20752,339,384,0,0,233,288,35,32,32
141,ab35bce3063d134779d268578a9b38aa48b32064639d66fa4c01b3cf80560c72,True,True,False,False,False,2,95734.699999999997,656808,92.700000000000003,19312,74343.699999999997,310424,74336,308640,58652.400000000001,243984,7755.3999999999996,20752,339,384,0,0,233,288,35,32,32
142,6ced8f4987af2a8672c564b4069b9d65362e64b12aedec1462cf00ac893d6ecf,True,True,False,False,False,2,95603,656800,96,19312,74288.199999999997,310424,74281.199999999997,308640,58581.699999999997,243984,7822.8999999999996,20752,339,384,0,0,233,288,35,32,32
143,6b8b7895e1c52a41fb57e1c7c2ecf76459f2c15432458407ba54330e6ee78328,True,True,False,False,False,2,95781,656808,92.700000000000003,19312,74414.300000000003,310424,74406,308640,58694.400000000001,243984,7784.6000000000004,20752,339,384,0,0,233,288,35,32,32
144,d070099d17d4c7c4ae45fb2c4e61d1df7abdbc30392d6eac3760826fd6c4a49a,True,True,False,False,False,2,96175.399999999994,656800,104.59999999999999,19312,74592.399999999994,310424,74582.899999999994,308640,58850,243984,7785.3000000000002,20752,339,384,0,0,233,288,35,32,32
145,d5940273503a3bde2bee610a773ffb4cf4057222704a51576653fc77922b7ccd,True,True,False,False,False,2,96288.300000000003,656808,97.400000000000006,19312,74964.699999999997,310424,74956.800000000003,308640,59225.800000000003,243984,7739.5,20752,339,384,0,0,233,288,35,32,32
146,76558cbc157fd4dd2e8294a94d01a05361d98d9523d15c58a68e12c72b4f0b9e,True,True,False,False,False,2,96118.5,656792,95.900000000000006,19312,74533.399999999994,310424,74524.899999999994,308640,58742.199999999997,243984,7789.3999999999996,20752,339,384,0,0,233,288,35,32,32
147,751709ea4d0d597831d6771f3ae01d901fae6374e94fcb9a79af7a97e934c126,True,True,False,False,False,2,96573.5,656800,95.700000000000003,19312,75039.5,310424,75032.199999999997,308640,59212.199999999997,243984,7928.6000000000004,20752,339,384,0,0,233,288,35,32,32
148,cb80f04c95a835ed43bc7824039ba2ec0d33ef0456dccca27445e09f1ba222f0,True,True,False,False,False,2,95915.800000000003,657664,141.09999999999999,19440,74394.699999999997,311168,74383.800000000003,308640,58771.099999999999,243984,7740.8000000000002,20752,339,384,0,0,233,288,35,32,32
149,c4ebe96b4cad2e0394f48243c8267904cc29011f97e2e01afb67efdeba11cd02,True,True,False,False,False,2,95714.699999999997,656928,139.59999999999999,19440,74395.5,310424,74387.300000000003,308640,58738.199999999997,243984,7776.8999999999996,20752,339,384,0,0,233,288,35,32,32
150,fe6aeb3a7424095de976bafbcfc832c9f67d7c116472e854c5e83d398c6355d1,True,True,False,False,False,2,96069.5,656920,138.80000000000001,19440,74740.800000000003,310424,74732.899999999994,308640,58909.800000000003,243984,7759.5,20752,339,384,0,0,233,288,35,32,32
151,869cf3f0a6f26e8e7075d040d73a479f8b4c73e6a60a804b94c02cb76092eb86,True,True,False,False,False,2,96676.899999999994,659048,91.400000000000006,19312,75384.399999999994,311776,75377.300000000003,309992,59541.800000000003,243984,7833.6999999999998,22104,339,384,0,0,233,288,35,32,32
152,6de74530653130a0a411a70212da00f3b0fce3e93a1df251093ee0d9cd8d269b,False,False,False,False,False,0,1284.2,323872,92.099999999999994,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,e4050850e6ec6159b3616cf2ef223afae39f9b11c97749b0620a269ec6ddf9ee,False,False,False,False,False,0,1204.0999999999999,323104,143.19999999999999,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,ce72524bdf57445b9206c58fcc00da200ef7b6cadfe3c8c247d40cbd26f7aa6a,False,False,False,False,False,0,1153.9000000000001,322968,89.099999999999994,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,83d41ed98a5a8a481dc9017a3358435e2b1a6e2420c89adceb81f15caaf41f12,False,False,False,False,False,0,1154.2,322976,90.099999999999994,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,8c11226c4f8889906299b8a6bfb07715a064fc561d877b4cb72e86a433070733,False,False,False,False,False,0,1182.9000000000001,323096,136.40000000000001,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0d527da29336088b6fb836e1ae1f3a65ff3584b0a3c55854bfe41308d8332682,False,False,False,False,False,0,1130,322976,88.900000000000006,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,1c67241fdb6fe00483ad6882bd5190be6b375ee01b29dc95365955084ef8cdab,False,False,False,False,False,0,1172.2,323096,134.80000000000001,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,dfb615ae9ebe4f1291d0f3cb95c28e742a22132fc3b2dd2d7cd021fcdb918a46,False,False,False,False,False,0,1131.8,322976,88.099999999999994,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,738b8e612ef801fd6a312d9f5b2d9ad632f4706044738972a2de96e1c6e00c44,False,False,False,False,False,0,1119.5,322968,88.900000000000006,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,afbd1913ae3e67d560ad179469ef89bcbe8bd2bcc56304cff860ab68add7b473,False,False,False,False,False,0,1176.0999999999999,323104,135.5,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,38762664cbf7ce2df147513a0efd7273a7655bab4e2b9752dee65aeec2398762,False,False,False,False,False,0,1129.5,322968,93.799999999999997,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,31b99361b87db49c085124ec6a123a5a1ff296eca4d1632b1e2771438189ea83,False,False,False,False,False,0,1134.5,322976,89.099999999999994,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,9bb34b15384458ad5b562a47817ba9e8b490b3bf3898c305f14874676e4e1897,False,False,False,False,False,0,1183.5999999999999,323096,135.59999999999999,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,ed5049628228f262d9689bb78a98d80aef01887dcf1fb588d9317b64ec58c3ae,False,False,False,False,False,0,1144.4000000000001,322976,89.599999999999994,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,424c5bbc8646771c2d436561355e36d253692d0855b09c0d0758a53541f9965d,False,False,False,False,False,0,1150.5999999999999,322968,96.700000000000003,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,322ce32eb3358338593e4226662788f780b9ad4ac460649c4588bcf8e40ce551,False,False,False,False,False,0,1206.8,323104,139.09999999999999,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,f52c3ad2827b632508bdf96a8f7f4ec967bb4c4b189ee280bc13477dab6b2e80,False,False,False,False,False,0,1212.5999999999999,323096,138.19999999999999,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,a6721b1c46a40d04ca292c5b1fe52f3029cadbc7496ae4965383bd759b816648,False,False,False,False,False,0,1199.4000000000001,322976,92.299999999999997,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,ad14044197ad437e156ba0d99f6056c6d03a9b962184a86833026126425ce73b,False,False,False,False,False,0,1181,322968,92.599999999999994,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,6f5e60bde36cf9a83bf36e796d93a443909a06e24afcdc3be4c8c5892b91ca12,False,False,False,False,False,0,1207.4000000000001,323104,135.30000000000001,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,2bf79b4168df2d3a4d81a91a2cd46c9963b42a51c02d492a96512fdb161de261,False,False,False,False,False,0,1150.9000000000001,322968,88.700000000000003,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,dbde8cc9713137c730bc59743d93d10bf4080e6ae09fa1e171cac66f207d1b03,False,False,False,False,False,0,1184.3,323104,132.80000000000001,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,8dbd96961d5599a55f4748d298197e3aa6c5823bce61075528c51eb08c927efc,False,False,False,False,False,0,1141.2,322968,90,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,fca901caae4771541a0290fc7f9ca3387d1ca7bcf0049c118266d1d37b8b6ff7,False,False,False,False,False,0,1167.8,322976,88.799999999999997,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,45cc0ff8aaad40c3e91359d574bae2814210eef042a4e1b05d8fa6007fda5cb5,False,False,False,False,False,0,1222.5999999999999,323096,136.5,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,5b8215e05bad34e69c04226b257fc4c89743914e2d294ea412f42a7c5a653c3a,False,False,False,False,False,0,1253.5,323104,142.09999999999999,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,dec9b05ace7d8faa1c692af3aed197096ed30584508a9dce8aa814a98349f01d,False,False,False,False,False,0,1209.5,323096,137.40000000000001,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,c7a32ac61b0eca62f2215528f1e05de7886346bdde0a144f5ef07e342b4ea6ff,False,False,False,False,False,0,1198.5,323104,137,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,8ac073986f91ca56c14bca4b3a02b073dfb51c6e2c0bc943fd951e601d7e4874,False,False,False,False,False,0,1183.9000000000001,322968,91.700000000000003,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,dd3956856edd05ef619b612acfe5d0834c3426209350d891ee03a816898f9127,False,False,False,False,False,0,1188.3,324368,93.400000000000006,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,718a25088fa09682e2409664b33c5297785af46df5757032edd3a431fb134d20,False,False,False,False,False,0,1213.9000000000001,323104,139.5,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,5bd6268759596608524835caaf21503a0badd803bc38fc6ba0e8f44706f11ac6,False,False,False,False,False,0,1195.0999999999999,323112,136,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,c848560436d94fac87f1b564ddc3f3f5aff484365476980c2a637c9763fce625,False,False,False,False,False,0,1200.9000000000001,323104,142.90000000000001,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,57857f0576d86e744932f319314017de4656142e0cb084fed94e145e6c015d0f,False,False,False,False,False,0,1149.9000000000001,322984,90.200000000000003,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,8424eb8c9514b604aa182a795de9abbec4d106a106468a7308f2b218a884607d,False,False,False,False,False,0,1200.2,324488,136.19999999999999,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,e96c7397bf994c1e5b5ec64fb78fe3958cf8855f3f78904d0bd3a8c9c0250991,False,False,False,False,False,0,1146.9000000000001,322984,90.200000000000003,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,f722870f98c92664c086e1716bda3482bc0c7237d1ffa352488aeb157348e3a9,False,False,False,False,False,0,1141.7,322976,88.799999999999997,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,d73dcf4fd20013520d159d3491aa0b7c91ff176da06618493d7695ad65c17c23,False,False,False,False,False,0,1139.7,322984,90.099999999999994,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,1fb22c58fd55605e3dced480adc628294a8a93ef665e92af0384eaf70814e87e,False,False,False,False,False,0,1197.8,323104,135.09999999999999,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,00d4ac7752650840b420e3f218b08e29d0aebf44c51a383c7b8f7a5cbcd3c6ec,False,False,False,False,False,0,1138,322984,89.099999999999994,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,4f9f119ea125b72e467d4d21c27f53b6f3187158f4c3178228b0591f109dc9b7,False,False,False,False,False,0,1185,323104,135.80000000000001,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,ed54190efc2cfb68b4e86c065974abe12d1faa0a5919a46d1d1059685d0e6444,False,False,False,False,False,0,1193.0999999999999,322984,91.5,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,5a2f2794d0061be95fd091dea8d870be06d841cec7e07ca721507e3c6b8cfd2d,False,False,False,False,False,0,1172,322976,90.5,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,d3bfdb70dd79e167679b95a8cbd9ece3ebdc1b390b6f9d2d9f3d895661ebd6c8,False,False,False,False,False,0,1201.7,323112,136.30000000000001,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,77634c802d932cab36eda6fa91d842311c5859c20b589e63d16e87d5340b58f8,False,False,False,False,False,0,1152,322976,89.599999999999994,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,4c832d6fca4c5ecb08bd8d2bfa92a7e58601e48f19d12950f38138b21cf8c849,False,False,False,False,False,0,1150.0999999999999,322984,90.5,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,c6b32bdfeb574abd0419cc25140ad281a892160112b679238001d10ef195856f,False,False,False,False,False,0,1156.9000000000001,322976,89,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,c4d5574afd91e2cd3a986b87052fa7ca409a372dd497df536c4d91cfbec3542b,False,False,False,False,False,0,1210.7,323112,137.40000000000001,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,3825bff01aaea14085bcba5082eacf70301672e396d0bd20dbc553f98873ce36,False,False,False,False,False,0,1918.7,325584,140,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,2c60db08ca6ccfa962bfa17c7c59ff24eb86f62ab0b81bf73e152afe49f2f774,False,False,False,False,False,0,1208.2,323352,139.19999999999999,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,a61201eae9b16fb6a03f7f9682f2eaf08a7e28d47be65633d37335ea015a1deb,False,False,False,False,False,0,1143.5999999999999,322976,89,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,32cab4970d3c4449e475ca1ddf96812fd88fa72e958845bda75225d24632c923,False,False,False,False,False,0,1137.5,322984,88.700000000000003,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,16a0fa7b7c91c9e9a433d145cf3ff4c0ee5e11c6c88de125f0fc08a25fe718ef,False,False,False,False,False,0,1188.4000000000001,323104,136.69999999999999,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,7b39d6353aac370b67d6b3e540a56c2f92f1ee75044c30c50bbe9007309d17b8,False,False,False,False,False,0,1151.3,322984,89.799999999999997,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,c166a20e13e86f6ff4d67de1261e4ce8372226740948991f2af882321411e2be,False,False,False,False,False,0,1238.2,323104,138.59999999999999,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,f2109027a02a3009729716dc0709964107b1759a0e9a1cb29136e42310964ab7,False,False,False,False,False,0,1226.7,323112,141.30000000000001,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,502410c27e6dfea9e34f23312a13d52c5ea77b6699be243e46c4aaf9133f54e7,False,False,False,False,False,0,1198.0999999999999,323104,137,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,20f3fe70f167222428d041db09ed275e185db418f2f81332a1a11ea26c36d4f4,False,False,False,False,False,0,1159.0999999999999,322984,90.700000000000003,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,ed98ff556a71343e79be5e3214f22b81cd6583504a730224438a5aaa31a92829,False,False,False,False,False,0,1197.7,324488,135.59999999999999,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,e770f4ff2fa7d379df2eb75938908bc9966cc9c754262bd6a64bd38a0902ac65,False,False,False,False,False,0,1126.0999999999999,322984,92,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,a43939f20199022af7f04f04aa9b0c05e57f756bb02e056f64b703fd327d44ae,False,False,False,False,False,0,1184.0999999999999,323104,136.09999999999999,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,71997380af809be3dbd178758d3ae573ed54bbb146e65fe8f2d4b6899478ae52,False,False,False,False,False,0,1178.7,323112,135.19999999999999,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,6a46c834dcac1a048422b4da0f621216c2d3d3af2a4790ebb81ecb5bf7ac4593,False,False,False,False,False,0,1182,323104,133.80000000000001,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,f89835bd5b3fe5fc43131253a7573f498e51e5d6a85c2e2e7c09d1193010638e,False,False,False,False,False,0,1142.3,324368,93.900000000000006,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,4b347ba1a78527c51ad3214c012e62bb1e24d84defbc79f7aa137dc5fd3f671d,False,False,False,False,False,0,1134.7,322976,88.799999999999997,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,80776c6ab0fd7377e42fe0119ac260ff26f76da0abc332dbc819f98d732dd265,False,False,False,False,False,0,1138.9000000000001,322984,90.099999999999994,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,d87e673468c7222f5d2b29f2cb594f04a509aa10b4373cbd3026ba5d1526972d,False,False,False,False,False,0,1133.3,322976,89,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,318369d0709a803eb2d35c5e7646f9cc42e4dcc4d31be6f81f02dfa48539f2b0,False,False,False,False,False,0,1128.5999999999999,322984,89.099999999999994,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,d5cbafb3943ecefc446747b2f68db0a8bd424fbb75922548c23708fb1192918f,False,False,False,False,False,0,1190.5999999999999,323104,137,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,0303e8bc5887d69a32d8354ef3fe24d1027a10a08bcd854d374452696152da90,False,False,False,False,False,0,1133.5,322984,86.900000000000006,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,4e7e5b4b89823a0ebba5a1eeee8ad851bd55cc9801a99d543cc7981841830386,False,False,False,False,False,0,1180.2,323104,135.40000000000001,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,5ea6d3454eb64bd00e4883bb5d522cc3f223399b917dfb9e701fa9f7ae99c6d1,False,False,False,False,False,0,1199.8,323112,136.09999999999999,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,5a34d5efb1869900e4ea97cc509044172ad0b28c708d44ca21659a76a8c616be,False,False,False,False,False,0,1197.5,323104,136.69999999999999,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,c4cb44f1444a357bf12911c4c4d1783279ab624cf6d8122a9053404c6b8e505f,False,False,False,False,False,0,1144.5,322984,88.799999999999997,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,3afda58cc9fd5d60787b242a3688013d374d19d8d682ea82e49677c76ce4996c,False,False,False,False,False,0,1187.3,323104,134.69999999999999,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,bfec6d9ac371759af42fb6c1f2f6293da08496f8309281e087f09e79f2040ffd,False,False,False,False,False,0,1190.5999999999999,323112,133.19999999999999,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,571d7702dfbe15b9040887a438f516a6bfc7a726a0131d114f3e27f539f09f68,False,False,False,False,False,0,1186.8,323104,135.19999999999999,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,09c90cb62e9e959bfbf57eacc574f251068b6e1b3f3081806b1a9c78ab07d935,False,False,False,False,False,0,1186.4000000000001,323112,136,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,d870013b7376dbcd2c90ef441a1209c086297a4f9e1bc82d7df427468f369d3a,False,False,False,False,False,0,1149.3,322976,89.799999999999997,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,5ce6791776b2855996964559878369d03c03700f49834c54662fc87ab970d307,False,False,False,False,False,0,1151.3,322984,88,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,69da6f8ed6bfa6aeb2b1c5081cadbc4f3fc2ff1017fe97e5a93e45aca5b871bf,False,False,False,False,False,0,1202.8,323104,138.69999999999999,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,fb6715759c8718b5a621d4059bab268672f020f135c91491ad24db6a79bfb157,False,False,False,False,False,0,1191.8,323112,136.69999999999999,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,c6a7978c60375a2605a07a57a54dfa7e3dc3a5db5df05d5dc30f0962f0435e3b,False,False,False,False,False,0,1152,322976,89.299999999999997,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,b4f6c66173cfdafe326fbae110a51999db11eaf0e054d8ed0af92aaa0a99e13c,False,False,False,False,False,0,1224.0999999999999,323112,137,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,9b6fce8a963da2e5fdb93cad4c769d99a539adfc6cea9b5e6e81885e29c8d7ea,False,False,False,False,False,0,1193.8,323104,135.09999999999999,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,40edf460e6f99907ef03683ff3b9f41af18e1ff002d920f8222160afe2e3ed38,False,False,False,False,False,0,1135.7,322984,89.799999999999997,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
