step,presentation_fingerprint,trigger,committed,rollback,unsafe_commit,fallback_commit_violation,historical_predictor_fluid_nodes_reused,historical_predictor_fluid_nodes_total,shadow_iterations,engine_us,engine_alloc_bytes,orchestrator_us,orchestrator_alloc_bytes,explicit_preparation_us,explicit_preparation_alloc_bytes,sidecar_us,sidecar_alloc_bytes,predictor_us,predictor_alloc_bytes,corrector_us,corrector_alloc_bytes,disagreement_scan_us,disagreement_scan_alloc_bytes,authority_us,authority_alloc_bytes,commit_accounting_us,commit_accounting_alloc_bytes,h9_total_us,h9_total_alloc_bytes,h9_layout_us,h9_layout_alloc_bytes,h9_initial_residual_us,h9_initial_residual_alloc_bytes,h9_jacobian_build_us,h9_jacobian_build_alloc_bytes,h9_newton_line_search_us,h9_newton_line_search_alloc_bytes,h9_residual_fallback_us,h9_residual_fallback_alloc_bytes,h9_other_us,h9_other_alloc_bytes,hydraulic_evaluations,probe_evaluations,max_jacobian_dimension,jacobian_build_attempts,jacobian_direction_acceptances,jacobian_rejected,residual_fallback_attempts,residual_fallback_acceptances,backtracking_trials
150,fe6aeb3a7424095de976bafbcfc832c9f67d7c116472e854c5e83d398c6355d1,True,True,False,False,False,10,12,2,1685662.7,1352344,1685058.3999999999,1083552,5039.3000000000002,21872,1679957.8,1037504,523.10000000000002,19216,1645275.2,1006080,34155.900000000001,12032,1.1000000000000001,40,44.799999999999997,23872,1645267.6000000001,1004328,8.1999999999999993,2704,49258.199999999997,35920,1547173.6000000001,925328,48793.199999999997,28064,0,0,34.399999999999999,12312,35,32,32,1,1,0,0,0,1
151,869cf3f0a6f26e8e7075d040d73a479f8b4c73e6a60a804b94c02cb76092eb86,True,True,False,False,False,11,12,2,1694853.5,1353608,1694231.3,1084808,5075.1999999999998,21872,1689080.6000000001,1037376,250.80000000000001,19088,1653596.7,1006080,35228.900000000001,12032,1.2,40,53.100000000000001,23872,1653589.2,1004328,9.0999999999999996,2704,48403.300000000003,35920,1556422.8999999999,925328,48712.099999999999,28064,0,0,41.799999999999997,12312,35,32,32,1,1,0,0,0,1
152,6de74530653130a0a411a70212da00f3b0fce3e93a1df251093ee0d9cd8d269b,False,False,False,False,False,11,12,0,3203.4000000000001,322736,2644.6999999999998,53944,2371.1999999999998,21872,260.39999999999998,19264,258.80000000000001,19088,0,0,0,0,0.29999999999999999,40,11.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,e4050850e6ec6159b3616cf2ef223afae39f9b11c97749b0620a269ec6ddf9ee,False,False,False,False,False,10,12,0,3330.4000000000001,322872,2911,54072,2362.9000000000001,21872,536.5,19392,535.20000000000005,19216,0,0,0,0,0.20000000000000001,40,10,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,ce72524bdf57445b9206c58fcc00da200ef7b6cadfe3c8c247d40cbd26f7aa6a,False,False,False,False,False,11,12,0,3071.5,322736,2645.1999999999998,53944,2372.1999999999998,21872,260.80000000000001,19264,259.39999999999998,19088,0,0,0,0,0.20000000000000001,40,10.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,83d41ed98a5a8a481dc9017a3358435e2b1a6e2420c89adceb81f15caaf41f12,False,False,False,False,False,11,12,0,3353.5,322744,2902,53944,2580.9000000000001,21872,305.19999999999999,19264,303.19999999999999,19088,0,0,0,0,0.29999999999999999,40,13,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,8c11226c4f8889906299b8a6bfb07715a064fc561d877b4cb72e86a433070733,False,False,False,False,False,10,12,0,3651.8000000000002,322864,3144.4000000000001,54072,2574,21872,553.29999999999995,19392,551.39999999999998,19216,0,0,0,0,0.40000000000000002,40,13.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0d527da29336088b6fb836e1ae1f3a65ff3584b0a3c55854bfe41308d8332682,False,False,False,False,False,11,12,0,3100.0999999999999,322744,2638.3000000000002,53944,2367.6999999999998,21872,257.69999999999999,19264,256.30000000000001,19088,0,0,0,0,0.20000000000000001,40,10.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,1c67241fdb6fe00483ad6882bd5190be6b375ee01b29dc95365955084ef8cdab,False,False,False,False,False,10,12,0,3364.5999999999999,322864,2941.4000000000001,54072,2385.9000000000001,21872,541.5,19392,540.20000000000005,19216,0,0,0,0,0.29999999999999999,40,12.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,dfb615ae9ebe4f1291d0f3cb95c28e742a22132fc3b2dd2d7cd021fcdb918a46,False,False,False,False,False,11,12,0,3021.5,322744,2605.1999999999998,53944,2340.4000000000001,21872,252.80000000000001,19264,251.5,19088,0,0,0,0,0.20000000000000001,40,10.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,738b8e612ef801fd6a312d9f5b2d9ad632f4706044738972a2de96e1c6e00c44,False,False,False,False,False,11,12,0,3258.0999999999999,322736,2802.1999999999998,53944,2507.8000000000002,21872,279.60000000000002,19264,278.19999999999999,19088,0,0,0,0,0.40000000000000002,40,12.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,afbd1913ae3e67d560ad179469ef89bcbe8bd2bcc56304cff860ab68add7b473,False,False,False,False,False,10,12,0,3503,322872,3033.5999999999999,54072,2463,21872,557.70000000000005,19392,556.20000000000005,19216,0,0,0,0,0.40000000000000002,40,11.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,38762664cbf7ce2df147513a0efd7273a7655bab4e2b9752dee65aeec2398762,False,False,False,False,False,11,12,0,3141.3000000000002,322736,2717.5999999999999,53944,2440,21872,265.30000000000001,19264,264,19088,0,0,0,0,0.29999999999999999,40,10.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,31b99361b87db49c085124ec6a123a5a1ff296eca4d1632b1e2771438189ea83,False,False,False,False,False,11,12,0,3159.5999999999999,322744,2749.9000000000001,53944,2472.5999999999999,21872,265.60000000000002,19264,264.19999999999999,19088,0,0,0,0,0.29999999999999999,40,10.1,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,9bb34b15384458ad5b562a47817ba9e8b490b3bf3898c305f14874676e4e1897,False,False,False,False,False,10,12,0,3440.5,322864,3034.3000000000002,54072,2468.9000000000001,21872,552.60000000000002,19392,551.39999999999998,19216,0,0,0,0,0.20000000000000001,40,11.1,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,ed5049628228f262d9689bb78a98d80aef01887dcf1fb588d9317b64ec58c3ae,False,False,False,False,False,11,12,0,3351.0999999999999,322744,2883.5999999999999,53944,2546.0999999999999,21872,318,19264,315.69999999999999,19088,0,0,0,0,0.40000000000000002,40,17.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,424c5bbc8646771c2d436561355e36d253692d0855b09c0d0758a53541f9965d,False,False,False,False,False,11,12,0,3202.8000000000002,322736,2718.8000000000002,53944,2444.6999999999998,21872,260.89999999999998,19264,259.5,19088,0,0,0,0,0.20000000000000001,40,11.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,322ce32eb3358338593e4226662788f780b9ad4ac460649c4588bcf8e40ce551,False,False,False,False,False,10,12,0,3311.9000000000001,322872,2886.5999999999999,54072,2341.6999999999998,21872,532.20000000000005,19392,530.89999999999998,19216,0,0,0,0,0.20000000000000001,40,11,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,f52c3ad2827b632508bdf96a8f7f4ec967bb4c4b189ee280bc13477dab6b2e80,False,False,False,False,False,10,12,0,3746.6999999999998,322864,3328.3000000000002,54072,2772.3000000000002,21872,541.39999999999998,19392,540.10000000000002,19216,0,0,0,0,0.29999999999999999,40,12.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,a6721b1c46a40d04ca292c5b1fe52f3029cadbc7496ae4965383bd759b816648,False,False,False,False,False,11,12,0,3024.6999999999998,322744,2606.1999999999998,53944,2339.8000000000002,21872,254,19264,252.69999999999999,19088,0,0,0,0,0.29999999999999999,40,10.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,ad14044197ad437e156ba0d99f6056c6d03a9b962184a86833026126425ce73b,False,False,False,False,False,11,12,0,3127.9000000000001,322736,2706.8000000000002,53944,2425.5,21872,267.10000000000002,19264,265.69999999999999,19088,0,0,0,0,0.29999999999999999,40,12,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,6f5e60bde36cf9a83bf36e796d93a443909a06e24afcdc3be4c8c5892b91ca12,False,False,False,False,False,10,12,0,3360.0999999999999,322872,2919.3000000000002,54072,2375,21872,531.10000000000002,19392,529.79999999999995,19216,0,0,0,0,0.20000000000000001,40,11.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,2bf79b4168df2d3a4d81a91a2cd46c9963b42a51c02d492a96512fdb161de261,False,False,False,False,False,11,12,0,3031.8000000000002,322736,2619.5999999999999,53944,2354,21872,252.5,19264,251.30000000000001,19088,0,0,0,0,0.29999999999999999,40,9.8000000000000007,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,dbde8cc9713137c730bc59743d93d10bf4080e6ae09fa1e171cac66f207d1b03,False,False,False,False,False,10,12,0,4001.5,324608,2890.9000000000001,54320,2347.4000000000001,22120,531.20000000000005,19392,529.89999999999998,19216,0,0,0,0,0.29999999999999999,40,10.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,8dbd96961d5599a55f4748d298197e3aa6c5823bce61075528c51eb08c927efc,False,False,False,False,False,11,12,0,3094.4000000000001,323640,2652.9000000000001,53944,2381.5999999999999,21872,258.60000000000002,19264,257.19999999999999,19088,0,0,0,0,0.29999999999999999,40,11,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,fca901caae4771541a0290fc7f9ca3387d1ca7bcf0049c118266d1d37b8b6ff7,False,False,False,False,False,11,12,0,3326.6999999999998,322744,2879.3000000000002,53944,2593.1999999999998,21872,271.30000000000001,19264,269.60000000000002,19088,0,0,0,0,0.40000000000000002,40,12.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,45cc0ff8aaad40c3e91359d574bae2814210eef042a4e1b05d8fa6007fda5cb5,False,False,False,False,False,10,12,0,3342.4000000000001,322864,2882.3000000000002,54072,2339.0999999999999,21872,531,19392,529.70000000000005,19216,0,0,0,0,0.29999999999999999,40,10.4,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,5b8215e05bad34e69c04226b257fc4c89743914e2d294ea412f42a7c5a653c3a,False,False,False,False,False,10,12,0,3512.0999999999999,322872,3099.0999999999999,54072,2470.3000000000002,21872,614.20000000000005,19392,612.39999999999998,19216,0,0,0,0,0.20000000000000001,40,12.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,dec9b05ace7d8faa1c692af3aed197096ed30584508a9dce8aa814a98349f01d,False,False,False,False,False,10,12,0,3293.5999999999999,322864,2886.5999999999999,54072,2343.3000000000002,21872,531.39999999999998,19392,530.10000000000002,19216,0,0,0,0,0.20000000000000001,40,10.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,c7a32ac61b0eca62f2215528f1e05de7886346bdde0a144f5ef07e342b4ea6ff,False,False,False,False,False,10,12,0,3278.9000000000001,322872,2882.0999999999999,54072,2339.6999999999998,21872,531,19392,529.70000000000005,19216,0,0,0,0,0.20000000000000001,40,9.6999999999999993,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,8ac073986f91ca56c14bca4b3a02b073dfb51c6e2c0bc943fd951e601d7e4874,False,False,False,False,False,11,12,0,3347,322736,2761.8000000000002,53944,2481.3000000000002,21872,266.10000000000002,19264,264.5,19088,0,0,0,0,0.5,40,12,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,dd3956856edd05ef619b612acfe5d0834c3426209350d891ee03a816898f9127,False,False,False,False,False,11,12,0,3070,322752,2639.5,53944,2372.8000000000002,21872,255.09999999999999,19264,253.90000000000001,19088,0,0,0,0,0.20000000000000001,40,10,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,718a25088fa09682e2409664b33c5297785af46df5757032edd3a431fb134d20,False,False,False,False,False,10,12,0,3330.6999999999998,322872,2922.5,54072,2374.3000000000002,21872,536,19392,534.70000000000005,19216,0,0,0,0,0.29999999999999999,40,10.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,5bd6268759596608524835caaf21503a0badd803bc38fc6ba0e8f44706f11ac6,False,False,False,False,False,10,12,0,3300.9000000000001,322880,2883.5999999999999,54072,2334.9000000000001,21872,535.70000000000005,19392,534.20000000000005,19216,0,0,0,0,0.29999999999999999,40,11.4,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,c848560436d94fac87f1b564ddc3f3f5aff484365476980c2a637c9763fce625,False,False,False,False,False,10,12,0,3315.8000000000002,322872,2916.4000000000001,54072,2369.5,21872,534.79999999999995,19392,533.60000000000002,19216,0,0,0,0,0.20000000000000001,40,10.4,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,57857f0576d86e744932f319314017de4656142e0cb084fed94e145e6c015d0f,False,False,False,False,False,11,12,0,3271.6999999999998,322752,2839,53944,2554.5,21872,269.80000000000001,19264,268,19088,0,0,0,0,0.5,40,12.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,8424eb8c9514b604aa182a795de9abbec4d106a106468a7308f2b218a884607d,False,False,False,False,False,10,12,0,3264.8000000000002,322872,2829.0999999999999,54072,2297.5,21872,519.89999999999998,19392,518,19216,0,0,0,0,0.29999999999999999,40,10,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,e96c7397bf994c1e5b5ec64fb78fe3958cf8855f3f78904d0bd3a8c9c0250991,False,False,False,False,False,11,12,0,2994.6999999999998,322752,2578.4000000000001,53944,2305.3000000000002,21872,261.89999999999998,19264,260.69999999999999,19088,0,0,0,0,0.20000000000000001,40,9.4000000000000004,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,f722870f98c92664c086e1716bda3482bc0c7237d1ffa352488aeb157348e3a9,False,False,False,False,False,11,12,0,2944.6999999999998,322744,2546.9000000000001,53944,2286.9000000000001,21872,248.69999999999999,19264,247.40000000000001,19088,0,0,0,0,0.20000000000000001,40,9.5999999999999996,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,d73dcf4fd20013520d159d3491aa0b7c91ff176da06618493d7695ad65c17c23,False,False,False,False,False,11,12,0,2938.1999999999998,322752,2559.8000000000002,53944,2300.1999999999998,21872,248.5,19264,247.30000000000001,19088,0,0,0,0,0.20000000000000001,40,9.5999999999999996,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,1fb22c58fd55605e3dced480adc628294a8a93ef665e92af0384eaf70814e87e,False,False,False,False,False,10,12,0,4083.4000000000001,322872,3435.8000000000002,54072,2743.4000000000001,21872,673.10000000000002,19392,671.5,19216,0,0,0,0,0.40000000000000002,40,15.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,00d4ac7752650840b420e3f218b08e29d0aebf44c51a383c7b8f7a5cbcd3c6ec,False,False,False,False,False,11,12,0,3110.5,322752,2629.0999999999999,53944,2359.4000000000001,21872,255.30000000000001,19264,254.09999999999999,19088,0,0,0,0,0.29999999999999999,40,11.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,4f9f119ea125b72e467d4d21c27f53b6f3187158f4c3178228b0591f109dc9b7,False,False,False,False,False,10,12,0,3319.5999999999999,322872,2912.1999999999998,54072,2369.3000000000002,21872,530.89999999999998,19392,529.60000000000002,19216,0,0,0,0,0.29999999999999999,40,10.4,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,ed54190efc2cfb68b4e86c065974abe12d1faa0a5919a46d1d1059685d0e6444,False,False,False,False,False,11,12,0,3079.6999999999998,322752,2626.6999999999998,53944,2352.0999999999999,21872,262.19999999999999,19264,260.80000000000001,19088,0,0,0,0,0.20000000000000001,40,10.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,5a2f2794d0061be95fd091dea8d870be06d841cec7e07ca721507e3c6b8cfd2d,False,False,False,False,False,11,12,0,3057.1999999999998,322744,2623.6999999999998,53944,2345,21872,264.80000000000001,19264,263.30000000000001,19088,0,0,0,0,0.29999999999999999,40,12.1,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,d3bfdb70dd79e167679b95a8cbd9ece3ebdc1b390b6f9d2d9f3d895661ebd6c8,False,False,False,False,False,10,12,0,3933,322880,3477.0999999999999,54072,2922.0999999999999,21872,539.10000000000002,19392,537.29999999999995,19216,0,0,0,0,0.29999999999999999,40,12.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,77634c802d932cab36eda6fa91d842311c5859c20b589e63d16e87d5340b58f8,False,False,False,False,False,11,12,0,3029.5,322744,2576.6999999999998,53944,2312.5999999999999,21872,251.80000000000001,19264,250.5,19088,0,0,0,0,0.29999999999999999,40,10.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,4c832d6fca4c5ecb08bd8d2bfa92a7e58601e48f19d12950f38138b21cf8c849,False,False,False,False,False,11,12,0,2970.8000000000002,322752,2572.4000000000001,53944,2310.1999999999998,21872,251,19264,249.80000000000001,19088,0,0,0,0,0.20000000000000001,40,9.9000000000000004,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,c6b32bdfeb574abd0419cc25140ad281a892160112b679238001d10ef195856f,False,False,False,False,False,11,12,0,2957.9000000000001,322744,2569.9000000000001,53944,2309.5999999999999,21872,249.40000000000001,19264,248.19999999999999,19088,0,0,0,0,0.29999999999999999,40,9.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,c4d5574afd91e2cd3a986b87052fa7ca409a372dd497df536c4d91cfbec3542b,False,False,False,False,False,10,12,0,3267,324264,2849.0999999999999,54072,2315,21872,523.20000000000005,19392,522.10000000000002,19216,0,0,0,0,0.29999999999999999,40,9.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,3825bff01aaea14085bcba5082eacf70301672e396d0bd20dbc553f98873ce36,False,False,False,False,False,10,12,0,3564.9000000000001,322872,3009,54072,2455.1999999999998,21872,538.39999999999998,19392,537,19216,0,0,0,0,0.29999999999999999,40,12.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,2c60db08ca6ccfa962bfa17c7c59ff24eb86f62ab0b81bf73e152afe49f2f774,False,False,False,False,False,10,12,0,3275.8000000000002,322880,2852.5999999999999,54072,2314.5,21872,526.10000000000002,19392,524.79999999999995,19216,0,0,0,0,0.20000000000000001,40,10.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,a61201eae9b16fb6a03f7f9682f2eaf08a7e28d47be65633d37335ea015a1deb,False,False,False,False,False,11,12,0,2975.3000000000002,322744,2574.9000000000001,53944,2312,21872,250.90000000000001,19264,249.59999999999999,19088,0,0,0,0,0.29999999999999999,40,10.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,32cab4970d3c4449e475ca1ddf96812fd88fa72e958845bda75225d24632c923,False,False,False,False,False,11,12,0,2968.4000000000001,322752,2579.8000000000002,53944,2318.3000000000002,21872,249.69999999999999,19264,248.5,19088,0,0,0,0,0.29999999999999999,40,10.4,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,16a0fa7b7c91c9e9a433d145cf3ff4c0ee5e11c6c88de125f0fc08a25fe718ef,False,False,False,False,False,10,12,0,3369.6999999999998,322872,2971.0999999999999,54072,2313.4000000000001,21872,633.39999999999998,19392,632,19216,0,0,0,0,0.29999999999999999,40,13,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,7b39d6353aac370b67d6b3e540a56c2f92f1ee75044c30c50bbe9007309d17b8,False,False,False,False,False,11,12,0,3147.6999999999998,322752,2727.3000000000002,53944,2451.4000000000001,21872,261.69999999999999,19264,260.39999999999998,19088,0,0,0,0,0.20000000000000001,40,11.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,c166a20e13e86f6ff4d67de1261e4ce8372226740948991f2af882321411e2be,False,False,False,False,False,10,12,0,3257,322872,2848.5,54072,2312.8000000000002,21872,523.70000000000005,19392,522.5,19216,0,0,0,0,0.20000000000000001,40,10.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,f2109027a02a3009729716dc0709964107b1759a0e9a1cb29136e42310964ab7,False,False,False,False,False,10,12,0,3233.8000000000002,322880,2846.5999999999999,54072,2313.0999999999999,21872,521.89999999999998,19392,520.70000000000005,19216,0,0,0,0,0.29999999999999999,40,9.6999999999999993,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,502410c27e6dfea9e34f23312a13d52c5ea77b6699be243e46c4aaf9133f54e7,False,False,False,False,False,10,12,0,3228.9000000000001,322872,2847.4000000000001,54072,2311.5999999999999,21872,524.89999999999998,19392,523.70000000000005,19216,0,0,0,0,0.20000000000000001,40,9.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,20f3fe70f167222428d041db09ed275e185db418f2f81332a1a11ea26c36d4f4,False,False,False,False,False,11,12,0,3796.0999999999999,324168,2587.8000000000002,53944,2325.6999999999998,21872,251.30000000000001,19264,249.69999999999999,19088,0,0,0,0,0.29999999999999999,40,9.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,ed98ff556a71343e79be5e3214f22b81cd6583504a730224438a5aaa31a92829,False,False,False,False,False,10,12,0,3491.8000000000002,324016,3004.0999999999999,54072,2448.4000000000001,21872,539.79999999999995,19392,538.20000000000005,19216,0,0,0,0,0.29999999999999999,40,13.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,e770f4ff2fa7d379df2eb75938908bc9966cc9c754262bd6a64bd38a0902ac65,False,False,False,False,False,11,12,0,2996.9000000000001,322752,2581.3000000000002,53944,2321.6999999999998,21872,247.5,19264,246.09999999999999,19088,0,0,0,0,0.20000000000000001,40,9.9000000000000004,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,a43939f20199022af7f04f04aa9b0c05e57f756bb02e056f64b703fd327d44ae,False,False,False,False,False,10,12,0,3220.6999999999998,324256,2825.0999999999999,55456,2290.9000000000001,21872,520.39999999999998,19392,519.10000000000002,19216,0,0,0,0,0.29999999999999999,40,10.1,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,71997380af809be3dbd178758d3ae573ed54bbb146e65fe8f2d4b6899478ae52,False,False,False,False,False,10,12,0,3202.1999999999998,322880,2816.1999999999998,54072,2284.9000000000001,21872,520.29999999999995,19392,519.10000000000002,19216,0,0,0,0,0.29999999999999999,40,9.4000000000000004,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,6a46c834dcac1a048422b4da0f621216c2d3d3af2a4790ebb81ecb5bf7ac4593,False,False,False,False,False,10,12,0,3226.1999999999998,322872,2840.0999999999999,54072,2305.6999999999998,21872,522.70000000000005,19392,521.5,19216,0,0,0,0,0.20000000000000001,40,10,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,f89835bd5b3fe5fc43131253a7573f498e51e5d6a85c2e2e7c09d1193010638e,False,False,False,False,False,11,12,0,3476.3000000000002,322752,2840.9000000000001,53944,2565.1999999999998,21872,261.69999999999999,19264,260.19999999999999,19088,0,0,0,0,0.29999999999999999,40,11.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,4b347ba1a78527c51ad3214c012e62bb1e24d84defbc79f7aa137dc5fd3f671d,False,False,False,False,False,11,12,0,2973.8000000000002,322744,2554.9000000000001,53944,2294.8000000000002,21872,248.09999999999999,19264,246.69999999999999,19088,0,0,0,0,0.29999999999999999,40,10.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,80776c6ab0fd7377e42fe0119ac260ff26f76da0abc332dbc819f98d732dd265,False,False,False,False,False,11,12,0,2941.1999999999998,322752,2554.1999999999998,53944,2294.5999999999999,21872,248.40000000000001,19264,247.09999999999999,19088,0,0,0,0,0.29999999999999999,40,9.6999999999999993,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,d87e673468c7222f5d2b29f2cb594f04a509aa10b4373cbd3026ba5d1526972d,False,False,False,False,False,11,12,0,2964.3000000000002,322744,2583.3000000000002,53944,2325,21872,246.90000000000001,19264,245.69999999999999,19088,0,0,0,0,0.29999999999999999,40,9.9000000000000004,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,318369d0709a803eb2d35c5e7646f9cc42e4dcc4d31be6f81f02dfa48539f2b0,False,False,False,False,False,11,12,0,2921.6999999999998,322752,2543.9000000000001,53944,2284.5999999999999,21872,247.90000000000001,19264,246.59999999999999,19088,0,0,0,0,0.20000000000000001,40,10,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,d5cbafb3943ecefc446747b2f68db0a8bd424fbb75922548c23708fb1192918f,False,False,False,False,False,10,12,0,3858,322872,3431.5999999999999,54072,2848.5999999999999,21872,567.79999999999995,19392,565.79999999999995,19216,0,0,0,0,0.29999999999999999,40,12.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
