candidate_id,point_id,source_family,reference_region,reference_phase,reference_temperature_c,reference_pressure_mpa,reference_quality,inverse_applicable,candidate_resolved,candidate_region,candidate_phase,candidate_temperature_c,candidate_pressure_mpa,candidate_quality,phase_matches,pressure_relative_error,temperature_relative_kelvin_error
B1-PIECEWISE-REDUCED,VR2-SAT-100C-LIQ,SATURATION-ENDPOINT,REGION-1,SaturatedMixture,100,0.10141797792130998,0,true,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,100,0.10141797792130998,0,true,0,0
B1-PIECEWISE-REDUCED,VR2-SAT-100C-Q0.5,SATURATION-MIXTURE,REGION-4,SaturatedMixture,100,0.10141797792130998,0.5,true,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,100,0.10141797792130998,0.5,true,0,0
B1-PIECEWISE-REDUCED,VR2-SAT-100C-VAP,SATURATION-ENDPOINT,REGION-2,SaturatedMixture,100,0.10141797792130998,1,true,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,100,0.10141797792130998,1,true,0,0
B1-PIECEWISE-REDUCED,VR2-SAT-125C-LIQ,SATURATION-ENDPOINT,REGION-1,SaturatedMixture,125,0.2322241826800685,0,true,true,REGION-1-REDUCED,SubcooledLiquid,124.99979474390551,0.23768230230927168,,false,0.023503666010196433,5.155245372069804E-07
B1-PIECEWISE-REDUCED,VR2-SAT-125C-Q0.5,SATURATION-MIXTURE,REGION-4,SaturatedMixture,125,0.2322241826800685,0.5,true,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,125.01578849554062,0.2324265038570042,0.49997957517677805,true,0.0008712321628209937,3.9654641568802957E-05
B1-PIECEWISE-REDUCED,VR2-SAT-125C-VAP,SATURATION-ENDPOINT,REGION-2,SaturatedMixture,125,0.2322241826800685,1,true,false,UNRESOLVED,Unspecified,,,,false,,
B1-PIECEWISE-REDUCED,VR2-SAT-150C-LIQ,SATURATION-ENDPOINT,REGION-1,SaturatedMixture,150,0.476101381081492,0,true,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,150,0.476101381081492,0,true,0,0
B1-PIECEWISE-REDUCED,VR2-SAT-150C-Q0.5,SATURATION-MIXTURE,REGION-4,SaturatedMixture,150,0.476101381081492,0.5,true,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,150,0.476101381081492,0.5,true,0,0
B1-PIECEWISE-REDUCED,VR2-SAT-150C-VAP,SATURATION-ENDPOINT,REGION-2,SaturatedMixture,150,0.476101381081492,1,true,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,150,0.476101381081492,1,true,0,0
B1-PIECEWISE-REDUCED,VR2-SAT-175C-LIQ,SATURATION-ENDPOINT,REGION-1,SaturatedMixture,175,0.8924474776743476,0,true,true,REGION-1-REDUCED,SubcooledLiquid,174.99963211326457,0.8976003070755583,,false,0.0057738181014736455,8.209008935231979E-07
