candidate_id,probe_id,logical_step,elapsed_s,node_id,reference_region,reference_phase,reference_temperature_c,reference_pressure_mpa,reference_quality,candidate_resolved,candidate_region,candidate_phase,candidate_temperature_c,candidate_pressure_mpa,candidate_quality,phase_matches,pressure_relative_error,temperature_relative_kelvin_error
B1-PIECEWISE-REDUCED,background-reference,60000,600,feedwater-inventory,REGION-1,SubcooledLiquid,47.521140570721,0.12181746457627096,,true,REGION-1-REDUCED,SubcooledLiquid,47.51734193530871,0.12520508584705328,,true,0.02780899506130586,1.1845891106802664E-05
B1-PIECEWISE-REDUCED,exact-v9-5-to-6mwe,2784,0,suction,REGION-4-MIXTURE,SaturatedMixture,269.3758408248424,5.449312614917401,0.000902381271361201,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,269.37501668930054,5.4496807952630215,0.0009019527337399224,true,6.756454834546506E-05,1.5190714982252033E-06
B1-PIECEWISE-REDUCED,exact-v9-5-to-6mwe,2784,0,pressure,REGION-4-MIXTURE,SaturatedMixture,269.4845352351666,5.458605356238655,0.0008997551380735252,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,269.48380041122437,5.458933520633714,0.0008993727913499467,true,6.0118725139919705E-05,1.3541783549294422E-06
B1-PIECEWISE-REDUCED,exact-v9-5-to-6mwe,2784,0,outlet,REGION-4-MIXTURE,SaturatedMixture,275.8487251222133,6.024158228030869,0.1958812351730021,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,275.8500349521637,6.024427949353475,0.19587703942399956,true,4.477327991674466E-05,2.3858524445740213E-06
B1-PIECEWISE-REDUCED,exact-v9-5-to-6mwe,2784,0,drum,REGION-4-MIXTURE,SaturatedMixture,270.7234599530699,5.565383514941363,0.036759643123033474,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,270.7240753173828,5.565915410713558,0.036754291058504446,true,9.5572168704407E-05,1.1314475852049722E-06
B1-PIECEWISE-REDUCED,exact-v9-5-to-6mwe,2784,0,feedwater-inventory,REGION-1,SubcooledLiquid,47.522770723017004,0.16968907902364633,,true,REGION-1-REDUCED,SubcooledLiquid,47.51733818668674,0.17190166094660111,,true,0.013039035485875093,1.694105900545375E-05
B1-PIECEWISE-REDUCED,exact-v9-5-to-6mwe,8784,60,suction,REGION-4-MIXTURE,SaturatedMixture,269.286198878288,5.441657841867017,0.0009082089892899667,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,269.2853183746338,5.442051401295362,0.000907750707759184,true,7.232344255760376E-05,1.6232391128222568E-06
B1-PIECEWISE-REDUCED,exact-v9-5-to-6mwe,8784,60,pressure,REGION-4-MIXTURE,SaturatedMixture,269.5075922548773,5.4605781522424275,0.0009032234349990809,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,269.5068793296814,5.460896524753805,0.0009028518940739762,true,5.830381005472809E-05,1.3137661871387896E-06
B1-PIECEWISE-REDUCED,exact-v9-5-to-6mwe,8784,60,outlet,REGION-4-MIXTURE,SaturatedMixture,275.26000683307655,5.970042719140328,0.22868431485697216,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,275.2648584842682,5.970985432361768,0.22867006098356638,true,0.0001579072823747061,8.84675905106149E-06
B1-PIECEWISE-REDUCED,exact-v9-5-to-6mwe,8784,60,drum,REGION-4-MIXTURE,SaturatedMixture,269.93746799826624,5.497458813549572,0.03627074384046728,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,269.93755292892456,5.497527966183934,0.03627004113961376,true,1.2579018180449628E-05,1.5638486122826144E-07
B1-PIECEWISE-REDUCED,exact-v9-5-to-6mwe,8784,60,feedwater-inventory,REGION-4-MIXTURE,SaturatedMixture,47.514584347605705,0.010906180173376944,2.1513591917951847E-07,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,47.5145720243454,0.01091485266999096,2.1472680768369945E-07,true,0.0007951910271192337,3.84303752545164E-08
B1-PIECEWISE-REDUCED,exact-v9-5-to-6mwe,14784,120,suction,REGION-4-MIXTURE,SaturatedMixture,268.43746053576467,5.369587904517404,0.0009620480858722721,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,268.4368085861206,5.369880419197937,0.0009617061264982057,true,5.4476188067752335E-05,1.2037753669944046E-06
B1-PIECEWISE-REDUCED,exact-v9-5-to-6mwe,14784,120,pressure,REGION-4-MIXTURE,SaturatedMixture,269.2245281159875,5.436396374605828,0.0008928844818294307,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,269.2236166000366,5.4368032854455315,0.0008924136739579948,true,7.484936926303988E-05,1.6806024317316422E-06
