step,seconds,path,mode1_head_pa,candidate_head_pa,head_delta_pa
11,0.11,control-valve,2075297.6646143412,2075266.5486415923,-31.115972748957574
11,0.11,admission-valve,177935.2472886364,177804.86172436597,-130.3855642704293
11,0.11,turbine-expansion,3807814.293423039,3807977.810015754,163.51659271493554
12,0.12,main-circulation-pump,499999.9996972997,499077.34797078837,-922.6517265113071
12,0.12,channel,249999.9998486014,250152.97878319956,152.97893459815532
12,0.12,return,250000.00147839263,245693.45043352526,-4306.551044867374
12,0.12,main-steam-line,151244.96039623488,151185.70540001616,-59.25499621871859
12,0.12,stop-valve,177935.24605747685,177934.79541881382,-0.45063866302371025
12,0.12,control-valve,2075297.664611875,2075263.9536938816,-33.710917993448675
12,0.12,admission-valve,177935.2472886364,177794.96965544252,-140.27763319388032
12,0.12,turbine-expansion,3807814.293423039,3807990.3830115055,176.08958846656606
13,0.13,main-circulation-pump,499999.99969714973,499035.0106658116,-964.9890313381329
13,0.13,channel,249999.9998486014,250124.90392577462,124.90407717321068
13,0.13,return,250000.00147839263,245447.03923072852,-4552.962247664109
13,0.13,main-steam-line,151244.96038966253,151192.53421242535,-52.426177237182856
13,0.13,stop-valve,177935.2460609302,177934.833725336,-0.4123355941846967
13,0.13,control-valve,2075297.6646094155,2075261.3276235405,-36.33698587492108
13,0.13,admission-valve,177935.2472886364,177785.09863357618,-150.14865506021306
13,0.13,turbine-expansion,3807814.293423039,3808002.9554877034,188.6620646645315
14,0.14,main-circulation-pump,499999.99969704915,498991.6535149496,-1008.3461820995435
14,0.14,channel,249999.9998486014,250096.09980943426,96.0999608328566
14,0.14,return,250000.00147839263,245207.40472061653,-4792.596757776104
14,0.14,main-steam-line,151244.9603831172,151200.52492114063,-44.43546197656542
14,0.14,stop-valve,177935.24606441893,177934.88940893766,-0.35665548127144575
14,0.14,control-valve,2075297.664606912,2075258.666664977,-38.997941934969276
14,0.14,admission-valve,177935.2472886364,177775.24966253806,-159.99762609833851
14,0.14,turbine-expansion,3807814.293423039,3808015.5274426853,201.23401964642107
15,0.15,main-circulation-pump,499999.9996968955,498947.22814290226,-1052.771553993225
15,0.15,channel,249999.9998486014,250066.65658804774,66.65673944633454
15,0.15,return,250000.00147839263,244974.3286745539,-5025.672803838737
15,0.15,main-steam-line,151244.96037668549,151209.6299664192,-35.330410266295075
15,0.15,stop-valve,177935.24606786296,177934.96090427693,-0.28516358602792025
15,0.15,control-valve,2075297.6646044226,2075255.9769684598,-41.687635962851346
15,0.15,admission-valve,177935.2472886364,177765.4217065014,-169.82558213500306
15,0.15,turbine-expansion,3807814.293423039,3808028.0978997555,213.80447671655566
16,0.16,main-circulation-pump,499999.9996967623,498901.71559043694,-1098.2841063253582
16,0.16,channel,249999.9998486014,250036.64670597203,36.646857370622456
16,0.16,return,250000.00147839263,244747.5984815061,-5252.402996886522
16,0.16,main-steam-line,151244.96037028357,151219.7998519335,-25.160518350079656
16,0.16,stop-valve,177935.24607133493,177935.0535262497,-0.19254508521407843
16,0.16,control-valve,2075297.6646018708,2075253.2537646326,-44.41083723818883
16,0.16,admission-valve,177935.2472886364,177755.6148295817,-179.63245905470103
16,0.16,turbine-expansion,3807814.293424218,3808040.6688039936,226.3753797756508
17,0.17,main-circulation-pump,499999.9996965844,498855.11097476166,-1144.888721822761
17,0.17,channel,249999.99984859023,250006.1167238606,6.11687527038157
17,0.17,return,250000.00147839263,244527.01046142075,-5472.991016971879
17,0.17,main-steam-line,151244.96036392916,151230.99458523653,-13.965778692625463
17,0.17,stop-valve,177935.24607485812,177935.16584929638,-0.0802255617454648
17,0.17,control-valve,2075297.6645992845,2075250.4970534937,-47.16754579078406
17,0.17,admission-valve,177935.2472886364,177745.83097519958,-189.41631343681365
17,0.17,turbine-expansion,3807814.293424218,3808053.2382086567,238.9447844387032
18,0.18,main-circulation-pump,499999.9996969402,498807.41667482443,-1192.583022115752
18,0.18,channel,249999.99984810222,249975.11199532822,-24.887852774001658
18,0.18,return,249999.99734484963,244312.3606819529,-5687.636662896723
18,0.18,main-steam-line,151244.9603576176,151243.16801602673,-1.792341590858996
18,0.18,stop-valve,177935.2460783897,177935.30373372603,0.0576553363353014
18,0.18,control-valve,2075297.6645967085,2075247.7064579022,-49.95813880627975
18,0.18,admission-valve,177935.2472886364,177736.06816787692,-199.1791207594797
18,0.18,turbine-expansion,3807814.293424218,3808065.8070821296,251.51365791168064
19,0.19,main-circulation-pump,499999.99969692435,498758.64708419796,-1241.3526127263904
19,0.19,channel,249999.99984859023,249943.65385068953,-56.34599790070206
19,0.19,return,250000.00147839263,244103.46588150132,-5896.535596891306
19,0.19,main-steam-line,151244.96037859563,151256.28347962163,11.323101026006043
19,0.19,stop-valve,177935.2460819194,177935.4623506721,0.21626875270158052
19,0.19,control-valve,2075297.664594098,2075244.8823550018,-52.78223909623921
19,0.19,admission-valve,177935.2472886364,177726.32741138013,-208.91987725626677
19,0.19,turbine-expansion,3807814.293424218,3808078.3754227506,264.08199853263795
20,0.2,main-circulation-pump,499999.9996967735,498708.8195165824,-1291.1801801910624
20,0.2,channel,249999.99984859023,249911.7696310943,-88.23021749593318
20,0.2,return,250000.00147839263,243900.1425461946,-6099.858932198025
20,0.2,main-steam-line,151244.96037219837,151270.2998046577,25.3394324593246
20,0.2,stop-valve,177935.24608550686,177935.6461355202,0.40005001332610846
20,0.2,control-valve,2075297.6645914437,2075242.023741024,-55.640850419644266
20,0.2,admission-valve,177935.2472886364,177716.60970947891,-218.63757915748283
20,0.2,turbine-expansion,3807814.293424218,3808090.943230518,276.64980630017817
21,0.21,main-circulation-pump,499999.9996981099,498657.9551488422,-1342.044549267739
21,0.21,channel,249999.99984710012,249879.4798375545,-120.52000954560935
21,0.21,return,250000.00147839263,243702.21013913676,-6297.791339255869
21,0.21,main-steam-line,151244.96036576387,151285.18314622995,40.22278046607971
21,0.21,stop-valve,177935.24608913437,177935.8563364828,0.6102473484352231
21,0.21,control-valve,2075297.6645887848,2075239.1288579134,-58.535730871371925
21,0.21,admission-valve,177935.2472886364,177706.9150301139,-228.33225852251053
21,0.21,turbine-expansion,3807814.293424218,3808103.509528739,289.21610452095047
22,0.22,main-circulation-pump,499999.99969648756,498606.07432870194,-1393.9253677856177
22,0.22,channel,249999.9998485651,249846.79399295617,-153.20585560891777
22,0.22,return,250000.00147839263,243509.50284020696,-6490.4986381856725
22,0.22,main-steam-line,151244.9603594588,151300.8932416793,55.932882220484316
22,0.22,stop-valve,177935.24609272555,177936.09122909978,0.8451363742351532
22,0.22,control-valve,2075297.6645860923,2075236.1998408698,-61.464745222590864
22,0.22,admission-valve,177935.2472886364,177697.24343740195,-238.0038512344472
22,0.22,turbine-expansion,3807814.293424218,3808116.076260827,301.78283660905436
23,0.23,main-circulation-pump,499999.99969684053,498553.2058933694,-1446.7938034711406
23,0.23,channel,249999.99984807614,249813.736644499,-186.26320357713848
23,0.23,return,249999.99734484963,243321.84573011938,-6678.151614730246
23,0.23,main-steam-line,151244.960353137,151317.4027176248,72.44236448779702
23,0.23,stop-valve,177935.24609636515,177936.35202280153,1.1059264363721013
23,0.23,control-valve,2075297.664583386,2075233.236939372,-64.42764401389286
23,0.23,admission-valve,177935.2472886364,177687.5938634579,-247.65342517849058
23,0.23,turbine-expansion,3807814.293425397,3808128.641480044,314.34805464698
24,0.24,main-circulation-pump,499999.99969680235,498499.36926662177,-1500.6304301805794
24,0.24,channel,249999.9998485651,249780.30940876063,-219.69043980445713
24,0.24,return,250000.00147839263,243139.09630010836,-6860.905178284273
24,0.24,main-steam-line,151244.96037418116,151334.67182364408,89.71144946292043
24,0.24,stop-valve,177935.24609998055,177936.64445654582,1.3983565652742982
24,0.24,control-valve,2075297.6645806655,2075230.2357612094,-67.42881945613772
24,0.24,admission-valve,177935.2472886364,177677.9683478768,-257.2789407595992
24,0.24,turbine-expansion,3807814.293425397,3808141.2061564326,326.9127310356125
25,0.25,main-circulation-pump,499999.99969664495,498444.5879450524,-1555.4117515925318
25,0.25,channel,249999.9998485651,249746.52749002818,-253.47235853690654
25,0.25,return,250000.00147839263,242961.08856185712,-7038.912916535512
25,0.25,main-steam-line,151244.96036773734,151352.67558858544,107.7152208480984
25,0.25,stop-valve,177935.24610369653,177936.9635834964,1.717479799874127
25,0.25,control-valve,2075297.664577894,2075227.1986910575,-70.46588683640584
25,0.25,admission-valve,177935.2472886364,177668.36588688986,-266.8814017465338
25,0.25,turbine-expansion,3807814.293425397,3808153.770288334,339.476862937212
26,0.26,main-circulation-pump,499999.99969698396,498388.89188908227,-1611.107807901688
26,0.26,channel,249999.99984807614,249712.4053813098,-287.5944667663425
26,0.26,return,250000.00147839263,242787.6796702305,-7212.321808162145
26,0.26,main-steam-line,151244.96036136523,151371.37844476756,126.4180834023282
26,0.26,stop-valve,177935.24610738084,177937.3123463886,2.0662390077486634
26,0.26,control-valve,2075297.66457514,2075224.1261060615,-73.53846907848492
26,0.26,admission-valve,177935.2472886364,177658.78748426633,-276.459804370068
26,0.26,turbine-expansion,3807814.293425397,3808166.333874083,352.040448686108
27,0.27,main-circulation-pump,499999.9996963339,498332.29369547777,-1667.7060008561239
27,0.27,channel,249999.99984858278,249677.9457736453,-322.0540749374777
27,0.27,return,249999.99734484963,242618.7300093472,-7381.267335502431
27,0.27,main-steam-line,151244.96035502478,151390.75559091568,145.79523589089513
27,0.27,stop-valve,177935.24611106142,177937.69326619897,2.4471551375463605
27,0.27,control-valve,2075297.6645723544,2075221.0148672573,-76.64970509707928
27,0.27,admission-valve,177935.2472886364,177649.23310794588,-286.0141806905158
27,0.27,turbine-expansion,3807814.293425397,3808178.895936985,364.6025115880184
28,0.28,main-circulation-pump,499999.99969727267,498274.828222597,-1725.171474675648
28,0.28,channel,249999.99984809477,249643.1610376686,-356.83881042618304
28,0.28,return,250000.00147839263,242454.09681816865,-7545.904660223983
28,0.28,main-steam-line,151244.96037600935,151410.77741826046,165.81704225111753
28,0.28,stop-valve,177935.24611478578,177938.10253938846,2.8564246026799083
28,0.28,control-valve,2075297.664569538,2075217.8691173745,-79.79545216355473
28,0.28,admission-valve,177935.2472886364,177639.70178622007,-295.54550241632387
28,0.28,turbine-expansion,3807814.293425397,3808191.457450412,377.1640250151977
29,0.29,main-circulation-pump,499999.9996981248,498216.5091416091,-1783.4905565157533
29,0.29,channel,249999.99984708522,249608.05864328612,-391.94120379909873
29,0.29,return,250000.00147839263,242293.64907541499,-7706.352402977645
29,0.29,main-steam-line,151244.96036959346,151431.41325152107,186.452881927602
29,0.29,stop-valve,177935.2461184878,177938.54720340017,3.3010849123820662
29,0.29,control-valve,2075297.664566732,2075214.684087059,-82.98047967301682
29,0.29,admission-valve,177935.2472886364,177630.19552662317,-305.0517620132305
29,0.29,turbine-expansion,3807814.293425397,3808204.0184093765,389.7249839794822
30,0.3,main-circulation-pump,499999.999696997,498157.36175804306,-1842.637938953936
30,0.3,channel,249999.9998480631,249572.64890814107,-427.35093992203474
30,0.3,return,250000.00147839263,242137.25567571912,-7862.745802673511
30,0.3,main-steam-line,151244.96036316454,151452.64705083147,207.6866876669228
30,0.3,stop-valve,177935.246122282,177939.0216388274,3.7755165454000235
30,0.3,control-valve,2075297.6645638812,2075211.461783845,-86.20278003625572
30,0.3,admission-valve,177935.2472886364,177620.71232162183,-314.53496701456606
30,0.3,turbine-expansion,3807814.293425397,3808216.5788138765,402.28538847947493
31,0.31,main-circulation-pump,499999.999696373,498097.41089025326,-1902.5888061197475
31,0.31,channel,249999.99984855112,249536.9366830727,-463.06316547840834
31,0.31,return,250000.00147839263,241984.79725348204,-8015.204224910587
31,0.31,main-steam-line,151244.96035681013,151474.4459933117,229.48563650157303
31,0.31,stop-valve,177935.246126052,177939.53069035243,4.284564300440252
31,0.31,control-valve,2075297.664561024,2075208.2015811093,-89.46297991462052
31,0.31,admission-valve,177935.2472886364,177611.25417874847,-323.9931098879315
31,0.31,turbine-expansion,3807814.293425397,3808229.138660591,414.8452351940796
32,0.32,main-circulation-pump,499999.99969672784,498036.6711585093,-1963.3285382185131
32,0.32,channel,249999.9998480631,249500.93434214778,-499.0655059153214
32,0.32,return,249999.99734484963,241836.1484891288,-8163.848855720833
32,0.32,main-steam-line,151244.9603505144,151496.7898897091,251.8295391947031
32,0.32,stop-valve,177935.24612980802,177940.07206925843,4.825939450412989
32,0.32,control-valve,2075297.6645581182,2075204.9041054724,-92.76045264583081
32,0.32,admission-valve,177935.2472886364,177601.8200621819,-333.4272264544852
32,0.32,turbine-expansion,3807814.293425397,3808241.696976145,427.403550747782
33,0.33,main-circulation-pump,499999.9996966906,497975.1668593604,-2024.8328373301774
33,0.33,channel,249999.99984855112,249464.64428101946,-535.3555675316602
33,0.33,return,250000.00147839263,241691.19877984654,-8308.80269854609
33,0.33,main-steam-line,151244.9603715036,151519.6533709187,274.6929994150996
33,0.33,stop-valve,177935.24613358453,177940.64999701083,5.403863426297903
33,0.33,control-valve,2075297.6645552712,2075201.567349405,-96.0972058661282
33,0.33,admission-valve,177935.2472886364,177592.41003603395,-342.8372526024468
33,0.33,turbine-expansion,3807814.293425397,3808254.2557006343,439.9622752373107
34,0.34,main-circulation-pump,499999.99969700444,497912.91451304127,-2087.0851839631796
34,0.34,channel,249999.99984805565,249428.07389609236,-571.9259519632906
34,0.34,return,250000.00147839263,241549.83165293746,-8450.169825455174
34,0.34,main-steam-line,151244.96036508307,151543.0177434655,298.05737838242203
34,0.34,stop-valve,177935.24613742717,177941.262754336,6.0166169088333845
34,0.34,control-valve,2075297.664552317,2075198.191312904,-99.47323941299692
34,0.34,admission-valve,177935.2472886364,177583.0260437252,-352.2212449111976
34,0.34,turbine-expansion,3807814.293425397,3808266.8128906395,452.5194652425125
35,0.35000000000000003,main-circulation-pump,499999.9996968964,497849.9362115208,-2150.0634853756055
35,0.35000000000000003,channel,249999.99984805565,249391.2367185671,-608.763129488565
35,0.35000000000000003,return,250000.00147839263,241411.93914619926,-8588.062332193367
35,0.35000000000000003,main-steam-line,151244.9603586858,151566.85920928884,321.89885060302913
35,0.35000000000000003,stop-valve,177935.24614120927,177941.91058805957,6.664446850307286
35,0.35000000000000003,control-valve,2075297.6645494327,2075194.7769997376,-102.88754969509318
35,0.35000000000000003,admission-valve,177935.2472886364,177573.66610977892,-361.58117885747924
35,0.35000000000000003,turbine-expansion,3807814.293425397,3808279.3695128825,465.0760874855332
36,0.36,main-circulation-pump,499999.99969678465,497786.2516829092,-2213.748013875447
36,0.36,channel,249999.9998480277,249354.12790528964,-645.8719427380711
36,0.36,return,250000.00147839263,241277.42248068843,-8722.5789977042
36,0.36,main-steam-line,151244.9603523491,151591.15850217827,346.1981498291716
36,0.36,stop-valve,177935.24614504818,177942.59373239987,7.3475873516872525
36,0.36,control-valve,2075297.6645464888,2075191.323406137,-106.34114035172388
36,0.36,admission-valve,177935.2472886364,177564.331237962,-370.9160506743938
36,0.36,turbine-expansion,3807814.293425397,3808291.9255690286,477.6321436315775
37,0.37,main-circulation-pump,499999.9996966552,497721.87760485057,-2278.122091804631
37,0.37,channel,249999.9998480277,249316.76352550648,-683.2363225212321
37,0.37,return,249999.99734484963,241146.17369420826,-8853.823650641367
37,0.37,main-steam-line,151244.96034606174,151615.89700249117,370.93665642943233
37,0.37,stop-valve,177935.24614884518,177943.3143865876,8.06823774240911
37,0.37,control-valve,2075297.6645435803,2075187.8315358702,-109.83300771005452
37,0.37,admission-valve,177935.2472886364,177555.02042450756,-380.2268641288392
37,0.37,turbine-expansion,3807814.293425397,3808304.481054087,490.18762869015336
38,0.38,main-circulation-pump,499999.99969657604,497656.829379512,-2343.1703170640394
38,0.38,channel,249999.99984851573,249279.14613971114,-720.853708804585
38,0.38,return,250000.00147839263,241018.09673251864,-8981.904745873995
38,0.38,main-steam-line,151244.96036712732,151641.05483946577,396.0944723384455
38,0.38,stop-valve,177935.24615265243,177944.07078862656,8.824635974131525
38,0.38,control-valve,2075297.6645406224,2075184.3003851725,-113.3641554499045
38,0.38,admission-valve,177935.2472886364,177545.734673182,-389.5126154543832
38,0.38,turbine-expansion,3807814.293425397,3808317.0359663973,502.742541000247
39,0.39,main-circulation-pump,499999.99969692435,497591.12709433585,-2408.872602588497
39,0.39,channel,249999.9998480277,249241.28532965388,-758.7145183738321
39,0.39,return,250000.00147839263,240893.09537319094,-9106.906105201691
39,0.39,main-steam-line,151244.96036071144,151666.61466929968,421.654308588244
39,0.39,stop-valve,177935.24615652394,177944.86452299263,9.618366468697786
39,0.39,control-valve,2075297.6645376459,2075180.7275693608,-116.93696828512475
39,0.39,admission-valve,177935.2472886364,177536.4759594635,-398.7713291728869
39,0.39,turbine-expansion,3807814.293425397,3808329.589332588,515.2959071910009
40,0.4,main-circulation-pump,499999.9996963078,497524.7792342976,-2475.220462010242
40,0.4,channel,249999.99984851573,249203.18184345867,-796.8180050570518
40,0.4,return,250000.00147839263,240771.085217678,-9228.916260714643
40,0.4,main-steam-line,151244.96035429928,151692.55771175586,447.59735745657235
40,0.4,stop-valve,177935.24616037682,177945.69835313782,10.452192761003971
40,0.4,control-valve,2075297.6645346945,2075177.115473119,-120.54906157543883
40,0.4,admission-valve,177935.2472886364,177527.24230787484,-408.0049807615578
40,0.4,turbine-expansion,3807814.293425397,3808342.1421227045,527.8486973075196
41,0.41000000000000003,main-circulation-pump,499999.9996976368,497457.8165697949,-2542.183127841912
41,0.41000000000000003,channel,249999.99984704237,249164.8431080561,-835.1567389862612
41,0.41000000000000003,return,249999.99734484963,240651.96723474097,-9348.030110108666
41,0.41000000000000003,main-steam-line,151244.96034804732,151718.86583976168,473.9054917143658
41,0.41000000000000003,stop-valve,177935.24616419245,177946.569892101,11.323727908544242
41,0.41000000000000003,control-valve,2075297.6645317106,2075173.463719299,-124.20081241149455
41,0.41000000000000003,admission-valve,177935.2472886364,177518.03271464817,-417.2145739882253
41,0.41000000000000003,turbine-expansion,3807814.293425397,3808354.6943317624,540.4009063653648
42,0.42,main-circulation-pump,499999.99969709944,497390.2423310643,-2609.7573660351336
42,0.42,channel,249999.99984802026,249126.278204008,-873.7216440122575
42,0.42,return,250000.00147839263,240535.65975053608,-9464.341727856547
42,0.42,main-steam-line,151244.96036898904,151745.52728547156,500.5669164825231
42,0.42,stop-valve,177935.24616809003,177947.47852761205,12.232359522022307
42,0.42,control-valve,2075297.6645287182,2075169.7730621886,-127.89146652957425
42,0.42,admission-valve,177935.2472886364,177508.8491873187,-426.3981013176963
42,0.42,turbine-expansion,3807814.293425397,3808367.245961421,552.9525360241532
43,0.43,main-circulation-pump,499999.99969691504,497322.0728015015,-2677.9268954135478
43,0.43,channel,249999.99984803703,249087.4857328795,-912.5141151575372
43,0.43,return,250000.00147839263,240422.08134349622,-9577.920134896412
43,0.43,main-steam-line,151244.96036255825,151772.52493492514,527.5645723668858
43,0.43,stop-valve,177935.24617193732,177948.42521449458,13.179042557254434
43,0.43,control-valve,2075297.664525738,2075166.0417437353,-131.62278200266883
43,0.43,admission-valve,177935.2472886364,177499.69072211953,-435.55656651686877
43,0.43,turbine-expansion,3807814.293425397,3808379.797008357,565.5035829599947
44,0.44,main-circulation-pump,499999.9996967865,497253.330914787,-2746.6687819994986
44,0.44,channel,249999.99984803703,249048.47818273772,-951.5216652993113
44,0.44,return,250000.00147839263,240311.15025567356,-9688.851222719066
44,0.44,main-steam-line,151244.9603561703,151799.84017627593,554.8798201056197
44,0.44,stop-valve,177935.2461758405,177949.41406244133,14.167886600829661
44,0.44,control-valve,2075297.6645226916,2075162.2687601708,-135.39576252084225
44,0.44,admission-valve,177935.2472886364,177490.55832281755,-444.68896581884474
44,0.44,turbine-expansion,3807814.293425397,3808392.3474692465,578.0540438494645
45,0.45,main-circulation-pump,499999.99969616067,497184.0225551538,-2815.9771410068497
45,0.45,channel,249999.99984852597,249009.2559254635,-990.7439230624586
45,0.45,return,250000.00147839263,240202.78506550472,-9797.216412887909
45,0.45,main-steam-line,151244.96034978703,151827.4627486728,582.5023988857865
45,0.45,stop-valve,177935.2461797269,177950.44126806036,15.195088333450258
45,0.45,control-valve,2075297.6645196928,2075158.455115263,-139.2094044298865
45,0.45,admission-valve,177935.2472886364,177481.4519573534,-453.7953312830068
45,0.45,turbine-expansion,3807814.293425397,3808404.89637238,590.6029469831847
46,0.46,main-circulation-pump,499999.99969651364,497114.1674564397,-2885.8322400739416
46,0.46,channel,249999.99984803703,248969.82581871562,-1030.1740293214098
46,0.46,return,249999.99734484963,240096.91864771582,-9903.07869713381
46,0.46,main-steam-line,151244.96034351643,151855.37497953698,610.4146360205486
46,0.46,stop-valve,177935.24618360214,177951.5081640482,16.26198044605553
46,0.46,control-valve,2075297.664516653,2075154.602567064,-143.06194958882406
46,0.46,admission-valve,177935.2472886364,177472.37165778782,-462.8756308485754
46,0.46,turbine-expansion,3807814.293425397,3808417.4446844794,603.1512590823695
47,0.47000000000000003,main-circulation-pump,499999.99969693646,497043.77322078496,-2956.226476151496
47,0.47000000000000003,channel,249999.99984803703,248930.1953467261,-1069.8045013109222
47,0.47000000000000003,return,250000.00147839263,239993.46941254754,-10006.532065845095
47,0.47000000000000003,main-steam-line,151244.96036460716,151883.56944687106,638.6090822638944
47,0.47000000000000003,stop-valve,177935.24618744105,177952.6136951996,17.367507758550346
47,0.47000000000000003,control-valve,2075297.664513642,2075150.7093575215,-146.95515612047166
47,0.47000000000000003,admission-valve,177935.2472886364,177463.31544864317,-471.93183999322355
