step,seconds,path,mode1_head_pa,candidate_head_pa,head_delta_pa
47,0.47000000000000003,turbine-expansion,3807814.293425397,3808429.9933772525,615.6999518554658
48,0.48,main-circulation-pump,499999.9996962976,496972.85684326943,-3027.142853028141
48,0.48,channel,249999.99984852597,248890.3622986544,-1109.6375498715788
48,0.48,return,250000.00147839263,239892.3733799085,-10107.628098484129
48,0.48,main-steam-line,151244.96035811584,151912.02537590358,667.0650177877396
48,0.48,stop-valve,177935.24619137682,177953.76332378108,18.517132404260337
48,0.48,control-valve,2075297.6645106087,2075146.7731019584,-150.89140865020454
48,0.48,admission-valve,177935.2472886364,177454.28627710417,-480.96101153222844
48,0.48,turbine-expansion,3807814.293425397,3808442.5405056207,628.2470802236348
49,0.49,main-circulation-pump,499999.9996966496,496901.43309672736,-3098.5665999222547
49,0.49,channel,249999.99984803703,248850.3385938704,-1149.6612541666254
49,0.49,return,250000.00147839263,239793.55466173775,-10206.446816654876
49,0.49,main-steam-line,151244.9603517633,151940.7381740082,695.7778222449124
49,0.49,stop-valve,177935.24619523343,177954.94907319266,19.702877959236503
49,0.49,control-valve,2075297.6645075837,2075142.797943106,-154.86656447779387
49,0.49,admission-valve,177935.2472886364,177445.2831714605,-489.96411717589945
49,0.49,turbine-expansion,3807814.293425397,3808455.0870363065,640.793610909488
50,0.5,main-circulation-pump,499999.99969606474,496829.50906403456,-3170.4906320301816
50,0.5,channel,249999.99984849337,248810.12628189474,-1189.8735665986314
50,0.5,return,249999.99734484963,239696.95497964043,-10303.0423652092
50,0.5,main-steam-line,151244.96034542844,151969.689815538,724.729470109567
50,0.5,stop-valve,177935.24619910028,177956.17915548198,20.932956381700933
50,0.5,control-valve,2075297.6645045672,2075138.7807419966,-158.8837625705637
50,0.5,admission-valve,177935.2472886364,177436.30609965883,-498.9411889775656
50,0.5,turbine-expansion,3807814.293425397,3808467.6319992607,653.3385738637298
51,0.51,main-circulation-pump,499999.99969796,496757.09727109596,-3242.9024268640205
51,0.51,channel,249999.9998470312,248769.72474478185,-1230.2751022493467
51,0.51,return,250000.00147839263,239602.50746062584,-10397.494017766789
51,0.51,main-steam-line,151244.9603664223,151998.87052549236,753.9101590700448
51,0.51,stop-valve,177935.24620305747,177957.4489384964,22.20273543894291
51,0.51,control-valve,2075297.664501452,2075134.7232566904,-162.94124476145953
51,0.51,admission-valve,177935.2472886364,177427.35412204312,-507.89316659327596
51,0.51,turbine-expansion,3807814.293425397,3808480.1773329163,665.8839075192809
52,0.52,main-circulation-pump,499999.9996963693,496684.21456866246,-3315.7851277068257
52,0.52,channel,249999.9998484971,248729.14670026302,-1270.8531482340768
52,0.52,return,250000.00147839263,239510.1420024298,-10489.859475962818
52,0.52,main-steam-line,151244.96035998594,152028.26894365065,783.3085836647078
52,0.52,stop-valve,177935.24620694108,177958.7618809184,23.515673977322876
52,0.52,control-valve,2075297.6644984204,2075130.6251100386,-167.03938838187605
52,0.52,admission-valve,177935.2472886364,177418.4281782671,-516.8191103693098
52,0.52,turbine-expansion,3807814.293425397,3808492.7210921925,678.42766679544
53,0.53,main-circulation-pump,499999.99969618954,496610.86719117593,-3389.1325050136074
53,0.53,channel,249999.9998484971,248688.3920693053,-1311.607779191807
53,0.53,return,250000.00147839263,239419.80908943433,-10580.192388958298
53,0.53,main-steam-line,151244.9603536036,152057.87602874544,812.9156751418486
53,0.53,stop-valve,177935.2462107893,177960.1127452515,24.866534462198615
53,0.53,control-valve,2075297.6644953797,2075126.4856754187,-171.17881996091455
53,0.53,admission-valve,177935.2472886364,177409.5283324481,-525.7189561882988
53,0.53,turbine-expansion,3807814.293425397,3808505.2652188432,690.9717934462242
54,0.54,main-circulation-pump,499999.99969653785,496537.06933911424,-3462.930357423611
54,0.54,channel,249999.9998480091,248647.46143566724,-1352.538412341848
54,0.54,return,250000.00147839263,239331.4476344427,-10668.553843949921
54,0.54,main-steam-line,151244.9603472231,152087.67710972764,842.7167625045404
54,0.54,stop-valve,177935.24621473346,177961.51031259634,26.26409786287695
54,0.54,control-valve,2075297.6644922886,2075122.3041985459,-175.36029374273494
54,0.54,admission-valve,177935.2472886364,177400.65452046506,-534.5927681713365
54,0.54,turbine-expansion,3807814.293425397,3808517.8077677917,703.5143423946574
55,0.55,main-circulation-pump,499999.99969592504,496462.82810717076,-3537.1715887542814
55,0.55,channel,249999.9998484971,248606.36566730868,-1393.6341811884195
55,0.55,return,249999.99734484963,239244.99629797693,-10755.001046872698
55,0.55,main-steam-line,151244.96034093853,152117.66774670407,872.7074057655409
55,0.55,stop-valve,177935.2462186087,177962.94597480912,27.699756200425327
55,0.55,control-valve,2075297.6644892627,2075118.0814337041,-179.58305555861443
55,0.55,admission-valve,177935.2472886364,177391.80777814845,-543.4395104879513
55,0.55,turbine-expansion,3807814.293425397,3808530.3497090824,716.0562836853787
56,0.56,main-circulation-pump,499999.9996968424,496388.16073799785,-3611.8389588445425
56,0.56,channel,249999.9998480091,248565.10220510792,-1434.8976429011673
56,0.56,return,250000.00147839263,239160.40564851556,-10839.595829877071
56,0.56,main-steam-line,151244.96036194265,152147.8358946368,902.8755326941609
56,0.56,stop-valve,177935.24622254446,177964.42514646146,29.178923917002976
56,0.56,control-valve,2075297.6644861586,2075113.8180075195,-183.84647863917053
56,0.56,admission-valve,177935.2472886364,177382.98609796166,-552.2611906747334
56,0.56,turbine-expansion,3807814.293425397,3808542.8910377277,728.59761233069
57,0.5700000000000001,main-circulation-pump,499999.99969621934,496313.0706474008,-3686.929048818536
57,0.5700000000000001,channel,249999.9998484971,248523.6797426492,-1476.3201058479026
57,0.5700000000000001,return,250000.00147839263,239077.62021645717,-10922.381261935458
57,0.5700000000000001,main-steam-line,151244.96035551187,152178.17176252604,933.2114070141688
57,0.5700000000000001,stop-valve,177935.2462264225,177965.94454445504,30.69831803254783
57,0.5700000000000001,control-valve,2075297.664483116,2075109.5153009016,-188.14918221440166
57,0.5700000000000001,admission-valve,177935.2472886364,177374.18947990518,-561.0578087312169
57,0.5700000000000001,turbine-expansion,3807814.293426576,3808555.43175539,741.1383288139477
58,0.58,main-circulation-pump,499999.99969705567,496237.5684543662,-3762.4312426894903
58,0.58,channel,249999.99984749127,248482.1025458919,-1517.8973015993834
58,0.58,return,250000.00147839263,238996.58172341436,-11003.41975497827
58,0.58,main-steam-line,151244.96034911927,152208.66783829127,963.7074891719967
58,0.58,stop-valve,177935.24623030517,177967.50561956875,32.25938926357776
58,0.58,control-valve,2075297.664480052,2075105.1699254042,-192.49455464771017
58,0.58,admission-valve,177935.2472886364,177365.42090322124,-569.8263854151592
58,0.58,turbine-expansion,3807814.293426576,3808567.970885377,753.6774588008411
59,0.59,main-circulation-pump,499999.9996964177,496161.66743747145,-3838.3322589462623
59,0.59,channel,249999.99984797928,248440.366166519,-1559.6336814602837
59,0.59,return,249999.99734484963,238917.25528644025,-11082.742058409378
59,0.59,main-steam-line,151244.96034283005,152239.31294328813,994.3526004580781
59,0.59,stop-valve,177935.24623413384,177969.11041302234,33.86417888849974
59,0.59,control-valve,2075297.6644770233,2075100.782884797,-196.8815922262147
59,0.59,admission-valve,177935.2472886364,177356.67742072511,-578.5698679112829
59,0.59,turbine-expansion,3807814.293426576,3808580.510371102,766.2169445259497
60,0.6,main-circulation-pump,499999.9996973276,496085.37569563463,-3914.6240016929805
60,0.6,channel,249999.99984752387,248398.48036756273,-1601.5194799611345
60,0.6,return,250000.00147839263,238839.58254304156,-11160.418935351074
60,0.6,main-steam-line,151244.96036378574,152270.10009653307,1025.1397327473387
60,0.6,stop-valve,177935.24623808824,177970.75898351334,35.512745425105095
60,0.6,control-valve,2075297.6644739108,2075096.3551828456,-201.3092910652049
60,0.6,admission-valve,177935.2472886364,177347.9599720696,-587.2873165667988
60,0.6,turbine-expansion,3807814.293426576,3808593.048265824,778.7548392480239
61,0.61,main-circulation-pump,499999.99969671015,496008.6967620151,-3991.302934695035
61,0.61,channel,249999.9998480128,248356.45074825082,-1643.5490997619927
61,0.61,return,250000.00147839263,238763.51678640582,-11236.484691986814
61,0.61,main-steam-line,151244.9603573326,152301.02257466782,1056.0622173352167
61,0.61,stop-valve,177935.2462419076,177972.44941009674,37.203168189153075
61,0.61,control-valve,2075297.6644709026,2075091.884812015,-205.77965888753533
61,0.61,admission-valve,177935.2472886364,177339.26959307818,-595.9776955582201
61,0.61,turbine-expansion,3807814.293426576,3808605.5855395906,791.2921130144969
62,0.62,main-circulation-pump,499999.9996960461,495931.6493475931,-4068.3503484530374
62,0.62,channel,249999.99984850083,248314.2731804233,-1685.726668077521
62,0.62,return,250000.00147839263,238689.0144549068,-11310.987023485824
62,0.62,main-steam-line,151244.96035095584,152332.06993172783,1087.1095807719976
62,0.62,stop-valve,177935.2462458089,177974.18095927592,38.93471346702427
62,0.62,control-valve,2075297.6644678283,2075087.376541663,-210.28792616538703
62,0.62,admission-valve,177935.2472886364,177330.6042762166,-604.6430124198087
62,0.62,turbine-expansion,3807814.293426576,3808618.122189075,803.8287624991499
63,0.63,main-circulation-pump,499999.9996963842,495854.234980084,-4145.764716300182
63,0.63,channel,249999.9998480128,248271.9582457468,-1728.041602266021
63,0.63,return,250000.00147839263,238616.0316505283,-11383.969827864319
63,0.63,main-steam-line,151244.96034456324,152363.23593570758,1118.2755911443383
63,0.63,stop-valve,177935.2462496562,177975.957225902,40.71097624581307
63,0.63,control-valve,2075297.664464782,2075082.8238443774,-214.84062040457502
63,0.63,admission-valve,177935.2472886364,177321.96502525313,-613.2822633832693
63,0.63,turbine-expansion,3807814.293426576,3808630.6582142795,816.36478770338
64,0.64,main-circulation-pump,499999.9996962808,495776.4629795188,-4223.536716761999
64,0.64,channel,249999.9998480128,248229.50257817563,-1770.4972698371857
64,0.64,return,249999.99734484963,238544.52481163945,-11455.47253321018
64,0.64,main-steam-line,151244.9603382824,152394.5165837817,1149.5562454992905
64,0.64,stop-valve,177935.24625353422,177977.772728662,42.5264751277864
64,0.64,control-valve,2075297.6644617356,2075078.2332475702,-219.43121416540816
64,0.64,admission-valve,177935.2472886364,177313.35180812748,-621.8954805089161
64,0.64,turbine-expansion,3807814.293426576,3808643.192640168,828.8992135920562
65,0.65,main-circulation-pump,499999.99969671015,495698.3409987828,-4301.658697927371
65,0.65,channel,249999.9998480128,248186.91340977792,-1813.0864382348955
65,0.65,return,250000.00147839263,238474.45301722176,-11525.548461170867
65,0.65,main-steam-line,151244.9603593005,152425.89814499766,1180.9377856971696
65,0.65,stop-valve,177935.24625739455,177979.6342244791,44.387967084534466
65,0.65,control-valve,2075297.6644586613,2075073.5999818845,-224.0644767768681
65,0.65,admission-valve,177935.2472886364,177304.76468895702,-630.4825996793807
65,0.65,turbine-expansion,3807814.293427755,3808655.7274101623,841.4339824072085
66,0.66,main-circulation-pump,499999.99969605356,495619.87739838194,-4380.1222976716235
66,0.66,channel,249999.99984850083,248144.19428800698,-1855.8055604938418
66,0.66,return,250000.00147839263,238405.7725374531,-11594.22894093953
66,0.66,main-steam-line,151244.96035288554,152457.38099088427,1212.42063799873
66,0.66,stop-valve,177935.24626122322,177981.5344365267,46.28817530348897
66,0.66,control-valve,2075297.6644556364,2075068.927435765,-228.73701987136155
66,0.66,admission-valve,177935.2472886364,177296.20263191778,-639.0446567186154
66,0.66,turbine-expansion,3807814.293427755,3808668.2615459003,853.9681181451306
67,0.67,main-circulation-pump,499999.9996964233,495541.08615983557,-4458.91353658773
67,0.67,channel,249999.9998479737,248101.342937883,-1898.6569100907072
67,0.67,return,250000.00147839263,238338.45138228498,-11661.550096107647
67,0.67,main-steam-line,151244.96034647152,152488.953841283,1243.9934948114678
67,0.67,stop-valve,177935.24626505002,177983.48071049154,48.234445441514254
67,0.67,control-valve,2075297.664452603,2075064.2122207675,-233.4522318355739
67,0.67,admission-valve,177935.2472886364,177287.6686162525,-647.5786723839119
67,0.67,turbine-expansion,3807814.293427755,3808680.7940789987,866.5006512436084
68,0.68,main-circulation-pump,499999.9996963199,495461.9649565844,-4538.034739735536
68,0.68,channel,249999.9998479737,248058.36794208083,-1941.6319058928639
68,0.68,return,249999.99734484963,238272.44863070082,-11727.548714148812
68,0.68,main-steam-line,151244.96034015808,152520.6114611514,1275.6511209933087
68,0.68,stop-valve,177935.24626887962,177985.46773991548,50.22147103585303
68,0.68,control-valve,2075297.664449581,2075059.4587291041,-238.20572047680616
68,0.68,admission-valve,177935.2472886364,177279.1586589492,-656.088629687205
68,0.68,turbine-expansion,3807814.293427755,3808693.325976181,879.0325484257191
69,0.6900000000000001,main-circulation-pump,499999.99969674926,495382.52499407623,-4617.474702673033
69,0.6900000000000001,channel,249999.9998479737,248015.26990240254,-1984.7299455711618
69,0.6900000000000001,return,250000.00147839263,238207.7235298697,-11792.27794852294
69,0.6900000000000001,main-steam-line,151244.9603611296,152552.35089587513,1307.3905347455293
69,0.6900000000000001,stop-valve,177935.2462727027,177987.49693223927,52.25065953657031
69,0.6900000000000001,control-valve,2075297.664446569,2075054.6625685622,-243.00187800684944
69,0.6900000000000001,admission-valve,177935.2472886364,177270.67479960062,-664.5724890357815
69,0.6900000000000001,turbine-expansion,3807814.293427755,3808705.8582074917,891.5647797365673
70,0.7000000000000001,main-circulation-pump,499999.9996975912,495302.7764385175,-4697.223259073682
70,0.7000000000000001,channel,249999.9998469958,247972.04748290032,-2027.9523640954867
70,0.7000000000000001,return,250000.00147839263,238144.24987553526,-11855.751602857374
70,0.7000000000000001,main-steam-line,151244.96035466902,152584.16140450072,1339.2010498316959
70,0.7000000000000001,stop-valve,177935.24627656303,177989.5722647924,54.32598822936416
70,0.7000000000000001,control-valve,2075297.6644434948,2075049.8267504447,-247.83769305003807
70,0.7000000000000001,admission-valve,177935.2472886364,177262.2159703225,-673.0313183139078
70,0.7000000000000001,turbine-expansion,3807814.293427755,3808718.3888261905,904.0953984353691
71,0.71,main-circulation-pump,499999.9996964587,495222.7223679982,-4777.277328460477
71,0.71,channel,249999.9998479737,247928.70961416233,-2071.2902338113636
71,0.71,return,250000.00147839263,238081.980960886,-11918.020517506637
71,0.71,main-steam-line,151244.9603482699,152616.0443078447,1371.0839595748112
71,0.71,stop-valve,177935.2462803088,177991.685063513,56.43878320418298
71,0.71,control-valve,2075297.6644405276,2075044.951025269,-252.71341525856405
71,0.71,admission-valve,177935.2472886364,177253.7851824197,-681.4621062166989
71,0.71,turbine-expansion,3807814.293427755,3808730.9178339373,916.6244061822072
72,0.72,main-circulation-pump,499999.9996958319,495142.3731510071,-4857.626544824801
72,0.72,channel,249999.9998484617,247885.25475795474,-2114.745090506971
72,0.72,return,250000.00147839263,238020.89636745956,-11979.105110933073
72,0.72,main-steam-line,151244.96034192666,152647.98723628558,1403.026894358918
72,0.72,stop-valve,177935.2462841412,177993.8440414518,58.59775731060654
72,0.72,control-valve,2075297.6644374887,2075040.03463875,-257.62979873875156
72,0.72,admission-valve,177935.2472886364,177245.3784849383,-689.8688036981039
72,0.72,turbine-expansion,3807814.293427755,3808743.447167502,929.15373974666
73,0.73,main-circulation-pump,499999.9996961942,495061.7320050532,-4938.267691140994
73,0.73,channel,249999.9998479737,247841.6887284536,-2158.3111195201054
73,0.73,return,249999.99734484963,237960.95525833126,-12039.04208651837
73,0.73,main-steam-line,151244.9603355769,152679.98783001304,1435.02749443613
73,0.73,stop-valve,177935.24628796428,177996.0452569537,60.798968989402056
73,0.73,control-valve,2075297.6644344516,2075035.0775908865,-262.5868435651064
73,0.73,admission-valve,177935.2472886364,177236.99684958486,-698.2504390515387
73,0.73,turbine-expansion,3807814.293427755,3808755.9758568387,941.682429083623
74,0.74,main-circulation-pump,499999.9996966133,494980.803022529,-5019.196674084291
74,0.74,channel,249999.9998479737,247798.00753397774,-2201.9923139959574
74,0.74,return,250000.00147839263,237902.12862044387,-12097.872857948765
74,0.74,main-steam-line,151244.96035657078,152712.0400132183,1467.0796566475183
74,0.74,stop-valve,177935.24629173893,177998.28793677874,63.04164503980428
74,0.74,control-valve,2075297.6644314844,2075030.0816397336,-267.58279175078496
74,0.74,admission-valve,177935.2472886364,177228.64225183893,-706.6050367974676
74,0.74,turbine-expansion,3807814.293427755,3808768.5029269117,954.2094991565682
75,0.75,main-circulation-pump,499999.9996959781,494899.6005462473,-5100.399149730802
75,0.75,channel,249999.9998484617,247754.22034550738,-2245.779502954334
75,0.75,return,250000.00147839263,237844.38710436318,-12155.61437402945
75,0.75,main-steam-line,151244.96035016328,152744.14386920445,1499.1835190411657
75,0.75,stop-valve,177935.24629545026,178000.5728752017,65.32657975144684
75,0.75,control-valve,2075297.6644285312,2075025.0450272365,-272.61940129473805
75,0.75,admission-valve,177935.2472886364,177220.3117445144,-714.9355441220105
75,0.75,turbine-expansion,3807814.293427755,3808781.030319478,966.7368917227723
76,0.76,main-circulation-pump,499999.9996963199,494818.11919974815,-5181.880496571772
76,0.76,channel,249999.9998479737,247710.32698836178,-2289.672859611921
76,0.76,return,250000.00147839263,237787.6987200426,-12212.302758350037
76,0.76,main-steam-line,151244.96034378838,152776.28952278756,1531.329178999178
76,0.76,stop-valve,177935.2462992426,178002.90067696385,67.65437772125006
76,0.76,control-valve,2075297.6644255323,2075019.969134306,-277.6952912262641
76,0.76,admission-valve,177935.2472886364,177212.00727102812,-723.2400176082738
76,0.76,turbine-expansion,3807814.293427755,3808793.556087795,979.2626600400545
77,0.77,main-circulation-pump,499999.9996961942,494736.37714080047,-5263.622555393726
77,0.77,channel,249999.9998479737,247666.3297408633,-2333.6701071104035
77,0.77,return,249999.99734484963,237732.03428623453,-12267.963058615103
77,0.77,main-steam-line,151244.96033746377,152808.47332809865,1563.5129906348884
77,0.77,stop-valve,177935.2463029744,178005.27134564985,70.02504267543554
77,0.77,control-valve,2075297.6644225651,2075014.8539609425,-282.81046162266284
77,0.77,admission-valve,177935.2472886364,177203.72785967076,-731.5194289656356
77,0.77,turbine-expansion,3807814.293427755,3808806.081203572,991.7877758168615
78,0.78,main-circulation-pump,499999.9996966133,494654.3681017123,-5345.631594900973
78,0.78,channel,249999.9998479737,247622.22931956593,-2377.7705284077674
78,0.78,return,250000.00147839263,237677.37049158197,-12322.630986810662
78,0.78,main-steam-line,151244.96035843808,152840.69171008654,1595.7313516484573
78,0.78,stop-valve,177935.2463066755,178007.6829059897,72.4365993142128
78,0.78,control-valve,2075297.6644196082,2075009.6985033788,-287.96591622941196
78,0.78,admission-valve,177935.2472886364,177195.47354250308,-739.7737461333163
78,0.78,turbine-expansion,3807814.293427755,3808818.606635191,1004.3132074358873
79,0.79,main-circulation-pump,499999.9996960107,494572.1096271733,-5427.8900688374415
79,0.79,channel,249999.9998484291,247578.02861586958,-2421.971232559532
79,0.79,return,250000.00147839263,237623.6810477348,-12376.320430657826
79,0.79,main-steam-line,151244.96035196725,152872.94134667795,1627.9809947106987
79,0.79,stop-valve,177935.2463104222,178010.13733562082,74.89102519862354
79,0.79,control-valve,2075297.6644166615,2075004.5037653823,-293.1606512791477
79,0.79,admission-valve,177935.2472886364,177187.2462308812,-748.001057755202
79,0.79,turbine-expansion,3807814.293427755,3808831.1294658664,1016.8360381112434
80,0.8,main-circulation-pump,499999.99969637115,494489.6007797187,-5510.398916652426
80,0.8,channel,249999.99984794017,247533.73174565006,-2466.268102290109
80,0.8,return,250000.00147839263,237570.92809476238,-12429.073383630253
80,0.8,main-steam-line,151244.96034556627,152905.21889472008,1660.2585491538048
80,0.8,stop-valve,177935.24631415494,178012.63127470203,77.38496054708958
80,0.8,control-valve,2075297.6644137008,2074999.2721316293,-298.39228207152337
80,0.8,admission-valve,177935.2472886364,177179.04200591426,-756.2052827221341
80,0.8,turbine-expansion,3807814.293427755,3808843.652610722,1029.359182966873
81,0.81,main-circulation-pump,499999.9996962091,494406.8444526475,-5593.155243561603
81,0.81,channel,249999.9998479588,247489.33889331575,-2510.660954643041
81,0.81,return,250000.00147839263,237519.09989288636,-12480.901585506275
81,0.81,main-steam-line,151244.96033921186,152937.51928141806,1692.558942206204
81,0.81,stop-valve,177935.24631783273,178015.16946004424,79.92314221151173
81,0.81,control-valve,2075297.6644107783,2074993.999836532,-303.66457424638793
81,0.81,admission-valve,177935.2472886364,177170.8628430767,-764.3844455596991
81,0.81,turbine-expansion,3807814.293427755,3808856.1750930636,1041.8816653084941
82,0.8200000000000001,main-circulation-pump,499999.9996960843,494323.8490298586,-5676.150666225702
82,0.8200000000000001,channel,249999.9998479588,247444.8505052235,-2555.149342735298
82,0.8200000000000001,return,249999.99734484963,237468.1673449548,-12531.829999894835
82,0.8200000000000001,main-steam-line,151244.96033292916,152969.83741878346,1724.8770858542994
82,0.8200000000000001,stop-valve,177935.24632145464,178017.74912310299,82.50280164834112
82,0.8200000000000001,control-valve,2075297.6644078828,2074988.688638146,-308.97576973680407
82,0.8200000000000001,admission-valve,177935.2472886364,177162.71071784478,-772.5365707916208
82,0.8200000000000001,turbine-expansion,3807814.293427755,3808868.6959395194,1054.4025117643178
83,0.8300000000000001,main-circulation-pump,499999.99969648104,494240.62211562693,-5759.37758085411
83,0.8300000000000001,channel,249999.9998479588,247400.26780735608,-2599.732040602714
83,0.8300000000000001,return,250000.00147839263,237418.10713961255,-12581.894338780083
83,0.8300000000000001,main-steam-line,151244.96035391558,153002.17239658348,1757.212042667903
83,0.8300000000000001,stop-valve,177935.2463251641,178020.36965932697,85.12333416286856
83,0.8300000000000001,control-valve,2075297.6644049557,2074983.3401668617,-314.32423809403554
83,0.8300000000000001,admission-valve,177935.2472886364,177154.5806754995,-780.6666131368838
83,0.8300000000000001,turbine-expansion,3807814.293427755,3808881.2170935064,1066.9236657512374
84,0.84,main-circulation-pump,499999.99969638046,494157.1650252929,-5842.834671087563
84,0.84,channel,249999.9998479588,247355.59851606283,-2644.4013318959624
84,0.84,return,250000.00147839263,237368.8957973104,-12631.105681082234
84,0.84,main-steam-line,151244.96034751087,153034.519460354,1789.559112843126
84,0.84,stop-valve,177935.24632880185,178023.03165675048,87.78532794862986
84,0.84,control-valve,2075297.6644020583,2074977.9527922855,-319.7116097728722
84,0.84,admission-valve,177935.2472886364,177146.47767075943,-788.7696178769693
84,0.84,turbine-expansion,3807814.293427755,3808893.736608284,1079.443180528935
85,0.85,main-circulation-pump,499999.99969623797,494073.4834204158,-5926.516275822185
85,0.85,channel,249999.9998479588,247310.83994676638,-2689.159901192412
85,0.85,return,250000.00147839263,237320.50719789043,-12679.4942805022
85,0.85,main-steam-line,151244.9603410978,153066.87583503034,1821.9154939325526
85,0.85,stop-valve,177935.24633244146,178025.73450779915,90.48817535769194
85,0.85,control-valve,2075297.6643991834,2074972.5281448113,-325.1362543720752
85,0.85,admission-valve,177935.2472886364,177138.39674890647,-796.8505397299305
85,0.85,turbine-expansion,3807814.293427755,3808906.256427268,1091.9629995129071
86,0.86,main-circulation-pump,499999.9996960843,493989.58181410655,-6010.417881977744
86,0.86,channel,249999.9998479588,247265.996517336,-2734.0033306227997
86,0.86,return,249999.99734484963,237272.92083879,-12727.076506059617
86,0.86,main-steam-line,151244.96033475734,153099.2370796604,1854.2767449030653
86,0.86,stop-valve,177935.24633607827,178028.4821553398,93.2358192615211
86,0.86,control-valve,2075297.6643962981,2074967.0632131374,-330.6011831606738
86,0.86,admission-valve,177935.2472886364,177130.34286465868,-804.904423977714
86,0.86,turbine-expansion,3807814.293427755,3808918.774602055,1104.481174299959
87,0.87,main-circulation-pump,499999.99969651364,493905.462294071,-6094.5374024426565
87,0.87,channel,249999.9998479588,247221.06624077633,-2778.9336071824655
87,0.87,return,250000.00147839263,237226.1221714383,-12773.879306954332
87,0.87,main-steam-line,151244.9603557242,153131.6025284622,1886.6421727379784
87,0.87,stop-valve,177935.24633968715,178031.2672695173,96.02092983014882
87,0.87,control-valve,2075297.664393437,2074961.5623894744,-336.10200396273285
87,0.87,admission-valve,177935.2472886364,177122.312035006,-812.9352536303923
87,0.87,turbine-expansion,3807814.293427755,3808931.292106016,1116.9986782609485
88,0.88,main-circulation-pump,499999.99969589245,493821.1320696343,-6178.867626258172
88,0.88,channel,249999.9998484468,247176.05073801335,-2823.9491104334593
88,0.88,return,250000.00147839263,237180.08209868427,-12819.919379708357
88,0.88,main-steam-line,151244.9603492776,153163.96790652536,1919.0075572477654
88,0.88,stop-valve,177935.2463432299,178034.0924112983,98.84606806840748
88,0.88,control-valve,2075297.6643906375,2074956.0250471989,-341.63934343867004
88,0.88,admission-valve,177935.2472886364,177114.30626748363,-820.941021152772
88,0.88,turbine-expansion,3807814.293427755,3808943.8089341633,1129.5155064081773
89,0.89,main-circulation-pump,499999.99969624076,493736.59793688916,-6263.401759351604
89,0.89,channel,249999.9998479588,247130.95502021536,-2869.0448277434334
89,0.89,return,250000.00147839263,237134.7887966577,-12865.212681734934
89,0.89,main-steam-line,151244.96034287754,153196.33096455317,1951.3706216756254
89,0.89,stop-valve,177935.24634684995,178036.96170691587,101.71536006592214
89,0.89,control-valve,2075297.6643877765,2074950.4480473478,-347.2163404286839
89,0.89,admission-valve,177935.2472886364,177106.32455832232,-828.9227303140797
89,0.89,turbine-expansion,3807814.293427755,3808956.325084835,1142.0316570797004
90,0.9,main-circulation-pump,499999.9996961057,493651.8612758918,-6348.138420213945
90,0.9,channel,249999.9998479588,247085.7807850223,-2914.2190629364923
90,0.9,return,250000.00147839263,237090.21606110223,-12909.785417290404
90,0.9,main-steam-line,151244.96033648308,153228.6853405889,1983.7250041058287
90,0.9,stop-valve,177935.24635039642,178039.87099417485,104.62464377842844
90,0.9,control-valve,2075297.664384964,2074944.8355326513,-352.82885231263936
90,0.9,admission-valve,177935.2472886364,177098.366907523,-836.8803811133839
90,0.9,turbine-expansion,3807814.293427755,3808968.840559694,1154.5471319388598
91,0.91,main-circulation-pump,499999.9996959483,493566.92655233294,-6433.073143615387
91,0.91,channel,249999.9998479588,247040.52654373646,-2959.473304222338
91,0.91,return,249999.99734484963,237046.34645055048,-12953.65089429915
91,0.91,main-steam-line,151244.96033018548,153261.0370589979,2016.0767288124189
91,0.91,stop-valve,177935.2463539429,178042.8176770443,107.57132310140878
91,0.91,control-valve,2075297.6643821439,2074939.1861221995,-358.478259944357
91,0.91,admission-valve,177935.2472886364,177090.43428679602,-844.8130018403754
91,0.91,turbine-expansion,3807814.293427755,3808981.354380381,1167.060952625703
92,0.92,main-circulation-pump,499999.99969638046,493481.7945813015,-6518.205115078948
92,0.92,channel,249999.9998479588,246995.19455896504,-3004.8052889937535
92,0.92,return,250000.00147839263,237003.168225226,-12996.833253166638
92,0.92,main-steam-line,151244.9603511924,153293.37401767448,2048.4136664820835
92,0.92,stop-valve,177935.246357454,178045.80905372277,110.56269626878202
92,0.92,control-valve,2075297.6643793415,2074933.4994388502,-364.1649404913187
92,0.92,admission-valve,177935.2472886364,177082.52374895476,-852.7235396816395
92,0.92,turbine-expansion,3807814.293427755,3808993.868491976,1179.5750642209314
93,0.93,main-circulation-pump,499999.9996962799,493396.4723174274,-6603.527378852479
93,0.93,channel,249999.99984791968,246949.78968333732,-3050.210164582357
93,0.93,return,250000.00147839263,236960.6550967805,-13039.346381612122
93,0.93,main-steam-line,151244.96034474857,153325.70031102467,2080.7399662761018
93,0.93,stop-valve,177935.24636097625,178048.8383801747,113.59201919846237
93,0.93,control-valve,2075297.6643765774,2074927.7772406535,-369.8871359238401
93,0.93,admission-valve,177935.2472886364,177074.63824118488,-860.6090474515222
93,0.93,turbine-expansion,3807814.293427755,3809006.3809494,1192.0875216447748
94,0.9400000000000001,main-circulation-pump,499999.99969613366,493310.9670013627,-6689.032694770955
94,0.9400000000000001,channel,249999.99984791968,246904.31052946765,-3095.6893184520304
94,0.9400000000000001,return,250000.00147839263,236918.7925166376,-13081.208961755037
94,0.9400000000000001,main-steam-line,151244.96033838298,153358.01200255658,2113.051664173603
