step,seconds,mode1_electrical_mwe,candidate_electrical_mwe,mode1_primary_pump_kg_s,candidate_primary_pump_kg_s,mode1_channel_kg_s,candidate_channel_kg_s,mode1_return_kg_s,candidate_return_kg_s,mode1_drum_level,candidate_drum_level,mode1_governor,candidate_governor,mode1_finite,candidate_finite,mode1_envelope,candidate_envelope
43,0.43,4.999999990635736,4.998643393294498,99.99999996970995,99.73868279971059,99.99999996960405,99.82510269546593,100.00000029567853,98.08886985800908,0.5000000000104738,0.49985235254266625,29.281329963775615,29.342090967296457,true,true,true,false
44,0.44,4.999999990435431,4.998580785690029,99.9999999696915,99.73184775200964,99.9999999696074,99.81733030548943,100.00000029567853,98.06570885758104,0.500000000011392,0.4998477357350356,29.281329965096653,29.343873783016992,true,true,true,false
45,0.45,4.999999990236236,4.998516835782876,99.99999996967864,99.72495484228479,99.9999999696074,99.8095142123711,100.00000029567853,98.04308241904138,0.5000000000123317,0.49984305731515055,29.281329966367316,29.34566560513777,true,true,true,false
46,0.46,4.999999990038205,4.998451551145006,99.99999996961607,99.7180046486244,99.9999999697052,99.8016544803669,100.00000029567853,98.02097429948444,0.5000000000132624,0.49983831966152803,29.281329967531658,29.347465850191856,true,true,true,false
47,0.47000000000000003,4.999999989841377,4.998384939532857,99.99999996965136,99.71099913815323,99.9999999696074,99.79375247353225,99.99999946896993,97.99937115057745,0.5000000000505735,0.4998335249089175,29.281329968655143,29.34927404788885,true,true,true,false
48,0.48,4.999999989645764,4.998317008914876,99.99999996969365,99.7039390616825,99.9999999696074,99.78580968188335,100.00000029567853,97.97825665167707,0.5000000000115726,0.4998286752662704,29.28132996967273,29.35108970629262,true,true,true,false
49,0.49,4.999999989451381,4.998247767178341,99.99999996962976,99.69682611229602,99.9999999697052,99.7778256525275,100.00000029567853,97.9576180559549,0.5000000000124888,0.4998237728050672,29.28132997067853,29.3529125383723,true,true,true,false
50,0.5,4.9999999892582805,4.998177222823222,99.99999996966496,99.68966176055844,99.9999999696074,99.76980276493893,100.00000029567853,97.93744016702453,0.5000000000134264,0.49981881954143564,29.281329971551575,29.354741800842017,true,true,true,false
51,0.51,4.999999989066487,4.998105384405627,99.99999996960646,99.68244670593059,99.99999996969868,99.76174142062573,99.99999946896993,97.91771136615489,0.5000000000507436,0.4998138173607714,29.281329972394158,29.356577109051255,true,true,true,false
52,0.52,4.999999988876013,4.998032260646722,99.999999969796,99.67518219407437,99.99999996940623,99.75364148637019,100.00000029567853,97.89841826314168,0.5000000000117485,0.4998087682039528,29.281329973151244,29.35841800977807,true,true,true,false
53,0.53,4.999999988686912,4.997957860339465,99.99999996963693,99.66786990486578,99.99999996969942,99.74550550280709,100.00000029567853,97.87954679143745,0.5000000000126694,0.4998036738816391,29.281329973841462,29.36026411658539,true,true,true,false
54,0.54,4.9999999884991935,4.997882192573534,99.99999996961895,99.6605104533562,99.99999996969942,99.73733344526617,100.00000029567853,97.86108707539158,0.5000000000136118,0.4997985360782713,29.2813299744557,29.362114898433767,true,true,true,false
55,0.55,4.999999988312884,4.9978052666544395,99.99999996965379,99.65310525408772,99.99999996960182,99.72912542194827,100.00000029567853,97.84302686128281,0.5000000000145451,0.4997933565403798,29.281329975032147,29.36396987499471,true,true,true,false
56,0.56,4.999999988128022,4.997727092028195,99.9999999695925,99.64565500885332,99.99999996969942,99.72088360364818,99.99999946896993,97.82535382976684,0.5000000000518587,0.49978813689050305,29.281329975496206,29.365828619649616,true,true,true,false
57,0.5700000000000001,4.999999987944604,4.9976476784781845,99.99999996968424,99.63816143807531,99.99999996960182,99.7126074686863,100.00000029567853,97.80805808286259,0.5000000000128605,0.4997828787080838,29.28132997593199,29.36769057114606,true,true,true,false
58,0.58,4.999999987762682,4.997567035648437,99.99999996962192,99.63062487482459,99.99999996969942,99.70429875239066,100.00000029567853,97.79112847624926,0.5000000000137789,0.4997775835072165,29.281329976303557,29.369555483495464,true,true,true,false
59,0.59,4.999999987582267,4.997485173358843,99.99999996970557,99.6230463752606,99.99999996949826,99.69595830240901,100.00000029567853,97.77455327914608,0.5000000000147189,0.4997722528130814,29.28132997657315,29.371422920195016,true,true,true,false
60,0.6,4.9999999874033945,4.99740210202317,99.99999996964176,99.61542726279615,99.99999996959586,99.68758521832476,99.99999946896993,97.75832553525868,0.5000000000520382,0.4997668879812922,29.28132997680624,29.373292157979993,true,true,true,false
61,0.61,4.9999999872260625,4.997317831794657,99.99999996973276,99.60776834119261,99.99999996950477,99.67918145080502,100.00000029567853,97.74243347554665,0.5000000000130451,0.49976149043953744,29.281329976995078,29.37516303450427,true,true,true,false
62,0.62,4.999999987050322,4.997232373101596,99.99999996967102,99.60006995600105,99.99999996960256,99.67074811563337,100.00000029567853,97.72686770513128,0.5000000000139684,0.49975606149903945,29.28132997708372,29.377035048639367,true,true,true,false
63,0.63,4.999999986876167,4.997145736690624,99.99999996960462,99.59233397682706,99.99999996970017,99.66228437687414,100.00000029567853,97.71161946358413,0.5000000000149127,0.49975060248921077,29.28132997711853,29.378907662018303,true,true,true,false
64,0.64,4.999999986703648,4.997057933154044,99.99999996963842,99.58456054831834,99.99999996960256,99.65379235046638,100.00000029567853,97.69667991298952,0.5000000000158483,0.49974511460125104,29.28132997710041,29.380780651834762,true,true,true,false
65,0.65,4.999999986532765,4.996968973383513,99.99999996962808,99.576750597669,99.99999996960256,99.64527135357214,99.99999946896993,97.6820402759155,0.5000000000531639,0.49973959909973037,29.2813299770207,29.3826535036932,true,true,true,false
66,0.66,4.999999986363545,4.9968788683955525,99.99999996967102,99.5689048848869,99.99999996960256,99.63672283044599,100.00000029567853,97.66769230758383,0.5000000000141677,0.4997340571144572,29.281329976879842,29.38452581716645,true,true,true,false
67,0.67,4.999999986196006,4.996787629380972,99.99999996960535,99.56102424125436,99.99999996970017,99.62814748614107,100.00000029567853,97.65362718044898,0.5000000000150882,0.4997284897971833,29.28132997667828,29.386397158182408,true,true,true,false
68,0.68,4.999999986030162,4.996695267505493,99.99999996964233,99.55311006290417,99.99999996959474,99.61954485699742,100.00000029567853,97.63983846407879,0.5000000000160301,0.4997228982181226,29.28132997641645,29.388267234826095,true,true,true,false
69,0.6900000000000001,4.999999985866041,4.996601794496036,99.99999996963199,99.54516210811899,99.99999996959474,99.61091665918568,99.99999946896993,97.62631789240048,0.5000000000533515,0.4997172834223201,29.281329976085246,29.390135359474638,true,true,true,false
70,0.7000000000000001,4.999999985703646,4.9965072216224735,99.99999996967493,99.53718149456274,99.99999996959474,99.60226300690212,100.00000029567853,97.61305722696522,0.5000000000143605,0.49971164647860994,29.28132997572285,29.39200151941928,true,true,true,false
71,0.71,4.9999999855430115,4.99641156060373,99.99999996975912,99.5291692358092,99.99999996939916,99.59358362523166,100.00000029567853,97.6000512039897,0.5000000000152858,0.4997059883251618,29.281329975283327,29.393865114697263,true,true,true,false
72,0.72,4.999999985384134,4.996314823102248,99.99999996964587,99.52112563350539,99.99999996959474,99.58488030101002,100.00000029567853,97.58729035297291,0.5000000000162318,0.49970030998117343,29.28132997481395,29.39572588259189,true,true,true,false
73,0.73,4.9999999852270465,4.996217021349318,99.99999996958319,99.51305172197334,99.99999996969234,99.5761527190029,100.00000029567853,97.57477058491288,0.5000000000171692,0.4996946122831495,29.28132997424968,29.397583139526006,true,true,true,false
74,0.74,4.999999985071753,4.996118167121199,99.99999996961942,99.50494781718677,99.99999996959474,99.56740204071885,99.99999946896993,97.5624836211812,0.5000000000544869,0.49968889617871015,29.281329973655986,29.399436876777347,true,true,true,false
75,0.75,4.999999984918277,4.996018272450368,99.99999996966133,99.49681432312585,99.99999996959474,99.55862745819225,100.00000029567853,97.55042360142653,0.5000000000154925,0.4996831625622827,29.281329973006024,29.40128663697275,true,true,true,false
76,0.76,4.999999984766635,4.995917349759339,99.99999996959781,99.48865267418665,99.99999996969234,99.54983080759251,100.00000029567853,97.53858459181437,0.5000000000164148,0.49967741220444106,29.281329972290685,29.403131862426246,true,true,true,false
77,0.77,4.999999984616848,4.9958154111634,99.99999996963199,99.48046232298563,99.99999996959474,99.54101204797182,100.00000029567853,97.52696011258479,0.5000000000173587,0.4996716459604073,29.281329971548157,29.404972459759485,true,true,true,false
78,0.78,4.9999999844689205,4.9957124691491135,99.99999996961942,99.47224508784352,99.99999996959474,99.53217163125967,99.99999946896993,97.5155442555154,0.5000000000546819,0.4996658646113028,29.281329970713397,29.40680789592805,true,true,true,false
79,0.79,4.999999984322843,4.995608536171929,99.99999996966133,99.46400033195049,99.99999996959474,99.52330969568203,100.00000029567853,97.5043323122787,0.5000000000156927,0.49966006889171766,29.281329969861428,29.408637900287456,true,true,true,false
80,0.8,4.9999999841786495,4.995503624812792,99.99999996960108,99.4557298125325,99.99999996968582,99.51442681659168,100.00000029567853,97.49331896037488,0.5000000000166197,0.49965425952085774,29.28132996894676,29.41046210896451,true,true,true,false
81,0.81,4.999999984036357,4.995397747985483,99.99999996963712,99.44743342889436,99.99999996958803,99.50552381564555,100.00000029567853,97.48249649957933,0.5000000000175678,0.49964843730186226,29.281329967988484,29.41228001037866,true,true,true,false
82,0.8200000000000001,4.999999983895968,4.995290918147131,99.99999996962092,99.43911146552422,99.99999996959177,99.49660072451033,100.00000029567853,97.4718625846221,0.5000000000185071,0.49964260280869055,29.281329966968393,29.414091621380525,true,true,true,false
83,0.8300000000000001,4.999999983757503,4.995183148140776,99.99999996960844,99.43076475918895,99.99999996959177,99.48765762751147,99.99999946896993,97.46141130620975,0.5000000000558265,0.49963675676113883,29.281329965915127,29.41589642132303,true,true,true,false
84,0.84,4.999999983620963,4.995074451167845,99.9999999696481,99.42239406850219,99.99999996959177,99.47869476573486,100.00000029567853,97.45113793888967,0.5000000000168339,0.4996308998065116,29.28132996481094,29.41769388652128,true,true,true,false
85,0.85,4.999999983486379,4.994964839801991,99.99999996963805,99.4139995197148,99.99999996959177,99.46971368533497,100.00000029567853,97.44103771970215,0.5000000000177579,0.4996250325250853,29.281329963646723,29.419484160130775,true,true,true,false
86,0.86,4.99999998335371,4.994854327410761,99.9999999696238,99.40558167632396,99.99999996959177,99.46071384154979,100.00000029567853,97.43110534072585,0.5000000000187035,0.49961915558633246,29.281329962460664,29.421266447553446,true,true,true,false
87,0.87,4.999999983223031,4.99474292672816,99.99999996960844,99.39714098645962,99.99999996959177,99.45169611773063,99.99999946896993,97.42133664424647,0.5000000000560284,0.49961326953774216,29.28132996119727,29.42304090055862,true,true,true,false
88,0.88,4.999999983094303,4.994630651279884,99.99999996965136,99.38867765435567,99.99999996959177,99.44266010938692,100.00000029567853,97.41172869248102,0.5000000000170408,0.4996073749157072,29.281329959903367,29.42480673319089,true,true,true,false
89,0.89,4.999999982967551,4.994517514076542,99.99999996958924,99.38019239965621,99.99999996968936,99.43360613756565,100.00000029567853,97.40227555836347,0.5000000000179696,0.49960147234659225,29.28132995858031,29.426564017430046,true,true,true,false
90,0.9,4.999999982842765,4.994403528502562,99.99999996962407,99.37168590065171,99.99999996959177,99.42453520539392,100.00000029567853,97.39297485889989,0.5000000000189194,0.499595562259388,29.281329957210357,29.428312250542042,true,true,true,false
91,0.91,4.999999982719974,4.9942887078558496,99.99999996961057,99.36315829077614,99.99999996959177,99.41544764975357,100.00000029567853,97.38382125612083,0.5000000000198603,0.4995896452300542,29.281329955774847,29.430051229810037,true,true,true,false
92,0.92,4.999999982599176,4.994173065502098,99.99999996959482,99.35461001406355,99.99999996959177,99.4063431665679,99.99999946896993,97.37481120917266,0.5000000000571814,0.49958372176467386,29.281329954321066,29.431780659500657,true,true,true,false
93,0.93,4.999999982480373,4.994056614992626,99.99999996963805,99.34604114722454,99.99999996959177,99.39722220645102,100.00000029567853,97.36594234643364,0.5000000000181903,0.4995777922825296,29.28132995282217,29.433500159857505,true,true,true,false
94,0.9400000000000001,4.9999999823635815,4.993939369524693,99.99999996962799,99.33745238503224,99.99999996958394,99.38808574136787,100.00000029567853,97.3572093060972,0.5000000000191159,0.49957185729678893,29.281329951269054,29.435209718516386,true,true,true,false
95,0.9500000000000001,4.999999982248809,4.993821342763586,99.99999996961337,99.3288444512834,99.99999996958394,99.37893348783084,100.00000029567853,97.34860913575244,0.5000000000200631,0.4995659172541277,29.281329949699906,29.436908782008274,true,true,true,false
96,0.96,4.999999982136046,4.993702548015129,99.99999996959875,99.32021738580987,99.99999996958394,99.36976537215807,99.99999946896993,97.34013888139334,0.5000000000573896,0.4995599725898514,29.281329948059238,29.43859734656797,true,true,true,false
97,0.97,4.9999999820253,4.993582999047882,99.99999996964019,99.31157092699213,99.99999996958394,99.36058194351764,100.00000029567853,97.33179616461626,0.5000000000184037,0.4995540236790016,29.281329946403428,29.44027486738435,true,true,true,false
98,0.98,4.99999998191659,4.993462709261659,99.99999996967763,99.30290663549987,99.99999996948466,99.35138418162168,100.00000029567853,97.32357561596324,0.500000000019334,0.4995480709928561,29.281329944715186,29.441941349362185,true,true,true,false
99,0.99,4.9999999818098955,4.99334169237076,99.99999996961411,99.29422369443618,99.99999996958245,99.3421719892416,100.00000029567853,97.31547546549157,0.5000000000202852,0.49954211488333805,29.28132994297631,29.443596357379114,true,true,true,false
100,1,4.999999981705242,4.993219962143683,99.99999996960014,99.2855236793509,99.99999996958245,99.33294451946173,100.00000029567853,97.30749277032471,0.5000000000212277,0.4995361557739046,29.28132994120589,29.445239618143546,true,true,true,false
