lane,run_index,boundary_index,boundary_temperature_c,sample_count,median_us,p95_us,max_us,max_pass_index,max_row_index,calls_over_max_ceiling,exceedance_fraction,calls_with_gc_activity,exceedances_with_gc_activity,nonzero_allocation_calls,fallback_calls
B,4,0,47.25379668027165,64,8.05,8.3,10.4,1,0,0,0,0,0,0,0
B,4,1,47.25636326000097,64,8,8.3,10.7,31,1,0,0,0,0,0,0
B,4,2,47.260731856524956,64,8,8.3,10,0,2,0,0,0,0,0,0
B,4,3,47.26746165007364,64,8.05,8.3,10.3,1,3,0,0,0,0,0,0
B,4,4,47.27766643762595,64,8,8.3,9.8,0,4,0,0,0,0,0,0
B,4,5,47.28584959805005,64,8.1,8.3,10,0,5,0,0,0,0,0,0
B,4,6,47.30439080595971,64,8,8.2,10.3,1,6,0,0,0,0,0,0
B,4,7,47.31016860008242,64,8,8.3,10.6,1,7,0,0,0,0,0,0
B,4,8,47.339061117172264,64,8.05,8.3,9.8,0,8,0,0,0,0,0,0
B,4,9,47.339702007174424,64,8,8.3,12.2,27,9,0,0,0,0,0,0
B,4,10,47.37124681919806,64,8.05,8.3,10.3,1,10,0,0,0,0,0,0
B,4,11,47.38116506189107,64,8,8.3,9.9,43,11,0,0,0,0,0,0
B,4,12,47.405578786134754,64,8.05,8.2,8.3,32,12,0,0,0,0,0,0
B,4,13,47.42490748912098,64,8,8.2,10.4,1,13,0,0,0,0,0,0
B,4,14,47.44107317328451,64,8,8.3,12.1,0,14,0,0,0,0,0,0
B,4,15,47.46560525596135,64,8,8.2,11.6,0,15,0,0,0,0,0,0
B,4,16,47.476804162561905,64,8,8.3,10.3,1,16,0,0,0,0,0,0
B,4,17,47.497136956453346,64,8,8.3,9.8,0,17,0,0,0,0,0,0
B,4,18,47.51263943389063,64,8,8.3,10.1,0,18,0,0,0,0,0,0
B,4,19,47.514584347605705,64,8,8.2,10.4,1,19,0,0,0,0,0,0
B,4,20,47.54827588349582,64,8,8.3,10.9,1,20,0,0,0,0,0,0
B,4,21,47.58362434357406,64,8,8.3,10,0,21,0,0,0,0,0,0
B,4,22,47.61869406104091,64,8,8.4,11.5,0,22,0,0,0,0,0,0
B,4,23,47.65354026705023,64,8,8.3,12.7,1,23,0,0,0,0,0,0
B,4,24,47.68824782669549,64,8.1,8.3,9.9,0,24,0,0,0,0,0,0
B,4,25,47.72291185855869,64,8,8.2,8.3,31,25,0,0,0,0,0,0
B,4,26,47.757624070346424,64,7.95,8.3,10.3,1,26,0,0,0,0,0,0
B,4,27,47.79246309995665,64,8.05,8.3,10.1,55,27,0,0,0,0,0,0
B,4,28,47.827488413453125,64,8,8.3,8.4,31,28,0,0,0,0,0,0
B,4,29,47.862737081945,64,8,8.3,10.3,1,29,0,0,0,0,0,0
B,4,30,47.89822296798229,64,8.1,8.3,9.9,0,30,0,0,0,0,0,0
B,4,31,47.93393765389919,64,8.1,8.3,10.2,0,31,0,0,0,0,0,0
B,4,32,47.96985266357666,64,8,8.3,10.4,1,32,0,0,0,0,0,0
B,4,33,48.00592249780897,64,8,8.3,14.8,1,33,0,0,0,0,0,0
B,4,34,48.042088118195466,64,8,8.3,12.7,55,34,0,0,0,0,0,0
B,4,35,48.07828054577118,64,8,8.2,10.3,1,35,0,0,0,0,0,0
B,4,36,48.11442436575891,64,8.1,8.2,10.7,1,36,0,0,0,0,0,0
B,4,37,48.15044099241493,64,8,8.2,9.8,0,37,0,0,0,0,0,0
B,4,38,48.1862515375019,64,8,8.2,8.3,30,38,0,0,0,0,0,0
B,4,39,48.22177927196026,64,8,8.3,10.3,1,39,0,0,0,0,0,0
B,4,40,48.256951592117616,64,8,8.3,9.8,0,40,0,0,0,0,0,0
B,4,41,48.29170162081721,64,8,8.2,9.5,18,41,0,0,0,0,0,0
B,4,42,48.32596928700798,64,8,8.2,10.1,1,42,0,0,0,0,0,0
B,4,43,48.35970218628648,64,7.9,8.2,10,0,43,0,0,0,0,0,0
B,4,44,48.392855721712124,64,8,8.3,9.8,0,44,0,0,0,0,0,0
B,4,45,48.42539348453289,64,7.95,8.3,10.1,1,45,0,0,0,0,0,0
B,4,46,48.45728705078358,64,8,8.2,9.8,0,46,0,0,0,0,0,0
B,4,47,48.48851566314704,64,8,8.2,10,0,47,0,0,0,0,0,0
B,4,48,48.51906575113537,64,8,8.2,10.2,1,48,0,0,0,0,0,0
B,4,49,48.548930336534966,64,8,8.2,10.4,1,49,0,0,0,0,0,0
B,4,50,48.578108470141956,64,8,8.2,9.9,0,50,0,0,0,0,0,0
B,4,51,48.60660451203586,64,8,8.2,9.5,2,51,0,0,0,0,0,0
B,4,52,48.634427432715825,64,8,8.3,10.4,1,52,0,0,0,0,0,0
B,4,53,48.661590208113125,64,8,8.3,9.9,0,53,0,0,0,0,0,0
B,4,54,48.6881090790032,64,8.05,8.3,8.3,30,54,0,0,0,0,0,0
B,4,55,48.71400299817316,64,8,8.3,10.4,1,55,0,0,0,0,0,0
B,4,56,48.739292983710754,64,8,8.3,10,0,56,0,0,0,0,0,0
B,4,57,48.76400166004896,64,8,8.3,10.2,0,57,0,0,0,0,0,0
B,4,58,48.78828783631326,64,8.1,8.3,10.4,1,58,0,0,0,0,0,0
B,4,59,48.81413910388949,64,8.1,8.4,9.9,0,59,0,0,0,0,0,0
B,4,60,100,64,3.1,3.2,3.8,0,60,0,0,0,0,0,0
B,4,61,125,64,3.3,3.4,4.3,1,61,0,0,0,0,0,0
B,4,62,150,64,3.55,3.7,4.9,1,62,0,0,0,0,0,0
B,4,63,175,64,3.8,3.9,4.7,0,63,0,0,0,0,0,0
B,4,64,200,64,4.05,4.2,6.6,27,64,0,0,0,0,0,0
B,4,65,225,64,4.3,4.4,6.3,10,65,0,0,0,0,0,0
B,4,66,250,64,4.5,4.6,5.7,0,66,0,0,0,0,0,0
B,4,67,267.45358095765107,64,8.2,8.4,9.4,8,67,0,0,0,0,0,0
B,4,68,267.50258015990255,64,8.2,8.4,10.5,1,68,0,0,0,0,0,0
B,4,69,267.5165805220603,64,8.2,8.4,10.2,0,69,0,0,0,0,0,0
B,4,70,267.61186883449557,64,8.2,8.4,20.5,0,70,0,0,0,0,0,0
B,4,71,267.7532800316808,64,8.3,8.5,10.5,1,71,0,0,0,0,0,0
B,4,72,267.76519510746004,64,8.2,8.4,10.2,0,72,0,0,0,0,0,0
B,4,73,267.7772412359715,64,8.25,8.5,10.2,0,73,0,0,0,0,0,0
B,4,74,267.78551645874984,64,8.3,8.5,10.7,1,74,0,0,0,0,0,0
B,4,75,267.82730354666717,64,8.3,8.5,11.1,1,75,0,0,0,0,0,0
B,4,76,267.90293265581147,64,8.2,8.5,10.1,0,76,0,0,0,0,0,0
B,4,77,267.9171129286291,64,8.25,8.4,10.6,1,77,0,0,0,0,0,0
B,4,78,267.93677989244463,64,8.2,8.4,10.8,1,78,0,0,0,0,0,0
B,4,79,268.0753684282305,64,8.2,8.5,10.4,27,79,0,0,0,0,0,0
B,4,80,268.08787213563915,64,8.2,8.4,8.5,37,80,0,0,0,0,0,0
B,4,81,268.18782694339745,64,8.25,8.5,11.6,48,81,0,0,0,0,0,0
B,4,82,268.22862460613226,64,8.2,8.4,10.1,0,82,0,0,0,0,0,0
B,4,83,268.258955323696,64,8.2,8.4,8.5,37,83,0,0,0,0,0,0
B,4,84,268.32134410142896,64,8.2,8.4,10.5,1,84,0,0,0,0,0,0
B,4,85,268.3765215992928,64,8.25,9.5,10.1,0,85,0,0,0,0,0,0
B,4,86,268.3879977881908,64,8.2,8.4,10.5,0,86,0,0,0,0,0,0
B,4,87,268.4279694974422,64,8.25,8.6,10.5,1,87,0,0,0,0,0,0
B,4,88,268.4353395342828,64,8.2,8.5,10.3,0,88,0,0,0,0,0,0
B,4,89,268.43746053576467,64,8.25,8.5,27.4,4,89,0,0,0,0,0,0
B,4,90,268.495750629902,64,8.25,8.4,10.7,1,90,0,0,0,0,0,0
B,4,91,268.5486411511898,64,8.3,8.5,10.8,1,91,0,0,0,0,0,0
B,4,92,268.59354792833335,64,8.25,8.5,10.2,0,92,0,0,0,0,0,0
B,4,93,268.64694446921374,64,8.2,8.5,8.5,30,93,0,0,0,0,0,0
B,4,94,268.6578054487708,64,8.2,8.5,10.5,1,94,0,0,0,0,0,0
B,4,95,268.70778965353986,64,8.3,8.5,10.1,0,95,0,0,0,0,0,0
B,4,96,268.75488118529313,64,8.2,8.4,9.5,16,96,0,0,0,0,0,0
B,4,97,268.8133836925032,64,8.3,8.4,10.6,1,97,0,0,0,0,0,0
B,4,98,268.8640391409398,64,8.25,8.5,10.3,0,98,0,0,0,0,0,0
B,4,99,268.91260992884634,64,8.2,8.5,10.3,0,99,0,0,0,0,0,0
B,4,100,268.9904044747353,64,8.3,8.5,10.5,1,100,0,0,0,0,0,0
B,4,101,269.0172909379006,64,8.2,8.5,10.1,0,101,0,0,0,0,0,0
B,4,102,269.0666279315948,64,8.2,8.4,10.2,0,102,0,0,0,0,0,0
B,4,103,269.16647517681133,64,8.2,8.4,10.5,1,103,0,0,0,0,0,0
B,4,104,269.1776982307432,64,8.2,8.4,10.7,1,104,0,0,0,0,0,0
B,4,105,269.2148237466812,64,8.3,8.5,10.2,0,105,0,0,0,0,0,0
B,4,106,269.2245281159875,64,8.25,8.4,13.1,27,106,0,0,0,0,0,0
B,4,107,269.286198878288,64,8.3,8.4,10.7,1,107,0,0,0,0,0,0
B,4,108,269.3115269780159,64,8.2,8.4,10.1,0,108,0,0,0,0,0,0
B,4,109,269.34476251006106,64,8.25,8.5,9.6,10,109,0,0,0,0,0,0
B,4,110,269.35565841197956,64,8.2,8.4,10.6,1,110,0,0,0,0,0,0
B,4,111,269.35622538924224,64,8.2,8.4,10.2,0,111,0,0,0,0,0,0
B,4,112,269.3710194945336,64,8.3,8.4,10.7,0,112,0,0,0,0,0,0
B,4,113,269.3758408248424,64,8.3,8.4,10.6,1,113,0,0,0,0,0,0
B,4,114,269.38479275703435,64,8.3,8.5,10.2,0,114,0,0,0,0,0,0
B,4,115,269.40271410346065,64,8.3,8.5,10.2,0,115,0,0,0,0,0,0
B,4,116,269.4203418850898,64,8.2,8.5,10.5,1,116,0,0,0,0,0,0
B,4,117,269.4265326142312,64,8.25,8.5,11,1,117,0,0,0,0,0,0
B,4,118,269.43838264346107,64,8.25,8.5,10.2,0,118,0,0,0,0,0,0
B,4,119,269.45672143101694,64,8.3,8.5,14.3,0,119,0,0,0,0,0,0
B,4,120,269.475270628929,64,8.2,8.5,10.9,1,120,0,0,0,0,0,0
B,4,121,269.4799217283727,64,8.2,8.5,23.3,27,121,0,0,0,0,0,0
B,4,122,269.4845352351666,64,8.3,8.4,8.5,37,122,0,0,0,0,0,0
B,4,123,269.4921368777751,64,8.3,8.5,10.6,1,123,0,0,0,0,0,0
B,4,124,269.49399043321625,64,8.3,8.5,10.2,0,124,0,0,0,0,0,0
B,4,125,269.5075922548773,64,8.2,8.5,13,31,125,0,0,0,0,0,0
B,4,126,269.512844836712,64,8.3,8.5,10.5,1,126,0,0,0,0,0,0
B,4,127,269.5298897445201,64,8.3,8.5,10.2,0,127,0,0,0,0,0,0
B,4,128,269.53180425763105,64,8.2,8.5,10.3,0,128,0,0,0,0,0,0
B,4,129,269.53814047574997,64,8.3,8.4,10.5,1,129,0,0,0,0,0,0
B,4,130,269.55084462165814,64,8.3,8.5,10.1,0,130,0,0,0,0,0,0
B,4,131,269.5699443995951,64,8.3,9.6,10.3,0,131,0,0,0,0,0,0
B,4,132,269.5759793758393,64,8.3,8.5,10.5,1,132,0,0,0,0,0,0
B,4,133,269.58908331394184,64,8.2,8.4,10.7,1,133,0,0,0,0,0,0
B,4,134,269.60824417471883,64,8.2,8.4,10.1,0,134,0,0,0,0,0,0
B,4,135,269.6106666266918,64,8.25,8.4,9.9,57,135,0,0,0,0,0,0
B,4,136,269.627409541607,64,8.2,8.5,10.5,1,136,0,0,0,0,0,0
B,4,137,269.644376009703,64,8.2,8.5,10.1,0,137,0,0,0,0,0,0
B,4,138,269.6465640187264,64,8.2,8.4,10.2,49,138,0,0,0,0,0,0
B,4,139,269.665693461895,64,8.25,8.5,10.5,1,139,0,0,0,0,0,0
B,4,140,269.67791057229067,64,8.2,8.4,10.2,0,140,0,0,0,0,0,0
B,4,141,269.6847838103771,64,8.3,8.4,10.3,0,141,0,0,0,0,0,0
B,4,142,269.69983050823214,64,8.25,8.4,12.6,1,142,0,0,0,0,0,0
B,4,143,269.7038233816626,64,8.2,8.5,10.1,0,143,0,0,0,0,0,0
B,4,144,269.7115400552751,64,8.25,8.4,10.1,0,144,0,0,0,0,0,0
B,4,145,269.7228007018567,64,8.25,8.4,10.6,1,145,0,0,0,0,0,0
B,4,146,269.7417052984239,64,8.2,8.4,10.9,1,146,0,0,0,0,0,0
B,4,147,269.74532633423803,64,8.2,8.4,10.1,0,147,0,0,0,0,0,0
B,4,148,269.7605286598206,64,8.2,8.5,13.3,27,148,0,0,0,0,0,0
B,4,149,269.77926023006455,64,8.3,8.5,10.8,30,149,0,0,0,0,0,0
B,4,150,269.7792617738247,64,8.2,8.5,10.2,0,150,0,0,0,0,0,0
B,4,151,269.7978978395462,64,8.2,8.4,9.8,39,151,0,0,0,0,0,0
B,4,152,269.81331082582483,64,8.3,8.4,10.6,1,152,0,0,0,0,0,0
B,4,153,269.81642926335314,64,8.2,8.5,10.6,0,153,0,0,0,0,0,0
B,4,154,269.8348390221596,64,8.3,8.5,10.4,0,154,0,0,0,0,0,0
B,4,155,269.8474434912206,64,8.2,8.5,10.5,1,155,0,0,0,0,0,0
B,4,156,269.85314221978194,64,8.2,8.5,10.2,0,156,0,0,0,0,0,0
B,4,157,269.86491042971613,64,8.3,8.4,10.3,0,157,0,0,0,0,0,0
B,4,158,269.87132650613796,64,8.25,8.5,10.6,1,158,0,0,0,0,0,0
B,4,159,269.8816254317761,64,8.2,8.5,10.7,1,159,0,0,0,0,0,0
B,4,160,269.8893888354303,64,8.2,8.5,10.3,0,160,0,0,0,0,0,0
B,4,161,269.90732603669187,64,8.2,8.4,10.5,1,161,0,0,0,0,0,0
B,4,162,269.9158253133297,64,8.2,8.5,10.7,1,162,0,0,0,0,0,0
B,4,163,269.92513548135753,64,8.2,8.4,10.2,0,163,0,0,0,0,0,0
B,4,164,269.93746799826624,64,8.2,8.4,9.7,55,164,0,0,0,0,0,0
B,4,165,269.9428149163722,64,8.2,8.5,10.5,1,165,0,0,0,0,0,0
B,4,166,269.9500148475171,64,8.2,8.4,10.1,0,166,0,0,0,0,0,0
B,4,167,269.9603627145292,64,8.2,8.4,8.5,31,167,0,0,0,0,0,0
B,4,168,269.9777773737907,64,8.3,8.5,10.6,1,168,0,0,0,0,0,0
B,4,169,269.984167456627,64,8.3,8.5,10.2,0,169,0,0,0,0,0,0
B,4,170,269.99505785107624,64,8.3,8.6,13.5,1,170,0,0,0,0,0,0
B,4,171,270.0122033536435,64,8.25,8.5,10.5,1,171,0,0,0,0,0,0
B,4,172,270.01825814843176,64,8.2,8.5,17.9,1,172,0,0,0,0,0,0
B,4,173,270.02492635846113,64,8.2,9.5,22.5,9,173,0,0,0,0,0,0
B,4,174,270.02921333909023,64,8.3,8.5,25,36,174,0,0,0,0,0,0
B,4,175,270.0460875153541,64,8.3,8.5,10.7,1,175,0,0,0,0,0,0
B,4,176,270.0522645592689,64,8.2,8.4,10.2,0,176,0,0,0,0,0,0
B,4,177,270.06282575726516,64,8.3,8.4,8.5,30,177,0,0,0,0,0,0
B,4,178,270.0794281482697,64,8.25,8.5,10.6,1,178,0,0,0,0,0,0
B,4,179,270.086165201664,64,8.2,8.5,10.1,0,179,0,0,0,0,0,0
B,4,180,270.0950280129906,64,8.3,8.4,10.2,31,180,0,0,0,0,0,0
B,4,181,270.1072710335253,64,8.25,8.4,10.5,1,181,0,0,0,0,0,0
B,4,182,270.11994096636784,64,8.2,8.5,10.2,0,182,0,0,0,0,0,0
B,4,183,270.1535745382308,64,8.3,8.4,10.3,0,183,0,0,0,0,0,0
B,4,184,270.18390763401965,64,8.3,8.4,10.5,1,184,0,0,0,0,0,0
B,4,185,270.1870496869085,64,8.2,8.5,10.2,0,185,0,0,0,0,0,0
B,4,186,270.2203527688979,64,8.25,8.5,10.1,0,186,0,0,0,0,0,0
B,4,187,270.25347097516044,64,8.2,8.5,10.5,1,187,0,0,0,0,0,0
B,4,188,270.28639316558827,64,8.25,8.5,10.9,1,188,0,0,0,0,0,0
B,4,189,270.3190940141677,64,8.25,8.5,11.4,30,189,0,0,0,0,0,0
B,4,190,270.3355482459067,64,8.3,8.5,9.8,59,190,0,0,0,0,0,0
B,4,191,270.3515844941138,64,8.25,8.5,10.6,1,191,0,0,0,0,0,0
B,4,192,270.38385555148113,64,8.2,8.5,10.2,0,192,0,0,0,0,0,0
B,4,193,270.41057386994373,64,8.2,8.4,9.6,14,193,0,0,0,0,0,0
B,4,194,270.4159002184865,64,8.2,8.4,10.5,1,194,0,0,0,0,0,0
B,4,195,270.4477130711076,64,8.2,8.5,10.3,0,195,0,0,0,0,0,0
B,4,196,270.47928985357294,64,8.2,8.4,10.5,0,196,0,0,0,0,0,0
B,4,197,270.48048021793363,64,8.3,8.4,23.7,42,197,0,0,0,0,0,0
B,4,198,270.50527734756463,64,8.25,8.5,10.1,0,198,0,0,0,0,0,0
B,4,199,270.5106271028518,64,8.3,8.5,10.3,0,199,0,0,0,0,0,0
B,4,200,270.54172206521014,64,8.2,8.5,10.5,1,200,0,0,0,0,0,0
B,4,201,270.5621895730495,64,8.2,8.5,10.8,1,201,0,0,0,0,0,0
B,4,202,270.5725726544857,64,8.3,8.7,22.1,15,202,0,0,0,0,0,0
B,4,203,270.60145553350435,64,8.3,8.5,12.4,27,203,0,0,0,0,0,0
B,4,204,270.6031772851942,64,8.25,8.5,12.1,1,204,0,0,0,0,0,0
B,4,205,270.61141203641887,64,8.2,8.5,10.1,0,205,0,0,0,0,0,0
B,4,206,270.63353503942506,64,8.3,8.4,8.5,61,206,0,0,0,0,0,0
B,4,207,270.6571163117886,64,8.3,8.4,10.6,1,207,0,0,0,0,0,0
B,4,208,270.6636452496051,64,8.2,8.5,18.9,0,208,0,0,0,0,0,0
B,4,209,270.6935077905654,64,8.3,8.5,9.6,22,209,0,0,0,0,0,0
B,4,210,270.7052416622638,64,8.2,8.4,10.6,1,210,0,0,0,0,0,0
B,4,211,270.7231227874755,64,8.2,8.5,10.2,0,211,0,0,0,0,0,0
B,4,212,270.7234599530699,64,8.3,8.5,10.2,0,212,0,0,0,0,0,0
B,4,213,270.7524907827377,64,8.3,8.5,10.6,1,213,0,0,0,0,0,0
B,4,214,270.7539018630981,64,8.3,8.5,11.3,1,214,0,0,0,0,0,0
B,4,215,270.78118436336524,64,8.3,8.5,10.3,0,215,0,0,0,0,0,0
B,4,216,270.8030768454074,64,8.3,8.5,10.6,1,216,0,0,0,0,0,0
B,4,217,270.80531049966817,64,8.3,8.5,13,43,217,0,0,0,0,0,0
B,4,218,270.85275713801377,64,8.3,8.6,10.2,0,218,0,0,0,0,0,0
B,4,219,270.9028086423874,64,8.3,8.5,8.6,46,219,0,0,0,0,0,0
B,4,220,270.9531313061716,64,8.3,8.5,10.6,1,220,0,0,0,0,0,0
B,4,221,271.00374035835273,64,8.25,8.5,10.2,0,221,0,0,0,0,0,0
B,4,222,271.0544894754886,64,8.2,8.4,8.5,37,222,0,0,0,0,0,0
B,4,223,271.1053811609744,64,8.3,8.5,10.5,1,223,0,0,0,0,0,0
B,4,224,271.15636810064314,64,8.2,8.5,10.2,0,224,0,0,0,0,0,0
B,4,225,271.20735141038915,64,8.3,8.5,10.3,0,225,0,0,0,0,0,0
B,4,226,271.2583651363849,64,8.3,8.6,10.5,1,226,0,0,0,0,0,0
B,4,227,271.3093077659606,64,8.3,8.5,10.2,0,227,0,0,0,0,0,0
B,4,228,271.36016235947625,64,8.3,8.5,10.3,0,228,0,0,0,0,0,0
B,4,229,271.4109251201154,64,8.3,8.5,10.5,1,229,0,0,0,0,0,0
B,4,230,271.46150371432316,64,8.3,8.6,10.8,1,230,0,0,0,0,0,0
B,4,231,271.51193360686295,64,8.3,8.5,10.2,0,231,0,0,0,0,0,0
B,4,232,271.5621550083159,64,8.3,8.5,8.6,30,232,0,0,0,0,0,0
B,4,233,271.6121370434762,64,8.3,8.5,10.6,1,233,0,0,0,0,0,0
B,4,234,271.66190503835685,64,8.3,8.5,10.2,0,234,0,0,0,0,0,0
B,4,235,271.71136682629583,64,8.3,8.4,8.5,34,235,0,0,0,0,0,0
B,4,236,271.76054902672774,64,8.3,8.5,10.6,1,236,0,0,0,0,0,0
B,4,237,271.80945309996594,64,8.3,8.5,10.2,0,237,0,0,0,0,0,0
B,4,238,271.85805572271363,64,8.3,8.5,10.4,0,238,0,0,0,0,0,0
B,4,239,271.90634704828267,64,8.3,8.5,10.5,1,239,0,0,0,0,0,0
B,4,240,271.95431818962084,64,8.3,8.5,10.2,0,240,0,0,0,0,0,0
B,4,241,272.00196151137345,64,8.3,8.5,10.2,0,241,0,0,0,0,0,0
B,4,242,272.04927046298974,64,8.3,8.5,10.5,1,242,0,0,0,0,0,0
B,4,243,272.09623962044714,64,8.3,8.5,10.8,1,243,0,0,0,0,0,0
B,4,244,272.1428643941882,64,8.2,8.5,10.2,0,244,0,0,0,0,0,0
B,4,245,272.18914115428936,64,8.3,8.4,13.1,27,245,0,0,0,0,0,0
B,4,246,272.23506702184693,64,8.3,8.5,10.6,1,246,0,0,0,0,0,0
B,4,247,272.2806400775909,64,8.2,8.5,10.2,0,247,0,0,0,0,0,0
B,4,248,272.32585906982433,64,8.25,8.5,9.8,53,248,0,0,0,0,0,0
B,4,249,272.3707235813141,64,8.3,8.5,10.5,1,249,0,0,0,0,0,0
B,4,250,272.41523357033736,64,8.3,8.6,10.2,0,250,0,0,0,0,0,0
B,4,251,272.45532531738286,64,8.3,8.5,11.1,0,251,0,0,0,0,0,0
B,4,252,272.4857955574988,64,8.3,8.5,10.5,1,252,0,0,0,0,0,0
B,4,253,273.6084401816131,64,8.2,8.5,10.2,0,253,0,0,0,0,0,0
