lane,run_index,boundary_index,boundary_temperature_c,sample_count,median_us,p95_us,max_us,max_pass_index,max_row_index,calls_over_max_ceiling,exceedance_fraction,calls_with_gc_activity,exceedances_with_gc_activity,nonzero_allocation_calls,fallback_calls
A,4,0,47.25379668027165,64,16,19.8,23.8,30,0,0,0,0,0,0,0
A,4,1,47.25636326000097,64,15.8,16.2,20,16,1,0,0,0,0,0,0
A,4,2,47.260731856524956,64,15.7,16.2,19.9,16,2,0,0,0,0,0,0
A,4,3,47.26746165007364,64,15.8,16.1,19.9,16,3,0,0,0,0,0,0
A,4,4,47.27766643762595,64,15.7,16.1,19.8,16,4,0,0,0,0,0,0
A,4,5,47.28584959805005,64,15.75,16.1,19.9,16,5,0,0,0,0,0,0
A,4,6,47.30439080595971,64,15.75,16.1,19.9,16,6,0,0,0,0,0,0
A,4,7,47.31016860008242,64,15.7,16.1,19.8,16,7,0,0,0,0,0,0
A,4,8,47.339061117172264,64,15.75,16.1,19.9,16,8,0,0,0,0,0,0
A,4,9,47.339702007174424,64,15.7,16.1,19.9,16,9,0,0,0,0,0,0
A,4,10,47.37124681919806,64,15.8,16.1,19.8,16,10,0,0,0,0,0,0
A,4,11,47.38116506189107,64,15.7,16.1,19.9,16,11,0,0,0,0,0,0
A,4,12,47.405578786134754,64,15.7,16,20,16,12,0,0,0,0,0,0
A,4,13,47.42490748912098,64,15.7,17,20,16,13,0,0,0,0,0,0
A,4,14,47.44107317328451,64,15.7,16.1,20.1,16,14,0,0,0,0,0,0
A,4,15,47.46560525596135,64,15.7,16.1,20,16,15,0,0,0,0,0,0
A,4,16,47.476804162561905,64,15.8,16.1,19.8,16,16,0,0,0,0,0,0
A,4,17,47.497136956453346,64,15.75,16.1,19.9,16,17,0,0,0,0,0,0
A,4,18,47.51263943389063,64,15.75,16.2,19.9,16,18,0,0,0,0,0,0
A,4,19,47.514584347605705,64,15.8,16.2,19.9,16,19,0,0,0,0,0,0
A,4,20,47.54827588349582,64,15.7,16.2,20,16,20,0,0,0,0,0,0
A,4,21,47.58362434357406,64,15.8,16.1,19.8,16,21,0,0,0,0,0,0
A,4,22,47.61869406104091,64,15.7,16.1,19.8,16,22,0,0,0,0,0,0
A,4,23,47.65354026705023,64,15.75,16.1,19.9,16,23,0,0,0,0,0,0
A,4,24,47.68824782669549,64,15.75,16.2,19.7,16,24,0,0,0,0,0,0
A,4,25,47.72291185855869,64,15.8,16.1,19.8,16,25,0,0,0,0,0,0
A,4,26,47.757624070346424,64,15.8,16.2,19.9,16,26,0,0,0,0,0,0
A,4,27,47.79246309995665,64,15.7,16.1,19.7,16,27,0,0,0,0,0,0
A,4,28,47.827488413453125,64,15.75,16.3,20,16,28,0,0,0,0,0,0
A,4,29,47.862737081945,64,15.8,16.2,19.9,16,29,0,0,0,0,0,0
A,4,30,47.89822296798229,64,15.8,16.2,19.9,16,30,0,0,0,0,0,0
A,4,31,47.93393765389919,64,15.8,16.3,23.9,16,31,0,0,0,0,0,0
A,4,32,47.96985266357666,64,15.8,16.1,20,16,32,0,0,0,0,0,0
A,4,33,48.00592249780897,64,15.8,16.1,19.9,16,33,0,0,0,0,0,0
A,4,34,48.042088118195466,64,15.8,16.2,19.8,16,34,0,0,0,0,0,0
A,4,35,48.07828054577118,64,15.8,17.5,19.8,16,35,0,0,0,0,0,0
A,4,36,48.11442436575891,64,15.8,16.3,19.9,16,36,0,0,0,0,0,0
A,4,37,48.15044099241493,64,15.8,16.5,21.5,1,37,0,0,0,0,0,0
A,4,38,48.1862515375019,64,15.7,16.3,20.2,1,38,0,0,0,0,0,0
A,4,39,48.22177927196026,64,15.7,17.9,30.6,21,39,0,0,0,0,0,0
A,4,40,48.256951592117616,64,15.8,19,27.1,21,40,0,0,0,0,0,0
A,4,41,48.29170162081721,64,15.75,17.6,23.7,21,41,0,0,0,0,0,0
A,4,42,48.32596928700798,64,15.75,16.5,23,21,42,0,0,0,0,0,0
A,4,43,48.35970218628648,64,15.75,16.3,25.8,1,43,0,0,0,0,0,0
A,4,44,48.392855721712124,64,15.8,17.7,23.3,21,44,0,0,0,0,0,0
A,4,45,48.42539348453289,64,15.75,19.2,23.4,21,45,0,0,0,0,0,0
A,4,46,48.45728705078358,64,15.75,17.7,23.2,21,46,0,0,0,0,0,0
A,4,47,48.48851566314704,64,15.7,17.7,23.3,21,47,0,0,0,0,0,0
A,4,48,48.51906575113537,64,15.7,17.7,23.1,21,48,0,0,0,0,0,0
A,4,49,48.548930336534966,64,15.75,16.3,23.3,21,49,0,0,0,0,0,0
A,4,50,48.578108470141956,64,15.75,16.2,22.9,21,50,0,0,0,0,0,0
A,4,51,48.60660451203586,64,15.7,16.2,23,21,51,0,0,0,0,0,0
A,4,52,48.634427432715825,64,15.8,16.2,23.2,21,52,0,0,0,0,0,0
A,4,53,48.661590208113125,64,15.75,16.2,23,21,53,0,0,0,0,0,0
A,4,54,48.6881090790032,64,15.8,16.2,23.3,21,54,0,0,0,0,0,0
A,4,55,48.71400299817316,64,15.75,16.3,23.3,21,55,0,0,0,0,0,0
